% Model,COMSOL_Three_Pipes_Phases_1_to_4.mph
% Version,COMSOL 6.3.0.420
% Date,"Mar 4 2026, 09:32"
% Table,c_CNN_Outlet_Phase_2 - Surface Average 2
% Time (s),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3)
14.8,5.418145315103646E-5,2.1067930164624296E-5,1.6797862913166246E-6,0.1470194357848303,0.1920216419782726,0.17183790811506428,0.3311641093112789,0.22923130551466647,0.19874279896836478,0.1571723356639156,0.18067432382640963,0.18778089507107829,0.17597856200939188,0.17285889167444835
14.9,7.75834633715889E-5,2.897249850626303E-5,2.618448839361622E-6,0.1482317717655175,0.1914728466416649,0.1718981487385758,0.3311346285182209,0.22843958226646535,0.19840053833078536,0.15868533372161403,0.18106030940135445,0.1877462971240085,0.17650620315819254,0.1733968046519052
15,1.109840795603011E-4,3.921685817925876E-5,4.013744414858636E-6,0.14899709375166553,0.1908172322324115,0.17170646452153393,0.33123856957058884,0.22774458887458346,0.1978780423175105,0.15970945441348164,0.18109769709356263,0.18750644013639253,0.17671456805365154,0.17362922836377723
15.100000000000001,1.5436321655810527E-4,5.229237296993491E-5,5.936633532498173E-6,0.14942276687383937,0.19017255757130144,0.1713628155281276,0.3314359227405146,0.22718302361616616,0.19729077879266593,0.16033018273851926,0.18091740628080302,0.18713681598824286,0.17668039588058554,0.17362142995198568
15.200000000000001,2.08783643566421E-4,6.964262524588504E-5,8.51594544566463E-6,0.14961845388716702,0.18960183530084038,0.17093625844199048,0.33169657731025276,0.22677127751825565,0.1967034024344212,0.16063479033777675,0.18062368117986555,0.18666827996216015,0.17645855396536445,0.17341934489845706
15.3,2.782248116232922E-4,9.311179426938336E-5,1.194738826083672E-5,0.1496317007762563,0.18911026579593812,0.17047412445713273,0.3319789046777519,0.22650127880448062,0.19614720711431366,0.1606816337452254,0.18026102998908036,0.18615720350488055,0.17611602861488132,0.1730929731269764
15.4,3.6666617176676203E-4,1.245440593027036E-4,1.6426670084493062E-5,0.14951005352571464,0.18870304943150482,0.17002374476756504,0.33224127624096134,0.22636495569846937,0.19565348670388152,0.16052906949483783,0.17987396090677757,0.18565995806314017,0.17571980613602933,0.17271231456132854
15.5,4.7808717503487324E-4,1.6578359960811977E-4,2.2149499023112293E-5,0.1493010581201504,0.18838538658244983,0.1696324505672973,0.33244206339782867,0.2263542364238495,0.19525353507466162,0.16023545412058549,0.1795069821312869,0.1852329150836755,0.17533687283570148,0.17234736912529858
15.600000000000001,6.143862839929966E-4,2.1847688858047773E-4,2.971757347904118E-5,0.14905746093762975,0.18816182848838045,0.16931968632549063,0.3325726872770705,0.2264150585930318,0.1949563702186052,0.15991377702237508,0.1791868114232261,0.18490746002923814,0.17501873760779532,0.1720349078901415
15.700000000000001,7.830671091860037E-4,2.8438595183665106E-4,4.018504330664585E-5,0.1488111301870328,0.18802274537229086,0.1690724602982347,0.33265729035164404,0.2264948589833428,0.1947433967655081,0.15963578109196042,0.1789131793527223,0.18466945757276282,0.17476764332731543,0.17176808640310284
15.8,9.965168236212114E-4,3.6552829697195874E-4,5.4426293790434834E-5,0.14857829459918814,0.187952066084172,0.16888944935993297,0.3327033260358549,0.2265878145657854,0.1946044885436747,0.15939795310108304,0.1786901133323677,0.18450699797626088,0.17457667727281745,0.17155148130195094
15.9,0.001267122600305927,4.639214315817205E-4,7.331571021491667E-5,0.14837518290492413,0.18793371947401452,0.16876933038498834,0.3327182477440109,0.22668810231136263,0.19452951938140997,0.15919677982148522,0.17852164077475502,0.18440817150174252,0.17443892672285605,0.17138966922445528
16,0.001607271612247464,5.815828632612539E-4,9.772767786459954E-5,0.14821802383506955,0.18795163439180976,0.16871078024780495,0.33270950889041906,0.22678989919107764,0.19450836310701816,0.15902874802490932,0.17841178909247773,0.18436106841121855,0.17434747895598646,0.17128722680838396
16.1,0.0020205574441876954,7.281729962525548E-4,1.2713504714706114E-4,0.14810928190409536,0.1879913565486913,0.16869601666338468,0.33267953938362893,0.22687534819281294,0.194523735761378,0.15890218091519748,0.17835470890478475,0.18435386405284257,0.17429849142743145,0.17123734387005485
16.2,0.0025110336791524172,9.148489200635146E-4,1.6300025447749854E-4,0.14803714192116071,0.18804381046205945,0.1687035253432035,0.33263400103868374,0.2269348039343497,0.19456052348833117,0.15882193282096285,0.17833497443334775,0.18437597455236404,0.17428508997558187,0.17122341438347322
16.3,0.0030917774875749227,0.001145873170188328,2.0918206415185584E-4,0.14799641305912592,0.18810099319130358,0.1687263851563737,0.33258519512962925,0.22697476083153967,0.1946118552706262,0.15877928720110399,0.1783422484943938,0.18441735133818835,0.17429581445374445,0.17123532122294158
16.400000000000002,0.0037758660398884442,0.0014255082821211704,2.6953924046607366E-4,0.1479819044908504,0.1881549017958125,0.1687576749720072,0.3325454229305113,0.22700171330023391,0.1946708600910115,0.15876552751451933,0.1783661939041499,0.1844679458387225,0.1743192047152261,0.17126294726276234
16.5,0.004576376506526204,0.0017580167913562109,3.479305477160905E-4,0.14798842538919507,0.18819753333497552,0.16879047365921632,0.3325269857153758,0.22702215575628343,0.1947306669322361,0.15877193722010727,0.17839647347884288,0.18451770948237142,0.17434380061333266,0.1712961753772375
16.6,0.005512234375156631,0.0021464242861258705,4.450408976726867E-4,0.14800628612370326,0.18822935430880483,0.16882299867892023,0.3325178029132389,0.22702762084902936,0.1947791594980052,0.15878941570435517,0.1784233209846073,0.18455747100916306,0.17436526749972647,0.17132801016061489
16.7,0.006607644600519584,0.0026020061477728764,5.61962007666162E-4,0.14802760131425774,0.1882559212636964,0.1688557543010652,0.332501547634445,0.22701226170636443,0.19481124330012817,0.15881335086632584,0.17844482824856114,0.1845865527125094,0.17438638006783946,0.1713575507745306
16.8,0.00788360355365574,0.0031413996014569632,7.031628503317669E-4,0.1480498865092268,0.18827686632861676,0.16888524960830484,0.3324841516750357,0.2269865034619658,0.19483058003350903,0.1588417589337787,0.17846244517840307,0.18460764635089394,0.17440634218363327,0.17138382194437252
16.900000000000002,0.00936110760560569,0.0037812418723378333,8.731123983047406E-4,0.1480706572569788,0.18829182163253205,0.16890799368329223,0.33247154683105146,0.22696077124951083,0.19484083139305117,0.15887265613447313,0.17847762168183293,0.18462344368279868,0.17442435771306947,0.17140584839552755
17,0.01106115312740993,0.004538170185575174,0.0010762796242203142,0.14808742910588188,0.18830041930440858,0.168920495608681,0.33246966489853264,0.22694549020267746,0.1948456590736589,0.15890405869616941,0.17849180766655032,0.1846366364667073,0.17443963052211037,0.17142265485338254
17.1,0.012992956037444589,0.005417125671165635,0.001317066794192181,0.1480997207310708,0.18830247532512767,0.16892623429324063,0.3324832848681768,0.22694567087029122,0.19484842185854329,0.15893184760399517,0.17850390806975408,0.18464381843180877,0.1744497589902124,0.17143254332324276
17.2,0.0151618277451031,0.006420550758355165,0.0016032549607474225,0.14810917587997535,0.1883004234189718,0.168931125506374,0.3325084079760345,0.22695518004841575,0.19485013185743155,0.15895362259822973,0.1785127189984362,0.18464347610358237,0.17445522171734806,0.17143631826930272
17.3,0.017582907857952666,0.007561334621177644,0.0019443812761414478,0.14811649770940757,0.18829782233001013,0.1689353336216867,0.3325377993861785,0.2269677272415841,0.19485093075499801,0.15896997803935864,0.17851952711498678,0.1846411404349471,0.17445954290025487,0.17143675810528353
17.400000000000002,0.020271335983560283,0.00885236643366687,0.0023499828926296217,0.14812238937617908,0.18829823080231156,0.16893902301278388,0.3325642242626799,0.2269770219543303,0.19485096023591797,0.15898150828786836,0.17852561908179607,0.18464234237882235,0.17446624673566924,0.17143664124490557
17.5,0.023242251729492857,0.010306535369856562,0.002829596962467327,0.1481275540371017,0.18830520757994423,0.1689423580532711,0.33258044776961065,0.22697677369118766,0.1948503619848671,0.15898880770424492,0.1785322815612535,0.1846526128881268,0.17447885742032804,0.17143874610188997
17.6,0.0265233803581315,0.011944960462745381,0.0033880435923485546,0.14813703438558573,0.18831715324856727,0.1689455939739342,0.33259679214637183,0.2269780459110226,0.19485452395547084,0.1589991471360077,0.17854224058231466,0.1846690853815174,0.17449391425263344,0.17144567454930693
17.7,0.030131173062274606,0.013786627315201853,0.004028772564258445,0.14815297063436791,0.18833174641353606,0.16895091920713523,0.3326285180921953,0.22699425400706072,0.19486760881637522,0.15901677856003868,0.1785572713554341,0.18468617128096962,0.174507204758035,0.17145767786822616
17.8,0.034063858345116126,0.015841224956065113,0.004759265543389216,0.1481717122192488,0.18835146284846346,0.16896139792884235,0.33267579846089773,0.22702263538537135,0.19488792032478552,0.15903776803086941,0.17857723431524922,0.18470531854438185,0.17452112547383922,0.17147400858436657
17.900000000000002,0.03831966470984975,0.0181184424141742,0.005587004194933024,0.1481896085760288,0.1883787783269638,0.168980094315024,0.33273880610629747,0.22706042745202556,0.1949137622379061,0.15905818160303062,0.1786019898963975,0.18472797512965164,0.174538072937353,0.17149391922344695
18,0.04289682065966901,0.02062796871836798,0.006519470184082003,0.14820300914050813,0.18841616862265048,0.16901007254164918,0.3328177138822132,0.22710486761309415,0.19494343831294242,0.1590740853310534,0.17863139853351614,0.18475558899467737,0.17456044368588342,0.17151666231118767
18.1,0.04778798440936548,0.023374905016636346,0.0075765585830385946,0.14822221328817553,0.18846498271671575,0.16904893605423593,0.33291288853651085,0.2271614639382452,0.19498224155590158,0.15909603253998741,0.17867337909821654,0.18479599872618938,0.1745940675124814,0.17155152769210283
18.2,0.05298307606035414,0.026360458768048257,0.008776321222435423,0.14825894534641504,0.18852829907269028,0.16909566929251246,0.3330302877199591,0.22723745629978634,0.19503924375598883,0.15913876516486378,0.1787352072720295,0.1848545316116416,0.17464304014743254,0.17160590122029712
18.3,0.05847621694576459,0.029588478468062,0.010123474905110253,0.14831169217887258,0.18861118768769397,0.16915540792376355,0.3331784706407237,0.22733267980774402,0.1951184168452052,0.15920463217518455,0.17881577870447096,0.18492886866001948,0.17470715703389447,0.17167617943587388
18.400000000000002,0.0642615283987264,0.033062812612135686,0.011622736433900747,0.14837894064919346,0.1887187185588472,0.16923328761527362,0.3333659965069733,0.22744696957214716,0.19522373275555233,0.15929598254045188,0.17891398904505756,0.1850166908803073,0.17478621361502508,0.17175875887893507
18.5,0.0703331317523689,0.03678730969572728,0.013278822611644535,0.14845917762102304,0.1888559616832703,0.16933444403432762,0.33360142452687414,0.22758016070302312,0.19535916341903212,0.15941516523016747,0.179028733943306,0.18511567928148928,0.17488000533398212,0.1718500360895838
18.6,0.07663822251390591,0.040758729201772856,0.01509697808563363,0.14856111607931277,0.1890242855942565,0.1694629361683211,0.3339087153506289,0.2277481499872574,0.19552706033511372,0.15956012414570472,0.17916978847545176,0.1852425223111159,0.17499873518116663,0.17196536262523832
18.7,0.08311145725152058,0.04496428506115561,0.017082657699042637,0.14869943162063048,0.18923077168638977,0.16962552493763045,0.33431171756577754,0.22797378798020262,0.1957351965810646,0.15973816097616747,0.17935579197891685,0.18542139755644085,0.17515910780532412,0.17212774171097586
18.8,0.08972814888979806,0.04939350744125573,0.01924089354853374,0.1488815550260472,0.1894890592487284,0.16983139890900922,0.33481882228649595,0.22826734044458766,0.19599567645558275,0.15996566137265428,0.17959893649499561,0.18566121973600438,0.17537067113713134,0.17234504738838902
18.900000000000002,0.09646361035332329,0.05403592650945282,0.021576717730768823,0.14911491707663319,0.18981278757032935,0.170089746649212,0.33543842062696083,0.22863907314314097,0.19632060425736664,0.16025901098626427,0.1799114140649827,0.18597090356834617,0.17564297310726404,0.17262515369906958
19,0.1032931545666807,0.058881072433126506,0.024095162342409798,0.1494069485534586,0.19021559594025053,0.17040975672499206,0.336178903701348,0.2290992518385915,0.1967220842851143,0.16063459546809591,0.18030541673017253,0.18635936377200657,0.17598556164639875,0.17297593468460923
19.1,0.110201468835235,0.06391722090629715,0.026796329149117823,0.1497608148294981,0.1907135705542756,0.17080099654512557,0.3370651598685933,0.2296564091773466,0.1972132304295341,0.16108721056785655,0.1807823057253721,0.18683072818285687,0.17640398330448226,0.1734003909427197
19.200000000000003,0.11714257786666314,0.06911487584741931,0.02967420507683462,0.15019216669416083,0.1913239927526419,0.17128332675734123,0.33813045874441205,0.23033001881152182,0.19781187438408002,0.1616236537705392,0.1813548897324901,0.1873999926096877,0.17691296985549554,0.17391351361594634
19.3,0.12404580068901976,0.07443690976052464,0.03272464996264297,0.15072716305316883,0.19206229454108614,0.17188137578682242,0.3393957633281478,0.2311467580124046,0.1985371971515689,0.16227831333017098,0.18205253196347135,0.18809237373041876,0.1775358470661638,0.1745411625631317
19.400000000000002,0.1308404563303602,0.07984619514964542,0.03594352364362615,0.15139196281224446,0.19294390792534583,0.17261977205875287,0.3408820366191439,0.23213330405128374,0.19940837973481823,0.1630855775007797,0.18290459563026246,0.18893308822296878,0.1782959407032137,0.17530919764311848
19.5,0.13745586381873887,0.0853056045188132,0.039326685956866926,0.1522127248771098,0.1939842649111587,0.173523143998316,0.34261024161674475,0.23331633419944744,0.200444603136645,0.16407983453639238,0.1839404439448087,0.18994735276525762,0.17921657653337184,0.17624347871474944
19.6,0.14388341549591513,0.09079900025981913,0.04286520921892711,0.15319251445300375,0.19521843806642386,0.17460657460620438,0.3446465730252034,0.23472014292272095,0.2016726578004756,0.16527747981400043,0.18517065636108312,0.19116018346215324,0.1803214285745183,0.177365076530115
19.700000000000003,0.15013168880036606,0.09631597317468744,0.0465399391356449,0.15434916193689813,0.19669677210555936,0.17589337407402705,0.3470603694667515,0.23637994238233156,0.20313522067883327,0.16669867381016204,0.186615778724868,0.19260555662211512,0.1816435930682688,0.1786988684387237
19.8,0.15615578040522338,0.10182798838279966,0.05033139562801855,0.1557309740221141,0.19845760725408004,0.17742051161334702,0.3498773098176942,0.23833878639267053,0.20487530253818065,0.16838345242825598,0.18832012383582505,0.1943221292284504,0.18322052911695189,0.1802764241955458
19.900000000000002,0.1619107869836195,0.107306511003538,0.05422009861704654,0.15738625740197343,0.200539283737502,0.17922495643572575,0.35312307295433965,0.24063972876812956,0.20693591414498166,0.1703718515716601,0.19032800449361612,0.19634855826446504,0.18508969582289575,0.1821293135555522
20,0.1673518052086859,0.1127230061562838,0.05818656802372707,0.15936331876979698,0.20298014178133922,0.18134367775272459,0.3568233377529949,0.24332582332309977,0.20936006626569797,0.172703907143753,0.19268373349790233,0.1987235007134651,0.18728855228842944,0.18428910627371298
20.1,0.1724518930267535,0.11800901559350276,0.06221734918461695,0.16167549779487983,0.20579352453692898,0.1838129546882827,0.3610133581994697,0.24643268112442077,0.21216381176253485,0.1754092232707016,0.19541938385171057,0.20149233477222042,0.18985528649926806,0.1868084100547449
20.200000000000003,0.17720380686779505,0.12310856712485774,0.0663015596600564,0.16434455778046658,0.2090056729113314,0.1866786334148105,0.3657371285342724,0.2499939923748838,0.21537247076877072,0.17853234725347975,0.198566237153081,0.20469794980825418,0.192830788071059,0.18974553013350456
20.3,0.1815921911304063,0.1280118549555274,0.07042357770671913,0.16743144087080408,0.21267427376364675,0.1899920337165779,0.37103343801575767,0.254049929592809,0.2190429549574785,0.18213572975767786,0.20216741909419333,0.20837526956100405,0.19625656855102724,0.19314058256017336
20.400000000000002,0.18560169021318443,0.1327090732906906,0.07456778158127951,0.17099708921013834,0.2168570139529766,0.19380447537785536,0.37694107590227977,0.2586406652965157,0.2232321760017321,0.18628182144888514,0.20626605536722797,0.21255921776990822,0.20017413948639853,0.19703368338493246
20.5,0.18921694851472484,0.13719041633552614,0.07871854954041124,0.175102444942716,0.2216115803384204,0.1981672781829128,0.3834988314521913,0.26380637200432355,0.22799704557460498,0.1910330729926921,0.21090527166436523,0.21728471817440526,0.20462501242439743,0.20146494865796352
20.6,0.19243952570396622,0.14143908546428124,0.0828236148774288,0.17978539851830633,0.2269809296926332,0.203116011839991,0.39073196055331727,0.26960172227609025,0.23336478438078742,0.1964149200000912,0.21613760255357087,0.22262769968535234,0.2096688105162627,0.20647657846381146
20.700000000000003,0.19528984687676612,0.14543512438172118,0.08683616517383545,0.18507070124581695,0.23298590656998291,0.20867830827537753,0.39863923767989584,0.2760695131199572,0.23935097091411614,0.20243545325201767,0.22200714931129747,0.2286559534322015,0.21536078771709513,0.21210794194438187
20.8,0.19778085457209954,0.14916399078880213,0.09074876011858861,0.19099958655820073,0.2396510295021434,0.21489358060041214,0.40721972996990086,0.28323210372667024,0.24599505353138418,0.20913110616897312,0.2285443876924554,0.23539219648228163,0.22173590177991376,0.2183949087358955
20.900000000000002,0.1999254913289415,0.1526111423864808,0.09455395940064648,0.19761328788841187,0.24700081702078786,0.22180124192643497,0.4164725045613085,0.2911118532869764,0.25333648058938435,0.21653831217146055,0.23577979345195663,0.24285914590292307,0.22882911045773818,0.22537334847457524
21,0.2017366996862667,0.1557620368757128,0.0982443227089663,0.20495303866940331,0.2550597876575889,0.22944070536478603,0.4263966285920927,0.2997311209916201,0.2614147004449096,0.22469350467998195,0.2437438423447116,0.25107951876145435,0.23667537150358825,0.23307913079664194
21.1,0.20323361084015185,0.1586173831242415,0.10180864441920122,0.21307381936789394,0.26386902326464073,0.23785168188539618,0.4369647499852319,0.30911580704874664,0.2702559501585575,0.23365798393151996,0.2524563046215919,0.26006894223430116,0.2452952070375328,0.24155364768119228
21.200000000000003,0.20444822194323234,0.1611900871642548,0.10522914721580189,0.22200105261217573,0.27343969608969926,0.24704553751767225,0.4481117380280654,0.3192548728163602,0.27985150938083503,0.24345239876752198,0.2619153395042325,0.2698309843237553,0.2546886084649481,0.25080752823899966
21.3,0.20541277446932218,0.16348390244337466,0.10848853325092238,0.2317316350775629,0.2837514602579328,0.2570191679621688,0.45977999190511737,0.33011526920999507,0.29018839035340155,0.25405220551518637,0.2721190062036911,0.28037027333594977,0.26485973746681496,0.26083049780380096
21.400000000000002,0.2061595098922353,0.16550258240922414,0.11156950467671768,0.24226246343936908,0.2947839698945094,0.2677694689194416,0.4719119108009102,0.34166394714518783,0.30125360531791595,0.2654328605017139,0.2830653639310264,0.29169143757701754,0.27581275572411357,0.2716122817093352
21.5,0.20672066968578565,0.16724988050942577,0.11445476364534225,0.2535904343729075,0.30651687912459824,0.27929333609004403,0.48444989389996634,0.35386785753747313,0.3130341665160386,0.27756982005430175,0.2947524718972942,0.3037991053530904,0.2875518249178233,0.283142605289339
21.6,0.20711061758826418,0.1687442610746399,0.11714209964757598,0.2657007168986255,0.31894429139375147,0.29156977872310313,0.4973584314513811,0.36672722260236207,0.32552474580822854,0.29044072168951246,0.3071529737952407,0.3166262069561645,0.3000480088342819,0.29542529094026393
21.700000000000003,0.2073362390886374,0.17001417599976573,0.11963966673628508,0.27855215657152327,0.33202150620091136,0.30454537476030275,0.5105569947184144,0.3801882352592885,0.3386746857730541,0.30399974414045683,0.32020661436604014,0.33006996789129434,0.3132249798961924,0.3084221927763427
21.8,0.20741855828673067,0.17107836007878266,0.1219457139067527,0.29210216486874696,0.34566997175133,0.3181683729410344,0.5239204544068382,0.3941368024796758,0.35240300472933533,0.31818715555915955,0.3338621043933962,0.34408145928420175,0.32701581273909347,0.3220600837079863
21.900000000000002,0.20737859928237104,0.17195554810567043,0.12405849015426186,0.30630815326744404,0.3598111362502616,0.3323870220046898,0.5373236812224267,0.4084588312349479,0.3666287209958925,0.3329432240976462,0.34806815466101354,0.3586117522606096,0.34135358199852156,0.33626573664560655
22,0.20723738617538479,0.17266447487440917,0.12597624447409575,0.3211275332447607,0.37436644790295803,0.34714957069065955,0.5506415458709489,0.4230402284965258,0.3812708528915465,0.34820821790794004,0.3627734759525951,0.37361191794623766,0.35617136231001395,0.35096592449961234
22.1,0.20704892835801786,0.17321720669301746,0.12770543825296882,0.3364555372897878,0.3892453984366328,0.36237137216918663,0.5637654129692179,0.4378201178054566,0.39625580014220146,0.3638454002541992,0.37786015346270746,0.38899750502137265,0.37139988029223325,0.36608619848450935
22.200000000000003,0.206854474733591,0.17362340405446036,0.12925849103646775,0.35214908806686934,0.4043521248741397,0.37791920954505615,0.5766028699548589,0.45272850681352256,0.41149156018341637,0.37969728035442496,0.39319602604486437,0.40462593378335476,0.38694197735745495,0.3815366728161717
22.3,0.2066559086685401,0.17389819303013623,0.13064258905818427,0.3681081323160316,0.4196000433641927,0.39366847645947345,0.5890531217648772,0.4676376286582551,0.4268695478984911,0.39567299529141386,0.40870843497119475,0.42036108278348894,0.40268890033162985,0.3972209649070683
22.400000000000002,0.20645511352930257,0.17405669969144433,0.13186491855171018,0.384232616777302,0.4349025700555063,0.40949456655364497,0.6010153733362764,0.48241971647718596,0.442281178170732,0.41168168214796325,0.4243247215138302,0.43606683057308426,0.4185318960407129,0.4130426921696685
22.5,0.2062539726823148,0.17411405010978284,0.13293266575063703,0.4004224881907057,0.4501731210967953,0.4252728734687769,0.6123888296060569,0.4969470034078449,0.4576178658834391,0.4276324780068669,0.43997222694489874,0.4516070557034434,0.4343622113106561,0.42890547201643975
22.6,0.20605794692744356,0.1741079370212639,0.13385550511926414,0.41654618384996617,0.465232902261256,0.44091548233447536,0.6230966704902164,0.5110940501431912,0.4727596596683669,0.443391378049363,0.4554677494637787,0.46689076463442997,0.45003257474876157,0.44464227419657737
22.700000000000003,0.20587459440858732,0.17406926834678357,0.1346442092106343,0.4324738394450855,0.47990237963282556,0.4563355184001382,0.6330990970931983,0.5247713901313996,0.48757886075876916,0.45880601615436123,0.4706150469079194,0.4818383953166987,0.46538995218699597,0.46008324317022536
22.8,0.2057089445082267,0.1740029929349161,0.13530761139145495,0.4481079493105172,0.49409385982632864,0.47140993548666027,0.642350846134682,0.5379052156428253,0.5019552629401975,0.47375798745116726,0.4853219000065677,0.496330973537753,0.4803169462883083,0.4751277584162733
22.900000000000002,0.20556602660884493,0.17391405963423523,0.13585454502843328,0.4633510077807159,0.5077196494565904,0.48601568741493983,0.6508066543343477,0.5504217189478248,0.5157686599982069,0.4881288870690881,0.4994960894889721,0.5102495250850932,0.4946961597156497,0.489675199413615
23,0.20545087009292337,0.17380741729331572,0.13629384348827714,0.4781055091901328,0.5206920551384348,0.5000297280058699,0.6584212584118737,0.5622470923167544,0.52889884571835,0.5018003101374291,0.5130453960843776,0.5234750757462239,0.5084101951319686,0.5036249456411414
23.1,0.20535574969900858,0.1736898759327375,0.13665287010814767,0.4921933802685507,0.5329565499408507,0.5133305247123222,0.6651621157785734,0.573212973152384,0.5412903483599897,0.5147017947113923,0.5259150225394054,0.5359164188151944,0.521386290126572,0.5168812564454486
23.200000000000003,0.20527075699703426,0.173568852460319,0.13695553691980072,0.5054733858013178,0.5444751794744537,0.5258396147145991,0.6710604483620979,0.5832183475580113,0.5529229030400759,0.5267996722433717,0.5380623591524507,0.547527771409276,0.5335949804820216,0.5293837200337771
23.3,0.20519764661656487,0.17345020605549144,0.1372055003318364,0.5179032772062436,0.5551851091665138,0.5374985564247483,0.6761666396566256,0.5922904308547879,0.5637291138305435,0.5380307279584682,0.5494134679804227,0.5582582950507986,0.544983816151148,0.5410847091759833
23.400000000000002,0.20513817318716382,0.17333979589768708,0.13740641675285353,0.5294408059011334,0.5650235044443018,0.5482489082548178,0.6805310731563372,0.6004564383638625,0.5736415848033288,0.5483317470817836,0.5598944110802312,0.5680571512620931,0.5555003470867834,0.5519365966419262
23.5,0.20509409133839512,0.1732434811663374,0.13756194259145207,0.5400437233037965,0.5739275307350862,0.5580322286168565,0.6842041323554108,0.6077435854063861,0.5825929200303673,0.5576395148384177,0.5694312505087861,0.5768735015654891,0.5650921232417591,0.5618917552014613
23.6,0.20506284715862852,0.17316132992281066,0.13767991344268604,0.5496637627432693,0.5818644035008693,0.5668077315577068,0.6872130026853606,0.6141479523922514,0.5905512403005816,0.5659388250656535,0.5779931077512535,0.5847074150843492,0.5736816004498853,0.5708840517584636
23.700000000000003,0.20504049589546589,0.17308884910716713,0.13776827416030551,0.558300371183043,0.5888711359368638,0.5746013822098718,0.6896094432133705,0.6196737631193207,0.5975602116721618,0.5732844217959288,0.5856179806362664,0.5916169929152938,0.5812688704120442,0.5788910713798101
23.8,0.2050267059173191,0.17302505621687664,0.13783084504095328,0.5659828704926109,0.5949895900701584,0.581454865613891,0.69148069788713,0.6243604479906987,0.603665756120936,0.5797180155470729,0.5923352457359413,0.5976384445405438,0.5879179368816656,0.5859307640798621
23.900000000000002,0.2050211455925991,0.17296896874940898,0.1378714463812721,0.5727405825414629,0.6002616279278409,0.5874098668103057,0.6929140106543292,0.628247437409492,0.6089137956227326,0.5852813168369175,0.5981742796223924,0.6028079794423179,0.5936928036121857,0.5920210798729831
24,0.20502348328971762,0.1729196042022343,0.1378938984779045,0.5786028291990889,0.6047291115370009,0.5925080708396551,0.6939966254626531,0.6313741617788068,0.613350252153381,0.5900160361832913,0.6031644588677326,0.6071618071028373,0.5986574743570408,0.5971799687735316
24.1,0.20503480222513756,0.17288296243648651,0.13789992439664847,0.5835771763006552,0.6084214246553666,0.5967624448805959,0.6947829422260493,0.6338549192529395,0.6169884432337313,0.5939554596883073,0.6073584216593759,0.6107299859024258,0.6028508232633872,0.6015300874555689
24.200000000000003,0.20505270583526072,0.1728622876576094,0.13789436353205528,0.5877121277543887,0.6114013003860262,0.6002221852730406,0.6953208464800908,0.6358180619881579,0.6198815568349892,0.5971631911863432,0.6108194085716987,0.6135868783975927,0.6063122350204202,0.605203385957353
24.3,0.20507164281840556,0.17285246387953784,0.13788571067389918,0.5910984125393658,0.6137606247741061,0.6029833207994135,0.6956878106049057,0.6373241013905246,0.6221353206085195,0.599726417793631,0.6135926997572692,0.6158351503348329,0.6091064791946221,0.6082317543395542
24.400000000000002,0.20508606187289133,0.17284837511620674,0.1378824606119541,0.5938267596346658,0.6155912838647326,0.6051418802421373,0.6959613069806229,0.6384335488661038,0.6238554622056822,0.6017323266264061,0.6157235753686509,0.6175774674606392,0.6112983253524775,0.6106470826628444
24.5,0.20509041169703754,0.17284490538155092,0.13789310813599412,0.5959878980193697,0.6169851637030334,0.6067938923836365,0.6962188079873689,0.6392069158209568,0.6251477092778408,0.6032681048008984,0.6172573155584151,0.6189164955215085,0.6129525430604694,0.6124812609878906
24.6,0.2050906010378247,0.17284066465936024,0.13790443195527374,0.5976477480812525,0.6180114375750729,0.6080152764409771,0.6964923245976664,0.6397292826539234,0.6260586158053634,0.6044221433655189,0.6183437036493737,0.6198980138686532,0.6142037279583994,0.6138161480064415
24.700000000000003,0.20509462805266088,0.17283736324515706,0.13790154033023938,0.5988749850254276,0.6187247363180705,0.6088677201686038,0.6967769196095877,0.6400779380745925,0.6266245056520787,0.6052773545695868,0.6191376110773306,0.6205635904412963,0.6151769787845022,0.6147628082048257
24.8,0.20510007555550638,0.17283453562047313,0.1378904223774536,0.5997644700569745,0.619195132303885,0.6094259051550065,0.6970946431415869,0.6403017059551556,0.6269357612945422,0.6059127073306919,0.619691950164328,0.6210095738679359,0.6159228197528989,0.6153969403355852
24.900000000000002,0.2051045263603202,0.1728317162668407,0.13787706721347925,0.6004110643809768,0.6194926979043758,0.6097645129886748,0.6974675453121195,0.6404494101678013,0.6270827652093117,0.606407170566425,0.6200596332324071,0.6213323127770753,0.6164917750777131,0.6157942431512585
