% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 23 2026, 16:42"
% Table,Table 34 - c_CNN_Sensor_Phase_3
% Time (s),c_CNN_Sensor_Phase_2 (mol/m^3)
15.56,1.1935545878291362E-4
15.57,1.2217101636625112E-4
15.58,1.250379529981594E-4
15.59,1.2795815750888545E-4
15.6,1.3093351872867052E-4
15.610000000000001,1.3396592548775842E-4
15.620000000000001,1.3705726661639162E-4
15.63,1.4020943094481157E-4
15.64,1.4342430730326255E-4
15.65,1.4670378452199208E-4
15.66,1.5004975143123549E-4
15.67,1.534640968612425E-4
15.68,1.56948709642254E-4
15.69,1.6050547860451057E-4
15.700000000000001,1.6413629257825972E-4
15.71,1.6784304039373993E-4
15.72,1.7162761088119813E-4
15.73,1.7549189287087568E-4
15.74,1.794377751930176E-4
15.75,1.8346714667786396E-4
15.76,1.8758189615566007E-4
15.77,1.9178391245664808E-4
15.780000000000001,1.9607508441107436E-4
15.790000000000001,2.0045730084917833E-4
15.8,2.0493245060120095E-4
15.81,2.095024224973934E-4
15.82,2.1416910536798758E-4
15.83,2.1893438804323763E-4
15.84,2.23800159353379E-4
15.85,2.287683081286568E-4
15.860000000000001,2.3384072319931692E-4
15.870000000000001,2.3901929339559925E-4
15.88,2.4430590754774794E-4
15.89,2.4970245448601043E-4
15.9,2.552108230406231E-4
15.91,2.608329020418292E-4
15.92,2.6657058031987786E-4
15.93,2.72425746705004E-4
15.94,2.784002900274589E-4
15.950000000000001,2.844960991174865E-4
15.96,2.907150628053178E-4
15.97,2.970590699212098E-4
15.98,3.035300092954005E-4
15.99,3.1012976975812646E-4
16,3.16860240139643E-4
16.01,3.2371071215531714E-4
16.02,3.3067127698623776E-4
16.03,3.377450226612152E-4
16.04,3.449350372090453E-4
16.05,3.522444086585386E-4
16.06,3.5967622503850174E-4
16.07,3.6723357437774595E-4
16.080000000000002,3.7491954470506657E-4
16.09,3.8273722404927286E-4
16.1,3.906897004391667E-4
16.11,3.9878006190356143E-4
16.12,4.0701139647126026E-4
16.13,4.1538679217106156E-4
16.14,4.239093370317868E-4
16.15,4.3258211908222204E-4
16.16,4.414082263511812E-4
16.17,4.503907468674799E-4
16.18,4.5953276865990235E-4
16.19,4.688373797572787E-4
16.2,4.7830766818839017E-4
16.21,4.879467219820602E-4
16.22,4.977576291670906E-4
16.23,5.077434777722794E-4
16.240000000000002,5.17907355826447E-4
16.25,5.282523513583763E-4
16.26,5.387815523968928E-4
16.27,5.494980469707872E-4
16.28,5.604049231088886E-4
16.29,5.715052688399772E-4
16.3,5.828021721928701E-4
16.31,5.942987211963746E-4
16.32,6.059980038792847E-4
16.330000000000002,6.179031082704157E-4
16.34,6.300171223985755E-4
16.35,6.423431342925709E-4
16.36,6.54884231981195E-4
16.37,6.676435034932695E-4
16.38,6.80624036857579E-4
16.39,6.938289201029434E-4
16.4,7.072612412581619E-4
16.41,7.209240883520631E-4
16.42,7.348205494134247E-4
16.43,7.489537124710478E-4
16.44,7.63326665553774E-4
16.45,7.779424966903629E-4
16.46,7.928042939096593E-4
16.47,8.0791514524045E-4
16.48,8.2327813871155E-4
16.490000000000002,8.388963623517442E-4
16.5,8.547729041898653E-4
16.51,8.709035001734601E-4
16.52,8.872844467654565E-4
16.53,9.039196727676003E-4
16.54,9.208131069816574E-4
16.55,9.379686782094247E-4
16.56,9.553903152526244E-4
16.57,9.730819469130668E-4
16.580000000000002,9.910475019924876E-4
16.59,0.0010092909092926819
16.6,0.0010278160976153966
16.61,0.001046626995762418
16.62,0.0010657275325355229
16.63,0.0010851216367364302
16.64,0.001104813237166965
16.65,0.001124806262628865
16.66,0.0011451046419239178
16.67,0.0011657123038538895
16.68,0.0011866331772205083
16.69,0.001207871190825589
16.7,0.0012294302734708825
16.71,0.0012513143539581522
16.72,0.0012735273610891835
16.73,0.0012960732236657353
16.740000000000002,0.001318955870489573
16.75,0.001342179230362457
16.76,0.0013657472320861728
16.77,0.0013896638044624753
16.78,0.0014139328762931647
16.79,0.0014385583763799547
16.8,0.0014635442335246564
16.81,0.0014888943765290104
16.82,0.001514612734194821
16.830000000000002,0.0015407032353238308
16.84,0.0015671698087178026
16.85,0.0015940163831785227
16.86,0.001621246887507748
16.87,0.001648865250507248
16.88,0.0016768754009788185
16.89,0.0017052812677241709
16.9,0.0017340867795451167
16.91,0.0017632958652434069
16.92,0.0017929124536208375
16.93,0.0018229404734791262
16.94,0.0018533838536200907
16.95,0.0018842465228454486
16.96,0.0019155324099570277
16.97,0.00194724544375657
16.98,0.0019793895530458737
16.990000000000002,0.0020119686666266465
17,0.0020449867133006433
17.01,0.0020784609542304827
17.02,0.0021124084096835007
17.03,0.0021468326471188503
17.04,0.002181737233995606
17.05,0.0022171257377728306
17.06,0.0022530017259096984
17.07,0.0022893687658652943
17.080000000000002,0.002326230425098719
17.09,0.002363590271069052
17.1,0.0024014518712354087
17.11,0.002439818793056894
17.12,0.0024786946039925895
17.13,0.00251808287150166
17.14,0.002557987163043146
17.150000000000002,0.002598411046076156
17.16,0.002639358088059839
17.17,0.0026808318564532523
17.18,0.002722835918715516
17.19,0.0027653738423057306
17.2,0.002808449194683011
17.21,0.0028520655433063938
17.22,0.002896226455635119
17.23,0.002940935499128174
17.240000000000002,0.0029861962412446874
17.25,0.003032012249443728
17.26,0.0030783870911845214
17.27,0.003125324333926026
17.28,0.00317282754512745
17.29,0.003220900292247791
17.3,0.003269546142746281
17.31,0.0033187686640819302
17.32,0.003368571423713863
17.330000000000002,0.0034189579891011797
17.34,0.003469931927703003
17.35,0.0035214968069784054
17.36,0.0035736561943864958
17.37,0.0036264136573864393
17.38,0.0036797727634372453
17.39,0.003733737079998112
17.400000000000002,0.0037883101745279837
17.41,0.003843495614486149
17.42,0.003899296967331603
17.43,0.003955717800523443
17.44,0.004012761681520869
17.45,0.0040704321777829105
17.46,0.0041287328567686365
17.47,0.004187667285937241
17.48,0.004247239032747788
17.490000000000002,0.004307451664659241
17.5,0.0043683087491309435
17.51,0.004429841942795881
17.52,0.004492083096636921
17.53,0.004555036069637944
17.54,0.004618704720782646
17.55,0.004683092909055004
17.56,0.004748204493438545
17.57,0.004814043332917295
17.580000000000002,0.004880613286474969
17.59,0.004947918213095337
17.6,0.005015961971762316
17.61,0.005084748421459528
17.62,0.005154281421170944
17.63,0.005224564829880157
17.64,0.0052956025065711565
17.650000000000002,0.005367398310227727
17.66,0.005439956099833503
17.67,0.005513279734372484
17.68,0.005587373072828255
17.69,0.005662239974184904
17.7,0.005737884297425918
17.71,0.005814309901535238
17.72,0.0058915206454967185
17.73,0.005969520388294139
17.740000000000002,0.0060483129889112265
17.75,0.006127902306331695
17.76,0.00620829219953951
17.77,0.006289486527518439
17.78,0.006371489149252347
17.79,0.00645430392372484
17.8,0.006537934709919813
17.81,0.00662238536682111
17.82,0.006707659753412529
17.830000000000002,0.0067937617286776995
17.84,0.006880695151600613
17.85,0.006968463881165023
17.86,0.007057071776354626
17.87,0.0071465226961533925
17.88,0.007236820499544962
17.89,0.007327969045513239
17.900000000000002,0.0074199721930420315
17.91,0.007512833801115038
17.92,0.007606557728716064
17.93,0.007701147834828998
17.94,0.007796607978437536
17.95,0.007892942018525478
17.96,0.007990153814076808
17.97,0.008088247224075201
17.98,0.00818722610750437
17.990000000000002,0.00828709432334825
18,0.008387855730590437
18.01,0.008489501009193792
18.02,0.00859201970963326
18.03,0.008695413996661372
18.04,0.008799686035030396
18.05,0.008904837989493139
18.06,0.009010872024801931
18.07,0.00911779030570927
18.080000000000002,0.009225594996967533
18.09,0.009334288263329242
18.1,0.009443872269547045
18.11,0.009554349180373236
18.12,0.009665721160560406
18.13,0.009777990374860893
18.14,0.009891158988027405
18.150000000000002,0.010005229164812082
18.16,0.010120203069967653
18.17,0.010236082868246623
18.18,0.010352870724401164
18.19,0.01047056880318438
18.2,0.010589179269348025
18.21,0.010708704287644909
18.22,0.01082914602282754
18.23,0.010950506639648295
18.240000000000002,0.01107278830285997
18.25,0.011195993177214527
18.26,0.011320123427464744
18.27,0.01144518121836294
18.28,0.011571168714661998
18.29,0.011698088081113712
18.3,0.011825941482471507
18.31,0.011954731083486861
18.32,0.012084459048912916
18.330000000000002,0.012215127543502027
18.34,0.012346738732006297
18.35,0.012479294779178696
18.36,0.01261279784977127
18.37,0.01274725010853715
18.38,0.012882653720228022
18.39,0.013019010849596854
18.400000000000002,0.013156323661396033
18.41,0.013294594320378003
18.42,0.013433824991295298
18.43,0.013574017838900108
18.44,0.013715175027945446
18.45,0.01385729872318343
18.46,0.01400039108936625
18.47,0.014144454291247159
18.48,0.014289490493578015
18.490000000000002,0.014435501861111538
18.5,0.014582490558600244
18.51,0.014730454301679406
18.52,0.014879387913131283
18.53,0.015029289218427925
18.54,0.015180156043041883
18.55,0.01533198621244543
18.56,0.015484777552111
18.57,0.015638527887511102
18.580000000000002,0.01579323504411792
18.59,0.015948896847404092
18.6,0.016105511122841556
18.61,0.016263075695902768
18.62,0.016421588392060527
18.63,0.0165810470367867
18.64,0.016741449455554006
18.650000000000002,0.01690279347383475
18.66,0.01706507691710092
18.67,0.017228297610825415
18.68,0.01739245338048042
18.69,0.017557542051538397
18.7,0.01772356144947126
18.71,0.01789050939975204
18.72,0.018058383727852477
18.73,0.01822718225924547
18.740000000000002,0.01839690281940314
18.75,0.018567543233798074
18.76,0.018739101327901984
18.77,0.018911574927187844
18.78,0.019084961857127943
18.79,0.019259259943194686
18.8,0.019434467010860282
18.81,0.019610580885597282
18.82,0.01978759939287789
18.830000000000002,0.019965520358174536
18.84,0.020144341606959715
18.85,0.020324060964705473
18.86,0.020504676256884444
18.87,0.0206861853089689
18.88,0.02086858594643121
18.89,0.02105187599474389
18.900000000000002,0.02123605327937905
18.91,0.021421115625809322
18.92,0.021607060859507157
18.93,0.021793886805944372
18.94,0.02198159129059379
18.95,0.022170172138928117
18.96,0.0223596271764188
18.97,0.022549954228538956
18.98,0.022741151120760653
18.990000000000002,0.022933215678556277
19,0.02312614572739804
19.01,0.023319945245783312
19.02,0.023514616198097055
19.03,0.02371015338864441
19.04,0.023906551621729454
19.05,0.024103805701658716
19.06,0.02430191043273591
19.07,0.024500860619266134
19.080000000000002,0.024700651065555346
19.09,0.024901276575907263
19.1,0.025102731954627366
19.11,0.025305012006020946
19.12,0.02550811153439227
19.13,0.025712025344047283
19.14,0.025916748239289827
19.150000000000002,0.026122275024426003
19.16,0.026328600503759757
19.17,0.026535719481596613
19.18,0.026743626762241252
19.19,0.0269523171499993
19.2,0.027161785449174816
19.21,0.027372026464073523
19.22,0.02758303499899956
19.23,0.027794805858258838
19.240000000000002,0.028007333846155606
19.25,0.028220613766994945
19.26,0.028434640425082466
19.27,0.028649408624722164
19.28,0.02886491317021961
19.29,0.029081148865879973
19.3,0.02929811051600767
19.31,0.029515792924907806
19.32,0.02973419089688588
19.330000000000002,0.029953299236245956
19.34,0.030173112747293795
19.35,0.030393626234333858
19.36,0.030614834501671396
19.37,0.030836732353611025
19.38,0.03105931459445797
19.39,0.03128257602851733
19.400000000000002,0.031506511460093936
19.41,0.03173111569349271
19.42,0.03195638353301875
19.43,0.03218230978297694
19.44,0.03240888924767219
19.45,0.03263611673140935
19.46,0.03286398703849378
19.47,0.03309249497322999
19.48,0.033321635339923945
19.490000000000002,0.0335514029428788
19.5,0.03378179258640112
19.51,0.03401279112275691
19.52,0.034244385442079195
19.53,0.03447657040547417
19.54,0.034709340874046986
19.55,0.03494269170890219
19.56,0.03517661777114624
19.57,0.03541111392188419
19.580000000000002,0.035646175022221435
19.59,0.03588179593326359
19.6,0.036117971516115725
19.61,0.03635469663188351
19.62,0.03659196614167198
19.63,0.03682977490658712
19.64,0.037068117787734195
19.650000000000002,0.03730698964621823
19.66,0.03754638534314495
19.67,0.03778629973961933
19.68,0.03802672769674726
19.69,0.03826766407563442
19.7,0.03850910373738507
19.71,0.03875104154310587
19.72,0.038993472353901854
19.73,0.03923639103087782
19.740000000000002,0.039479792435140035
19.75,0.039723671427793324
19.76,0.039968022869943255
19.77,0.04021284162269542
19.78,0.04045812254715453
19.79,0.04070386050442681
19.8,0.04095005035561772
19.81,0.04119668696183181
19.82,0.04144376518417587
19.830000000000002,0.041691279883753866
19.84,0.04193922592167145
19.85,0.04218759815903535
19.86,0.04243639145694898
19.87,0.04268560067651921
19.88,0.04293522067885088
19.89,0.04318524632504971
19.900000000000002,0.043435672476220696
19.91,0.043686493993469924
19.92,0.043937705737902066
19.93,0.04418930257062291
19.94,0.04444127935273747
19.95,0.04469363094535151
19.96,0.04494635220957076
19.97,0.04519943800649991
19.98,0.04545288319724445
19.990000000000002,0.04570668264291061
20,0.045960831204602696
20.01,0.046215284304036285
20.02,0.046469999049668136
20.03,0.04672497283271856
20.04,0.04698020304440646
20.05,0.047235687075952666
20.06,0.04749142231857574
20.07,0.047747406163496965
20.080000000000002,0.0480036360019354
20.09,0.048260109225110724
20.1,0.04851682322424205
20.11,0.04877377539054987
20.12,0.04903096311525459
20.13,0.04928838378957449
20.14,0.04954603480473046
20.150000000000002,0.04980391355194171
20.16,0.05006201742242806
20.17,0.05032034380740979
20.18,0.05057889009810658
20.19,0.05083765368573677
20.2,0.05109663196152204
20.21,0.05135582231668127
20.22,0.05161522214243436
20.23,0.051874828830000795
20.240000000000002,0.05213463977060128
20.25,0.05239465235545389
20.26,0.052654863975780335
20.27,0.052915272022798505
20.28,0.05317587388772979
20.29,0.053436666961792605
20.3,0.05369764863620838
20.31,0.053958816302195095
20.32,0.05422016735097345
20.330000000000002,0.05448169917376308
20.34,0.05474340916178432
20.35,0.0550052947062555
20.36,0.05526735319839694
20.37,0.05552958202942924
20.38,0.05579197859057178
20.39,0.05605454027304398
20.400000000000002,0.05631726446806572
20.41,0.05658014856685701
20.42,0.05684318996063763
20.43,0.05710638604062652
20.44,0.05736973419804455
20.45,0.05763323182411105
20.46,0.05789687631004559
20.47,0.058160665047067614
20.48,0.05842459542639769
20.490000000000002,0.05868866483925532
20.5,0.05895287067686053
20.51,0.05921715926368038
20.52,0.05948147780448583
20.53,0.05974582501095154
20.54,0.060010199594752796
20.55,0.06027460026756545
20.56,0.06053902574106369
20.57,0.06080347472692206
20.580000000000002,0.06106794593681706
20.59,0.06133243808242252
20.6,0.06159694987541388
20.61,0.06186148002746582
20.62,0.06212602725025478
20.63,0.06239059025545382
20.64,0.06265516775473898
20.650000000000002,0.06291975845978558
20.66,0.06318436108226869
20.67,0.06344897433386304
20.68,0.06371359692624301
20.69,0.0639782275710844
20.7,0.06424286498006218
20.71,0.06450750786485121
20.72,0.06477215493712651
20.73,0.06503680490856341
20.740000000000002,0.0653014564908364
20.75,0.06556610839562181
20.76,0.0658307593345926
20.77,0.06609540801942616
20.78,0.06636005316179551
20.79,0.06662469347337649
20.8,0.06688932766584522
20.81,0.06715395445087462
20.82,0.0674185725401411
20.830000000000002,0.06768318064531972
20.84,0.06794777747808478
20.85,0.06821236175011229
20.86,0.06847693217307581
20.87,0.06874148745865181
20.88,0.06900602631851456
20.89,0.0692705474643398
20.900000000000002,0.06953504960780185
20.91,0.0697995314605769
20.92,0.07006399173433814
20.93,0.07032842914076226
20.94,0.07059284239152291
20.95,0.07085723019829533
20.96,0.07112159127275695
20.97,0.07138592432657967
20.98,0.07165022807144061
20.990000000000002,0.0719145012190136
21,0.07217874248097264
21.01,0.07244295155484091
21.02,0.07270712818910569
21.03,0.07297127117190153
21.04,0.07323537929136405
21.05,0.07349945133562454
21.06,0.07376348609281742
21.07,0.0740274823510773
21.080000000000002,0.07429143889853733
21.09,0.07455535452332909
21.1,0.0748192280135891
21.11,0.07508305815744948
21.12,0.07534684374304357
21.13,0.0756105835585064
21.14,0.07587427639196988
21.150000000000002,0.07613792103156804
21.16,0.07640151626543583
21.17,0.07666506088170605
21.18,0.07692855366851152
21.19,0.07719199341398632
21.2,0.07745537890626467
21.21,0.0777187089334795
21.22,0.0779819822837661
21.23,0.07824519774525618
21.240000000000002,0.07850835410608299
21.25,0.07877145015438085
21.26,0.07903448467828394
21.27,0.07929745646592623
21.28,0.07956036430543993
21.29,0.0798232069849594
21.3,0.08008598329261905
21.31,0.0803486920165506
21.32,0.0806113319448887
21.330000000000002,0.08087390186576705
21.34,0.0811364005673201
21.35,0.08139882683767946
21.36,0.08166117946497918
21.37,0.08192345723735478
21.38,0.08218565894293801
21.39,0.08244778336986408
21.400000000000002,0.08270982930626496
21.41,0.08297179554027581
21.42,0.0832336808600274
21.43,0.08349548405365702
21.44,0.08375720390929554
21.45,0.08401883921507818
21.46,0.08428038875913876
21.47,0.08454185132960915
21.48,0.08480322571462318
21.490000000000002,0.08506451070231717
21.5,0.0853257050808215
21.51,0.08558681492777791
21.52,0.0858478467839618
21.53,0.08610880013221145
21.54,0.08636967445536342
21.55,0.086630469236255
21.56,0.08689118395772708
21.57,0.08715181810261344
21.580000000000002,0.08741237115375436
21.59,0.08767284259398546
21.6,0.08793323190614574
21.61,0.08819353857307251
21.62,0.0884537620776031
21.63,0.08871390190257554
21.64,0.08897395753082765
21.650000000000002,0.08923392844519693
21.66,0.08949381412852003
21.67,0.08975361406363616
21.68,0.09001332773338291
21.69,0.09027295462059537
21.7,0.09053249420811443
21.71,0.09079194597877625
21.72,0.09105130941541839
21.73,0.09131058400087938
21.740000000000002,0.09156976921799603
21.75,0.09182886454960648
21.76,0.0920878694785464
21.77,0.09234678348765618
21.78,0.09260560605977335
21.79,0.0928643366777343
21.8,0.09312297482437684
21.81,0.09338151998253777
21.82,0.0936399716350574
21.830000000000002,0.09389832926477107
21.84,0.09415659235451641
21.85,0.09441476038713288
21.86,0.09467283284545588
21.87,0.0949308092123249
21.88,0.09518868897057674
21.89,0.09544647160304898
21.900000000000002,0.09570415659257872
21.91,0.095961743422005
21.92,0.09621923157416502
21.93,0.09647662053189643
21.94,0.09673390977803538
21.95,0.09699109879542234
21.96,0.09724818706689295
21.97,0.09750517407528489
21.98,0.0977620593034365
21.990000000000002,0.09801884223418526
22,0.09827552235036872
22.01,0.09853210020721043
22.02,0.09878857612972755
22.03,0.09904494925544836
22.04,0.09930121872190165
22.05,0.09955738366661487
22.06,0.09981344322711667
22.07,0.10006939654093457
22.080000000000002,0.10032524274559727
22.09,0.10058098097863326
22.1,0.10083661037757052
22.11,0.10109213007993693
22.12,0.10134753922326015
22.13,0.1016028369450699
22.14,0.10185802238289193
22.150000000000002,0.10211309467425758
22.16,0.10236805295669378
22.17,0.10262289636772694
22.18,0.10287762404488679
22.19,0.1031322351257022
22.2,0.10338672874770065
22.21,0.10364110404840955
22.22,0.10389536016535793
22.23,0.10414949623607396
22.240000000000002,0.10440351139808612
22.25,0.10465740478892145
22.26,0.10491117554610944
22.27,0.10516482280717772
22.28,0.10541834570965516
22.29,0.10567174339106708
22.3,0.10592501498894441
22.31,0.1061781596408157
22.32,0.10643117648420826
22.330000000000002,0.10668406465664854
22.34,0.10693682329566703
22.35,0.10718945153879118
22.36,0.10744194852355043
22.37,0.1076943133874703
22.38,0.10794654526808192
22.39,0.10819864330291197
22.400000000000002,0.10845060662948713
22.41,0.10870243438533819
22.42,0.10895412570799255
22.43,0.10920567973497741
22.44,0.10945709560382232
22.45,0.10970837245205413
22.46,0.10995950941720185
22.47,0.11021050563679345
22.48,0.11046136024835868
22.490000000000002,0.11071207238942288
22.5,0.11096264119751521
22.51,0.11121305816549529
22.52,0.1114633146953967
22.53,0.11171340978850197
22.54,0.11196334244609775
22.55,0.11221311166946984
22.56,0.11246271645990068
22.57,0.11271215581867927
22.580000000000002,0.11296142874709023
22.59,0.11321053424641842
22.6,0.11345947131794973
22.61,0.1137082389629678
22.62,0.11395683618275954
22.63,0.11420526197861151
22.64,0.11445351535180709
22.650000000000002,0.11470159530363165
22.66,0.11494950083537184
22.67,0.11519723094831208
22.68,0.11544478464373872
22.69,0.11569216092293665
22.7,0.11593935878719093
22.71,0.11618637723778774
22.72,0.1164332152760118
22.73,0.11667987190314842
22.740000000000002,0.11692634612048367
22.75,0.11717263692930338
22.76,0.11741874333089104
22.77,0.11766466432653475
22.78,0.11791039891751612
22.79,0.11815594610512484
22.8,0.11840130489064243
22.81,0.11864647427535815
22.82,0.11889145326055413
22.830000000000002,0.11913624084751742
22.84,0.11938083603753209
22.85,0.11962523783188508
22.86,0.11986944523186278
22.87,0.12011345723874678
22.88,0.12035727285382633
22.89,0.12060089107838452
22.900000000000002,0.12084431091370873
22.91,0.12108753136108123
22.92,0.1213305514217897
22.93,0.1215733700971205
22.94,0.12181598638835583
22.95,0.12205839929678416
22.96,0.12230060782368905
22.97,0.12254261097035757
22.98,0.12278440773807245
22.990000000000002,0.12302599712812164
23,0.12326737814178917
23.01,0.12350853711833532
23.02,0.1237494599070425
23.03,0.12399014477422646
23.04,0.12423058998620445
23.05,0.12447079380929371
23.06,0.12471075450981349
23.07,0.12495047035407825
23.080000000000002,0.1251899396084076
23.09,0.12542916053911707
23.1,0.12566813141252497
23.11,0.1259068504949477
23.12,0.12614531605270354
23.13,0.12638352635210967
23.14,0.12662147965948192
23.150000000000002,0.1268591742411391
23.16,0.12709660836339942
23.17,0.12733378029257575
23.18,0.12757068829499113
23.19,0.1278073306369588
23.2,0.12804370558479805
23.21,0.1282798114048252
23.22,0.12851564636335752
23.23,0.12875120872671195
23.240000000000002,0.12898649676120705
23.25,0.12922150873315788
23.26,0.12945624290888452
23.27,0.1296906975547032
23.28,0.1299248709369304
23.29,0.13015876132188337
23.3,0.13039236697588094
23.31,0.13062568616523784
23.32,0.1308587171562739
23.330000000000002,0.13109145821530438
23.34,0.13132390760864876
23.35,0.13155606360262126
23.36,0.1317879244635436
23.37,0.13201948845772804
23.38,0.1322507538514947
23.39,0.13248171891116065
23.400000000000002,0.13271238190304335
23.41,0.1329427410934595
23.42,0.13317279474872581
23.43,0.13340254113515918
23.44,0.13363197851907954
23.45,0.13386110516680097
23.46,0.1340899193446438
23.47,0.1343184193189238
23.48,0.13454660335595806
23.490000000000002,0.134774469722063
23.5,0.13500201668355763
23.51,0.13522925193857255
23.52,0.13545618291659117
23.53,0.1356828074809628
23.54,0.13590912349504025
23.55,0.1361351288221683
23.56,0.13636082132569616
23.57,0.13658619886897438
23.580000000000002,0.1368112593153511
23.59,0.13703600052817627
23.6,0.13726042037079944
23.61,0.13748451670656783
23.62,0.13770828739883165
23.63,0.13793173031093856
23.64,0.138154843306238
23.650000000000002,0.13837762424808003
23.66,0.13860007099981317
23.67,0.1388221814247877
23.68,0.1390439533863499
23.69,0.13926538474785108
23.7,0.13948647337263811
23.71,0.13970721712406095
23.72,0.13992761386547073
23.73,0.14014766146021335
23.740000000000002,0.14036735777164047
23.75,0.14058670066309903
23.76,0.1408056879979379
23.77,0.14102431763950746
23.78,0.1412425874511574
23.79,0.1414604952962332
23.8,0.14167803903808743
23.81,0.14189521654006917
23.82,0.14211202566552456
23.830000000000002,0.14232846427780443
23.84,0.14254453024025754
23.85,0.1427602214162336
23.86,0.14297553566908108
23.87,0.14319047086214756
23.88,0.14340502485878603
23.89,0.14361919552234037
23.900000000000002,0.14383298071616238
23.91,0.14404637830360034
23.92,0.14425938614800532
23.93,0.1444720021127232
23.94,0.14468422406110584
23.95,0.1448960498565002
23.96,0.1451074773622563
23.97,0.14531850444172323
23.98,0.14552912895824804
23.990000000000002,0.1457393487751823
24,0.1459491617558735
24.01,0.14615857619147574
24.02,0.14636760096550108
24.03,0.146576234829842
24.04,0.14678447653638885
24.05,0.14699232483703337
24.060000000000002,0.1471997784836655
24.07,0.1474068362281816
24.080000000000002,0.14761349682246533
24.09,0.14781975901841424
24.1,0.1480256215679167
24.11,0.14823108322286382
24.12,0.14843614273514752
24.13,0.14864079885665823
24.14,0.14884505033928908
24.150000000000002,0.14904889593492943
24.16,0.1492523343954728
24.17,0.14945536447280774
24.18,0.14965798491882656
24.19,0.1498601944854217
24.2,0.15006199192448302
24.21,0.15026337598790182
24.22,0.15046434542757026
24.23,0.15066489899538
24.240000000000002,0.15086503544322102
24.25,0.15106475352298454
24.26,0.1512640519865618
24.27,0.15146292958584587
24.28,0.15166138507272497
24.29,0.15185941719909415
24.3,0.15205702471683955
24.310000000000002,0.15225420637785847
24.32,0.15245096093403845
24.330000000000002,0.1526472871372708
24.34,0.15284318373944877
24.35,0.15303864949246174
24.36,0.15323368314820093
24.37,0.15342828345855836
24.38,0.15362244917542603
24.39,0.15381617905069306
24.400000000000002,0.15400947183625377
24.41,0.15420232628399716
24.42,0.15439474114581397
24.43,0.15458671517359818
24.44,0.15477824711923815
24.45,0.15496933573462784
24.46,0.15515997977165602
24.47,0.15535017798221462
24.48,0.155539929118195
24.490000000000002,0.15572923193149182
24.5,0.1559180851739898
24.51,0.15610649235481144
24.52,0.15629445768507766
24.53,0.1564819809696824
24.54,0.15666906201351835
24.55,0.1568557006214835
24.560000000000002,0.15704189659847476
24.57,0.15722764974938291
24.580000000000002,0.15741295987910672
24.59,0.15759782679253673
24.6,0.15778225029457005
24.61,0.157966230190104
24.62,0.15814976628403132
24.63,0.15833285838124522
24.64,0.15851550628664593
24.650000000000002,0.1586977098051227
24.66,0.15887946874157427
24.67,0.15906078290089512
24.68,0.15924165208797839
24.69,0.159422076107723
24.7,0.15960205476501999
24.71,0.1597815878647643
24.72,0.1599606752118554
24.73,0.1601393166111847
24.740000000000002,0.16031751186764448
24.75,0.16049526078613577
24.76,0.1606725631715526
24.77,0.16084941882878512
24.78,0.16102582756273234
24.79,0.161201789178291
24.8,0.16137730348035187
24.810000000000002,0.16155237027381072
24.82,0.1617269893635645
24.830000000000002,0.16190116055450834
24.84,0.16207488365153394
24.85,0.1622481584595404
24.86,0.16242098478342082
24.87,0.16259336242806885
24.88,0.16276529119838273
24.89,0.16293677089925365
24.900000000000002,0.16310780133558153
24.91,0.1632783823122546
24.92,0.16344851363417373
24.93,0.16361819510623324
24.94,0.16378742653332606
24.95,0.16395620772034747
24.96,0.1641245384721935
24.97,0.16429241859375926
24.98,0.16445984788993848
24.990000000000002,0.1646268261656276
25,0.1647933532257206
25.01,0.16495943192479495
25.02,0.16512506560601065
25.03,0.16529025480713688
25.04,0.16545500006594474
25.05,0.16561930192019964
25.060000000000002,0.16578316090767575
25.07,0.16594657756613745
25.080000000000002,0.1661095524333557
25.09,0.16627208604709964
25.1,0.16643417894513987
25.11,0.16659583166524417
25.12,0.166757044745183
25.13,0.16691781872272335
25.14,0.1670781541356365
25.150000000000002,0.16723805152169127
25.16,0.16739751141865608
25.17,0.16755653436430049
25.18,0.16771512089639343
25.19,0.16787327155270684
25.2,0.1680309868710056
25.21,0.16818826738906115
25.22,0.1683451136446435
25.23,0.1685015261755194
25.240000000000002,0.1686575055194592
25.25,0.16881305221423504
25.26,0.16896816679761198
25.27,0.16912284980736114
25.28,0.16927710178125105
25.29,0.1694309232570512
25.3,0.16958431477253075
25.310000000000002,0.16973727686546067
25.32,0.1698898100736074
25.330000000000002,0.1700419149347413
25.34,0.17019359198663164
25.35,0.17034484176704737
25.36,0.17049566481375825
25.37,0.17064606166453292
25.38,0.17079603285714035
25.39,0.17094557892935236
25.400000000000002,0.17109470041893418
25.41,0.1712433978636573
25.42,0.17139167180129083
25.43,0.17153952276960277
25.44,0.17168695130636485
25.45,0.17183395794934417
25.46,0.1719805432363103
25.47,0.17212670770503236
25.48,0.17227245189327903
25.490000000000002,0.17241777633882094
25.5,0.172562681579427
25.51,0.1727071735504884
25.52,0.1728512589514123
25.53,0.17299493946600109
25.54,0.1731382167780556
25.55,0.17328109257137334
25.560000000000002,0.17342356852975854
25.57,0.17356564633700702
25.580000000000002,0.1737073276769194
25.59,0.17384861423330056
25.6,0.17398950768994415
25.61,0.1741300097306534
25.62,0.1742701220392294
