% Model,COMSOL_3D_CNN_Design_2_Phase_3.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 3 2025, 18:28"
% Table,Table 24 - 3D_Pipe_1_Outlet_Concentration_Surface_Average
% Time (s),"Molar concentration, c2 (mol/m^3)"
0,3.2188500570724873E-131
0.1,1.6027209423709465E-128
0.2,-1.3419794104128072E-108
0.30000000000000004,-1.2656774863377442E-99
0.4,4.871446384303516E-68
0.5,5.04473936281689E-63
0.6000000000000001,3.818488851330094E-58
0.7000000000000001,1.2328271587714096E-53
0.8,-1.4402199996469216E-40
0.9,-6.191470935105336E-38
1,-9.857098208267996E-36
1.1,1.0517709681714116E-33
1.2000000000000002,4.685921746154434E-31
1.3,5.963267695171871E-29
1.4000000000000001,4.2631992233929506E-27
1.5,1.918522938618231E-23
1.6,4.240507347554034E-22
1.7000000000000002,8.651723272467101E-21
1.8,9.353405539219212E-20
1.9000000000000001,7.762773599461434E-19
2,5.5889953520602976E-18
2.1,3.09597445833154E-17
2.2,1.6663533511269298E-16
2.3000000000000003,7.888133411359923E-16
2.4000000000000004,3.360372056307894E-15
2.5,1.3801832698630356E-14
2.6,4.914433466916778E-14
2.7,1.612366119555422E-13
2.8000000000000003,4.73097073246968E-13
2.9000000000000004,1.2316525125461934E-12
3,2.9341940698782693E-12
3.1,6.264421032441409E-12
3.2,1.2411912194825523E-11
3.3000000000000003,2.1902213944015823E-11
3.4000000000000004,3.5088667098025366E-11
3.5,5.1984471934458306E-11
3.6,7.182609917598451E-11
3.7,9.367813911817711E-11
3.8000000000000003,1.1620768564770237E-10
3.9000000000000004,1.379258081257384E-10
4,1.5754258296227212E-10
4.1000000000000005,1.7461844316124332E-10
4.2,1.8870402389801548E-10
4.3,1.9979084864579512E-10
4.4,2.0825269465441156E-10
4.5,2.1448825592674166E-10
4.6000000000000005,2.1890257095575031E-10
4.7,2.21943700913309E-10
4.800000000000001,2.2402853377190037E-10
4.9,2.2548387465906148E-10
5,2.2650684198017881E-10
5.1000000000000005,2.273089639197841E-10
5.2,2.2802712394939713E-10
5.300000000000001,2.2872701359849104E-10
5.4,2.2940389025842003E-10
5.5,2.3005068442212503E-10
5.6000000000000005,2.30637619533309E-10
5.7,2.3113261465673036E-10
5.800000000000001,2.3152533616045184E-10
5.9,2.3181686634769735E-10
6,2.3201867910386903E-10
6.1000000000000005,2.321566528892021E-10
6.2,2.3229585626534152E-10
6.300000000000001,2.3259006045471533E-10
6.4,2.338891069628145E-10
6.5,2.384863006647994E-10
6.6000000000000005,2.52521232933688E-10
6.7,2.794518166027457E-10
6.800000000000001,3.2676221188768074E-10
6.9,4.088999907281284E-10
7,5.552971559890904E-10
7.1000000000000005,8.514338111191225E-10
7.2,1.3904825923753963E-9
7.300000000000001,2.341673079757472E-9
7.4,3.99221298951526E-9
7.5,6.964863037537655E-9
7.6000000000000005,1.2096833355584023E-8
7.7,2.0667349286010403E-8
7.800000000000001,3.469694353065709E-8
7.9,5.772194181677758E-8
8,9.536636306647965E-8
8.1,1.5433265400045988E-7
8.200000000000001,2.4511132535019957E-7
8.3,3.8284767153220217E-7
8.4,5.951882409139985E-7
8.5,9.084267563355847E-7
8.6,1.3625311750659953E-6
8.700000000000001,2.01173210049602E-6
8.8,2.9391142240428568E-6
8.9,4.2386774283406415E-6
9,6.016094468588831E-6
9.1,8.455339557469908E-6
9.200000000000001,1.1941974217961629E-5
9.3,1.639102642297915E-5
9.4,2.2236472981654224E-5
9.5,2.9584606186801866E-5
9.600000000000001,3.858388132914757E-5
9.700000000000001,4.99201421918801E-5
