% Model,COMSOL_3D_CNN_Design_3_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 11 2026, 14:52"
% Table,Table 9 - Concentration_CNN
% Time (s),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3)
13,5.134640554944292E-4,0.0013888891395856628,5.632183146155995E-4,5.781610554620414E-4,9.925977660549426E-4,0.001684745987474375,7.847054945457083E-4,1.477791996382639E-4
13.100000000000001,5.828823465408748E-4,0.0014622122970596677,5.606792468105935E-4,5.758077224279834E-4,0.0010315415396683625,0.0017167763650645222,7.505305904177426E-4,1.479228344666707E-4
13.200000000000001,6.501127080383121E-4,0.001513429668767643,5.609352677903868E-4,5.768176115301651E-4,0.0010614866228326452,0.0017390827369350445,7.184322767237422E-4,1.483494122216938E-4
13.3,7.118965333303462E-4,0.0015460093633800193,5.634611159363327E-4,5.810775593026354E-4,0.0010822980434984288,0.0017514743733493404,6.889742070370094E-4,1.4922949348676118E-4
13.4,7.655892872057455E-4,0.0015664333510614678,5.67812112625233E-4,5.886738998317783E-4,0.0010941416199763349,0.001753634992129125,6.627949801284244E-4,1.5078598857863927E-4
13.5,8.095483064606286E-4,0.001580123085194788,5.738776927441027E-4,6.001837734584276E-4,0.0010973056676311323,0.001745565971489131,6.404653868082525E-4,1.5329828486721522E-4
13.600000000000001,8.43063509816245E-4,0.001589543468919685,5.825228105760321E-4,6.161387321604792E-4,0.001092075286603979,0.0017268813559451178,6.225099496097603E-4,1.5710613129820837E-4
13.700000000000001,8.662744545710389E-4,0.001593670345194426,5.949634885378332E-4,6.367345711713572E-4,0.001078850541239036,0.0016987325476207754,6.095545667979234E-4,1.6257713267219797E-4
13.8,8.79977392999471E-4,0.0015898067327037024,6.124902282770113E-4,6.62888466774132E-4,0.001058497443458218,0.0016631259421435337,6.022378258944838E-4,1.7012538448954944E-4
13.9,8.852216718674789E-4,0.00157629188284382,6.373814988507183E-4,6.952553244341562E-4,0.001031911398256633,0.0016223652247874935,6.009595623528147E-4,1.801827669182607E-4
14,8.8313299642389E-4,0.0015531636940308115,6.716306745966304E-4,7.343458745206435E-4,0.0010001322395004214,0.0015781815706334408,6.061290009121125E-4,1.93173032810648E-4
14.100000000000001,8.748284159226064E-4,0.0015214362028206654,7.178007158288505E-4,7.807741284196837E-4,9.642225459646618E-4,0.0015324598228843836,6.181619420352031E-4,2.094796628948819E-4
14.200000000000001,8.61284380245141E-4,0.0014823200322013643,7.773449026713973E-4,8.346545008884064E-4,9.251487179610671E-4,0.0014872393653690584,6.372269238269314E-4,2.2940995619824133E-4
14.3,8.432606218018994E-4,0.0014367591674886975,8.500885063672783E-4,8.952885734684042E-4,8.83648686871364E-4,0.001444745990983253,6.635399466608851E-4,2.531593170567151E-4
14.4,8.213222723518821E-4,0.0013857077680704732,9.339502018783553E-4,9.613838967640058E-4,8.402896839968694E-4,0.0014071663059530876,6.974793257912043E-4,2.807799151132194E-4
14.5,7.961377849041398E-4,0.0013301004680670962,0.0010254912406725766,0.0010312428132379923,7.957305650102896E-4,0.001376308307304549,7.388947538906298E-4,3.121556738453736E-4
14.600000000000001,7.681978715545427E-4,0.0012711899663075566,0.0011201781508318781,0.0011026517285128486,7.505976757966938E-4,0.0013536501302193766,7.865993043758385E-4,3.469876228472807E-4
14.700000000000001,7.380885257477111E-4,0.001210458335800757,0.0012131069317107596,0.001173148443936859,7.055841923784894E-4,0.001340162147566548,8.401791539604174E-4,3.847921417521492E-4
14.8,7.064938873222201E-4,0.0011494060229777932,0.0012993996201141036,0.0012402631602432546,6.611181061684279E-4,0.0013365275640423592,8.990604247831118E-4,4.2491363359926416E-4
14.9,6.740738382223411E-4,0.0010892575850807052,0.0013754061659363253,0.0013017600999042358,6.177077281396088E-4,0.001343182871000113,9.619180889349323E-4,4.665263426131206E-4
15,6.414563058534508E-4,0.0010307763901375984,0.0014386296466052263,0.0013557316167558753,5.758290658526735E-4,0.0013599061333043783,0.001027978025837648,5.087291939939176E-4
15.100000000000001,6.092014958209339E-4,9.743310805387614E-4,0.0014877285927380373,0.001400694893488471,5.359091732541573E-4,0.001385515294220509,0.0010959399385952855,5.50570781853654E-4
15.200000000000001,5.777824180132498E-4,9.199757995769859E-4,0.0015224377436353223,0.001435681278365384,4.982291850826043E-4,0.001418001435481057,0.0011638341857905644,5.910676269492532E-4
15.3,5.475896043360975E-4,8.67758186206979E-4,0.0015433101131778297,0.0014602281013898165,4.6294673223149185E-4,0.0014535376678604863,0.0012297721875641758,6.292668620036886E-4
15.4,5.189488400705399E-4,8.179192056154013E-4,0.0015512067911344729,0.0014742404687237227,4.3017603523328395E-4,0.001487827613286772,0.0012922256519789235,6.642908279170779E-4
15.5,4.921414383019584E-4,7.710878749635732E-4,0.0015470013722289875,0.0014777136709169618,3.998997708781235E-4,0.0015197886260183342,0.0013491844251861253,6.953749080285339E-4
15.600000000000001,4.674193868372023E-4,7.281003257883002E-4,0.0015317952632414845,0.0014707150085657098,3.719170396523566E-4,0.0015475018218910589,0.0013983834930935645,7.218955950771735E-4
15.700000000000001,4.4502112729111215E-4,6.900061436104674E-4,0.001507315237306304,0.0014538848209560316,3.459822233604001E-4,0.0015691103528750472,0.0014388005628985954,7.433841132243872E-4
15.8,4.251413008356329E-4,6.576979748813537E-4,0.0014752151374336805,0.001429677426009317,3.2176771122764116E-4,0.0015834390224393287,0.0014692952346250865,7.595242317036935E-4
15.9,4.0791286484872765E-4,6.319784973848969E-4,0.0014368677755146808,0.001398441233198438,2.988590437774087E-4,0.0015889507443796913,0.0014888892229141593,7.701419432518417E-4
16,3.9338335716652663E-4,6.132215157699816E-4,0.0013932598994353266,0.0013621954082574637,2.767713250790509E-4,0.0015847993694388565,0.0014970501802319942,7.751704843831021E-4
16.1,3.814421578865055E-4,6.015200251328623E-4,0.0013452656642904115,0.001321059627641615,2.550990329271906E-4,0.0015707194228581653,0.001493824521973854,7.746008510137905E-4
16.2,3.7182214450300516E-4,5.967926417246583E-4,0.0012937733683274248,0.0012767173143337124,2.3356410585895687E-4,0.0015463302932119788,0.001479345443044151,7.685313996313611E-4
16.3,3.6408394167269123E-4,5.988697760960218E-4,0.001239909080198007,0.0012297240807806382,2.119028133928281E-4,0.0015119225090657685,0.001454540934543226,7.573082300759822E-4
16.400000000000002,3.576199686615359E-4,6.07456074064922E-4,0.0011845908376112578,0.0011805629921762411,1.8998845865883282E-4,0.0014680907633243321,0.0014210168921697753,7.41492199988724E-4
16.5,3.5172881980561027E-4,6.221217361868859E-4,0.0011285905902096115,0.001130491602121497,1.6789682725010789E-4,0.0014158012051782756,0.001379854963309347,7.218081503909029E-4
16.6,3.457037698358486E-4,6.426172837170551E-4,0.0010723382322662038,0.001079503108314476,1.4582415934988164E-4,0.0013571950653705164,0.001332608482979286,6.990330868853557E-4
16.7,3.389226585795955E-4,6.684001895676384E-4,0.0010167355019209867,0.0010287196946325078,1.2404856582285765E-4,0.0012932577747842952,0.001280956065375104,6.739052477390708E-4
16.8,3.3095347647812387E-4,6.992532569363374E-4,9.626405809592611E-4,9.785258939287022E-4,1.029637312811781E-4,0.0012256858603481612,0.00122579351954738,6.470793007091006E-4
16.900000000000002,3.2154095491892317E-4,7.347081208346965E-4,9.102780864292148E-4,9.29384392055443E-4,8.306207277285447E-5,0.001156600315850736,0.001167967409794054,6.191129270275134E-4
17,3.1066190377558177E-4,7.741017943822379E-4,8.602071698060519E-4,8.820794292829708E-4,6.476959076122487E-5,0.001086814466400378,0.0011083827111299845,5.904728183632304E-4
17.1,2.987601045446445E-4,8.170884153374768E-4,8.130038675534584E-4,8.365557516814004E-4,4.8393880858935125E-5,0.0010175043253206459,0.001048011241714705,5.615615741583202E-4
17.2,2.8635160623310425E-4,8.63278557061129E-4,7.687595350169481E-4,7.93373508947468E-4,3.4239774328245975E-5,9.500233630208938E-4,9.873883313053092E-4,5.327344403638766E-4
17.3,2.7404778160413295E-4,9.115426784386881E-4,7.277505211497034E-4,7.526061633317723E-4,2.2489480326902406E-5,8.849534942058521E-4,9.272414003630514E-4,5.04313022913473E-4
17.400000000000002,2.624039427644239E-4,9.600316574272198E-4,6.901397207659263E-4,7.144786608915754E-4,1.3161609953695511E-5,8.228642150864025E-4,8.683290882534538E-4,4.7658887762749825E-4
17.5,2.521022038133839E-4,0.0010067390017287122,6.558030122231925E-4,6.790705733642876E-4,6.1513074052671884E-6,7.643840082529965E-4,8.112807385343301E-4,4.498200711412501E-4
17.6,2.4369768168001787E-4,0.0010497751039693984,6.246316469078027E-4,6.46339907643301E-4,1.2720091690273375E-6,7.096840189630706E-4,7.56344716072961E-4,4.2422297561680537E-4
17.7,2.378106475633857E-4,0.0010869349199355287,5.962314369907202E-4,6.16132305103196E-4,-1.7919531180299519E-6,6.58820182600856E-4,7.039014143834935E-4,3.999625166858257E-4
17.8,2.3443649216844077E-4,0.0011161256809680603,5.70358476009388E-4,5.884686959504252E-4,-3.4132943033342415E-6,6.117626728258387E-4,6.541823649988394E-4,3.771437947508026E-4
17.900000000000002,2.335134134639114E-4,0.0011356834945235243,5.467352646060203E-4,5.633217621181692E-4,-3.943549216767883E-6,5.68261929730571E-4,6.072602949201957E-4,3.558228828337181E-4
18,2.3462047652317305E-4,0.0011445177193876313,5.248807205077391E-4,5.407660796052134E-4,-3.660333474010073E-6,5.281413283517313E-4,5.631444948459713E-4,3.3600078734753107E-4
18.1,2.371722036678999E-4,0.0011426216227117135,5.046013205025049E-4,5.208350602462278E-4,-2.870474255333955E-6,4.910751031243153E-4,5.217858241993558E-4,3.1762725546972503E-4
18.2,2.4060355903985896E-4,0.0011304223916262879,4.8581209302470666E-4,5.037747066829006E-4,-1.8391890504271282E-6,4.564827183238549E-4,4.8295360535768883E-4,3.006081297651037E-4
18.3,2.44274889439786E-4,0.0011089832378204996,4.6853944237778536E-4,4.897416191287944E-4,-8.001120226784613E-7,4.241864686097207E-4,4.464106736619904E-4,2.848151532451579E-4
18.400000000000002,2.4770040343326895E-4,0.001079809492575915,4.5325809909355856E-4,4.7909770271863886E-4,1.3476346945274256E-7,3.937755878768326E-4,4.118856295240012E-4,2.7009816773478914E-4
18.5,2.505427821280534E-4,0.0010446616702737945,4.4029434874492897E-4,4.719578890560678E-4,8.869672408496503E-7,3.6479497607821857E-4,3.790173049058644E-4,2.5628037647154015E-4
18.6,2.526082488027864E-4,0.0010050245872860648,4.302814496190376E-4,4.683876096460708E-4,1.4839190627097655E-6,3.370859065255861E-4,3.473914283697636E-4,2.4316193986730753E-4
18.7,2.538923785714156E-4,9.619781702645576E-4,4.238912607996183E-4,4.6857661576131884E-4,1.9265968720368425E-6,3.103699397124786E-4,3.1684583587351516E-4,2.3075774335886464E-4
18.8,2.54477987819363E-4,9.165627645786078E-4,4.216344087069393E-4,4.726617696883161E-4,2.214527010269175E-6,2.8435610742853334E-4,2.8713024114730554E-4,2.1894311842416358E-4
18.900000000000002,2.545497192253688E-4,8.695763031125203E-4,4.244733674008293E-4,4.810617504645908E-4,2.4211739020603513E-6,2.589489290486835E-4,2.5806921320820574E-4,2.0775736329349867E-4
19,2.5425584497314874E-4,8.21643487573844E-4,4.338985708360724E-4,4.940403017435585E-4,2.5363699521882986E-6,2.3403536583262592E-4,2.2963756210226123E-4,1.9714599007660162E-4
19.1,2.537825951751863E-4,7.733828457334653E-4,4.5016990263628396E-4,5.117553118001405E-4,2.6073370212578478E-6,2.095583138737039E-4,2.0187967746920898E-4,1.8715724180479285E-4
19.200000000000003,2.532132117276561E-4,7.252418404672524E-4,4.7402286634502284E-4,5.342564000580177E-4,2.6829388650571748E-6,1.855608177068737E-4,1.748926127858817E-4,1.778841741610184E-4
19.3,2.5263975037639327E-4,6.777521507983887E-4,5.057753210510237E-4,5.613880170476712E-4,2.7463793367372703E-6,1.6209834032618635E-4,1.4892755785606378E-4,1.6938071340451968E-4
19.400000000000002,2.5209608931550345E-4,6.314520493761012E-4,5.450128106044906E-4,5.928241064484795E-4,2.867320377287124E-6,1.3932930326777466E-4,1.2424204864061215E-4,1.6187497147777556E-4
19.5,2.515822752347393E-4,5.868565463675488E-4,5.913118578977326E-4,6.280328163067459E-4,3.014154128985255E-6,1.1750477530671822E-4,1.0108131228472285E-4,1.5548299830476887E-4
19.6,2.511154760933627E-4,5.444345298519065E-4,6.432675448337054E-4,6.666400535977963E-4,3.214245316605192E-6,9.676878497009861E-5,7.976593586230439E-5,1.506059717719602E-4
19.700000000000003,2.5068019320326657E-4,5.045016405226556E-4,6.995560830195625E-4,7.071808819973116E-4,3.4610094051372796E-6,7.740708050580708E-5,6.064986775842393E-5,1.470184698917709E-4
19.8,2.502885414089525E-4,4.6725291015943743E-4,7.587368942997639E-4,7.495343231600481E-4,3.7494238943608095E-6,5.976353524731543E-5,4.3868409433419786E-5,1.446467417306618E-4
19.900000000000002,2.4995404542131486E-4,4.328154776626382E-4,8.182734923885025E-4,7.919559221664785E-4,4.077589177766661E-6,4.400224953772759E-5,2.9586128055467395E-5,1.4353266988093564E-4
20,2.4969917686920443E-4,4.0119874226456743E-4,8.762844750828547E-4,8.33765886047432E-4,4.443811325504661E-6,3.0330877605456967E-5,1.788998577683799E-5,1.4368475782282426E-4
20.1,2.495527252514559E-4,3.7230486421419256E-4,9.312186567478722E-4,8.739172053433943E-4,4.8374440849050385E-6,1.888730790528684E-5,8.68291829029065E-6,1.4511074644009943E-4
20.200000000000003,2.495622785932754E-4,3.4589778498292215E-4,9.807155047906165E-4,9.10762795360784E-4,5.263511362663736E-6,9.706485981154883E-6,1.851522429403197E-6,1.4782017529976248E-4
20.3,2.4978245769245245E-4,3.217199556667805E-4,0.0010232242317113325,9.44165969630076E-4,5.715781424642742E-6,2.7492721008203494E-6,-2.784995382636509E-6,1.516989822454311E-4
20.400000000000002,2.5028860583692906E-4,2.994186396544435E-4,0.0010579554567071874,9.724289772587315E-4,6.1963212478832436E-6,-2.1434201288868467E-6,-5.5259931788249505E-6,1.5668632357422098E-4
20.5,2.5118666776412E-4,2.785637490883734E-4,0.0010837332500620188,9.953819960741407E-4,6.70763759747907E-6,-5.18079352863124E-6,-6.694054749339464E-6,1.6254851394815364E-4
20.6,2.526093104248235E-4,2.5866915574879846E-4,0.0011001207002520634,0.001012186209211506,7.250705950167323E-6,-6.670492950603602E-6,-6.531461364680498E-6,1.6918805040554003E-4
20.700000000000003,2.548283447950831E-4,2.3919449157049224E-4,0.0011071750780904993,0.001022406634780482,7.8273213530491E-6,-6.882616573871681E-6,-5.366417369246819E-6,1.7642009143241423E-4
20.8,2.5817276159215374E-4,2.19698958813784E-4,0.0011049351813439813,0.0010259854996676615,8.444359916327606E-6,-6.117188464236851E-6,-3.6298571178540014E-6,1.8419564570930363E-4
20.900000000000002,2.6278368434809045E-4,1.9984412705437618E-4,0.0010942055801108576,0.001022739477204895,9.098523084189956E-6,-4.82589460385318E-6,-1.7172989266980748E-6,1.922656847696595E-4
21,2.690972607971405E-4,1.7935980371965206E-4,0.0010754899655082144,0.0010129423845204905,9.801352001263271E-6,-3.391244098949101E-6,1.748290396937334E-7,2.0061703235090068E-4
21.1,2.7735530636717606E-4,1.5814057984404867E-4,0.0010496972536551388,9.968920042157576E-4,1.0548238563223358E-5,-2.0248010853844137E-6,2.1228140163025143E-6,2.0903775863976198E-4
21.200000000000003,2.881860875418212E-4,1.3628150464582177E-4,0.0010183109050717813,9.753639096435879E-4,1.1345900837193393E-5,-8.570340392391622E-7,3.844579636081841E-6,2.1754928621854676E-4
21.3,3.019406476625372E-4,1.14149188227497E-4,9.819483125931765E-4,9.486291232691479E-4,1.2195996107656546E-5,3.876601761867912E-8,5.473009610237863E-6,2.2599392534430285E-4
21.400000000000002,3.19160652215057E-4,9.211568504533285E-5,9.416471532134878E-4,9.18059812456826E-4,1.3099510772255447E-5,6.35037340991617E-7,6.937652283764174E-6,2.3440731387289911E-4
21.5,3.4034610081944383E-4,7.079128909333249E-5,8.987266894874168E-4,8.837783488995072E-4,1.4062273670093254E-5,9.54100552784016E-7,8.189944034794848E-6,2.4270432548630352E-4
21.6,3.658523565599669E-4,5.082646928040912E-5,8.537738166969678E-4,8.468923827056697E-4,1.5081686494818706E-5,1.0403027775400068E-6,9.276802058728407E-6,2.509122284068205E-4
21.700000000000003,3.962052926562097E-4,3.290021710206368E-5,8.075526923451145E-4,8.080226273027021E-4,1.6166419668897995E-5,9.54536429825541E-7,1.0324640113075346E-5,2.590128743652066E-4
21.8,4.3152454180656584E-4,1.7602555041686168E-5,7.610146606000053E-4,7.675683885777271E-4,1.731290514507454E-5,7.862560141230504E-7,1.1276975374994133E-5,2.6701360172836427E-4
21.900000000000002,4.7208418238870245E-4,5.365046363254092E-6,7.146548409252972E-4,7.266388555413209E-4,1.852751182968039E-5,6.066503861626925E-7,1.2276598341868953E-5,2.7492822132149327E-4
22,5.178538351060352E-4,-3.597281926737596E-6,6.689308229907286E-4,6.851873750511825E-4,1.981085617419732E-5,4.405049007728586E-7,1.3379575740107626E-5,2.82753883916458E-4
22.1,5.684280604772642E-4,-9.318187217600609E-6,6.244377931752945E-4,6.440428501550623E-4,2.1164781562838566E-5,3.027063673456275E-7,1.455515178398936E-5,2.9050559289616124E-4
22.200000000000003,6.238354601282234E-4,-1.204947727070776E-5,5.815037807443459E-4,6.034555751747884E-4,2.2594238605252355E-5,2.0002195829586604E-7,1.595195750914298E-5,2.981774975238304E-4
22.3,6.826846932203724E-4,-1.2275642475652007E-5,5.40322642060731E-4,5.637258901290588E-4,2.4097246324571034E-5,1.3260053359872268E-7,1.750044308147279E-5,3.0576692645967543E-4
22.400000000000002,7.451279020730424E-4,-1.0647808561119768E-5,5.011630083108694E-4,5.253555613153338E-4,2.5681534214618807E-5,9.489203740620454E-8,1.92596281951358E-5,3.1326899652265965E-4
22.5,8.08886259054025E-4,-7.884817615893878E-6,4.64143712185084E-4,4.88290160021255E-4,2.7343819617513852E-5,7.907809799346026E-8,2.1238803043958156E-5,3.206612788198685E-4
22.6,8.740662222821969E-4,-4.686302351372395E-6,4.292806907706893E-4,4.5285381469595373E-4,2.908984234984686E-5,7.671511133839575E-8,2.342262589439418E-5,3.2794234236018844E-4
22.700000000000003,9.378970539148868E-4,-1.6626393410816926E-6,3.966059811638593E-4,4.1903834755263554E-4,3.0919410150214044E-5,7.989809316423658E-8,2.5814490975706726E-5,3.3508354689276747E-4
22.8,0.0010002867554387712,8.165540353732483E-7,3.6602065160511995E-4,3.8692512323865207E-4,3.283409136061482E-5,8.272974394183746E-8,2.8412724267421148E-5,3.420847287261944E-4
22.900000000000002,0.0010584871605817442,2.514248170359919E-6,3.3744726879772295E-4,3.5649152973985356E-4,3.483677618571359E-5,8.245689526493344E-8,3.119257165657804E-5,3.4892074070673256E-4
23,0.0011121429556347673,3.379009561615554E-6,3.1074961953122166E-4,3.2771816447225906E-4,3.692629707660665E-5,7.905243156932847E-8,3.4154870902043555E-5,3.5559233198786635E-4
23.1,0.001159023212909393,3.5090560595091358E-6,2.856642487210803E-4,3.00513507609774E-4,3.910624575294562E-5,7.328492158078508E-8,3.729504522483244E-5,3.620833491191494E-4
23.200000000000003,0.0011985983235573278,3.1139524292467728E-6,2.620672428089108E-4,2.748242429951957E-4,4.1375045037497965E-5,6.609115118698672E-8,4.05898873113744E-5,3.683977065659922E-4
23.3,0.0012294586548543254,2.4254001248135545E-6,2.3974875797150714E-4,2.505598920846637E-4,4.373426256697707E-5,5.864077666570729E-8,4.405157758924937E-5,3.7453129071106606E-4
23.400000000000002,0.0012511518057462766,1.6739851434464912E-6,2.1842567025487331E-4,2.2758905617377022E-4,4.618366660773174E-5,5.128053106135164E-8,4.7654593883607014E-5,3.804934986727257E-4
23.5,0.0012630849531548255,1.030993742235073E-6,1.9798555966942246E-4,2.0588564091052354E-4,4.872268418506774E-5,4.446354582829013E-8,5.140384922983605E-5,3.8629108303487165E-4
23.6,0.001265254854325673,5.793105162063538E-7,1.7827471043907472E-4,1.8529200918767467E-4,5.135098231098023E-5,3.8542138621262495E-8,5.52927879108578E-5,3.919457676366497E-4
23.700000000000003,0.0012575873090487706,3.4051375936084297E-7,1.5913968057411872E-4,1.6580152557427622E-4,5.40680898696875E-5,3.349837001313165E-8,5.9305293263247286E-5,3.9747402635444384E-4
23.8,0.0012409871581946642,2.8143301071092027E-7,1.4056170769889882E-4,1.4732724058716745E-4,5.6870846218441974E-5,2.9396803523106285E-8,6.345050276456591E-5,4.029168175524892E-4
23.900000000000002,0.001215420251895314,3.4202233388179924E-7,1.2252325246734348E-4,1.2984206091924143E-4,5.976069014196745E-5,2.60235527709619E-8,6.768930835342657E-5,4.082962903704213E-4
24,0.001182992271055026,4.498063221088348E-7,1.0506988862677754E-4,1.1333511544204481E-4,6.273100213365264E-5,2.329230257126622E-8,7.203447209106923E-5,4.136837598833449E-4
24.1,0.0011433010902984486,5.525285325910276E-7,8.832490718971368E-5,9.78054336645117E-5,6.578343037384145E-5,2.0968620460862535E-8,7.646328689833765E-5,4.191014382089702E-4
24.200000000000003,0.0010992920508278306,6.160529451677334E-7,7.238457252587827E-5,8.327109580381332E-5,6.891260174102877E-5,1.8946559096967762E-8,8.094729971581232E-5,4.246645417384834E-4
24.3,0.001050341719038956,6.340226309787464E-7,5.743827390779765E-5,6.976202093142379E-5,7.21149770156844E-5,1.713203928144088E-8,8.550364957910654E-5,4.3038680478506844E-4
24.400000000000002,9.993942856139954E-4,6.162976692254216E-7,4.3681752496824744E-5,5.731943322677056E-5,7.538991038221305E-5,1.5437905956383963E-8,9.005472475949033E-5,4.364426008367243E-4
24.5,9.459828635540036E-4,5.720050615530477E-7,3.12524025377676E-5,4.5963195068030834E-5,7.872641089484687E-5,1.3875564266133248E-8,9.463353200862642E-5,4.4282543540194154E-4
24.6,8.925145209840941E-4,5.183439140663989E-7,2.0325303948695226E-5,3.575507283394281E-5,8.212968398949396E-5,1.242729585397292E-8,9.919697909088854E-5,4.497840781731697E-4
24.700000000000003,8.387498670969404E-4,4.6486539418353237E-7,1.1028026395836175E-5,2.669733079121632E-5,8.558198090465772E-5,1.1109495099226359E-8,1.0371263006441064E-4,4.5727758323371655E-4
24.8,7.863968236204288E-4,4.172291209212289E-7,3.444899397983412E-6,1.8818281368338176E-5,8.908932145111494E-5,9.920978669191466E-9,1.0819811196280918E-4,4.656425705636492E-4
24.900000000000002,7.353944487110932E-4,3.8088062093298014E-7,-2.4013386933773763E-6,1.2105893756712199E-5,9.263944780780733E-5,8.863088768746572E-9,1.1256902286626606E-4,4.7479344948766675E-4
25,6.867590530490525E-4,3.545966844195985E-7,-6.560868690328043E-6,6.538110320041738E-6,9.62272049980503E-5,7.928649132614411E-9,1.1686277363040211E-4,4.851456560936861E-4
25.1,6.405156044007242E-4,3.3673407656203726E-7,-9.13509232943646E-6,2.0802498583603878E-6,9.985059853452107E-5,7.111332573442626E-9,1.2103133541200209E-4,4.965854040869838E-4
25.200000000000003,5.971358094362176E-4,3.244375141667567E-7,-1.0308353945613975E-5,-1.3545742804234682E-6,1.0349291047624537E-4,6.394620785833489E-9,1.2505347574781755E-4,5.095595598139516E-4
25.3,5.566078420081286E-4,3.1329156191077945E-7,-1.0290328799319897E-5,-3.8062086983727725E-6,1.0716211496640649E-4,5.762399551210234E-9,1.289397393972837E-4,5.239615365877915E-4
25.400000000000002,5.190567644319068E-4,3.0264027690066883E-7,-9.317879417956833E-6,-5.3842152717382494E-6,1.1083144550513961E-4,5.2067618659680535E-9,1.3262858554773154E-4,5.402200165118349E-4
25.5,4.843537433186577E-4,2.9070161934234697E-7,-7.680735620948325E-6,-6.237008550237398E-6,1.1451161711589466E-4,4.707568086843279E-9,1.3614855557369932E-4,5.582419682891276E-4
25.6,4.524858757569399E-4,2.772301303369819E-7,-5.6756039824539976E-6,-6.4457555592529025E-6,1.1818467907967386E-4,4.258727889478554E-9,1.3946565806562954E-4,5.783844729055441E-4
25.700000000000003,4.231744926539604E-4,2.6287802619435867E-7,-3.5657099901063167E-6,-6.120406842731459E-6,1.2184645411953717E-4,3.853883300531625E-9,1.4257319479457148E-4,6.005832911155153E-4
25.8,3.9642195215482953E-4,2.4817984196320086E-7,-1.5688862890124343E-6,-5.388974417151665E-6,1.2549330018171684E-4,3.4853418137352592E-9,1.4547589849254005E-4,6.251265950436844E-4
25.900000000000002,3.718208636248699E-4,2.3434314209010504E-7,1.6367352033710828E-7,-4.423179248056644E-6,1.291082752316169E-4,3.151672634664142E-9,1.481520437832436E-4,6.519570971699022E-4
26,3.494498213513883E-4,2.2103974963275253E-7,1.5304904910018039E-6,-3.303420558108476E-6,1.3269889926287914E-4,2.849371570032246E-9,1.5061223572825308E-4,6.812419424047677E-4
26.1,3.2882767370407773E-4,2.091190865100771E-7,2.4856720141788537E-6,-2.1559962518023742E-6,1.362404019741736E-4,2.5743995889141072E-9,1.528573151448192E-4,7.129265060506019E-4
26.200000000000003,3.1005488420367624E-4,1.9885578548135896E-7,3.0291772031035393E-6,-1.0860679821129438E-6,1.3974300429812794E-4,2.326001873157232E-9,1.548872809308152E-4,7.470390188361796E-4
26.3,2.9256518758940457E-4,1.8859248445264107E-7,3.2006706814490223E-6,-1.4717519746296687E-7,1.4319084605559127E-4,2.101465974212386E-9,1.567101536881491E-4,7.83523473034509E-4
26.400000000000002,2.764704159312123E-4,1.7915215668155932E-7,3.0700704616875336E-6,6.346923766001811E-7,1.465825839865649E-4,1.897478079222247E-9,1.583482147575476E-4,8.222993217566679E-4
26.5,2.6138031977035876E-4,1.7062925602235771E-7,2.7282952897789586E-6,1.2346654187042744E-6,1.4991562919949275E-4,1.713473338190467E-9,1.597899138059046E-4,8.632613636990472E-4
26.6,2.4737848347062343E-4,1.6210635536315564E-7,2.270102887600746E-6,1.650743421227832E-6,1.5318101902454153E-4,1.5468658093948481E-9,1.6108883710317238E-4,9.062156546336247E-4
26.700000000000003,2.3429725018158217E-4,1.5428269665354554E-7,1.7812362105738776E-6,1.8962065928051437E-6,1.5638297922619074E-4,1.3958655731323942E-9,1.622361263756421E-4,9.509788290312484E-4
26.8,2.2214140154844795E-4,1.4696068689446244E-7,1.3274637192468358E-6,1.9856428716072094E-6,1.5951418691364383E-4,1.259684671025721E-9,1.6325665845099536E-4,9.972678505137135E-4
26.900000000000002,2.1080308914260074E-4,1.3963867713537896E-7,9.514915043440087E-7,1.943874250496235E-6,1.625777608810746E-4,1.1363692827826523E-9,1.642085212970954E-4,0.0010448015835409618
27,2.003328693729549E-4,1.3298262653600114E-7,6.73712430654716E-7,1.8108502837393849E-6,1.655762680366163E-4,1.0249655537358453E-9,1.6505929453115427E-4,0.0010932608998779317
27.1,1.907350311040022E-4,1.2662343860908438E-7,4.963585421480377E-7,1.612191428700468E-6,1.685095952606669E-4,9.246333642086078E-10,1.6592747695072673E-4,0.0011422487251948068
27.200000000000003,1.8213120908957728E-4,1.202642506821675E-7,4.077039464579101E-7,1.3808499638407683E-6,1.7138502030836247E-4,8.338285647790243E-10,1.667771340776032E-4,0.0011914651630457785
27.3,1.7459831689783817E-4,1.145752886271883E-7,3.885533046485165E-7,1.1490241116989132E-6,1.7421112324856393E-4,7.520251206302234E-10,1.6766366879059243E-4,0.0012403888015504938
27.400000000000002,1.6829551029604918E-4,1.0905275423664703E-7,4.1575024242796036E-7,9.390175531465078E-7,1.7698774357808005E-4,6.783905336433103E-10,1.6866484307899774E-4,0.0012887858226107451
27.5,1.632806610714334E-4,1.0353021984610586E-7,4.6578739472968163E-7,7.570557451513563E-7,1.7974644790734478E-4,6.116817048743254E-10,1.6973287950569697E-4,0.001336019622892026
