% Model,COMSOL_3D_CNN_Design_3_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 11 2026, 14:52"
% Table,Table 9 - Concentration_CNN
% Time (s),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3),Concentration_CNN (mol/m^3)
27.6,1.595934908344593E-4,9.867698086971282E-8,5.182821037363192E-7,6.122547412086114E-7,1.8247333283302782E-4,5.516632755694638E-10,1.710511439929566E-4,0.0013819563413657713
27.700000000000003,1.5723628502013065E-4,9.388954468122098E-8,5.584377907078966E-7,5.060475563363621E-7,1.85218335021778E-4,4.975709849156517E-10,1.7254244829225868E-4,0.0014258578709339905
27.8,1.562309610596839E-4,8.910695191516948E-8,5.792857725203506E-7,4.29237109650608E-7,1.8797360714806587E-4,4.4853624444162094E-10,1.7430175335137116E-4,0.001467705746035996
27.900000000000002,1.5657034792611769E-4,8.464836738354974E-8,5.818520903307457E-7,3.806481219027692E-7,1.9077476137243694E-4,4.0443788663836716E-10,1.7640696905486943E-4,0.0015066894042150582
28,1.5816887611719323E-4,8.035712147171016E-8,5.685255998612376E-7,3.5931770426995967E-7,1.936557968091562E-4,3.6462020251769195E-10,1.7881540035305513E-4,0.001542905791075517
28.1,1.6102265612751317E-4,7.623321417965057E-8,5.431257673739019E-7,3.4923172026949656E-7,1.9661513557114768E-4,3.281894818514462E-10,1.817359181446791E-4,0.0015754641528244761
28.200000000000003,1.6479767731619494E-4,7.227664550737099E-8,5.086800444307035E-7,3.5834809459408005E-7,1.9974552431690793E-4,2.9510634133104084E-10,1.850766672766181E-4,0.001604571885061007
28.3,1.6952202065064961E-4,6.848741545487154E-8,4.724301942839043E-7,3.730233084604021E-7,2.0300460349133415E-4,2.654681947329349E-10,1.8896558881019294E-4,0.0016292448383331704
28.400000000000002,1.7475174369356236E-4,6.486917814460453E-8,4.343587417412171E-7,3.8902999745381063E-7,2.0652589438018077E-4,2.3847084872094687E-10,1.9346584776917353E-4,0.0016497784112660136
28.5,1.8050139094539385E-4,6.143308379285737E-8,4.00307061508993E-7,4.087483607758144E-7,2.1027504568708064E-4,2.1418738713187315E-10,1.985487129172369E-4,0.0016655330596455488
28.6,1.863259959516887E-4,5.816941402507726E-8,3.6951261302401183E-7,4.2025964114182196E-7,2.1433873953371514E-4,1.9280377515683247E-10,2.0441545101952509E-4,0.0016767105452455
28.700000000000003,1.921893682651962E-4,5.507816884126435E-8,3.4398486986361597E-7,4.2923869373153404E-7,2.1877305931790965E-4,1.729976619193753E-10,2.1097352943634344E-4,0.001683164489266424
28.8,1.9769594047360468E-4,5.215934824141877E-8,3.228925035444867E-7,4.3207862081634834E-7,2.2358204015509973E-4,1.5532788010367374E-10,2.1835327417662115E-4,0.0016849567951825039
28.900000000000002,2.0280593312480707E-4,4.941295222554036E-8,3.062182116402208E-7,4.2850438344440465E-7,2.2891693783127872E-4,1.3969324526331606E-10,2.2658573843644102E-4,0.001682171477429932
29,2.0727597108666194E-4,4.679144218584406E-8,2.920206737724291E-7,4.19852651213495E-7,2.347058525939796E-4,1.2523434889991842E-10,2.3565728588564793E-4,0.0016748425854853123
29.1,2.111149304687569E-4,4.42617126931076E-8,2.803664317079791E-7,4.0765154239003444E-7,2.411649333407685E-4,1.1239909958038472E-10,2.4569012930978436E-4,0.0016632922542855206
29.200000000000003,2.142499048229708E-4,4.187109718981467E-8,2.6944848005959725E-7,3.911284142713023E-7,2.482192672372016E-4,1.0094505675760955E-10,2.566252053081283E-4,0.001647503009000838
29.3,2.166770450630828E-4,3.961959567596542E-8,2.591721023923964E-7,3.740695363660338E-7,2.559971817489251E-4,9.041991470737896E-11,2.6851288996453603E-4,0.0016278475072855536
29.400000000000002,2.183816253675762E-4,3.7507208151559605E-8,2.4878718226460323E-7,3.560488969807836E-7,2.645505220430941E-4,8.110542212481557E-11,2.8135481443454556E-4,0.0016043063764029251
29.5,2.195126929392887E-4,3.55339346165975E-8,2.3820530698526206E-7,3.375946060708913E-7,2.7388895020992736E-4,7.270463946920568E-11,2.951289238909778E-4,0.0015772192365555108
29.6,2.200787398950118E-4,3.362599496800066E-8,2.2740936164364092E-7,3.2096531062616575E-7,2.8415331486813275E-4,6.505183548184487E-11,3.0980260415632607E-4,0.00154647564178461
29.700000000000003,2.2031193219258175E-4,3.179353971197689E-8,2.167905829328678E-7,3.0493188741864813E-7,2.95276057975937E-4,5.830239527438064E-11,3.253925612959752E-4,0.001512133034602108
29.8,2.2017581610206082E-4,3.006641123313515E-8,2.062520798537343E-7,2.9060153782843235E-7,3.0742500147202205E-4,5.2141745535545104E-11,3.4174397508920457E-4,0.0014743790760659912
29.900000000000002,2.199927572594435E-4,2.84446095314753E-8,1.9579385240624E-7,2.7767714012273855E-7,3.205327885856805E-4,4.6592282392043237E-11,3.588780926556946E-4,0.0014335425764226675
30,2.1968350561026996E-4,2.6928134606997493E-8,1.857423367480286E-7,2.6607642681712714E-7,3.346644918738425E-4,4.171934090773344E-11,3.7670552911131674E-4,0.0013896923265879601
30.1,2.1958950328746939E-4,2.5516986459701577E-8,1.7616317117397154E-7,2.557993979115972E-7,3.4983435619432955E-4,3.7213768335493894E-11,3.9500739657586753E-4,0.0013430831560857957
30.200000000000003,2.1963368434244502E-4,2.4129051857255818E-8,1.669151939207315E-7,2.4684605340614927E-7,3.66025362897419E-4,3.321255950940611E-11,4.139040471647937E-4,0.0012940153981871826
30.3,2.200300687823081E-4,2.2810784613623283E-8,1.580479609937559E-7,2.3780217074316678E-7,3.8323975643979205E-4,2.9686983379295824E-11,4.3292228910920606E-4,0.0012428551013732242
30.400000000000002,2.207588658248712E-4,2.1570363926919583E-8,1.4982541684912542E-7,2.2957718501788568E-7,4.014700046787932E-4,2.644581789866561E-11,4.5219437172074354E-4,0.001190009825888043
30.5,2.2200706949719639E-4,2.0407789797144846E-8,1.4208480613481882E-7,2.2218938408662823E-7,4.206042777729542E-4,2.358966314867655E-11,4.714944718454038E-4,0.0011358485351403642
30.6,2.237589837397155E-4,1.9323062224298954E-8,1.3482612885083568E-7,2.156387679493933E-7,4.4068884474102605E-4,2.106113906394507E-11,4.904750742327375E-4,0.0010807848793638398
30.700000000000003,2.2612892526949454E-4,1.8309290850684177E-8,1.279906237365112E-7,2.0984029489677854E-7,4.615405475121402E-4,1.876081619779935E-11,5.093454729878052E-4,0.001025075503435332
30.8,2.2913585467564037E-4,1.7308355427490596E-8,1.2158141219214299E-7,2.0337523982764307E-7,4.831460626211034E-4,1.6751687948587128E-11,5.273231042504353E-4,9.692235989758896E-4
30.900000000000002,2.3286413081074624E-4,1.6364750008796263E-8,1.1561539655159028E-7,1.9722211161049754E-7,5.053940152662324E-4,1.496184311184334E-11,5.447214342137219E-4,9.133858215348279E-4
31,2.3738907072262403E-4,1.5478474594601274E-8,1.1003265048380043E-7,1.9138091024534222E-7,5.280675039887387E-4,1.3355216683572126E-11,5.611685344542158E-4,8.580967224065109E-4
31.1,2.427963078220064E-4,1.4649529184905568E-8,1.0465591326148719E-7,1.858516357321771E-7,5.512357567442382E-4,1.1967420276100822E-11,5.763261917908238E-4,8.03409190304214E-4
31.200000000000003,2.49177209952927E-4,1.3877913779709155E-8,9.960343440391888E-8,1.8055057880242495E-7,5.744093814768208E-4,1.0717976504255782E-11,5.903900192656041E-4,7.498496066514271E-4
31.3,2.565838082734278E-4,1.3147654700791657E-8,9.487521391109574E-8,1.7493854226534004E-7,5.977974026181718E-4,9.615138134696549E-12,6.025934874128375E-4,6.973834500072916E-4
31.400000000000002,2.652017680575972E-4,1.2432229764999072E-8,9.02995159524866E-8,1.694108668646918E-7,6.208882805197668E-4,8.674334061882228E-12,6.132710895044212E-4,6.465147623688753E-4
31.5,2.750530248192549E-4,1.1758431333634512E-8,8.591963102140589E-8,1.6396755260048092E-7,6.437099051984406E-4,7.811340538953995E-12,6.2205984149991E-4,5.971464494265837E-4
31.6,2.8636759156210447E-4,1.112625940669794E-8,8.176535433784158E-8,1.5860859947270692E-7,6.660288409115532E-4,7.065161138089697E-12,6.287609434321657E-4,5.497585492106184E-4
31.700000000000003,2.991134959971861E-4,1.053571398418936E-8,7.780417977991209E-8,1.5334608870663377E-7,6.875035354419138E-4,6.426056445456188E-12,6.334865070637299E-4,5.042184852998415E-4
31.8,3.135585447464507E-4,9.986795066108799E-9,7.39786776646675E-8,1.482221818282988E-7,7.082346186069321E-4,5.841473413522973E-12,6.357814847026199E-4,4.609096831787586E-4
31.900000000000002,3.2963246066577864E-4,9.459290787817074E-9,7.033146711890565E-8,1.4320345734739672E-7,7.275773470450111E-4,5.339328203798722E-12,6.358533060639317E-4,4.1971802049270456E-4
32,3.4756463636765196E-4,8.948001717412854E-9,6.686254814262666E-8,1.382899152639278E-7,7.45816562748432E-4,4.902880284608286E-12,6.335298241397233E-4,3.8087835498345997E-4
32.1,3.672942561414314E-4,8.466765997267436E-9,6.354184008007741E-8,1.334815555778916E-7,7.623425558763703E-4,4.50519096227387E-12,6.287626390032755E-4,3.443211377412389E-4
32.2,3.889213770377755E-4,8.015583627380833E-9,6.038174136075581E-8,1.2882200043913498E-7,7.772567633713463E-4,4.163634854391638E-12,6.216234354707743E-4,3.1013727525285267E-4
32.300000000000004,4.124028366475851E-4,7.594454607753046E-9,5.7384686860602177E-8,1.2440228314964494E-7,7.903238603685866E-4,3.858757428060546E-12,6.121838017492713E-4,2.782893948815157E-4
32.4,4.3771149111484185E-4,7.203378938384094E-9,5.453968326441638E-8,1.201423394022434E-7,8.013024306730562E-4,3.5818529704996813E-12,6.004094753165882E-4,2.487467855949925E-4
32.5,4.647851285145642E-4,6.8205938798502855E-9,5.183520088432354E-8,1.1604216919693011E-7,8.102607534939461E-4,3.3420335022692764E-12,5.866177380562028E-4,2.2149153242140662E-4
32.6,4.934659514858859E-4,6.453741492002225E-9,4.928124430883971E-8,1.1210177253370527E-7,8.167995620326537E-4,3.1203179542508495E-12,5.708299403919904E-4,1.9640323493279644E-4
32.7,5.236332398619377E-4,6.108318631898147E-9,4.6877813537964906E-8,1.083141682593303E-7,8.211018183918956E-4,2.919227741344281E-12,5.531328720790483E-4,1.7346857241642776E-4
32.800000000000004,5.550345187186506E-4,5.7843252995380496E-9,4.4578045193077304E-8,1.0467051520011762E-7,8.228274016095393E-4,2.7420290503713742E-12,5.340345157871851E-4,1.525069466265512E-4
32.9,5.874270240194462E-4,5.481761494921958E-9,4.2407427677679E-8,1.0117982049098204E-7,8.220666047976476E-4,2.5726118410415412E-12,5.132776456560431E-4,1.3350104021376684E-4
33,6.205189257558795E-4,5.200627218049829E-9,4.036615830866477E-8,9.784208413192321E-8,8.187843018893852E-4,2.4186265431529178E-12,4.915211588993921E-4,1.1624588565381893E-4
33.1,6.539076438468603E-4,4.920338227685912E-9,3.8425084479913954E-8,9.465730612294147E-8,8.129486345910017E-4,2.2784231251757994E-12,4.686937346431757E-4,1.0071645490264725E-4
33.2,6.873554196805495E-4,4.6551396537030676E-9,3.656764006915003E-8,9.157574352367437E-8,8.046395408858509E-4,2.1442517198051463E-12,4.4495911205345823E-4,8.671981167273627E-5
33.300000000000004,7.201943494286269E-4,4.4052234067891E-9,3.48124852415665E-8,8.856119605061826E-8,7.940352896393074E-4,2.0202703361633262E-12,4.208763001407684E-4,7.421626742132159E-5
33.4,7.523112402051127E-4,4.170589486944024E-9,3.3156190129243996E-8,8.56600051919813E-8,7.810508256598184E-4,1.9037686639750073E-12,3.9614229919287896E-4,6.304118637510474E-5
33.5,7.828148029038495E-4,3.951237894167798E-9,3.1552431423675026E-8,8.287217094776317E-8,7.662198324290797E-4,1.7906980036302973E-12,3.7153042892794483E-4,5.314450638777137E-5
33.6,8.11798202796914E-4,3.744613886711752E-9,3.002795761712814E-8,8.019769331796398E-8,7.493534275193724E-4,1.6837194665518622E-12,3.4684348928263584E-4,4.440078601176137E-5
33.7,8.381118519795292E-4,3.541066485057789E-9,2.8582768709603388E-8,7.75883170669533E-8,7.308774478879764E-4,1.5828330527397021E-12,3.223133723652477E-4,3.673829289814301E-5
33.800000000000004,8.620298785592601E-4,3.3486996690595045E-9,2.7198021668426617E-8,7.502731237820948E-8,7.109546019381206E-4,1.4880387621938168E-12,2.98365550807772E-4,3.006050240412796E-5
33.9,8.823888124503283E-4,3.1675134387169184E-9,2.586950134900529E-8,7.254737045075413E-8,6.896580006987388E-4,1.3993365949142131E-12,2.74748559903137E-4,2.428412314748093E-5
34,8.994550798727562E-4,2.997507794030002E-9,2.4605598027159942E-8,7.014849128458684E-8,6.67530505807391E-4,1.3136716960567349E-12,2.521006278979693E-4,1.934202345468906E-5
34.1,9.123701369201524E-4,2.838682734998769E-9,2.3403645881209044E-8,6.783067487970787E-8,6.44315726621468E-4,1.23235881181435E-12,2.3017947746179285E-4,1.5083125099091111E-5
34.2,9.212733588109652E-4,2.6870514274617253E-9,2.2248687932818332E-8,6.556943824717856E-8,6.208201717989483E-4,1.1559727905462616E-12,2.0917281055126644E-4,1.1510013174167052E-5
34.300000000000004,9.255410325322003E-4,2.5390993836113198E-9,2.114989861671875E-8,6.336324531813532E-8,5.96719295888098E-4,1.084513632252469E-12,1.892742515207023E-4,8.481729458459894E-6
34.4,9.253024626090432E-4,2.3993185020694366E-9,2.010727793291038E-8,6.122403537001684E-8,5.725257785257457E-4,1.017981336932977E-12,1.7036320641204992E-4,5.9802067947227984E-6
34.5,9.203099078786635E-4,2.2677087828360576E-9,1.9111263000178426E-8,5.915180840282269E-8,5.483448650664918E-4,9.555621883211337E-13,1.5267299455548985E-4,3.934703951473789E-6
34.6,9.106878957098739E-4,2.1442702259111925E-9,1.8162195305377424E-8,5.7146564416553104E-8,5.242573838967889E-4,8.94472139200793E-13,1.361025765477623E-4,2.3008147922594855E-6
34.7,8.964705128807793E-4,2.0290028312948387E-9,1.726292071621763E-8,5.5198738585651384E-8,5.006708227376375E-4,8.370558584732817E-13,1.2067790587376268E-4,1.0267473634432795E-6
34.800000000000004,8.778689076409376E-4,1.9175253498218413E-9,1.6410099917106925E-8,5.33098341572381E-8,4.7740815903612863E-4,7.833133461385989E-13,1.0641466307212729E-4,7.184727350250813E-8
34.9,8.550836105237102E-4,1.8100764173193345E-9,1.5593435620765945E-8,5.1483106128502004E-8,4.5508578675226E-4,7.332446021967489E-13,9.329199715847832E-5,-6.122386342397525E-7
35,8.285683922849707E-4,1.7086867961330932E-9,1.4819749896597248E-8,4.9718554499442787E-8,4.3344798341079377E-4,6.868496266477244E-13,8.122705469424853E-5,-1.0655015185384377E-6
35.1,7.985900689851586E-4,1.6133564862631264E-9,1.4089042744600892E-8,4.801617927006055E-8,4.1288997209286974E-4,6.424399040458953E-13,7.025728896389418E-5,-1.327529112785724E-6
35.2,7.657665041613445E-4,1.5240854877094323E-9,1.3390087567569194E-8,4.636617487526738E-8,3.9343583590274153E-4,6.000042339881473E-13,6.027324435033464E-5,-1.420928995694375E-6
35.300000000000004,7.302368574199975E-4,1.440873800472014E-9,1.272555911882683E-8,4.477180256508615E-8,3.7510846046220014E-4,5.603793102061125E-13,5.123925966468034E-5,-1.3648929194353054E-6
35.4,6.929887260853548E-4,1.3594623239744763E-9,1.2097494516422377E-8,4.3235243696428416E-8,3.5805639195825436E-4,5.235651326997934E-13,4.315925396163721E-5,-1.1847546921126226E-6
35.5,6.539556159079895E-4,1.2820598377741012E-9,1.1501455720691034E-8,4.175649826929397E-8,3.422001193678318E-4,4.895617014691847E-13,3.5845885435667724E-5,-9.113816761090946E-7
35.6,6.143850020674755E-4,1.2092338426648547E-9,1.0929288698875909E-8,4.0335566283682893E-8,3.2757384335404047E-4,4.583005778986668E-13,2.9387971875562726E-5,-5.811071192704752E-7
35.7,5.73994360718807E-4,1.1409843386467375E-9,1.0386986709504199E-8,3.8955140382370093E-8,3.1416291460499996E-4,4.27557818786597E-13,2.3634590827615115E-5,-2.264417588229357E-7
35.800000000000004,5.340157180367619E-4,1.0773113257197494E-9,9.87454975257592E-9,3.7623456675805626E-8,3.0194281282313625E-4,3.9891717999924104E-13,1.8570122700139816E-5,1.2730516374996683E-7
35.9,4.941736021215631E-4,1.0179478961873173E-9,9.383143261127249E-9,3.634269494508988E-8,2.9091512834517616E-4,3.7237866153660137E-13,1.4140237018475556E-5,4.5163116760137706E-7
36,4.5554284472165777E-4,9.596286281037094E-10,8.916309199387049E-9,3.511285519022267E-8,2.810384483002456E-4,3.479422633986737E-13,1.0252106328186188E-5,7.443919480422198E-7
36.1,4.179172064934388E-4,9.047921754526567E-10,8.474820355943711E-9,3.3933937411204063E-8,2.72264888305999E-4,3.256079855854602E-13,6.919798627537805E-6,9.97502335857999E-7
36.2,3.8199568129696426E-4,8.53438538234163E-10,8.055260252517515E-9,3.2783174436487254E-8,2.646185216224296E-4,3.0456838558596537E-13,4.019945644488492E-6,1.201902836449517E-6
36.300000000000004,3.476819133388725E-4,8.055677164482263E-10,7.653891386312224E-9,3.1674116458650295E-8,2.5806989392095943E-4,2.8416463029070866E-13,1.6011556251626383E-6,1.354940667244576E-6
36.4,3.153892184965114E-4,7.611797100948498E-10,7.273909407191223E-9,3.060779620351379E-8,2.5263205787096077E-4,2.6525457522703555E-13,-4.6327432470789424E-7,1.4588670647251984E-6
36.5,2.8506592679629605E-4,7.194726255769107E-10,6.91531431515447E-9,2.958421367107757E-8,2.4810041203865787E-4,2.4783822039494353E-13,-2.1229965903765747E-6,1.5174453558020682E-6
36.6,2.568925193375567E-4,6.788270665118456E-10,6.572545085987675E-9,2.8602837807992433E-8,2.4451086317238234E-4,2.3191556579443394E-13,-3.4807230287070244E-6,1.5349926450799593E-6
36.7,2.3078519806482787E-4,6.407914545971445E-10,6.248574335663794E-9,2.7642182159889405E-8,2.4179710428847903E-4,2.174866114255067E-13,-4.52105436656423E-6,1.5153592509654875E-6
36.800000000000004,2.067401854974789E-4,6.053657898328065E-10,5.9434558601262735E-9,2.6716718623011572E-8,2.3989092264352905E-4,2.0324310758769658E-13,-5.290400963551863E-6,1.4657205238648196E-6
36.9,1.8466225790061632E-4,5.725500722188342E-10,5.6537664117266315E-9,2.5826447197358967E-8,2.3882587667855618E-4,1.898106023163703E-13,-5.8126207293420405E-6,1.3946225698753755E-6
37,1.6449960423824535E-4,5.423443017552236E-10,5.3774531916887296E-9,2.4971367882931517E-8,2.3855053396885638E-4,1.773911958854268E-13,-6.0999441806891845E-6,1.3071955087382432E-6
37.1,1.460614237182659E-4,5.135305796637984E-10,5.11676796116468E-9,2.414971317176353E-8,2.3908854239488827E-4,1.6598488829486714E-13,-6.201823445852836E-6,1.2091001618078535E-6
37.2,1.2929926959562185E-4,4.856421185765365E-10,4.87104587560043E-9,2.3345179112173366E-8,2.4042842985975187E-4,1.5559167954469114E-13,-6.105586607490451E-6,1.1067611050757122E-6
37.300000000000004,1.1394500423380121E-4,4.596215297163176E-10,4.6303956324571274E-9,2.2569371993879904E-8,2.4257333506076193E-4,1.4596218851182848E-13,-5.8756261414991785E-6,1.004799657084335E-6
37.4,1.0000676639747239E-4,4.3546881308314344E-10,4.400505074181475E-9,2.1822291816883172E-8,2.4552115317929174E-4,1.3638868608595457E-13,-5.484202863142614E-6,9.079701901399533E-7
37.5,8.719989305689328E-5,4.131839686770104E-10,4.1813742007734376E-9,2.1103938581183076E-8,2.492703616515641E-4,1.2748824994484668E-13,-5.019644133842379E-6,8.178362489734877E-7
37.6,7.558518425129288E-5,3.927669964979205E-10,3.973003012233038E-9,2.0411677186003013E-8,2.5382407861310945E-4,1.192608800885054E-13,-4.448498141914966E-6,7.374682707830951E-7
37.7,6.485708853897938E-5,3.727243126557323E-10,3.775391508560271E-9,1.973359301029194E-8,2.591883680516737E-4,1.1170657651693077E-13,-3.836958959226424E-6,6.667508345298614E-7
37.800000000000004,5.509450422847144E-5,3.5348508594612165E-10,3.588539689755139E-9,1.9078778340188585E-8,2.6536032587369974E-4,1.0482533923012276E-13,-3.1869249281298698E-6,6.066983567830268E-7
37.9,4.609214858292401E-5,3.3549439942543523E-10,3.41129719471518E-9,1.8447233175692975E-8,2.723707553302327E-4,9.81622069486458E-14,-2.5238949112781893E-6,5.569623682582713E-7
38,3.7894983879119086E-5,3.187522530936706E-10,3.237939062021556E-9,1.783895751680501E-8,2.8020853040411597E-4,9.175041086259991E-14,-1.8757613506574541E-6,5.163377082861841E-7
38.1,3.038635823862543E-5,3.032586469508289E-10,3.0733936461684926E-9,1.7250987328679716E-8,2.88893780151954E-4,8.578994177738878E-14,-1.2399029789960603E-6,4.849209783120954E-7
38.2,2.3587328364726655E-5,2.890135809969098E-10,2.9176609471559888E-9,1.6675552804594948E-8,2.984338747823296E-4,8.028079969301239E-14,-6.523315113415065E-7,4.5990296478524845E-7
38.300000000000004,1.7438412270217857E-5,2.745310014673877E-10,2.7707409649840474E-9,1.6119145871099936E-8,3.088281975455258E-4,7.522298460947072E-14,-9.949008878048612E-8,4.4162685578024984E-7
38.400000000000006,1.1955068265617126E-5,2.6078202978296466E-10,2.6326336996526666E-9,1.5581766528194693E-8,3.2009187146766094E-4,7.059172097581675E-14,3.851847802172692E-7,4.268667206129022E-7
38.5,7.123425325694457E-6,2.4782150254333667E-10,2.5033391511618565E-9,1.5063414775879252E-8,3.3221689301371254E-4,6.596202113816857E-14,8.154182867896366E-7,4.159458767784841E-7
38.6,2.9355320376725824E-6,2.3564941974850247E-10,2.3750230214510077E-9,1.4561728371933229E-8,3.451839360954926E-4,6.164238468670133E-14,1.177056574581826E-6,4.061958305293499E-7
38.7,-6.152257132027371E-7,2.2426578139846242E-10,2.2528402554959496E-9,1.4072944381657182E-8,3.5900079807211376E-4,5.763281162141532E-14,1.473625009993505E-6,3.9780170472970514E-7
38.800000000000004,-3.5404599279757513E-6,2.1352221653982315E-10,2.1371632209815478E-9,1.3600623391107092E-8,3.736121147602515E-4,5.3933301942310566E-14,1.7037717742216484E-6,3.890567634071219E-7
38.900000000000006,-5.857747776255423E-6,2.027131734869301E-10,2.0279919179078018E-9,1.3144765400282958E-8,3.8900726525094596E-4,5.054385564938707E-14,1.866956295116238E-6,3.8006594380654063E-7
39,-7.5796435299383415E-6,1.9241165312448813E-10,1.925326346274718E-9,1.27053704091848E-8,4.051504188801794E-4,4.733222479425688E-14,1.967825640140026E-6,3.7004307782326953E-7
39.1,-8.728925254867025E-6,1.826176554524961E-10,1.8291665060822827E-9,1.2280046534423647E-8,4.2195041966679793E-4,4.421157742792302E-14,2.0111365890100574E-6,3.5914438128321434E-7
39.2,-9.347915862205827E-6,1.7333118047095458E-10,1.735668288832646E-9,1.1866526557747716E-8,4.394417229321965E-4,4.13076738709572E-14,1.998769267584292E-6,3.4720506262360787E-7
39.300000000000004,-9.486271969315158E-6,1.6455222817986345E-10,1.6459290304526865E-9,1.1467389493073005E-8,4.57411874611093E-4,3.8620514123359386E-14,1.94693378178742E-6,3.345036515466847E-7
39.400000000000006,-9.195406643948224E-6,1.5611655307705546E-10,1.5611761657775441E-9,1.1082635340399526E-8,4.7594925557356446E-4,3.615009818512962E-14,1.8494202114836467E-6,3.211206459843806E-7
39.5,-8.54143930443749E-6,1.4784426214355915E-10,1.4814096948072232E-9,1.0712264099727298E-8,4.948353713653251E-4,3.3896426056268015E-14,1.7327586423315917E-6,3.074396393176857E-7
39.6,-7.595945519284885E-6,1.3994523819267644E-10,1.4066296175417105E-9,1.0354162120136274E-8,5.140594570435738E-4,3.167563121390704E-14,1.586585879710771E-6,2.935256344497188E-7
39.7,-6.4367137166231316E-6,1.324194812244078E-10,1.336835933981013E-9,1.000726159209312E-8,5.335203135236862E-4,2.95838634779207E-14,1.4339932104835638E-6,2.8003101222986994E-7
39.800000000000004,-5.135653966842973E-6,1.2526699123875353E-10,1.2698672899454013E-9,9.673218026770392E-9,5.530178753149608E-4,2.7643716692519203E-14,1.2728802976423382E-6,2.6690540958319597E-7
39.900000000000006,-3.7596036455117184E-6,1.184877682357133E-10,1.2048480021790328E-9,9.352031424168087E-9,5.72617880640112E-4,2.5855190857702535E-14,1.1130783611472191E-6,2.5407644105947713E-7
40,-2.372912404570271E-6,1.1196880363775344E-10,1.1435529583673775E-9,9.043701784286233E-9,5.919100412206313E-4,2.421828597347083E-14,9.612930699355332E-7,2.4156444140312025E-7
