% Model,COMSOL_3D_CNN_Design_1_1_Phase_1.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 2 2025, 21:31"
% Table,Table 28 - 3D_Pipe_1_Outlet_Concentration_Surface_Average
% Time (s),"Molar concentration, c2 (mol/m^3)"
0,6.912655813194834E-135
0.1,-3.476323168915088E-133
0.2,1.13157266359275E-124
0.30000000000000004,5.126483672880542E-116
0.4,-1.3750145463191072E-77
0.5,-9.726184827306453E-73
0.6000000000000001,-3.996018686610392E-68
0.7000000000000001,4.796006473244281E-48
0.8,1.979134020450732E-45
0.9,1.2698348234954295E-42
1,3.4119608614032426E-40
1.1,1.0379808259761463E-37
1.2000000000000002,1.5421088307480464E-35
1.3,1.7539399489219622E-33
1.4000000000000001,1.5878760408887053E-31
1.5,9.385625758922535E-30
1.6,8.040895274536605E-23
1.7000000000000002,4.171398783197014E-21
1.8,9.077373046147713E-20
1.9000000000000001,2.2625876680783146E-18
2,4.306401078533466E-17
2.1,5.381827033527644E-16
2.2,6.862440471737688E-15
2.3000000000000003,6.96344181860303E-14
2.4000000000000004,5.351466504880664E-13
2.5,4.1113599409773715E-12
2.6,2.6362979825379534E-11
2.7,1.3963155747266328E-10
2.8000000000000003,7.326342144264605E-10
2.9000000000000004,3.3796399030370988E-9
3,1.404028287657747E-8
3.1,6.047292891724333E-8
3.2,2.3139991823042538E-7
3.3000000000000003,7.983367398723909E-7
3.4000000000000004,2.6882097250298596E-6
3.5,8.206554226234277E-6
3.6,2.320000331035334E-5
3.7,6.2959812874357E-5
3.8000000000000003,1.5817109094861165E-4
3.9000000000000004,3.7354568505984623E-4
4,8.415839877598161E-4
4.1000000000000005,0.0017799170781987157
4.2,0.0035705255546882404
4.3,0.006828012393410814
4.4,0.01237851899638576
4.5,0.02140892059129067
4.6000000000000005,0.03538217542218319
4.7,0.05584827154848886
4.800000000000001,0.08451572671750185
4.9,0.12287560868342134
5,0.17105827436793333
5.1000000000000005,0.22892432343745125
5.2,0.2957711835055071
5.300000000000001,0.369321131444975
5.4,0.44774775783582177
5.5,0.5284031629297378
5.6000000000000005,0.608227022524364
5.7,0.6836869592038729
5.800000000000001,0.7533451841919232
5.9,0.8150748268256717
6,0.8674376753081054
6.1000000000000005,0.9099247041524905
6.2,0.9428834158366561
6.300000000000001,0.9668388829591646
6.4,0.982985714379049
6.5,0.9931992984368901
6.6000000000000005,0.9985135265318357
6.7,1.000399462208884
6.800000000000001,1.0001395191288185
6.9,0.9988225268154135
7,0.9968882411989747
7.1000000000000005,0.9949512783046836
7.2,0.9933714934522486
7.300000000000001,0.9922440719028215
7.4,0.9915370280205347
7.5,0.9912036197554632
7.6000000000000005,0.9911299751056917
7.7,0.991194373985912
7.800000000000001,0.9913409726189407
7.9,0.9914976711670975
8,0.9916222192829595
8.1,0.9917060537852843
8.200000000000001,0.9917524779547753
8.3,0.9917675300309555
8.4,0.9917640600977142
8.5,0.9917530107785677
8.6,0.9917389677074351
8.700000000000001,0.9917272618864857
8.8,0.9917198344080856
8.9,0.9917161747840352
9,0.9917156124315303
9.1,0.9917171602685276
9.200000000000001,0.9917197912901472
9.3,0.9917230659188082
9.4,0.9917269542500831
9.5,0.9917315602162946
9.600000000000001,0.9917373723923704
9.700000000000001,0.9917459503820656
9.8,0.9917573503705469
9.9,0.9917719714004039
10,0.9917917826595066
10.100000000000001,0.991815747364087
10.200000000000001,0.9918471546591374
10.3,0.9918856203974744
10.4,0.9919323007272164
10.5,0.9919896696905338
10.600000000000001,0.9920563836059855
10.700000000000001,0.9921368915812674
10.8,0.9922293369996391
10.9,0.9923354301314963
11,0.9924560187701403
11.100000000000001,0.9925904558066455
11.200000000000001,0.9927390866777865
11.3,0.9929017497824265
11.4,0.9930760726222768
11.5,0.9932621901889438
11.600000000000001,0.9934583523682752
11.700000000000001,0.9936607736277003
11.8,0.9938715412804483
11.9,0.9940812543152643
12,0.9942936939351252
12.100000000000001,0.994503265265515
12.200000000000001,0.9947065520591184
12.3,0.9949047787496862
12.4,0.9950894414863989
12.5,0.9952644452641061
12.600000000000001,0.9954242004850058
12.700000000000001,0.9955686671132674
12.8,0.9956978235757773
12.9,0.9958093870019473
13,0.9959045792992232
13.100000000000001,0.9959849095570003
13.200000000000001,0.9960498343224304
13.3,0.9960993450966869
13.4,0.9961334633739473
13.5,0.9961533657414967
13.600000000000001,0.9961678756649763
13.700000000000001,0.9961730126907541
13.8,0.996172819536458
13.9,0.9961676028358354
14,0.9961580695340201
14.100000000000001,0.9961480352835738
14.200000000000001,0.9961355125518849
14.3,0.9961255295714124
14.4,0.9961164993635024
14.5,0.9961091244073199
14.600000000000001,0.9961042085612666
14.700000000000001,0.9961014774854071
14.8,0.9961034527878814
14.9,0.996109016144738
15,0.9961177555031261
15.100000000000001,0.9961296091842866
15.200000000000001,0.996144781879975
15.3,0.9961635336512267
15.4,0.9961857323913488
15.5,0.9962120491685224
15.600000000000001,0.9962423038167199
15.700000000000001,0.9962769337840836
15.8,0.9963164254528925
15.9,0.9963605440934283
16,0.9964102495234058
16.1,0.9964651230081789
16.2,0.9965260031324142
16.3,0.9965930821735677
16.400000000000002,0.9966663301384803
16.5,0.9967464378714699
16.6,0.9968330625203565
16.7,0.9969264855851482
16.8,0.9970266455683338
16.900000000000002,0.9971333020256133
17,0.9972462042107049
17.1,0.9973654272914365
17.2,0.9974895637963207
17.3,0.9976192180553369
17.400000000000002,0.9977527571799957
17.5,0.9978896662142012
17.6,0.9980297506392573
17.7,0.9981702858432991
17.8,0.9983125948419534
