% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 23 2026, 19:10"
% Table,c_CNN_Outlet_Phase_2 - Surface Average 2
% Time (s),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3),c_CNN_Outlet_Phase_2 (mol/m^3)
38,0.626455876485368,0.6121219299868202,0.5956380861116547
38.1,0.6268757416175719,0.6125663210277525,0.5961082465351135
38.2,0.6273023146206965,0.6130150286136504,0.5965589831735532
38.300000000000004,0.6277329484368405,0.6134650803699759,0.5969946830777987
38.400000000000006,0.6281649960081035,0.6139135039221961,0.5974197332986714
38.5,0.628595810276581,0.6143573268957739,0.5978385208869965
38.6,0.629026218410746,0.6148070015099955,0.5982782376411943
38.7,0.6294625671419207,0.6152723782505491,0.598754236574247
38.800000000000004,0.6299104887564836,0.6157495821425071,0.5992531465588185
38.900000000000006,0.6303756155408144,0.6162347382109409,0.5997615964675723
39,0.6308635797812896,0.616723971480923,0.6002662151731744
39.1,0.6313550313086258,0.6172139916452891,0.6007610452063054
39.2,0.631829469001049,0.6177013590551055,0.60125069415836
39.300000000000004,0.6322907987162085,0.6181819747227865,0.6017376384930639
39.400000000000006,0.6327429263117519,0.61865173966075,0.6022243546741437
39.5,0.6331897576453255,0.6191065548814114,0.6027133191653279
39.6,0.6336335488376563,0.6195626870038413,0.6032061279573143
39.7,0.634075041512221,0.6200304035037169,0.6037000488999222
39.800000000000004,0.6345158697807962,0.6204966066783577,0.6041910662455563
39.900000000000006,0.6349576677551609,0.6209481988250865,0.6046751642466186
40,0.6354020695470918,0.6213720822412246,0.6051483271555137
40.1,0.6358256873764505,0.6217760319036969,0.6056047114161238
40.2,0.6362136852392515,0.622177363173755,0.6060443373367458
40.300000000000004,0.6365805249114974,0.6225772889252067,0.6064719849664048
40.400000000000006,0.6369406681691907,0.6229770220318626,0.6068924343541268
40.5,0.6373085767883369,0.623377775367531,0.607310465548936
40.6,0.6376841405962176,0.6237776365970913,0.6077260922345782
40.7,0.6380570393095948,0.624169851734497,0.6081353014902907
40.800000000000004,0.6384264195386923,0.6245483711771727,0.6085368334583324
40.900000000000006,0.6387914278937343,0.6249071453225418,0.6089294282809624
41,0.6391512109849424,0.6252401245680254,0.6093118261004419
41.1,0.6394981027363028,0.6255685014054198,0.6096858175639346
41.2,0.6398321648977918,0.6259134102187943,0.6100552192732104
41.300000000000004,0.6401641358186166,0.6262687142439819,0.6104218103024398
41.400000000000006,0.6405047538479827,0.6266282767168188,0.6107873697257963
41.5,0.6408647573350984,0.6269859608731375,0.6111536766174496
41.6,0.6412433064734193,0.6273394850968759,0.6115177419766631
41.7,0.641630079271471,0.6276908030746113,0.6118775530979873
41.800000000000004,0.6420215908010652,0.6280401309961368,0.6122363534985273
41.900000000000006,0.6424143561340149,0.6283876850512475,0.6125973866953868
42,0.6428048903421293,0.6287336814297367,0.61296389620567
42.1,0.6431920439433898,0.6290910326416332,0.6133372285468505
42.2,0.6435849081235311,0.6294717258794275,0.6137171433261642
42.300000000000004,0.6439953589559972,0.62987458935661,0.6141045036953542
42.400000000000006,0.6444352725142327,0.6302984512866692,0.6145001728061639
42.5,0.64491652487168,0.6307421398830949,0.6149050138103382
42.6,0.645433550600184,0.6312011265588717,0.6153188952473382
42.7,0.6459738341284769,0.6316756460270149,0.6157449077548627
42.800000000000004,0.6465388263153319,0.6321716714510512,0.6161887476320012
42.900000000000006,0.6471299780195264,0.6326951759945135,0.6166561111778497
43,0.6477487400998341,0.6332521328209277,0.6171526946914989
43.1,0.6483978666558307,0.6338447126922785,0.6176791753126871
43.2,0.649084933763927,0.6344708694557898,0.6182324088350675
43.300000000000004,0.6498186252481546,0.6351302509028587,0.6188123595386018
43.400000000000006,0.6506076249325489,0.6358225048248792,0.6194189917032572
43.5,0.6514606166411401,0.6365472790132506,0.6200522696089973
43.6,0.6523639048687111,0.6373160656156032,0.6207082428717106
43.7,0.6533051099814476,0.6381427218314171,0.6213924958168336
43.800000000000004,0.6542948896104855,0.6390304430298516,0.6221192947886502
43.900000000000006,0.6553439013869602,0.6399824245800676,0.6229029061314462
44,0.6564628029420084,0.6410018618512258,0.6237575961895073
44.1,0.657657614717629,0.6420878975535755,0.624683238778284
44.2,0.6589312386253878,0.6432370128955212,0.6256701570745795
44.300000000000004,0.6602896545007789,0.6444484109934521,0.6267182914647048
44.400000000000006,0.6617388421792925,0.6457212949637614,0.627827582334973
44.5,0.6632847814964193,0.6470548679228394,0.6289979700716952
44.6,0.6649087938638515,0.6484839520488275,0.6302315047560909
44.7,0.6665997623357545,0.6500354130964747,0.6315350306033904
44.800000000000004,0.6683750092113357,0.6516965195470813,0.632915679200918
44.900000000000006,0.6702518567898029,0.6534545398819495,0.6343805821360003
45,0.6722476273703616,0.6552967425823812,0.6359368709959639
45.1,0.6743679539265044,0.6572171832972943,0.6375984029903977
45.2,0.676608646006184,0.6592274211139096,0.6393728190715532
45.300000000000004,0.6789722907702952,0.6613409796709857,0.6412579264407452
45.400000000000006,0.6814614753797307,0.6635713826072802,0.643251532299292
45.5,0.6840787869953869,0.6659321535615526,0.6453514438485094
45.6,0.6867922299178844,0.6684264849148531,0.6475579069568579
45.7,0.689584554215607,0.6710480375821881,0.6498766530409518
45.800000000000004,0.6924804657010986,0.6737960380032474,0.6523137176243339
45.900000000000006,0.6955046701869038,0.6766697126177224,0.6548751362305489
46,0.6986818734855653,0.6796682878653022,0.6575669443831403
46.1,0.7020093102881388,0.6827870126144343,0.6603899350641852
46.2,0.7054647294322838,0.6860254884957369,0.6633441678437734
46.300000000000004,0.7090436079504437,0.6893894710921687,0.666434578127469
46.400000000000006,0.7127414228750637,0.6928847159866859,0.6696661013208369
46.5,0.7165536512385875,0.6965169787622424,0.67304367282944
46.6,0.7204796961445918,0.7002901868457556,0.6765595477294739
46.7,0.7245232440076429,0.704199207314949,0.6802035806006401
46.800000000000004,0.7286861968266722,0.7082362052289948,0.6839771061037622
46.900000000000006,0.7329704566006126,0.712393345647064,0.6878814588996656
47,0.7373779253283945,0.7166627936283294,0.6919179736491754
47.1,0.7418931730775238,0.7210416554322904,0.6960875101075382
47.2,0.7464980180177766,0.7255317605979557,0.7003900151477034
47.300000000000004,0.75119023430149,0.7301323591037603,0.7048254541070481
47.400000000000006,0.7559675960809986,0.7348427009281395,0.7093937923229503
47.5,0.7608278775086414,0.7396620360495284,0.714094995132789
47.6,0.7657697419376874,0.7445827943390262,0.71891338036542
47.7,0.7707879606179869,0.7495923359220458,0.7238322035994064
47.800000000000004,0.7758744695467539,0.7546823061584956,0.728849836796677
47.900000000000006,0.7810212047212001,0.7598443504082801,0.7339646519191617
48,0.7862201021385361,0.7650701140313032,0.7391750209287934
48.1,0.7914575666345093,0.7703548503216145,0.7444795640800915
48.2,0.7967202377099911,0.7756952678974801,0.7498694064308864
48.300000000000004,0.802000403359886,0.7810851951051394,0.7553316771480687
48.400000000000006,0.8072903515791002,0.7865184602908306,0.7608535053985307
48.5,0.8125823703625366,0.7919888918007912,0.7664220203491684
48.6,0.8178713205410468,0.7974687850605973,0.772034492901803
48.7,0.8231531541563061,0.802935967316592,0.7776908201799441
48.800000000000004,0.8284217960194532,0.8083925646461717,0.7833820706830146
48.900000000000006,0.8336711709416325,0.8138407031267318,0.7890993129104363
49,0.8388952037339797,0.8192825088356677,0.7948336153616351
49.1,0.8440680707878456,0.8247139023398152,0.8005725018365165
49.2,0.8491671435722786,0.8301182676309766,0.8063017727923083
49.300000000000004,0.8541911395149734,0.8354789259239958,0.8120099117144091
49.400000000000006,0.8591387760436278,0.8407791984337162,0.8176854020882182
49.5,0.8640087705859375,0.8460024063749838,0.823316727399138
49.6,0.8687963562835143,0.8511445293875658,0.8288981851375812
49.7,0.8734958175651619,0.856206288677785,0.8344274385712734
49.800000000000004,0.8781044487893636,0.8611781178103178,0.8398980198515791
49.900000000000006,0.882619544314601,0.8660504503498369,0.8453034611298643
50,0.8870383984993556,0.8708137198610202,0.8506372945574946
50.1,0.8913320152087293,0.8754725664051187,0.8558768535541469
50.2,0.8954802863770033,0.8800313957626966,0.8610030887130458
50.300000000000004,0.8994938384664402,0.8844802900773969,0.8660149579458872
50.400000000000006,0.9033832979392988,0.8888093314928635,0.8709114191643645
50.5,0.9071592912578376,0.8930086021527365,0.8756914302801703
50.6,0.91081639803735,0.8970809684683159,0.8803620728540249
50.7,0.9143425116084476,0.901035908755137,0.8849231540106327
50.800000000000004,0.9177382290063627,0.9048734230131995,0.8893627200076676
50.900000000000006,0.9210041472663307,0.9085935112425054,0.8936688171028029
51,0.9241408634235895,0.9121961734430524,0.8978294915537111
51.1,0.9271499239412834,0.9156673377036585,0.9018472404813869
51.2,0.9300339470279557,0.9189971455659308,0.9057325301683748
51.300000000000004,0.932795137336933,0.9221919172090474,0.9094853606146766
51.400000000000006,0.9354356995215398,0.9252579728121891,0.9131057318202888
51.5,0.9379578382351018,0.9282016325545304,0.9165936437852148
51.6,0.9403541707271804,0.9310274063825267,0.9199443935514764
51.7,0.9426238967325116,0.9337351002364359,0.9231542609797415
51.800000000000004,0.9447790946321883,0.9363239782861568,0.926224720297976
51.900000000000006,0.946831842807306,0.9387933047015864,0.9291572457341424
52,0.9487942196389593,0.9411423436526227,0.9319533115162026
52.1,0.950663043139498,0.9433731968137591,0.9346209747382429
52.2,0.952427079067211,0.9454905697127173,0.9371688985152408
52.300000000000004,0.9540863274221004,0.9474976322992398,0.9395994661064967
52.400000000000006,0.9556407882041635,0.9493975545230693,0.9419150607713173
52.5,0.9570904614134028,0.9511935063339482,0.9441180657690031
52.6,0.9584594621536765,0.9528790175583707,0.9462050732013936
52.7,0.9597664033576184,0.9544549175629611,0.948175559817087
52.800000000000004,0.9610030317683831,0.9559353256076507,0.9500362358455348
52.900000000000006,0.962161094129129,0.9573343609523705,0.9517938115161916
53,0.9632323371830129,0.9586661428570523,0.9534549970585084
53.1,0.9642254074619935,0.9599068899229001,0.9550063042098339
53.2,0.9651574156891967,0.9610434837040391,0.9564427946643393
53.300000000000004,0.9660328048945369,0.9621060378897751,0.9577840035867042
53.400000000000006,0.9668560181079227,0.9631246661694163,0.9590494661416066
53.5,0.9676314983592676,0.9641294822322686,0.960258717493726
53.6,0.9683507052207386,0.9651151187119331,0.9614073292342642
53.7,0.9690120731392343,0.9660561324491357,0.9624778495113017
53.800000000000004,0.9696305074567522,0.9669525234438768,0.9634702783248431
53.900000000000006,0.9702209135152898,0.9678042916961561,0.9643846156748852
54,0.9707981966568501,0.968611437205973,0.9652208615614282
54.1,0.9713458351121045,0.9693739599733288,0.9660283036260882
54.2,0.9718486325773067,0.9700918599982244,0.9668447229512462
54.300000000000004,0.9723234825928075,0.970765137280656,0.9676528596980455
54.400000000000006,0.9727872786989635,0.9713937918206271,0.9684354540276325
54.5,0.9732569144361312,0.9719778236181369,0.9691752461011549
54.6,0.9737292287995404,0.9725310602887532,0.9698693216223575
54.7,0.9741897984241865,0.9730689583578146,0.9705262728542264
54.800000000000004,0.9746386233100693,0.9735939611899841,0.971146099796759
54.900000000000006,0.9750757034571886,0.974108512149917,0.9717288024499576
55,0.9755010388655436,0.9746150546022706,0.9722743808138193
55.1,0.9759146295351355,0.9751052830437023,0.972774764794187
55.2,0.9763164754659641,0.9755692630610908,0.9732256781890494
55.300000000000004,0.9767065766580281,0.9760069946544355,0.9736328118366366
55.400000000000006,0.9770849331113297,0.9764184778237377,0.974001856575176
55.5,0.9774515448258665,0.9768037125689969,0.9743385032428942
55.6,0.9778017815726777,0.9771494571057014,0.9746608478212805
55.7,0.978132228749404,0.9774573869437706,0.9749831923996665
55.800000000000004,0.9784447097959529,0.9777498780248483,0.9753055369780528
55.900000000000006,0.9787410481522297,0.9780493062905781,0.9756278815564388
56,0.9790230672581428,0.9783780476826033,0.9759502261348235
56.1,0.9792985345521763,0.9787241331074364,0.97627257071321
56.2,0.9795740018462087,0.9790606761771649,0.9765949152915958
56.300000000000004,0.9798494691402428,0.9793876768917852,0.9769172598699821
56.400000000000006,0.9801249364342758,0.9797051352512983,0.9772396044483664
56.5,0.9804004037283085,0.980013051255704,0.9775619490267525
56.6,0.9806758710223407,0.9803114249050027,0.9778738359525686
56.7,0.9809513383163738,0.9806002561991941,0.978169167808029
56.800000000000004,0.9812268056104076,0.9808795451382795,0.9784544849453076
56.900000000000006,0.9815022729044417,0.981149291722256,0.9787363277165816
57,0.9817777401984733,0.9814094959511268,0.9790212364740231
57.1,0.9820431332320989,0.9816664310467764,0.979309858341939
57.2,0.9822924362341038,0.9819263001052129,0.9795984802098574
57.300000000000004,0.9825317369382907,0.9821889979376224,0.9798871020777742
57.400000000000006,0.9827671230784568,0.9824544193551874,0.9801757239456924
57.5,0.9830046823884003,0.9827224591690918,0.9804643458136103
57.6,0.9832453575278329,0.9829903488755989,0.9807486380770146
57.7,0.9834860326672662,0.9832553900968496,0.9810223696804041
57.800000000000004,0.983726707806699,0.9835175828328444,0.981282688447288
57.900000000000006,0.9839673829461314,0.9837769270835833,0.981526742201179
58,0.9842080580855641,0.9840334228490639,0.981751678765593
58.1,0.9844492095855679,0.9842871920208385,0.981966106009767
58.2,0.9846866933041625,0.9845382047156805,0.982180533253943
58.300000000000004,0.9849135784875248,0.9847862332714324,0.9823949604981199
58.400000000000006,0.9851229343818281,0.985031050025937,0.9826093877422947
58.5,0.98530783023325,0.9852724273170359,0.9828238149864715
58.6,0.9854781858119555,0.985510493279372,0.9830382422306474
58.7,0.9856485413906633,0.9857455278223626,0.9832526694748236
58.800000000000004,0.9858188969693695,0.9859775309460053,0.9834670967189999
58.900000000000006,0.9859892525480753,0.9862065026503032,0.9836815239631757
59,0.9861596081267819,0.9864324429352547,0.9838959512073511
59.1,0.986329963705488,0.9866553518008602,0.9841103784515272
59.2,0.9865003192841946,0.9868752292471191,0.9843248056957037
59.300000000000004,0.9866706748629002,0.9870920752740325,0.9845392329398797
59.400000000000006,0.9868410304416059,0.9873058898815985,0.984753660184056
59.5,0.9870113860203122,0.9875166730698195,0.9849680874282313
59.6,0.9871817415990182,0.9877244248386947,0.9851825146724073
59.7,0.9873520971777251,0.9879291451882223,0.9853969419165833
59.800000000000004,0.987522452756432,0.9881308341184044,0.9856113691607593
59.900000000000006,0.9876928083351375,0.9883294916292403,0.9858257964049358
60,0.9878631639138441,0.9885251177207305,0.9860402236491108
60.1,0.9880335194925499,0.9887177123928739,0.986250092736848
60.2,0.9882038750712565,0.9889072756456716,0.9864499030023527
60.300000000000004,0.9883742306499623,0.9890938074791233,0.986638240681597
60.400000000000006,0.9885445862286693,0.9892773078932282,0.9868136920105534
60.5,0.9887149418073752,0.9894577768879875,0.9869748432251915
60.6,0.9888894337934137,0.9896349044045671,0.9871283731279942
60.7,0.9890664485774412,0.9898088319719732,0.9872819030307975
60.800000000000004,0.9892373611344417,0.9899802369719594,0.9874354329336003
60.900000000000006,0.9893935464394018,0.9901497967862818,0.987588962836404
61,0.9895263794673081,0.9903181887966946,0.9877424927392076
61.1,0.9896446613483483,0.9904848669583523,0.9878960226420104
61.2,0.9897629432293884,0.9906488336385711,0.9880495525448144
61.300000000000004,0.9898812251104285,0.9908100888373516,0.9882030824476173
61.400000000000006,0.9899995069914684,0.9909686325546936,0.9883566123504202
61.5,0.9901177888725085,0.9911244647905967,0.9885101422532236
61.6,0.9902360707535481,0.9912775855450623,0.9886636721560259
61.7,0.9903543526345879,0.9914279948180892,0.9888172020588294
61.800000000000004,0.9904726345156286,0.9915756926096759,0.988970731961633
61.900000000000006,0.9905909163966679,0.991720678919825,0.9891242618644359
62,0.9907091982777082,0.9918629537485374,0.9892777917672392
62.1,0.9908274801587481,0.9920025170958093,0.989431321670043
62.2,0.9909457620397875,0.9921393689616431,0.9895848515728458
62.300000000000004,0.991064043920828,0.9922735093460385,0.9897383814756484
62.400000000000006,0.9911823258018679,0.9924049382489954,0.9898919113784517
62.5,0.9913006076829078,0.9925336556705142,0.9900454412812553
62.6,0.9914188895639485,0.9926596616105949,0.9901947906181546
62.7,0.9915371714449874,0.9927829560692361,0.9903355350621482
62.800000000000004,0.9916554533260273,0.9929035390464405,0.9904673089715793
62.900000000000006,0.991773735207068,0.9930214105422046,0.9905897467047976
63,0.9918920170881069,0.9931365705565305,0.9907024826201526
63.1,0.992015637110171,0.9932485558317308,0.9908102457460222
63.2,0.9921444885381638,0.9933577535086104,0.9909180088718935
63.300000000000004,0.9922704040579116,0.9934654391849123,0.9910257719977634
63.400000000000006,0.9923852163552354,0.9935728884583752,0.9911335351236349
63.5,0.9924807581159608,0.993681376926742,0.9912412982495046
63.6,0.9925639421703293,0.9937897951755996,0.9913490613753746
63.7,0.992647126224697,0.9938961833920444,0.991456824501246
63.800000000000004,0.9927303102790661,0.9940005415760776,0.9915645876271169
63.900000000000006,0.9928134943334331,0.9941028697276955,0.9916723507529865
64,0.9928966783877997,0.9942031678469018,0.991780113878858
64.10000000000001,0.9929798624421685,0.9943014359336947,0.9918878770047277
64.2,0.9930630464965369,0.9943976739880738,0.9919956401305982
64.3,0.9931462305509039,0.99449188201004,0.9921034032564685
64.4,0.9932294146052724,0.9945840599995933,0.9922111663823393
64.5,0.9933125986596407,0.9946742079567329,0.9923189295082101
64.60000000000001,0.9933957827140077,0.9947623258814601,0.9924266926340808
64.7,0.9934789667683765,0.9948484137737732,0.9925344557599509
64.8,0.9935621508227449,0.9949324716336736,0.9926422188858213
64.9,0.9936453348771126,0.9950144994611617,0.9927499820116921
65,0.99372851893148,0.9950944972562353,0.9928577451375626
65.10000000000001,0.993811702985848,0.9951724650188973,0.9929643209821921
65.2,0.9938948870402157,0.9952484027491437,0.9930683917186911
65.3,0.9939780710945834,0.9953223104469794,0.9931697615285825
65.4,0.9940612551489522,0.9953941881124012,0.9932682345933935
65.5,0.9941444392033199,0.9954640357454096,0.9933636150946472
65.60000000000001,0.9942276232576878,0.9955315715890093,0.9934569174467961
65.7,0.9943108073120557,0.9955973053927785,0.9935492866099381
65.8,0.994393991366423,0.9956624244165756,0.993640722584072
65.9,0.9944771754207914,0.9957281159202623,0.9937312253692009
66,0.9945603594751599,0.995795567163697,0.9938207949653218
66.10000000000001,0.9946322027170191,0.995863645172417,0.9939094313724374
66.2,0.9946859795273031,0.9959304254653875,0.9939971345905461
66.3,0.9947286126961776,0.9959959080426076,0.9940839046196474
66.4,0.9947670250138083,0.9960600929040779,0.9941697414597424
66.5,0.9948081392703597,0.9961229800497973,0.994254645110831
66.60000000000001,0.9948529120930921,0.9961845694797659,0.9943386155729136
66.7,0.9948976849158242,0.9962448611939851,0.9944216528459882
66.8,0.9949424577385562,0.9963038551924538,0.9945037569300575
66.9,0.9949872305612885,0.9963615514751716,0.9945849278251191
67,0.9950320033840218,0.99641795004214,0.9946651655311742
67.10000000000001,0.9950767762067537,0.996473050893358,0.9947444700482233
67.2,0.9951215490294861,0.996526854028825,0.9948228413762664
67.3,0.9951663218522182,0.9965793594485424,0.9949002795153021
67.4,0.9952110946749506,0.9966305671525101,0.994976784465331
67.5,0.9952558674976826,0.9966804771407264,0.9950523562263532
67.60000000000001,0.9953006403204155,0.996729089413193,0.9951269947983687
67.7,0.9953454131431474,0.9967764039699084,0.995200700181378
67.8,0.9953901859658798,0.9968224208108756,0.9952734723753808
67.9,0.9954349587886124,0.9968671399360904,0.9953453113803772
68,0.9954797316113444,0.9969105613455561,0.9954162171963667
68.10000000000001,0.9955245044340763,0.9969526277064186,0.9954861898233491
68.2,0.9955692772568094,0.9969939034614815,0.9955552292613256
68.3,0.9956140500795422,0.9970353212742359,0.9956233355102959
68.4,0.9956588229022735,0.9970778138081683,0.9956905085702586
68.5,0.9957035957250066,0.9971223137267681,0.9957567484412148
68.60000000000001,0.9957483685477382,0.9971678209342427,0.9958220551231641
68.7,0.9957931413704706,0.9972127135591362,0.9958864286161079
68.8,0.9958379141932034,0.9972569916014519,0.9959498689200434
68.9,0.9958826870159357,0.9973006550611888,0.9960123760349734
69,0.9959274598386678,0.9973437039383443,0.9960739499608964
69.10000000000001,0.9959722326613999,0.9973861382329215,0.9961345906978137
69.2,0.9960170054841321,0.9974279579449202,0.9961942982457235
69.3,0.9960617783068646,0.9974691630743384,0.996253072604627
69.4,0.9961065511295976,0.9975097536211766,0.9963109137745242
69.5,0.9961513239523292,0.9975497295854376,0.9963678217554143
69.60000000000001,0.9961960967750624,0.9975890909671177,0.9964237965472971
69.7,0.996240869597794,0.9976278377662186,0.9964788381501746
69.8,0.996285642420527,0.9976659699827412,0.9965329465640455
69.9,0.9963304152432586,0.9977034876166837,0.996586121788908
70,0.996375188065991,0.9977403906680465,0.9966383638247654
70.10000000000001,0.9964199608887228,0.9977766791368301,0.9966902885662958
70.2,0.9964647337114549,0.9978123530230346,0.9967424357606526
70.3,0.9965095065341882,0.9978474123266591,0.9967946911865465
70.4,0.9965542793569202,0.9978818570477054,0.9968469406226923
70.5,0.9965990521796523,0.9979156871861707,0.9968990698478001
70.60000000000001,0.9966438250023849,0.9979489027420579,0.9969507230268715
70.7,0.9966885978251171,0.9979815037153648,0.997001620472432
70.8,0.9967333706478484,0.9980134901060936,0.9970517621844804
70.9,0.9967781434705819,0.9980448619142436,0.9971011481630186
71,0.9968229162933143,0.9980756191398124,0.9971497784080466
71.10000000000001,0.9968645574525091,0.9981057617828024,0.9971976529195632
71.2,0.9969005770629048,0.9981352898432129,0.997244771697569
71.3,0.9969319377919145,0.9981642033210453,0.9972911347420624
71.4,0.9969596023069512,0.9981925022162973,0.9973367420530462
71.5,0.9969845332754268,0.9982201865289705,0.9973815936305179
71.60000000000001,0.9970084183597603,0.9982472562590637,0.9974256894744796
71.7,0.9970323034440938,0.9982737114065773,0.9974690295849281
71.8,0.9970561885284275,0.9982995519715114,0.9975116139618683
71.9,0.9970800736127604,0.9983247779538683,0.9975534426052953
72,0.9971039586970945,0.9983493893536437,0.9975945155152125
72.10000000000001,0.9971278437814274,0.9983733861708407,0.9976348326916179
72.2,0.9971517288657611,0.9983967684054582,0.9976743941345143
72.3,0.9971756139500937,0.9984195360574958,0.9977131998438971
72.4,0.9971994990344266,0.9984416891269551,0.9977512498197698
72.5,0.9972233841187611,0.998463227613834,0.9977885440621318
72.60000000000001,0.9972472692030947,0.9984841515181337,0.997825082570983
72.7,0.9972711542874277,0.9985044608398547,0.9978608653463218
72.8,0.9972950393717607,0.9985241555789955,0.9978958923881506
72.9,0.9973189244560947,0.998543235735558,0.9979301636964687
73,0.9973428095404274,0.9985617013095408,0.9979636792712744
73.10000000000001,0.9973666946247617,0.998579076003207,0.9979964391125701
73.2,0.9973905797090941,0.9985947709641105,0.9980284432203548
73.3,0.9974144647934283,0.9986086173601831,0.9980596915946284
73.4,0.9974383498777606,0.9986204463593555,0.9980901842353904
73.5,0.997462234962095,0.998630089129561,0.9981199211426414
73.60000000000001,0.9974861200464283,0.998638582507927,0.9981489023163816
73.7,0.9975100051307613,0.9986470758862938,0.9981771277566112
73.8,0.997533890215095,0.9986555692646598,0.9982045974633298
73.9,0.9975577752994287,0.9986640626430262,0.998231311436537
74,0.9975816603837608,0.9986725560213923,0.9982572696762327
74.10000000000001,0.9976055454680951,0.9986810493997592,0.9982824721824181
74.2,0.9976294305524289,0.9986895427781259,0.9983069189550913
74.3,0.997653315636762,0.9986980361564923,0.9983306099942549
74.4,0.9976772007210952,0.998706529534859,0.9983535452999062
74.5,0.9977010858054282,0.9987150229132262,0.9983757248720474
74.60000000000001,0.9977249708897626,0.9987235162915913,0.9983971487106769
74.7,0.9977488559740967,0.9987320096699572,0.9984178168157951
74.8,0.9977727410584288,0.9987405030483245,0.9984377291874039
74.9,0.9977966261427622,0.9987489964266907,0.9984568858255009
75,0.9978205112270959,0.9987574898050576,0.9984752867300859
75.10000000000001,0.9978443963114297,0.9987659831834242,0.9984948113796956
75.2,0.9978682813957621,0.9987744765617912,0.9985169301878669
75.3,0.9978921664800956,0.998782969940157,0.9985410295571054
75.4,0.9979160515644295,0.9987914633185235,0.998566495889921
75.5,0.9979399366487632,0.9987999566968895,0.9985927155888159
75.60000000000001,0.9979638217330958,0.9988084500752563,0.998618946094783
75.7,0.9979877068174294,0.9988169434536233,0.9986448539138062
75.8,0.9980115919017628,0.9988254368319891,0.9986704390458851
75.9,0.9980354769860954,0.9988339302103557,0.9986957014910205
76,0.9980593620704294,0.998842423588722,0.9987206412492132
76.10000000000001,0.9980832000447426,0.9988509169670882,0.9987452583204613
76.2,0.9981063438323315,0.9988594103454548,0.9987695527047656
76.3,0.9981278934831703,0.998867903723821,0.9987935244021257
76.4,0.9981469490472302,0.9988763971021886,0.9988171734125425
76.5,0.9981626105744861,0.9988848904805545,0.9988404997360151
76.60000000000001,0.9981762750999967,0.9988933838589207,0.9988635033725448
76.7,0.998189939625509,0.9989018772372869,0.9988861843221308
76.80000000000001,0.9982036041510189,0.9989103706156542,0.9989085425847719
76.9,0.9982172686765309,0.9989188639940201,0.9989305781604708
77,0.9982309332020408,0.998927357372388,0.9989522910492253
77.10000000000001,0.9982445977275525,0.9989358507507532,0.9989736812510355
77.2,0.9982582622530639,0.9989443441291201,0.9989947487659021
77.30000000000001,0.9982719267785742,0.9989528375074856,0.9990154935938258
77.4,0.9982855913040865,0.9989613308858533,0.9990359157348042
77.5,0.9982992558295973,0.9989698242642193,0.9990560151888402
77.60000000000001,0.9983129203551089,0.9989783176425854,0.999075791955932
77.7,0.9983265848806205,0.9989868110209523,0.9990952460360797
77.80000000000001,0.9983402494061303,0.9989953043993183,0.9991143774292848
77.9,0.9983539139316417,0.9990037977776847,0.9991331861355454
78,0.9983675784571528,0.9990122911560513,0.9991516721548606
78.10000000000001,0.9983812429826641,0.9990204988123108,0.9991698354872353
78.2,0.9983949075081755,0.9990281368081058,0.9991876761326641
78.30000000000001,0.998408572033686,0.9990352078190666,0.9992051940911505
78.4,0.998422236559197,0.9990417145208175,0.9992223893626914
78.5,0.9984359010847089,0.9990476595889887,0.9992392619472895
78.60000000000001,0.9984495656102199,0.9990533247322431,0.9992558118449439
78.7,0.9984632301357302,0.9990589898754985,0.9992720390556544
78.80000000000001,0.9984768946612421,0.9990646550187549,0.9992879435794207
78.9,0.9984905591867536,0.9990703201620088,0.9993035254162449
79,0.9985042237122645,0.9990759853052649,0.9993187845661232
79.10000000000001,0.9985178882377753,0.9990816504485196,0.9993337210290589
79.2,0.9985315527632858,0.999087315591775,0.9993483348050513
79.30000000000001,0.9985452172887982,0.9990929807350312,0.9993626258940987
79.4,0.9985588818143092,0.9990986458782856,0.999376594296204
79.5,0.9985725463398203,0.9991043110215398,0.9993902400113635
79.60000000000001,0.9985862108653306,0.9991099761647965,0.9994035630395806
79.7,0.9985998753908424,0.9991156413080515,0.9994165633808535
79.80000000000001,0.9986135399163537,0.9991213064513066,0.9994292410351832
79.9,0.9986272044418651,0.9991269715945635,0.9994415960025693
80,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.10000000000001,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.2,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.30000000000001,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.4,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.5,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.60000000000001,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.7,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.80000000000001,0.9986408689673756,0.9991326367378175,0.9994536282830107
80.9,0.9986408689673756,0.9991326367378175,0.9994536282830107
81,0.9986408689673756,0.9991326367378175,0.9994536282830107
81.10000000000001,0.9986408689673756,0.9991326367378175,0.9994536282830107
81.2,0.9986408689673756,0.9991326367378175,0.9994536282830107
