% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 21 2026, 16:01"
% Table,Table 1 - c_Sensor
% Time (s),c_CNN (mol/m^3)
45.88,0.6285131761958351
45.89,0.6288683943025097
45.9,0.6292230242559327
45.910000000000004,0.6295770660561006
45.92,0.6299305197030238
45.93,0.6302833851967045
45.94,0.6306356625371338
45.95,0.6309873517243068
45.96,0.6313384527582402
45.97,0.6316889656389203
45.980000000000004,0.6320388903663502
45.99,0.6323882269405382
46,0.6327369753614701
46.01,0.633085135629158
46.02,0.6334323212296606
46.03,0.6337757254284103
46.04,0.6341183672223408
46.050000000000004,0.6344602466114637
46.06,0.6348013635957673
46.07,0.6351417181752745
46.08,0.6354813103499517
46.09,0.6358201401198315
46.1,0.6361582074848916
46.11,0.6364955124451306
46.12,0.6368320550005767
46.13,0.6371678351511989
46.14,0.6375028528970104
46.15,0.637837108238008
46.160000000000004,0.6381706011741962
46.17,0.6385033317055692
46.18,0.6388352998321328
46.19,0.6391665055538821
46.2,0.639496948870825
46.21,0.6398266297829486
46.22,0.6401555482902661
46.230000000000004,0.6404837043927692
46.24,0.6408110980904524
46.25,0.6411377293833356
46.26,0.6414635982714
46.27,0.6417887047546577
46.28,0.6421130488330958
46.29,0.6424366305067275
46.300000000000004,0.6427594497755411
46.31,0.6430815066395469
46.32,0.6434028010987407
46.33,0.6437233331531237
46.34,0.6440431028026852
46.35,0.6443621100474443
46.36,0.6446803548873862
46.37,0.6449978373225175
46.38,0.6453145573528405
46.39,0.6456305149783441
46.4,0.6459457101990365
46.410000000000004,0.6462601430149276
46.42,0.6465729872201105
46.43,0.6468824270896779
46.44,0.6471909368357646
46.45,0.6474985164583762
46.46,0.6478051659575095
46.47,0.6481108853331721
46.480000000000004,0.6484156745853573
46.49,0.6487195337140661
46.5,0.649022462719304
46.51,0.649324461601056
46.52,0.6496255303593439
46.53,0.649925668994146
46.54,0.6502248775054726
46.550000000000004,0.6505231558933298
46.56,0.6508205041577079
46.57,0.6511169222986071
46.58,0.651412410316035
46.59,0.6517069682099795
46.6,0.6520005959804596
46.61,0.6522932936274568
46.62,0.6525850611509786
46.63,0.6528758985510269
46.64,0.6531658058275959
46.65,0.6534547829806905
46.660000000000004,0.6537428300103064
46.67,0.6540299469164504
46.68,0.6543161336991172
46.69,0.6546013903583086
46.7,0.6548857168940269
46.71,0.6551691133062666
46.72,0.6554515795950255
46.730000000000004,0.6557331157603112
46.74,0.6560137218021305
46.75,0.6562933977204597
46.76,0.6565721435153216
46.77,0.6568499591867062
46.78,0.6571268447346142
46.79,0.6574028001590424
46.800000000000004,0.6576778254600008
46.81,0.6579519206374833
46.82,0.658224723276504
46.83,0.6584959724970629
46.84,0.6587662442337404
46.85,0.6590355384865341
46.86,0.6593038552554318
46.87,0.6595711945404487
46.88,0.6598375563415744
46.89,0.6601029406588175
46.9,0.6603673474921706
46.910000000000004,0.660630776841645
46.92,0.6608932287072287
46.93,0.6611547030889222
46.94,0.661415199986735
46.95,0.6616747194006529
46.96,0.6619332613306896
46.97,0.6621908257768399
46.980000000000004,0.6624474127391006
46.99,0.6627030222174759
47,0.6629576542119658
47.01,0.6632113087225671
47.02,0.6634639857492831
47.03,0.6637156852921111
47.04,0.6639664073510531
47.050000000000004,0.6642161519261117
47.06,0.6644649190172799
47.07,0.6647127086245583
47.08,0.6649595207479548
47.09,0.6652053553874622
47.1,0.6654502125430853
47.11,0.6656940922148146
47.12,0.6659369944026651
47.13,0.6661789191066259
47.14,0.6664198663267
47.15,0.6666598360628871
47.160000000000004,0.6668988283151859
47.17,0.6671368430835999
47.18,0.6673738803681283
47.19,0.6676099401687727
47.2,0.6678450224855313
47.21,0.6680791273183933
47.22,0.6683120266498593
47.230000000000004,0.6685437170910519
47.24,0.668774408116307
47.25,0.6690040997256332
47.26,0.6692327919190142
47.27,0.6694604846964627
47.28,0.6696871780579806
47.29,0.6699128720035629
47.300000000000004,0.670137566533205
47.31,0.6703612616469122
47.32,0.6705839573446817
47.33,0.6708056536265188
47.34,0.6710263504924215
47.35,0.6712460479423853
47.36,0.6714647459764181
47.37,0.6716824445945084
47.38,0.6718991437966709
47.39,0.6721148435828894
47.4,0.6723295439531817
47.410000000000004,0.6725432449075315
47.42,0.6727559464459446
47.43,0.6729676485684214
47.44,0.6731783512749697
47.45,0.6733880545655788
47.46,0.6735967584402549
47.47,0.6738044628989959
47.480000000000004,0.6740111679417983
47.49,0.6742168735686623
47.5,0.6744215797795923
47.51,0.6746252865745926
47.52,0.6748279939536533
47.53,0.6750297019167747
47.54,0.6752304104639667
47.550000000000004,0.6754301195952241
47.56,0.6756288293105333
47.57,0.6758265396099149
47.58,0.6760232504933678
47.59,0.6762189619608747
47.6,0.6764136740124503
47.61,0.6766073866480936
47.62,0.6768003937395382
47.63,0.6769925783622941
47.64,0.6771837859015865
47.65,0.6773740163574203
47.660000000000004,0.6775632697297931
47.67,0.6777515460187019
47.68,0.6779388452241497
47.69,0.6781251673461309
47.7,0.6783105123846592
47.71,0.6784948803397269
47.72,0.6786782712113322
47.730000000000004,0.6788606849994715
47.74,0.6790421217041487
47.75,0.6792225813253686
47.76,0.6794020638631209
47.77,0.6795805693174171
47.78,0.6797580976882505
47.79,0.6799346489756231
47.800000000000004,0.6801102231795314
47.81,0.6802848202999803
47.82,0.680458440336967
47.83,0.6806310832904906
47.84,0.6808027491605556
47.85,0.6809734379471594
47.86,0.6811431496502997
47.870000000000005,0.6813118842699818
47.88,0.6814796418061968
47.89,0.6816464222589488
47.9,0.6818122256282475
47.910000000000004,0.6819770519140799
47.92,0.682140901116451
47.93,0.6823037732353637
47.94,0.6824656682708142
47.95,0.6826265862227985
47.96,0.6827865270913236
47.97,0.6829454908763902
47.980000000000004,0.6831034775779965
47.99,0.6832604871961395
48,0.6834165197308174
48.01,0.683571575182034
48.02,0.6837276049807697
48.03,0.6838833038001145
48.04,0.6840381479635869
48.050000000000004,0.6841921374711663
48.06,0.6843452723228663
48.07,0.6844975525186776
48.08,0.6846489780585979
48.09,0.6847995489426408
48.1,0.684949265170802
48.11,0.6850981267430829
48.120000000000005,0.6852461336594746
48.13,0.685393285919979
48.14,0.6855395835246061
48.15,0.6856850264733416
48.160000000000004,0.6858296147661909
48.17,0.6859733484031676
48.18,0.6861162273842498
48.19,0.6862582517094508
48.2,0.6863994213787695
48.21,0.6865397363922009
48.22,0.686679196749752
48.230000000000004,0.6868178024514145
48.24,0.686955553497195
48.25,0.6870924498870941
48.26,0.6872284916211018
48.27,0.6873636786992299
48.28,0.6874980111214715
48.29,0.6876314888878324
48.300000000000004,0.6877641119983028
48.31,0.6878958804528974
48.32,0.6880267942516
48.33,0.6881568533944232
48.34,0.6882860578813672
48.35,0.6884144077124112
48.36,0.688541902887585
48.370000000000005,0.6886685434068733
48.38,0.6887943292702697
48.39,0.6889192604777877
48.4,0.6890433370294153
48.410000000000004,0.689166558925163
48.42,0.6892914374046899
48.43,0.6894158114740417
48.44,0.6895394649051134
48.45,0.6896623976978942
48.46,0.6897846098523949
48.47,0.6899061013686046
48.480000000000004,0.690026872246528
48.49,0.690146922486167
48.5,0.6902662520875238
48.51,0.690384861050589
48.52,0.6905027493753717
48.53,0.6906199170618679
48.54,0.6907363641100748
48.550000000000004,0.6908520905199963
48.56,0.6909670962916268
48.57,0.6910813814249831
48.58,0.6911949459200419
48.59,0.6913077897768223
48.6,0.6914199129953117
48.61,0.6915313155755163
48.620000000000005,0.6916419975174328
48.63,0.6917519588210674
48.64,0.6918611994864169
48.65,0.6919697195134735
48.660000000000004,0.692077518902241
48.67,0.6921845976527293
48.68,0.6922909557649359
48.69,0.6923965932388487
48.7,0.6925015100744787
48.71,0.692605706271811
48.72,0.6927091818308755
48.730000000000004,0.6928119367516419
48.74,0.6929139710341251
48.75,0.6930152846783224
48.76,0.6931158776842388
48.77,0.6932157500518574
48.78,0.6933149017811976
48.79,0.693413332872249
48.800000000000004,0.6935110433250148
48.81,0.6936081403831933
48.82,0.6937064653277705
48.83,0.6938041699829164
48.84,0.6939012543486218
48.85,0.6939977184248881
48.86,0.6940935622117278
48.870000000000005,0.694188785709119
48.88,0.6942833889170847
48.89,0.694377371835611
48.9,0.6944707344647066
48.910000000000004,0.6945634768043618
48.92,0.6946555988545859
48.93,0.6947471006153699
48.94,0.6948379820867234
48.95,0.6949282432686366
48.96,0.6950178841611216
48.97,0.6951069047641655
48.980000000000004,0.6951953050777719
48.99,0.6952830851019449
49,0.6953702448366869
49.01,0.6954567842819843
49.02,0.6955427034378543
49.03,0.6956280023042879
49.04,0.6957126808812848
49.050000000000004,0.6957967391688439
49.06,0.6958801771669718
49.07,0.6959629948756662
49.08,0.6960451922949218
49.09,0.6961267694247372
49.1,0.6962077262651237
49.11,0.6962880628160681
49.120000000000005,0.696367779077588
49.13,0.6964468750496667
49.14,0.6965253507323067
49.15,0.6966032061255093
49.160000000000004,0.6966804412292836
49.17,0.6967570560436253
49.18,0.6968330505685251
49.19,0.6969084248039898
49.2,0.6969831787500192
49.21,0.6970577636846653
49.22,0.6971337460875473
49.230000000000004,0.6972092279357913
49.24,0.6972842092293959
49.25,0.6973586899683596
49.26,0.6974326701526857
49.27,0.697506149782369
49.28,0.6975791288574158
49.29,0.6976516073778233
49.300000000000004,0.6977235853435929
49.31,0.6977950627547178
49.32,0.6978660396112052
49.33,0.6979365159130555
49.34,0.6980064916602678
49.35,0.6980759668528378
49.36,0.6981449414907591
49.370000000000005,0.6982134155740557
49.38,0.698281389102704
49.39,0.6983488620767079
49.4,0.6984158344960862
49.410000000000004,0.6984823063608165
49.42,0.6985482776709104
49.43,0.6986137484263604
49.44,0.6986787186271741
49.45,0.6987431882733514
49.46,0.6988071573648827
49.47,0.6988706259017732
49.480000000000004,0.6989335938840315
49.49,0.698996061311647
49.5,0.6990580281846197
49.51,0.6991194945029567
49.52,0.6991804602666555
49.53,0.699240925475711
49.54,0.6993008901301254
49.550000000000004,0.6993603542299062
49.56,0.69941931777504
49.57,0.6994777807655387
49.58,0.6995357432013922
49.59,0.6995932050826165
49.6,0.699650166409194
49.61,0.6997078198520842
49.620000000000005,0.6997675958625564
49.63,0.6998270551630957
49.64,0.6998861977537034
49.65,0.6999450236343834
49.660000000000004,0.7000035328051278
49.67,0.7000617252659481
49.68,0.7001196010168312
49.69,0.7001771600577816
49.7,0.7002344023888003
49.71,0.7002913280098847
49.72,0.7003479369210404
49.730000000000004,0.7004042291222662
49.74,0.7004602046135535
49.75,0.7005158633949162
49.76,0.7005712054663402
49.77,0.7006262308278406
49.78,0.7006809394794038
49.79,0.7007353314210368
49.800000000000004,0.7007894066527355
49.81,0.7008431651745085
49.82,0.7008966069863425
49.83,0.7009497320882521
49.84,0.7010025404802288
49.85,0.7010550321622638
49.86,0.7011072071343774
49.870000000000005,0.7011590653965579
49.88,0.7012106069488
49.89,0.7012618317911145
49.9,0.7013127399234965
49.910000000000004,0.7013633313459527
49.92,0.7014136060584693
49.93,0.7014635640610563
49.94,0.701513205353712
49.95,0.7015625299364359
49.96,0.7016115378092218
49.97,0.7016602289720839
49.980000000000004,0.7017086034250214
49.99,0.7017566611680142
50,0.7018044022010795
50.01,0.7018525304013327
50.02,0.7019012321440252
50.03,0.701949693486788
50.04,0.7019979144296296
50.050000000000004,0.7020458949725394
50.06,0.702093635115523
50.07,0.7021411348585799
50.08,0.702188394201712
50.09,0.7022354131449218
50.1,0.7022821916881982
50.11,0.7023287298315439
50.120000000000005,0.7023750275749776
50.13,0.7024210849184763
50.14,0.7024669018620443
50.15,0.7025124784056903
50.160000000000004,0.7025578145494074
50.17,0.7026029102932009
50.18,0.7026477656370607
50.19,0.7026923805810038
50.2,0.7027367551250153
50.21,0.7027808892690978
50.22,0.7028247830132569
50.230000000000004,0.702868436357492
50.24,0.7029118493017948
50.25,0.702955021846171
50.26,0.7029979539906283
50.27,0.7030406457351512
50.28,0.7030830970797483
50.29,0.7031253080244265
50.300000000000004,0.7031672785691687
50.31,0.7032090087139847
50.32,0.7032504984588788
50.33,0.7032917478038448
50.34,0.7033327567488873
50.35,0.703373525293997
50.36,0.7034140534391845
50.370000000000005,0.703454341184444
50.38,0.7034943885297787
50.39,0.7035341954751758
50.4,0.7035737620206608
50.410000000000004,0.7036134554273399
50.42,0.7036531857903772
50.43,0.7036927064133095
50.44,0.7037320172961247
50.45,0.7037711184388344
50.46,0.7038100098414345
50.47,0.7038486915039279
50.480000000000004,0.7038871634263001
50.49,0.7039254256085659
50.5,0.7039634780507231
50.51,0.704001320752771
50.52,0.7040389537147087
50.53,0.7040763769365334
50.54,0.7041135904182502
50.550000000000004,0.7041505941598528
50.56,0.7041873881613476
50.57,0.7042239724227344
50.58,0.7042603469440046
50.59,0.7042965117251705
50.6,0.7043324667662177
50.61,0.7043682120671653
50.620000000000005,0.7044037476279925
50.63,0.7044390734487197
50.64,0.7044741895293287
50.65,0.7045090958698296
50.660000000000004,0.704543792470216
50.67,0.7045782793304962
50.68,0.7046125564506662
50.69,0.7046466238307237
50.7,0.7046804814706723
50.71,0.7047141293705064
50.72,0.7047475675302315
50.730000000000004,0.70478079594985
50.74,0.7048138146293593
50.75,0.7048466235687547
50.76,0.7048792227680338
50.77,0.7049116122272147
50.78,0.704943791946278
50.79,0.7049757619252293
50.800000000000004,0.7050075221640695
50.81,0.7050411142699752
50.82,0.7050753835244228
50.83,0.7051095814398766
50.84,0.7051437080163218
50.85,0.7051777632537671
50.86,0.7052117471521955
50.870000000000005,0.7052456597116339
50.88,0.7052795009320616
50.89,0.7053132708134846
50.9,0.7053469693559056
50.910000000000004,0.7053805965593167
50.92,0.7054141524237371
50.93,0.7054476369491399
50.94,0.7054810501355474
50.95,0.7055143919829515
50.96,0.7055476624913458
50.97,0.7055808616607375
50.980000000000004,0.7056139894911273
50.99,0.7056470459825032
51,0.7056800311348908
51.01,0.7057129449482663
51.02,0.7057457874226353
51.03,0.705778558558005
51.04,0.7058112583543705
51.050000000000004,0.7058438868117309
51.06,0.705876443930087
51.07,0.7059089297094319
51.08,0.7059413441497855
51.09,0.7059736872511292
51.1,0.7060059590134677
51.11,0.7060381594367999
51.120000000000005,0.7060702885211343
51.13,0.7061023462664617
51.14,0.7061343326727839
51.15,0.7061662477401061
51.160000000000004,0.7061980914684157
51.17,0.7062298638577279
51.18,0.7062615649080349
51.19,0.7062931946193433
51.2,0.70632475299164
51.21,0.7063566197054114
51.22,0.706388496283633
51.230000000000004,0.7064203231665525
51.24,0.706452100354176
51.25,0.7064838278464872
51.26,0.7065155056435016
51.27,0.7065471337452105
51.28,0.7065787121516307
51.29,0.7066102408627392
51.300000000000004,0.7066417198785407
51.31,0.7066731491990458
51.32,0.7067045288242471
51.33,0.7067358587541439
51.34,0.706767138988746
51.35,0.7067983695280377
51.36,0.7068295503720339
51.370000000000005,0.7068606815207296
51.38,0.7068917629741214
51.39,0.7069227947322081
51.4,0.7069537767949924
51.410000000000004,0.7069847091624759
51.42,0.7070155918346583
51.43,0.7070464248115405
51.44,0.7070772080931208
51.45,0.707107941679397
51.46,0.7071386255703707
51.47,0.707169259766044
51.480000000000004,0.707199844266416
51.49,0.7072303790714789
51.5,0.7072608641812458
51.51,0.7072912995957107
51.52,0.7073216853148705
51.53,0.7073520213387294
51.54,0.7073823076672893
51.550000000000004,0.7074125443005457
51.56,0.7074427312384987
51.57,0.7074728684811542
51.58,0.7075029560284997
51.59,0.7075329938805542
51.6,0.7075629820372998
51.61,0.7075918818018212
51.620000000000005,0.7076206768813812
51.63,0.7076493712274553
51.64,0.7076779648400386
51.65,0.7077064577191333
51.660000000000004,0.7077348498647361
51.67,0.7077631412768475
51.68,0.707791331955464
51.69,0.707819421900593
51.7,0.7078474111122253
51.71,0.7078752995903752
51.72,0.7079030873350316
51.730000000000004,0.7079307743461954
51.74,0.7079583606238713
51.75,0.7079858461680468
51.76,0.7080132309787415
51.77,0.708040515055935
51.78,0.7080676983996501
51.79,0.7080947810098704
51.800000000000004,0.7081217628865976
51.81,0.7081486440298322
51.82,0.7081754244395825
51.83,0.7082021041158355
51.84,0.7082286830585993
51.85,0.7082551612678776
51.86,0.7082815387436547
51.870000000000005,0.7083078154859449
51.88,0.708333991494751
51.89,0.7083600667700561
51.9,0.7083860413118763
51.910000000000004,0.7084119151202034
51.92,0.7084376881950375
51.93,0.7084633605363831
51.94,0.7084889321442357
51.95,0.7085144030186017
51.96,0.7085397731594786
51.97,0.7085650425668576
51.980000000000004,0.7085902112407472
51.99,0.7086152791811472
52,0.7086404270055956
52.01,0.7086667137286508
52.02,0.708692968784949
52.03,0.7087191921744793
52.04,0.7087453838972553
52.050000000000004,0.708771543953266
52.06,0.7087976723425062
52.07,0.7088237690649829
52.08,0.708849834120706
52.09,0.7088758675096579
52.1,0.7089018692318481
52.11,0.7089278392872742
52.120000000000005,0.7089537776759363
52.13,0.7089796843978361
52.14,0.7090055594529723
52.15,0.7090314028413385
52.160000000000004,0.7090572145629578
52.17,0.7090829946177988
52.18,0.7091087430058833
52.19,0.7091344597271985
52.2,0.709160144781756
52.21,0.7091857981695494
52.22,0.7092114198905799
52.230000000000004,0.7092370099448405
52.24,0.7092625683323469
52.25,0.7092880950530804
52.26,0.7093135901070559
52.27,0.7093390534942703
52.28,0.7093644852147125
52.29,0.709389885268399
52.300000000000004,0.7094152536553162
52.31,0.7094405903754712
52.32,0.7094658954288661
52.33,0.7094911688155003
52.34,0.7095164105353613
52.35,0.7095416205884656
52.36,0.709566798974801
52.370000000000005,0.7095919456943838
52.38,0.7096170607471919
52.39,0.709642144133239
52.4,0.7096670105860943
52.410000000000004,0.7096913106205082
52.42,0.7097155442014811
52.43,0.709739711329006
52.44,0.7097638120030775
52.45,0.7097878462237012
52.46,0.7098118139908853
52.47,0.7098357153046121
52.480000000000004,0.7098595501648973
52.49,0.7098833185717313
52.5,0.7099070205251206
52.51,0.7099306560250603
52.52,0.709954225071557
52.53,0.7099777276645972
52.54,0.7100011638041918
52.550000000000004,0.7100245334903359
52.56,0.7100478367230371
52.57,0.7100710735022892
52.58,0.7100942438280923
52.59,0.7101173477004505
52.6,0.7101403851193505
52.61,0.7101633560848171
52.620000000000005,0.7101862605968237
52.63,0.7102090986553851
52.64,0.7102318702605043
52.65,0.7102545754121706
52.660000000000004,0.710277214110392
52.67,0.7102997863551633
52.68,0.7103222921464887
52.69,0.7103447314843606
52.7,0.7103671043687846
52.71,0.7103894107997654
52.72,0.7104116507772976
52.730000000000004,0.7104338243013776
52.74,0.7104559313720166
52.75,0.7104779719892028
52.76,0.7104999461529431
52.77,0.7105218538632345
52.78,0.7105436951200729
52.79,0.7105654699234752
52.800000000000004,0.710587083624597
52.81,0.7106084807171039
52.82,0.7106297996052433
52.83,0.7106510402890116
52.84,0.7106722027684137
52.85,0.7106932870434457
52.86,0.7107142931141065
52.870000000000005,0.7107352209803958
52.88,0.7107560706423098
52.89,0.7107768420998654
52.9,0.710797535353052
52.910000000000004,0.7108181504018606
52.92,0.7108386872463021
52.93,0.7108591458863699
52.94,0.7108795263220804
52.95,0.7108998285534124
52.96,0.7109200525803779
52.97,0.7109401984029736
52.980000000000004,0.7109602660211943
52.99,0.7109802554350512
53,0.7110001666445332
53.01,0.7110199996496508
53.02,0.7110397544503969
53.03,0.7110594310467707
53.04,0.7110790294387805
53.050000000000004,0.7110985496264165
53.06,0.7111179916096807
53.07,0.7111373553885822
53.08,0.7111566409631126
53.09,0.7111758483332694
53.1,0.711194977499057
53.11,0.7112140284604743
53.120000000000005,0.7112330012175209
53.13,0.7112518957701999
53.14,0.7112707121185113
53.15,0.7112894502624552
53.160000000000004,0.7113081102020303
53.17,0.7113266919372272
53.18,0.7113451954680582
53.19,0.711363620794519
53.2,0.7113824460662395
53.21,0.7114016431455065
53.22,0.7114208062872808
53.230000000000004,0.7114399354915785
53.24,0.7114590307583907
53.25,0.7114780920877207
53.26,0.711497119479552
53.27,0.7115161129339103
53.28,0.7115350724507854
53.29,0.7115539980301692
53.300000000000004,0.7115728896720739
53.31,0.7115917473764869
53.32,0.711610571143426
53.33,0.7116293609728728
53.34,0.7116481168648465
53.35,0.7116668388193212
53.36,0.7116855268363169
53.370000000000005,0.7117041809158318
53.38,0.711722801057856
53.39,0.7117413872624007
53.4,0.7117599395294595
53.410000000000004,0.7117784578590364
53.42,0.7117969422511227
53.43,0.7118153927057235
53.44,0.7118338092228483
53.45,0.7118521918024866
53.46,0.7118705404446335
53.47,0.7118888551492994
53.480000000000004,0.7119071359164896
53.49,0.711925382746185
53.5,0.7119435956383957
53.51,0.7119617745931295
53.52,0.7119799196103717
53.53,0.7119980306901338
53.54,0.7120161078324053
53.550000000000004,0.7120341510372002
53.56,0.7120521603045051
53.57,0.7120701356343272
53.58,0.7120880770266672
53.59,0.7121059844815206
53.6,0.712124679941467
53.61,0.7121437980065797
53.620000000000005,0.712162942720031
53.63,0.7121821140818174
53.64,0.7122013120919293
53.65,0.7122205367503868
53.660000000000004,0.7122397880571698
53.67,0.712259066012288
53.68,0.7122783706157412
53.69,0.7122977018675258
53.7,0.7123170597676509
53.71,0.7123364443161074
53.72,0.7123558555128991
53.730000000000004,0.712375293358019
53.74,0.7123947578514798
53.75,0.7124142489932711
53.76,0.7124337667833985
53.77,0.7124533112218616
53.78,0.7124728823086522
53.79,0.7124924800437837
53.800000000000004,0.7125121044272394
53.81,0.7125317554590388
53.82,0.7125514331391791
53.83,0.7125711374676393
53.84,0.7125908684444385
53.85,0.7126106260695707
53.86,0.7126304103430436
53.870000000000005,0.7126502212648465
53.88,0.7126700588349832
53.89,0.7126899230534486
53.9,0.7127098139202515
53.910000000000004,0.712729731435395
53.92,0.7127496755988654
53.93,0.7127696464106728
53.94,0.7127896438708134
53.95,0.7128096679792921
53.96,0.7128297187360962
53.97,0.7128497961412442
53.980000000000004,0.7128699001947189
53.99,0.7128900308965339
54,0.7129091643378231
54.01,0.7129280183823907
54.02,0.7129468364500595
54.03,0.7129656185408167
54.04,0.7129843646546682
54.050000000000004,0.7130030747916106
54.06,0.7130217489516465
54.07,0.7130403871347799
54.08,0.7130589893409987
54.09,0.71307755557031
54.1,0.7130960858227232
54.11,0.7131145800982234
54.120000000000005,0.7131330383968261
54.13,0.7131514607185143
54.14,0.7131698470632919
54.15,0.7131881974311727
54.160000000000004,0.7132065118221409
54.17,0.713224790236204
54.18,0.7132430326733622
54.19,0.7132612391336131
54.2,0.7132794096169556
54.21,0.7132975441233912
54.22,0.7133156426529184
54.230000000000004,0.7133337052055408
54.24,0.7133517317812602
54.25,0.7133697223800707
54.26,0.7133876770019705
54.27,0.7134055956469604
54.28,0.7134234783150551
54.29,0.7134413250062351
54.300000000000004,0.713459135720516
54.31,0.7134769104578809
54.32,0.7134946492183424
54.33,0.7135123520018956
54.34,0.7135300188085483
54.35,0.7135476496382844
54.36,0.7135652444911231
54.370000000000005,0.7135828033670526
54.38,0.7136003262660761
54.39,0.713617813188195
54.4,0.7136343925544719
54.410000000000004,0.7136508348986628
54.42,0.7136671957553252
54.43,0.7136834751244453
54.44,0.7136996730060278
54.45,0.7137157894000684
54.46,0.7137318243065707
54.47,0.7137477777255371
54.480000000000004,0.7137636496569612
54.49,0.7137794401008523
54.5,0.7137951490572058
54.51,0.7138107765260155
54.52,0.7138263225072881
54.53,0.713841787001031
54.54,0.7138571700072288
54.550000000000004,0.7138724715258877
54.56,0.7138876915570098
54.57,0.7139028301005953
54.58,0.713917887156641
54.59,0.7139328627251446
54.6,0.7139477568061207
54.61,0.7139625693995527
54.620000000000005,0.7139773005054414
54.63,0.7139919501238016
54.64,0.7140065182546111
54.65,0.7140210048978953
54.660000000000004,0.7140354100536314
54.67,0.7140497337218261
54.68,0.7140639759024964
54.69,0.7140781365956191
54.7,0.7140922158012004
54.71,0.7141062135192578
54.72,0.7141201297497666
54.730000000000004,0.7141339644927382
54.74,0.7141477177481746
54.75,0.7141613895160743
54.76,0.7141749797964306
54.77,0.7141884885892515
54.78,0.7142019158945302
54.79,0.7142153843971477
54.800000000000004,0.7142303665084403
54.81,0.7142453509018155
54.82,0.7142603375772774
54.83,0.7142753265348265
54.84,0.7142903177744684
54.85,0.7143053112961982
54.86,0.7143203071000177
54.870000000000005,0.7143353051859165
54.88,0.7143503055539102
54.89,0.7143653082039945
54.9,0.7143803131361615
54.910000000000004,0.7143953203504193
54.92,0.7144103298467644
54.93,0.7144253416251974
54.94,0.7144403556857185
54.95,0.7144553720283245
54.96,0.7144703906530264
54.97,0.7144854115598116
54.980000000000004,0.7145004347486843
54.99,0.7145154602196454
55,0.714530487972697
55.01,0.7145455180078348
55.02,0.714560550325064
55.03,0.714575584924381
55.04,0.7145906218057828
55.050000000000004,0.7146056609692757
55.06,0.7146207024148535
55.07,0.7146357461425157
55.08,0.7146507921522743
55.09,0.7146658404441183
55.1,0.7146808910180484
55.11,0.714695943874065
55.120000000000005,0.714710999012174
55.13,0.7147260564323711
55.14,0.7147411161346554
55.15,0.7147561781190226
55.160000000000004,0.7147712423854885
55.17,0.7147863089340376
55.18,0.7148013777646701
55.19,0.7148166302860353
55.2,0.7148326021586638
55.21,0.7148486198428807
55.22,0.7148646833386757
55.230000000000004,0.7148807926460576
55.24,0.7148969477650283
55.25,0.7149131486955792
55.26,0.7149293954377144
55.27,0.7149456879914392
55.28,0.7149620263567441
55.29,0.7149784105336346
55.300000000000004,0.7149948405221057
55.31,0.7150113163221693
55.32,0.7150278379338071
55.33,0.7150444053570346
55.34,0.7150610185918537
55.35,0.7150776776382465
55.36,0.7150943824962295
55.370000000000005,0.715111133165797
55.38,0.7151279296469403
55.39,0.7151447719396855
55.4,0.7151616600439968
55.410000000000004,0.7151785939599055
55.42,0.7151955736873948
55.43,0.7152125992264636
55.44,0.7152296705771204
55.45,0.7152467877393704
55.46,0.7152639507131846
55.47,0.7152811594986037
55.480000000000004,0.7152984140956019
55.49,0.7153157145041769
55.5,0.7153330607243451
55.51,0.7153504527560889
55.52,0.7153678905994182
55.53,0.7153853742543378
55.54,0.7154029037208409
55.550000000000004,0.715420478998928
55.56,0.7154381000886015
55.57,0.715455766989857
55.58,0.715473479702695
55.59,0.7154911026379822
55.6,0.7155084980482614
55.61,0.7155259195868798
55.620000000000005,0.7155433672538304
55.63,0.7155608410491212
55.64,0.7155783409727573
55.65,0.7155958670247275
55.660000000000004,0.715613419205032
55.67,0.7156309975136803
55.68,0.7156486019506658
55.69,0.7156662325159876
55.7,0.7156838892096461
55.71,0.7157015720316499
55.72,0.7157192809819819
55.730000000000004,0.7157370160606599
55.74,0.7157547772676751
55.75,0.7157725646030249
55.76,0.7157903780667164
55.77,0.7158082176587472
55.78,0.7158260833791121
55.79,0.7158439752278164
55.800000000000004,0.7158618932048573
55.81,0.715879837310244
55.82,0.7158978075439663
55.83,0.71591580390602
55.84,0.7159338263964192
55.85,0.7159518750151468
55.86,0.7159699497622265
55.870000000000005,0.7159880506376372
55.88,0.7160061776413814
55.89,0.7160243307734733
55.9,0.7160425100338967
55.910000000000004,0.7160607154226574
55.92,0.716078946939766
55.93,0.7160972045852031
55.94,0.7161154883589803
55.95,0.7161337982611001
55.96,0.7161521342915524
55.97,0.7161704964503476
55.980000000000004,0.7161888847374775
55.99,0.7162071610678246
56,0.7162253017124369
56.01,0.716243454142983
56.02,0.7162616183594696
56.03,0.716279794361893
56.04,0.7162979821502595
56.050000000000004,0.7163161817245539
56.06,0.7163343930847895
56.07,0.7163526162309736
56.08,0.7163708511630815
56.09,0.716389097881134
56.1,0.7164073563851227
56.11,0.7164256266750516
56.120000000000005,0.7164439087509166
56.13,0.7164622026127142
56.14,0.7164805082604547
56.15,0.7164988256941334
56.160000000000004,0.7165171549137563
56.17,0.7165354959193055
