% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 21 2026, 16:01"
% Table,Table 1 - c_Sensor
% Time (s),c_CNN (mol/m^3)
20.96,0.01185830936126543
20.97,0.012039934676956415
20.98,0.012223578518254025
20.990000000000002,0.012409240885158405
21,0.012596921777669384
21.01,0.012786621195787279
21.02,0.012978339139511581
21.03,0.01317207560884283
21.04,0.013367830603780658
21.05,0.013565604124325257
21.06,0.013765396170476446
21.07,0.01396720674223444
21.080000000000002,0.014171035839599288
21.09,0.0143768834625705
21.1,0.01458474961114867
21.11,0.01479463428533355
21.12,0.015006537485125001
21.13,0.015220459210523186
21.14,0.015436399461528222
21.150000000000002,0.015654358238139814
21.16,0.01587433554035803
21.17,0.016096331368183198
21.18,0.016320345721614907
21.19,0.01654637860065332
21.2,0.01677443000529848
21.21,0.017004499935550327
21.22,0.01723658839140907
21.23,0.017470695372874236
21.240000000000002,0.017706820879946177
21.25,0.017944964912624862
21.26,0.018185127470910074
21.27,0.018427308554802187
21.28,0.018671508164301128
21.29,0.018917726299406537
21.3,0.01916596296011889
21.31,0.019426921878365425
21.32,0.019693842575447873
21.330000000000002,0.01996347285155803
21.34,0.020235812706695767
21.35,0.020510862140861338
21.36,0.020788621154054512
21.37,0.0210690897462756
21.38,0.02135226791752439
21.39,0.02163815566780054
21.400000000000002,0.021926752997104976
21.41,0.02221805990543657
21.42,0.02251207639279646
21.43,0.02280880245918366
21.44,0.023108238104598628
21.45,0.0234103833290416
21.46,0.023715238132512216
21.47,0.02402280251501021
21.48,0.024333076476536274
21.490000000000002,0.024646060017090007
21.5,0.0249617531366714
21.51,0.02528015583528059
21.52,0.025601268112917304
21.53,0.025925089969582094
21.54,0.02625162140527428
21.55,0.026580862419994182
21.56,0.02691281301374199
21.57,0.02724747318651772
21.580000000000002,0.02758484293832102
21.59,0.027924922269151768
21.6,0.02826771117901064
21.61,0.02861320966789671
21.62,0.028961417735810693
21.63,0.029312335382752665
21.64,0.029665962608722236
21.650000000000002,0.030022299413719894
21.66,0.030381345797744642
21.67,0.030743101760797222
21.68,0.03110756730287779
21.69,0.03147474242398594
21.7,0.03184462712412196
21.71,0.03222877714909073
21.72,0.0326175612019938
21.73,0.0330096868224527
21.740000000000002,0.033405154010466995
21.75,0.03380396276603658
21.76,0.03420611308916154
21.77,0.03461160497984211
21.78,0.03502043843807835
21.79,0.03543261346386952
21.8,0.03584813005721633
21.81,0.03626698821811828
21.82,0.036689187946576024
21.830000000000002,0.03711472924258921
21.84,0.037543612106158045
21.85,0.037975836537281725
21.86,0.03841140253596148
21.87,0.038850310102196244
21.88,0.03929255923598643
21.89,0.039738149937332524
21.900000000000002,0.04018708220623329
21.91,0.04063935604268986
21.92,0.04109497144670216
21.93,0.04155392841826951
21.94,0.042016226957392246
21.95,0.04248186706407081
21.96,0.04295084873830496
21.97,0.04342317198009375
21.98,0.04389883678943842
21.990000000000002,0.04437784316633871
22,0.04486019111079427
22.01,0.04534588062280519
22.02,0.04583491170237154
22.03,0.04632728434949338
22.04,0.04682299856417095
22.05,0.04732205434640326
22.06,0.04782445169619135
22.07,0.04833019061353495
22.080000000000002,0.04883927109843357
22.09,0.04935169315088847
22.1,0.04986772664385279
22.11,0.05039554094458338
22.12,0.050927122385409154
22.13,0.05146247096632804
22.14,0.052001586687343115
22.150000000000002,0.05254446954845219
22.16,0.05309111954965582
22.17,0.05364153669095377
22.18,0.05419572097234588
22.19,0.054753672393833
22.2,0.055315390955413844
22.21,0.05588087665709012
22.22,0.05645012949886079
22.23,0.05702314948072551
22.240000000000002,0.05759993660268552
22.25,0.05818049086473874
22.26,0.05876481226688739
22.27,0.059352900809130395
22.28,0.05994475649146796
22.29,0.06054037931389973
22.3,0.06113976927642625
22.31,0.06174292637904737
22.32,0.062349850621762605
22.330000000000002,0.06296054200457278
22.34,0.06357500052747746
22.35,0.06419322619047578
22.36,0.06481521899356985
22.37,0.06544097893675804
22.38,0.06607050602003979
22.39,0.06670380024341735
22.400000000000002,0.06734086160688914
22.41,0.06798169011045486
22.42,0.06862628575411626
22.43,0.06927464853787134
22.44,0.06992677846172056
22.45,0.07058267552566416
22.46,0.07124233972970304
22.47,0.07190577107383601
22.48,0.07257296955806385
22.490000000000002,0.07324393518238621
22.5,0.07391892917518637
22.51,0.0745990442985719
22.52,0.07528300497410205
22.53,0.07597081120177795
22.54,0.0766624629815983
22.55,0.07735796031356397
22.56,0.07805730319767522
22.57,0.07876049163393192
22.580000000000002,0.07946752562233259
22.59,0.08017840516287893
22.6,0.08089313025557088
22.61,0.08161170090040674
22.62,0.08233411709738866
22.63,0.08306037884651644
22.64,0.08379048614778856
22.650000000000002,0.08452443900120667
22.66,0.08526223740676875
22.67,0.08600388136447709
22.68,0.08674937087432857
22.69,0.08749870593632757
22.7,0.08825188655047035
22.71,0.08900891271675888
22.72,0.08976978443519193
22.73,0.09053450170577075
22.740000000000002,0.09130306452849356
22.75,0.09207547290336318
22.76,0.09285172683037728
22.77,0.09363182630953715
22.78,0.09441577134084075
22.79,0.09520356192428982
22.8,0.09599519805988485
22.81,0.09679067974762519
22.82,0.09759000698751048
22.830000000000002,0.09839317977954004
22.84,0.0992001981237139
22.85,0.10001106202003543
22.86,0.10082577146850047
22.87,0.10164432646911137
22.88,0.10246672702186627
22.89,0.10329297312676843
22.900000000000002,0.10412079390603846
22.91,0.1049469447421362
22.92,0.10577656558971814
22.93,0.10660965644878405
22.94,0.1074462173193325
22.95,0.10828624820136498
22.96,0.1091297490948822
22.97,0.10997671999988186
22.98,0.11082716091636621
22.990000000000002,0.11168107184433351
23,0.1125384527837849
23.01,0.11339930373472148
23.02,0.11426362469714013
23.03,0.11513141567104353
23.04,0.1160026766564293
23.05,0.1168774076532996
23.06,0.11775560866165405
23.07,0.11863727968149172
23.080000000000002,0.11952242071281287
23.09,0.12041103175561872
23.1,0.12130311280990776
23.11,0.12219866387568118
23.12,0.12309768495293794
23.13,0.12400017604167769
23.14,0.12490613714190284
23.150000000000002,0.12581556825361132
23.16,0.12672846937680213
23.17,0.1276448405114778
23.18,0.12856468165763707
23.19,0.12948799281527995
23.2,0.13041477398440696
23.21,0.13134502516501656
23.22,0.1322787463571116
23.23,0.13321593756068936
23.240000000000002,0.13415659877575134
23.25,0.13510073000229644
23.26,0.13604833124032645
23.27,0.13699940248983866
23.28,0.13795394375083583
23.29,0.13891195502331663
23.3,0.13986604085746324
23.31,0.14081341567070788
23.32,0.1417634182428385
23.330000000000002,0.14271604857385392
23.34,0.14367130666375288
23.35,0.14462919251253745
23.36,0.14558970612020747
23.37,0.14655284748676042
23.38,0.14751861661220084
23.39,0.14848701349652438
23.400000000000002,0.14945803813973343
23.41,0.15043169054182534
23.42,0.15140797070280362
23.43,0.15238687862266748
23.44,0.15336841430141573
23.45,0.1543525777390481
23.46,0.15533936893556505
23.47,0.15632878789096816
23.48,0.15732083460525545
23.490000000000002,0.15831550907842748
23.5,0.15931281131048367
23.51,0.16031274130142534
23.52,0.16131529905125086
23.53,0.16232048455996384
23.54,0.1633282978275601
23.55,0.16433873885404074
23.56,0.16535180763940693
23.57,0.16636750418365678
23.580000000000002,0.16738582848679287
23.59,0.1684067805488135
23.6,0.16943036036971804
23.61,0.1704565679495062
23.62,0.17148540328818063
23.63,0.1725168663857408
23.64,0.1735509572421849
23.650000000000002,0.17458767585751378
23.66,0.17562702223172763
23.67,0.17666899636482877
23.68,0.1777135982568106
23.69,0.17876082790767986
23.7,0.17979646014444667
23.71,0.18082303786531673
23.72,0.18185100983767818
23.73,0.18288037606152685
23.740000000000002,0.18391113653686508
23.75,0.18494329126369044
23.76,0.185976840242004
23.77,0.18701178347180553
23.78,0.18804812095309653
23.79,0.18908585268587402
23.8,0.1901249786701406
23.81,0.19116549890589554
23.82,0.1922074133931377
23.830000000000002,0.19325072213186975
23.84,0.19429542512208747
23.85,0.1953415223637938
23.86,0.19638901385698884
23.87,0.1974378996016721
23.88,0.1984881795978438
23.89,0.19953985384550454
23.900000000000002,0.20059292234465162
23.91,0.20164738509528865
23.92,0.20270324209741233
23.93,0.2037604933510252
23.94,0.2048191388561257
23.95,0.20587917861271576
23.96,0.20694061262079197
23.97,0.20800344088035713
23.98,0.20906766339141006
23.990000000000002,0.21013328015395283
24,0.21120029116798275
24.01,0.21226869643349944
24.02,0.21333849595050525
24.03,0.21440968971899985
24.04,0.2154822777389841
24.05,0.216556260010454
24.060000000000002,0.21763163653341264
24.07,0.21870840730785787
24.080000000000002,0.21978657233379348
24.09,0.220866131611217
24.1,0.221926306081721
24.11,0.22297794367890264
24.12,0.22402952266642093
24.13,0.22508104304427914
24.14,0.2261325048124734
24.150000000000002,0.22718390797100488
24.16,0.22823525251987203
24.17,0.2292865384590792
24.18,0.23033776578862067
24.19,0.23138893450850007
24.2,0.23244004461871656
24.21,0.2334910961192714
24.22,0.23454208901016316
24.23,0.2355930232913903
24.240000000000002,0.23664389896295743
24.25,0.23769471602485986
24.26,0.23874547447710073
24.27,0.23979617431967515
24.28,0.24084681555259224
24.29,0.2418973981758424
24.3,0.24294792218942995
24.310000000000002,0.24399838759335502
24.32,0.2450487943876181
24.330000000000002,0.24609914257221926
24.34,0.24714943214715512
24.35,0.24819966311243102
24.36,0.24924983546804197
24.37,0.25029994921399096
24.38,0.25135000435027893
24.39,0.25240000087689873
24.400000000000002,0.25344993879385874
24.41,0.2544998181011582
24.42,0.25554963879879156
24.43,0.2565994008867628
24.44,0.2576491043650729
24.45,0.25869874923371833
24.46,0.2597483354927026
24.47,0.2607978631420225
24.48,0.2618473321816794
24.490000000000002,0.26289674261167684
24.5,0.2639221399705848
24.51,0.2649416167059151
24.52,0.265959633179564
24.53,0.2669761893915251
24.54,0.26799128534180267
24.55,0.269004921030396
24.560000000000002,0.27001709645730415
24.57,0.2710278116225277
24.580000000000002,0.27203706652606524
24.59,0.2730448611679193
24.6,0.274051195548086
24.61,0.27505606966657054
24.62,0.27605948352336845
24.63,0.2770614371184825
24.64,0.2780619304519109
24.650000000000002,0.2790609635236577
24.66,0.28005853633371464
24.67,0.2810546488820892
24.68,0.2820493011687798
24.69,0.2830424931937857
24.7,0.2840342249571037
24.71,0.2850244964587409
24.72,0.28601330769868943
24.73,0.2870006586769542
24.740000000000002,0.2879865493935354
24.75,0.2889709798484308
24.76,0.28995395004164365
24.77,0.2909354599731696
24.78,0.2919155096430085
24.79,0.29289409905116703
24.8,0.29387122819763656
24.810000000000002,0.2948468970824226
24.82,0.2958211057055259
24.830000000000002,0.2967938540669436
24.84,0.29776514216667793
24.85,0.2987349700047222
24.86,0.2997033375810837
24.87,0.30067024489576266
24.88,0.3016356919487539
24.89,0.3025996787400628
24.900000000000002,0.3035384185869502
24.91,0.30447389203160946
24.92,0.30540670968120737
24.93,0.30633687153574457
24.94,0.30726437759522207
24.95,0.30818922785963826
24.96,0.3091114223289932
24.97,0.3100309610032872
24.98,0.310947843882517
24.990000000000002,0.311862070966692
25,0.3127736422558021
25.01,0.3136825577498508
25.02,0.3145888174488389
25.03,0.3154924213527691
25.04,0.316393369461633
25.05,0.3172916617754381
25.060000000000002,0.31818729829418263
25.07,0.31908027901786484
25.080000000000002,0.31997060394648774
25.09,0.3208582730800478
25.1,0.3217432864185477
25.11,0.3226256439619878
25.12,0.323505345710364
25.13,0.32438239166368404
25.14,0.32525678182193596
25.150000000000002,0.32612851618513106
25.16,0.3269975947532644
25.17,0.3278640175263365
25.18,0.3287277845043494
25.19,0.329588895687299
25.2,0.33044735107518874
25.21,0.3313031506680158
25.22,0.33215629446578326
25.23,0.3330067824684874
25.240000000000002,0.333854614676134
25.25,0.33469979108871634
25.26,0.3355423117062424
25.27,0.33638217652870406
25.28,0.33721938555610437
25.29,0.3380522872615889
25.3,0.3388686146226261
25.310000000000002,0.33968152821402925
25.32,0.34049102803579995
25.330000000000002,0.3412971140879346
25.34,0.3420997863704396
25.35,0.34289904488331013
25.36,0.343694889626544
25.37,0.3444873206001482
25.38,0.3452763378041162
25.39,0.34606194123845463
25.400000000000002,0.34684413090315425
25.41,0.3476229067982264
25.42,0.3483982689236589
25.43,0.3491702172794634
25.44,0.34993875186563506
25.45,0.3507038726821676
25.46,0.35146557972907194
25.47,0.3522238730063371
25.48,0.35297875251397504
25.490000000000002,0.35373021825197715
25.5,0.3544782702203447
25.51,0.3552229084190785
25.52,0.3559641328481822
25.53,0.35670194350764994
25.54,0.35743634039748345
25.55,0.35816732351768943
25.560000000000002,0.3588948928682553
25.57,0.35961904844919074
25.580000000000002,0.36033979026048946
25.59,0.3610571183021588
25.6,0.3617710325741915
25.61,0.36248153307659364
25.62,0.3631886198093592
25.63,0.3638922927724931
25.64,0.36459255196599494
25.650000000000002,0.365289397389861
25.66,0.36598282904409607
25.67,0.3666728469286972
25.68,0.3673594510436632
25.69,0.36804118590902435
25.7,0.3687148040217208
25.71,0.36938471051404775
25.72,0.3700509053860085
25.73,0.3707133886376022
25.740000000000002,0.3713721602688293
25.75,0.3720272202796858
25.76,0.3726785686701745
25.77,0.3733262054402973
25.78,0.3739701305900527
25.79,0.3746103441194378
25.8,0.3752468460284558
25.810000000000002,0.3758796363171076
25.82,0.3765087149853857
25.830000000000002,0.37713408203330456
25.84,0.3777557374608503
25.85,0.3783736812680302
25.86,0.37898791345484145
25.87,0.3795984340212833
25.88,0.3802052429673576
25.89,0.38080834029306704
25.900000000000002,0.38140772599840733
25.91,0.382003400083381
25.92,0.38259536254798066
25.93,0.3831836133922191
25.94,0.38376815261609143
25.95,0.38434898021958835
25.96,0.38492609620272067
25.97,0.3854995005654881
25.98,0.38606919330788214
25.990000000000002,0.3866351744299142
26,0.38719744393157496
26.01,0.3877560018128678
26.02,0.3883108480737919
26.03,0.388861982714349
26.04,0.3894094057345414
26.05,0.3899531171343642
26.060000000000002,0.39049311691381494
26.07,0.3910294050729054
26.080000000000002,0.3915619816116235
26.09,0.3920918847399474
26.1,0.39261987629556383
26.11,0.3931442926134271
26.12,0.39366513369353584
26.13,0.3941823995358921
26.14,0.39469609014049456
26.150000000000002,0.39520620550734914
26.16,0.39571274563644626
26.17,0.39621571052779164
26.18,0.3967151001813848
26.19,0.3972109145972243
26.2,0.3977031537753139
26.21,0.3981918177156482
26.22,0.3986769064182329
26.23,0.3991584198830601
26.240000000000002,0.3996363581101331
26.25,0.40011072109946016
26.26,0.4005815088510284
26.27,0.4010487213648487
26.28,0.401512358640913
26.29,0.401972420679226
26.3,0.40242890747978177
26.310000000000002,0.40288181904259274
26.32,0.40333115536764436
26.330000000000002,0.40377691645495106
26.34,0.40421910230449487
26.35,0.4046577129162911
26.36,0.4050927482903348
26.37,0.40552420842662384
26.38,0.40595209332515936
26.39,0.4063764029859476
26.400000000000002,0.40679713740897927
26.41,0.40721429659425645
26.42,0.40762788054178084
26.43,0.4080378892515559
26.44,0.4084443227235766
26.45,0.40884718095784567
26.46,0.4092464639543607
26.47,0.4096421717131226
26.48,0.41003430423413
26.490000000000002,0.4104277078927798
26.5,0.4108224915725544
26.51,0.41121416797026245
26.52,0.411602737085917
26.53,0.41198819891950905
26.54,0.41237055347104223
26.55,0.4127498007405137
26.560000000000002,0.41312594072792796
26.57,0.41349897343327935
26.580000000000002,0.4138688988565712
26.59,0.4142357169978093
26.6,0.4145994278569797
26.61,0.41496003143409615
26.62,0.4153175277291472
26.63,0.41567191674214005
26.64,0.41602319847307734
26.650000000000002,0.41637137292194926
26.66,0.4167164400887662
26.67,0.41705839997352245
26.68,0.41739725257621385
26.69,0.41773299789685137
26.7,0.418065635935425
26.71,0.41839516669194154
26.72,0.41872159016639954
26.73,0.41904490635879454
26.740000000000002,0.41936511526913123
26.75,0.4196822168974065
26.76,0.41999621124362263
26.77,0.42030709830778024
26.78,0.42061487808988035
26.79,0.4209195505899143
26.8,0.4212211158078936
26.810000000000002,0.4215195737438088
26.82,0.4218149243976682
26.830000000000002,0.42210716776946394
26.84,0.42239630385920585
26.85,0.42268233266688254
26.86,0.42296525419250147
26.87,0.42324506843605875
26.88,0.42352177539756003
26.89,0.423803494096946
26.900000000000002,0.42408703294234057
26.91,0.42436808339860455
26.92,0.42464664546573927
26.93,0.42492271914374313
26.94,0.4251963044326146
26.95,0.42546740133236366
26.96,0.4257360098429718
26.97,0.42600212996445636
26.98,0.42626576169680686
26.990000000000002,0.42652690504002977
27,0.42678555999412326
27.01,0.42704172655908523
27.02,0.42729540473491845
27.03,0.4275465945216189
27.04,0.42779529591918947
27.05,0.42804150892763376
27.060000000000002,0.4282852335469408
27.07,0.4285264697771217
27.080000000000002,0.4287652176181731
27.09,0.4290014770700895
27.1,0.42923524813288144
27.11,0.42946653080654035
27.12,0.4296953250910669
27.13,0.4299216309864688
27.14,0.4301454484927372
27.150000000000002,0.43036677760987335
27.16,0.43058561833788306
27.17,0.4308019706767602
27.18,0.43101583462650994
27.19,0.43122721018712534
27.2,0.43143609735861177
27.21,0.4316424961409681
27.22,0.43184640653419687
27.23,0.4320478285382926
27.240000000000002,0.4322467621532588
27.25,0.43244320737909525
27.26,0.4326371642157995
27.27,0.43282863266337523
27.28,0.433017612721819
27.29,0.43321416757897063
27.3,0.43341159884862096
27.310000000000002,0.4336071746784602
27.32,0.43380089506848885
27.330000000000002,0.4339927600187044
27.34,0.43418276952911283
27.35,0.43437092359970364
27.36,0.4345572222304868
27.37,0.4347416654214597
27.38,0.43492425317261835
27.39,0.43510498548396653
27.400000000000002,0.43528386235550287
27.41,0.4354608837872281
27.42,0.4356360497791399
27.43,0.4358093603312383
27.44,0.43598081544353007
27.45,0.4361504151160104
27.46,0.43631815934867707
27.47,0.43648404814153097
27.48,0.4366480814945784
27.490000000000002,0.4368102594078112
27.5,0.4369705818812333
27.51,0.43712904891483956
27.52,0.43728566050863754
27.53,0.4374404166626244
27.54,0.4375933173767995
27.55,0.4377443626511654
27.560000000000002,0.43789355248571726
27.57,0.4380408868804569
27.580000000000002,0.4381863658353858
27.59,0.4383299893505022
27.6,0.43847175742580813
27.61,0.4386116700613012
27.62,0.43874972725698774
27.63,0.43888592901285733
27.64,0.4390202753289156
27.650000000000002,0.43915276620516575
27.66,0.43928340164160296
27.67,0.4394121816382275
27.68,0.43953910619504266
27.69,0.4396744836487213
27.7,0.43980946796312353
27.71,0.4399431481658142
27.72,0.44007552425679125
27.73,0.4402065962360529
27.740000000000002,0.44033636410360594
27.75,0.4404648278594438
27.76,0.44059198750356965
27.77,0.4407178430359827
27.78,0.44084239445668344
27.79,0.4409656417656709
27.8,0.4410875849629458
27.810000000000002,0.44120822404850724
27.82,0.44132755902235443
27.830000000000002,0.4414455898844942
27.84,0.4415623166349147
27.85,0.4416777392736255
27.86,0.44179185780062447
27.87,0.44190467221590746
27.88,0.4420161825194794
27.89,0.44212638871133636
27.900000000000002,0.4422352907914867
27.91,0.4423428887599195
27.92,0.4424491826166381
27.93,0.44255417236164424
27.94,0.4426578579949417
27.95,0.44276023951651944
27.96,0.44286131692639
27.97,0.4429610902245487
27.98,0.44305955941099123
27.990000000000002,0.44315672448572097
28,0.4432525854487389
28.01,0.44334714230004485
28.02,0.44344039503963667
28.03,0.4435323436675177
28.04,0.44362298818368384
28.05,0.44371232858813864
28.060000000000002,0.4438003648808795
28.07,0.443887097061909
28.080000000000002,0.4439729597792367
28.09,0.4440657316147746
28.1,0.4441576215104856
28.11,0.44424862946637345
28.12,0.444338755482433
28.13,0.4444279995586684
28.14,0.4445163616950716
28.150000000000002,0.4446038418916545
28.16,0.4446904401484113
28.17,0.4447761564653369
28.18,0.44486099084244063
28.19,0.4449449432797195
28.2,0.4450280137771711
28.21,0.44511020233479887
28.22,0.4451915089525962
28.23,0.44527193363056633
28.240000000000002,0.44535147636871186
28.25,0.4454301371670342
28.26,0.4455079160255297
28.27,0.4455848129441985
28.28,0.44566082792304157
28.29,0.44573596096205775
28.3,0.44581021206124843
28.310000000000002,0.44588358122061106
28.32,0.4459560684401495
28.330000000000002,0.44602767371986085
28.34,0.4460983970597464
28.35,0.4461682384598059
28.36,0.446237197920041
28.37,0.44630527544044596
28.38,0.4463724710210267
28.39,0.44643878466178305
28.400000000000002,0.44650421636271337
28.41,0.44656876612381535
28.42,0.4466324339450925
28.43,0.44669521982654303
28.44,0.44675712376817023
28.45,0.4468181457699665
28.46,0.44687828583194017
28.47,0.4469375439540876
28.48,0.4469969953411659
28.490000000000002,0.447060433865078
28.5,0.4471232787418515
28.51,0.44718552997149064
28.52,0.4472471875539989
28.53,0.44730825148936515
28.54,0.4473687217776022
28.55,0.4474285984187054
28.560000000000002,0.44748788141266926
28.57,0.4475465707594989
28.580000000000002,0.4476046664591935
28.59,0.4476621685117533
28.6,0.4477190769171798
28.61,0.4477753916754702
28.62,0.4478311127866242
28.63,0.44788624025064283
28.64,0.4479407740675283
28.650000000000002,0.44799471423727866
28.66,0.44804806075989073
28.67,0.44810081363537085
28.68,0.44815297286371564
28.69,0.44820453844492797
28.7,0.4482555103790013
28.71,0.44830588866593984
28.72,0.4483556733057442
28.73,0.44840486429841336
28.740000000000002,0.44845346164394534
28.75,0.44850146534234925
28.76,0.4485488753936108
28.77,0.4485956917977426
28.78,0.4486419145547379
28.79,0.44868754366459085
28.8,0.44873257912731784
28.810000000000002,0.448777020942907
28.82,0.44882086911135877
28.830000000000002,0.44886412363267886
28.84,0.4489067845068638
28.85,0.44894885173390975
28.86,0.44899032531382516
28.87,0.449031205246605
28.88,0.44907271288759854
28.89,0.44911633677037094
28.900000000000002,0.4491595564310171
28.91,0.4492023718695479
28.92,0.4492447830859608
28.93,0.4492867900802501
28.94,0.44932839285242787
28.95,0.4493695914024829
28.96,0.44941038573041464
28.97,0.4494507758362344
28.98,0.449490761719933
28.990000000000002,0.44953034338151227
29,0.4495695208209726
29.01,0.4496082940383144
29.02,0.44964666303353934
29.03,0.4496846278066428
29.04,0.4497221883576264
29.05,0.4497593446864923
29.060000000000002,0.44979609679324145
29.07,0.44983244467786887
29.080000000000002,0.44986838834037696
29.09,0.4499039277807716
29.1,0.44993906299904307
29.11,0.44997379399519244
29.12,0.4500081207692298
29.13,0.45004204332114384
29.14,0.4500755616509399
29.150000000000002,0.4501086757586183
29.16,0.450141385644173
29.17,0.45017369130761675
29.18,0.45020559274893757
29.19,0.45023708996813677
29.2,0.4502681829652201
29.21,0.45029887174018823
29.22,0.4503291562930321
29.23,0.45035903662375837
29.240000000000002,0.45038851273236724
29.25,0.45041758461885634
29.26,0.45044625228322677
29.27,0.450474515725479
29.28,0.4505033222524746
29.29,0.45053293182579396
29.3,0.45056224032486736
29.310000000000002,0.4505912477497043
29.32,0.4506199541003024
29.330000000000002,0.4506483593766555
29.34,0.4506764635787682
29.35,0.45070426670664293
29.36,0.4507317687602772
29.37,0.4507589697396694
29.38,0.45078586964482237
29.39,0.45081246847573586
29.400000000000002,0.4508387662324031
29.41,0.450864762914838
29.42,0.4508904585230262
29.43,0.450915853056973
29.44,0.4509409465166809
29.45,0.45096573890215047
29.46,0.4509902302133742
29.47,0.4510144204503617
29.48,0.45103830961310715
29.490000000000002,0.45106189770161303
29.5,0.45108518471587605
29.51,0.45110817065590025
29.52,0.45113085552168375
29.53,0.45115323931322576
29.54,0.4511753220305273
29.55,0.45119710367358873
29.560000000000002,0.4512185842424087
29.57,0.4512397637369864
29.580000000000002,0.45126064215732786
29.59,0.45128121950342504
29.6,0.45130149577528533
29.61,0.4513214709729006
29.62,0.4513411450962784
29.63,0.45136051814541434
29.64,0.45137959012030826
29.650000000000002,0.45139836102096353
29.66,0.45141683084737844
29.67,0.45143499959955424
29.68,0.4514536755613922
29.69,0.4514726655124627
29.7,0.451491422094
29.71,0.45150994530601335
29.72,0.45152823514849916
29.73,0.45154629162145415
29.740000000000002,0.45156411472487673
29.75,0.45158170445877427
29.76,0.45159906082314083
29.77,0.4516161838179755
29.78,0.4516330734432839
29.79,0.45164972969906925
29.8,0.4516661525853128
29.810000000000002,0.45168234210203795
29.82,0.45169829824922697
29.830000000000002,0.4517140210268898
29.84,0.45172951043502335
29.85,0.4517447664736281
29.86,0.45175978914270354
29.87,0.4517745784422481
29.88,0.4517891343722654
29.89,0.451803456932752
29.900000000000002,0.45181754612371333
29.91,0.4518314019451394
29.92,0.4518450243970371
29.93,0.45185841347940886
29.94,0.4518715691922518
29.95,0.4518844915355639
29.96,0.4518971805093473
29.97,0.4519096361136006
29.98,0.45192185834832316
29.990000000000002,0.45193384721352076
30,0.4519456027091843
30.01,0.4519571248353259
30.02,0.45196841359193435
30.03,0.4519794689790104
30.04,0.4519902909965602
30.05,0.45200087964457947
30.060000000000002,0.4520112349230732
30.07,0.4520213568320359
30.080000000000002,0.45203208569316006
30.09,0.45204294943099554
30.1,0.45205363692167855
30.11,0.4520641481652021
30.12,0.4520744831615694
30.13,0.45208464191078107
30.14,0.4520946244128352
30.150000000000002,0.4521044306677274
30.16,0.45211406067547044
30.17,0.4521235144360515
30.18,0.45213279194947736
30.19,0.4521418932157457
30.2,0.45215081823485853
30.21,0.45215956700681215
30.22,0.4521681395316086
30.23,0.4521765358092481
30.240000000000002,0.45218475583973416
30.25,0.4521927996230589
30.26,0.45220066715922985
30.27,0.45220835844824275
30.28,0.4522158734900991
30.29,0.4522232122847976
30.3,0.45223037483233913
30.310000000000002,0.4522373611327213
30.32,0.45224417118595217
30.330000000000002,0.4522508049920242
30.34,0.4522572625509395
30.35,0.4522635438626956
30.36,0.4522696489272967
30.37,0.4522755777447384
30.38,0.45228133031502665
30.39,0.4522869066381543
30.400000000000002,0.45229230671412846
30.41,0.45229753054294525
30.42,0.45230257812460656
30.43,0.45230744945910684
30.44,0.4523121445464494
30.45,0.4523166633866369
30.46,0.4523210059796692
30.47,0.4523251723255436
30.48,0.4523299926483175
30.490000000000002,0.4523348165395181
30.5,0.45233951162068764
30.51,0.4523440778918253
30.52,0.4523485153529301
30.53,0.45235282400400467
30.54,0.4523570038450433
30.55,0.4523610548760528
30.560000000000002,0.45236497709702816
30.57,0.45236877050797425
30.580000000000002,0.45237243510888775
30.59,0.45237597089977
30.6,0.45237937788061744
30.61,0.4523826560514345
30.62,0.4523858054122188
30.63,0.4523888259629755
30.64,0.45239171770369546
30.650000000000002,0.45239448063438154
30.66,0.45239711475503885
30.67,0.4523996200656648
30.68,0.45240199656625835
30.69,0.4524042442568207
30.7,0.45240636313734933
30.71,0.4524083532078447
30.72,0.452410214468309
30.73,0.45241194691874104
30.740000000000002,0.4524135505591457
30.75,0.45241502538951456
30.76,0.45241637140985136
30.77,0.4524175886201583
30.78,0.4524186770204321
30.79,0.452419636610668
30.8,0.4524204673908778
30.810000000000002,0.4524211693610545
30.82,0.4524217425212026
30.830000000000002,0.4524221868713133
30.84,0.45242250241139387
30.85,0.45242268914144274
30.86,0.452422747061462
30.87,0.45242267617144366
30.88,0.45242348719722997
30.89,0.4524242249728399
30.900000000000002,0.45242488370246176
30.91,0.4524254633860915
30.92,0.45242596402373775
30.93,0.4524263856153917
30.94,0.4524267281610627
30.95,0.4524269916607411
30.96,0.45242717611443345
30.970000000000002,0.4524272815221356
30.98,0.4524273078838505
30.990000000000002,0.45242725519957755
31,0.45242712346931374
31.01,0.4524269126930663
31.02,0.45242662287082874
31.03,0.45242625400260145
31.04,0.45242580608838645
31.05,0.45242527912818586
31.060000000000002,0.45242467312199364
31.07,0.45242398806981393
31.080000000000002,0.45242322397164564
31.09,0.4524223808274905
31.1,0.452421458637349
31.11,0.45242045740121634
31.12,0.452419377119097
31.13,0.45241821779098734
31.14,0.4524169794168862
31.150000000000002,0.4524156619968059
31.16,0.4524142655307314
31.17,0.45241279001866624
31.18,0.4524112354606199
31.19,0.45240960185658374
31.2,0.45240788920655534
31.21,0.4524060975105404
