% Model,COMSOL_Single_Pipe.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 16 2026, 17:05"
% Table,c_Pipe_1_Sensor - c_Pipe_1_Sensor
% Time (s),c_Pipe_1 (mol/m^3),c_Pipe_1_Biff (mol/m^3)
5.65,0.9900123189959245,0.9616084365728619
5.66,0.9900888162587095,0.961828182836574
5.67,0.990162991080218,0.9620467349877211
5.68,0.9902371659017307,0.9622640930263118
5.69,0.9903113407232377,0.9624802569523296
5.7,0.9903855155447459,0.9626952267657825
5.71,0.9904596903662604,0.9629090024666683
5.72,0.9905338651877705,0.9631215840549905
5.73,0.9906080400092815,0.9633329715307464
5.74,0.9906822148307926,0.9635431648939343
5.75,0.9907563896523036,0.9637521641445579
5.76,0.9908305644738155,0.963959969282613
5.7700000000000005,0.9909047392953243,0.9641665803081151
5.78,0.9909789141168355,0.9643588936201034
5.79,0.9910530889383427,0.9645496450470988
5.8,0.991127263759851,0.9647403964740877
5.8100000000000005,0.9912014385813647,0.9649311479010769
5.82,0.9912756134028791,0.9651218993280695
5.83,0.9913497882243849,0.9653126507550519
5.84,0.9914239630458921,0.9655034021820414
5.8500000000000005,0.9914981378674051,0.9656941536090372
5.86,0.9915723126889098,0.9658849050360229
5.87,0.9916464875104238,0.9660756564630172
5.88,0.991720662331933,0.9662664078900024
5.89,0.9917948371534445,0.9664571593169928
5.9,0.9918690119749529,0.9666479107439817
5.91,0.9919431867964644,0.9668386621709693
5.92,0.9920173616179766,0.9670294135979618
5.93,0.9920915364394901,0.9672068961031897
5.94,0.9921602602643224,0.967383461712304
5.95,0.9922193796268214,0.9675600273214153
5.96,0.9922784989893135,0.9677365929305233
5.97,0.9923376183518117,0.9679131585396359
5.98,0.9923967377143034,0.9680897241487505
5.99,0.9924558570767964,0.9682662897578594
6,0.9925149764392869,0.9684428553669697
6.01,0.9925740958017887,0.9686194209760786
6.0200000000000005,0.9926332151642852,0.9687959865851863
6.03,0.992692334526779,0.9689725521943039
6.04,0.9927514538892765,0.969149117803411
6.05,0.9928105732517702,0.969325683412521
6.0600000000000005,0.9928696926142635,0.969502249021627
6.07,0.9929288119767584,0.9696788146307386
6.08,0.9929879313392528,0.9698319607695152
6.09,0.9930470507017495,0.9699844688571385
6.1000000000000005,0.9931061700642445,0.9701369769447615
6.11,0.9931652894267446,0.9702894850323845
6.12,0.9932244087892368,0.9704419931199988
6.13,0.99328352815173,0.9705945012076247
6.140000000000001,0.993342647514226,0.9707470092952504
6.15,0.9934017668767202,0.9708995173828666
6.16,0.9934608862392189,0.9710520254704835
6.17,0.9935200056017138,0.9712045335581058
6.18,0.9935791249642116,0.9713570416457268
6.19,0.9936382443267002,0.9715095497333531
6.2,0.9936973636891977,0.9716620578209747
6.21,0.9937564830516935,0.9718145659086003
6.22,0.9938156024141882,0.971967073996216
6.23,0.9938643558554444,0.9721195820838345
6.24,0.9939112693503903,0.9722720901714579
6.25,0.9939581828453328,0.9724245982590788
6.26,0.994005096340277,0.9725771063467021
6.2700000000000005,0.9940520098352221,0.9727296144343277
6.28,0.9940989233301688,0.9728821225219482
6.29,0.9941458368251163,0.9730346306095644
6.3,0.9941927503200568,0.9731871386971851
6.3100000000000005,0.9942396638149971,0.9733396467848049
6.32,0.9942865773099397,0.9734921548724335
6.33,0.994333490804884,0.9736446629600558
6.34,0.9943804042998312,0.9737971710476738
6.3500000000000005,0.9944273177947781,0.9739496791353
6.36,0.9944742312897147,0.9741021872229136
6.37,0.9945211447846651,0.9742536431517127
6.38,0.9945680582796051,0.9743849826212271
6.390000000000001,0.9946149717745556,0.9745163220907477
6.4,0.9946618852694998,0.9746476615602601
6.41,0.9947087987644413,0.9747790010297785
6.42,0.9947557122593845,0.9749103404992916
6.43,0.9948026257543295,0.9750416799688074
6.44,0.9948495392492746,0.9751730194383212
6.45,0.9948964527442175,0.9753043589078421
6.46,0.9949433662391617,0.9754356983773541
6.47,0.9949902797341023,0.9755670378468693
6.48,0.9950371932290478,0.9756983773163828
6.49,0.9950841067239934,0.9758297167859039
6.5,0.9951310202189306,0.9759610562554238
6.51,0.9951725268267835,0.9760923957249323
6.5200000000000005,0.9952033700769808,0.9762237351944513
6.53,0.9952342133271719,0.9763550746639658
6.54,0.9952650565773646,0.9764864141334899
6.55,0.9952958998275602,0.9766177536029964
6.5600000000000005,0.9953267430777534,0.976749093072515
6.57,0.995357586327954,0.9768804325420308
6.58,0.9953884295781488,0.9770117720115477
6.59,0.9954192728283433,0.9771431114810604
6.6000000000000005,0.9954501160785315,0.9772744509505775
6.61,0.99548095932873,0.9774057904200905
6.62,0.9955118025789261,0.9775371298896098
6.63,0.9955426458291181,0.9776684693591268
6.640000000000001,0.995573489079312,0.977799808828644
6.65,0.9956043323295108,0.9779311482981574
6.66,0.9956351755796998,0.978062487767675
6.67,0.9956660188298965,0.9781914884664049
6.68,0.9956968620800949,0.9783042558443769
6.69,0.9957277053302886,0.9784170232223364
6.7,0.9957585485804806,0.9785297906003114
6.71,0.9957893918306774,0.9786425579782851
6.72,0.9958202350808769,0.9787553253562461
6.73,0.9958510783310683,0.9788680927342148
6.74,0.9958819215812638,0.9789808601121796
6.75,0.9959127648314596,0.9790936274901565
6.76,0.9959436080816532,0.9792063948681247
6.7700000000000005,0.9959744513318546,0.9793191622460882
6.78,0.9960052945820448,0.9794319296240636
6.79,0.9960361378322383,0.9795446970020313
6.8,0.9960669810824241,0.9796574643800001
6.8100000000000005,0.9960978243326294,0.9797702317579697
6.82,0.9961286675828265,0.9798829991359377
6.83,0.9961595108330114,0.9799957665139049
6.84,0.9961903540832139,0.9801085338918756
6.8500000000000005,0.9962211973334046,0.9802213012698463
6.86,0.9962520405835963,0.980334068647812
6.87,0.996282883833791,0.9804468360257823
6.88,0.996313727083993,0.9805596034037491
6.890000000000001,0.9963445703341894,0.9806723707817159
6.9,0.9963754135843813,0.9807851381596895
6.91,0.9964062568345764,0.9808979055376559
6.92,0.9964371000847679,0.9810106729156272
6.93,0.9964679433349626,0.9811234402935849
6.94,0.9964987865851599,0.9812362076715619
6.95,0.9965296298353559,0.9813489750495272
6.96,0.9965604730855532,0.9814617424274996
6.97,0.9965913163357458,0.9815712273223002
6.98,0.9966221595859398,0.9816677572368785
6.99,0.9966530028361325,0.98176428715145
7,0.996683846086324,0.9818608170660303
7.01,0.9967146893365241,0.9819573469806049
7.0200000000000005,0.9967455325867175,0.9820538768951798
7.03,0.9967763758369063,0.9821504068097524
7.04,0.9968072190871046,0.9822469367243324
7.05,0.9968380623373003,0.9823434666389099
7.0600000000000005,0.996868905587498,0.9824399965534839
7.07,0.996899748837691,0.9825365264680599
7.08,0.9969272053628151,0.9826330563826351
7.09,0.9969471534087181,0.9827295862972142
7.1000000000000005,0.9969671014546261,0.9828261162117856
7.11,0.9969870495005251,0.9829226461263624
7.12,0.9970069975464341,0.9830191760409399
7.13,0.9970269455923385,0.9831157059555151
7.140000000000001,0.9970468936382366,0.9832122358700925
7.15,0.9970668416841444,0.983308765784669
7.16,0.9970867897300483,0.9834052956992481
7.17,0.9971067377759458,0.9835018256138232
7.18,0.9971266858218578,0.9835983555283987
7.19,0.9971466338677609,0.9836948854429728
7.2,0.9971665819136623,0.9837914153575537
7.21,0.997186529959569,0.9838879452721236
7.22,0.997206478005473,0.9839844751867026
7.23,0.9972264260513803,0.984081005101278
7.24,0.9972463740972842,0.9841775350158536
7.25,0.997266322143187,0.9842740649304305
7.26,0.9972862701890909,0.9843705948450107
7.2700000000000005,0.9973062182349972,0.984463193482664
7.28,0.9973261662808981,0.9845456014437032
7.29,0.9973461143268058,0.9846280094047543
7.3,0.9973660623727093,0.9847104173657973
7.3100000000000005,0.9973860104186059,0.9847928253268391
7.32,0.9974059584645185,0.9848752332878887
7.33,0.9974259065104182,0.9849576412489394
7.34,0.9974458545563275,0.985040049209986
7.3500000000000005,0.9974658026022281,0.9851224571710347
7.36,0.9974857506481362,0.985204865132078
7.37,0.9975056986940392,0.9852872730931242
7.38,0.9975256467399412,0.9853696810541663
7.390000000000001,0.9975455947858477,0.9854520890152116
7.4,0.9975655428317519,0.9855344969762615
7.41,0.9975854908776551,0.9856169049373081
7.42,0.9976054389235602,0.9856993128983484
7.43,0.9976253869694631,0.9857817208593942
7.44,0.99764533501537,0.9858641288204436
7.45,0.9976652830612722,0.9859465367814846
7.46,0.9976852311071801,0.9860289447425349
7.47,0.9977051791530817,0.9861113527035825
7.48,0.9977251271989829,0.9861937606646279
7.49,0.9977450752448982,0.9862761686256747
7.5,0.9977650232907985,0.9863585765867242
7.51,0.9977849713367037,0.9864409845477655
7.5200000000000005,0.9978049193826056,0.9865233925088107
7.53,0.9978248674285115,0.9866058004698539
7.54,0.9978448154744131,0.9866882084309038
7.55,0.9978647635203152,0.986770616391945
7.5600000000000005,0.9978847115662178,0.9868530243529966
7.57,0.997904659612128,0.9869278288926675
7.58,0.9979246076580232,0.9869887949762206
7.59,0.997944555703933,0.9870497610597817
7.6000000000000005,0.997964503749833,0.9871107271433388
7.61,0.9979844517957405,0.9871716932268991
7.62,0.998004399841643,0.9872326593104559
7.63,0.9980243478875491,0.9872936253940066
7.640000000000001,0.9980442959334469,0.9873545914775648
7.65,0.9980621961737635,0.9874155575611283
7.66,0.9980749649236187,0.9874765236446786
7.67,0.998087733673467,0.9875374897282369
7.68,0.9981005024233135,0.9875984558117975
7.69,0.9981132711731658,0.9876594218953547
7.7,0.9981260399230143,0.9877203879789106
7.71,0.9981388086728696,0.9877813540624701
7.72,0.998151577422711,0.9878423201460249
7.73,0.9981643461725614,0.9879032862295838
7.74,0.9981771149224086,0.987964252313144
7.75,0.9981898836722641,0.9880252183967008
7.76,0.9982026524221138,0.9880861844802539
7.7700000000000005,0.9982154211719616,0.9881471505638183
7.78,0.9982281899218145,0.9882081166473705
7.79,0.9982409586716655,0.9882690827309296
7.8,0.9982537274215101,0.9883300488144843
7.8100000000000005,0.9982664961713592,0.9883910148980456
7.82,0.9982792649212099,0.9884519809816001
7.83,0.9982920336710559,0.9885129470651586
7.84,0.998304802420913,0.9885739131487161
7.8500000000000005,0.9983175711707606,0.9886348792322738
7.86,0.9983303399206089,0.9886958453158328
7.87,0.9983431086704624,0.9887568113993875
7.88,0.9983558774203068,0.9888177774829443
7.890000000000001,0.9983686461701642,0.9888787435665053
7.9,0.9983814149200128,0.9889397096500608
7.91,0.9983941836698544,0.9890006757336156
7.92,0.9984069524197099,0.9890616418171734
7.930000000000001,0.998419721169554,0.9891226079007346
7.94,0.9984324899194079,0.9891835739842921
7.95,0.9984452586692558,0.9892445400678492
7.96,0.9984580274191097,0.9893055061514077
7.97,0.9984707961689553,0.989366472234967
7.98,0.9984835649188009,0.9894274383185205
7.99,0.9984963336686544,0.989488404402081
8,0.9985091024185134,0.9895493704856377
8.01,0.9985218711683568,0.9896103365691974
8.02,0.9985346399182053,0.9896713026527483
8.03,0.9985474086680548,0.9897322687363043
8.040000000000001,0.998560177417901,0.9897932348198711
8.05,0.9985729461677594,0.9898542009034272
8.06,0.9985857149175992,0.9899151669869836
8.07,0.9985984836674499,0.9899761330705452
8.08,0.9986112524172992,0.9900370991540957
8.09,0.9986240211671517,0.9900980652376542
8.1,0.9986367899170054,0.9901590313212137
8.11,0.9986495586668581,0.9902199974047695
8.120000000000001,0.9986623274167026,0.9902809634883329
8.13,0.9986750961665525,0.9903419295718875
8.14,0.9986878649164029,0.9904028956554406
8.15,0.9987006336662515,0.9904638617390005
8.16,0.9987134024160971,0.9905248278225589
8.17,0.9987261711659488,0.9905774850769851
8.18,0.998738939915795,0.9906220647910683
8.19,0.998751708665645,0.9906666445051577
8.2,0.9987644774154985,0.9907112242192453
8.21,0.9987772461653447,0.9907558039333307
8.22,0.9987895693110613,0.9908003836474222
8.23,0.9988005840158727,0.9908449633615051
8.24,0.9988115387992976,0.9908895430755915
8.25,0.9988224336613273,0.9909341227896791
8.26,0.9988332686019611,0.9909787025037695
8.27,0.9988440436212062,0.9910232822178596
8.28,0.9988547587190555,0.9910678619319432
8.290000000000001,0.998865413895508,0.9911124416460277
8.3,0.9988760091505732,0.9911570213601204
8.31,0.9988865444842348,0.9912016010742061
8.32,0.9988970198965066,0.9912461807882937
8.33,0.9989074353873918,0.991290760502377
8.34,0.9989177909568779,0.9913353402164675
8.35,0.998928086604969,0.9913799199305493
8.36,0.998938322331665,0.9914244996446407
8.370000000000001,0.9989484981369712,0.9914690793587265
8.38,0.9989586140208797,0.9915136590728215
8.39,0.9989686699833983,0.9915582387869077
8.4,0.9989786660245243,0.9916028185009959
8.41,0.9989886021442428,0.9916473982150762
8.42,0.9989984783425779,0.9916919779291657
8.43,0.999008294619518,0.9917365576432546
8.44,0.9990180509750695,0.9917811373573455
8.45,0.9990277474092273,0.9918257170714293
8.46,0.9990373839219808,0.9918702967855139
8.47,0.9990469605133433,0.9919148764996079
8.48,0.9990564771833139,0.9919594562136915
8.49,0.9990659339318942,0.9920040359277809
8.5,0.9990753307590806,0.9920486156418679
8.51,0.9990846676648691,0.9920931953559542
8.52,0.9990939446492682,0.9921377750700385
8.53,0.9991031617122749,0.9921823547841283
8.540000000000001,0.9991123188538727,0.9922269344982149
8.55,0.9991214160740884,0.9922715142123004
8.56,0.9991304533729047,0.9923160939263971
8.57,0.999139430750338,0.9923606736404786
8.58,0.9991483482063689,0.9924052533545685
8.59,0.9991572057410091,0.9924498330686535
8.6,0.9991660033542478,0.9924944127827419
8.61,0.9991747410461015,0.9925389924968251
8.620000000000001,0.9991834188165604,0.9925835722109149
8.63,0.9991920366656232,0.9926281519250026
8.64,0.9992005945932901,0.9926727316390939
8.65,0.999209092599563,0.9927173113531762
8.66,0.9992175306844499,0.9927618910672682
8.67,0.9992259088479374,0.992806470781356
8.68,0.9992342270900386,0.9928510504954386
8.69,0.999242485410734,0.992895630209529
8.700000000000001,0.9992506838100396,0.9929402099236181
8.71,0.999258822287952,0.9929847896377074
8.72,0.9992669008444723,0.9930293693517881
8.73,0.9992749194795983,0.9930739490658792
8.74,0.9992828781933241,0.993118528779961
8.75,0.9992907769856618,0.9931631084940514
8.76,0.9992986158565986,0.9932076882081469
8.77,0.9993063948061534,0.9932442280147775
8.78,0.9993141138343129,0.9932766169737601
8.790000000000001,0.9993217729410742,0.993309005932735
8.8,0.9993293721264397,0.9933413948917121
8.81,0.999336911390408,0.9933737838506946
8.82,0.9993443907329943,0.9934061728096696
8.83,0.9993518101541753,0.9934385617686531
8.84,0.9993591696539713,0.9934709507276333
8.85,0.9993664692323687,0.9935033396866096
8.86,0.999373708889375,0.9935357286455907
8.870000000000001,0.9993808886249863,0.9935681176045673
8.88,0.9993880084392037,0.9936005065635477
8.89,0.9993950683320282,0.9936328955225269
8.9,0.9994020683034543,0.993665284481505
8.91,0.9994090083534914,0.9936976734404833
8.92,0.9994158884821362,0.993730062399458
8.93,0.9994227086893784,0.9937624513584382
8.94,0.9994294689752371,0.993794840317417
8.950000000000001,0.9994361693396909,0.9938272292763948
8.96,0.9994428097827588,0.9938596182353765
8.97,0.9994493903044308,0.9938920071943538
8.98,0.9994559109047096,0.9939243961533296
8.99,0.9994623715835926,0.9939567851123128
9,0.9994687723410824,0.9939891740712913
9.01,0.9994751131771775,0.9940215630302621
9.02,0.9994813940918855,0.9940539519892493
9.03,0.9994876150851877,0.9940863409482279
9.040000000000001,0.9994937761571087,0.9941187299072027
9.05,0.9994998773076292,0.9941511188661802
9.06,0.9995059185367517,0.9941835078251648
9.07,0.9995118998444875,0.9942158967841416
9.08,0.9995178212308271,0.9942482857431196
9.09,0.999523682695772,0.9942806747021034
9.1,0.9995294842393254,0.9943130636610785
9.11,0.9995352258614765,0.9943454526200584
9.120000000000001,0.9995409075622471,0.9943778415790373
9.13,0.9995465293416212,0.9944102305380168
9.14,0.9995520911995932,0.9944426194969918
9.15,0.9995575931361765,0.9944750084559695
9.16,0.9995630351513631,0.9945073974149495
9.17,0.9995684172451619,0.9945397863739293
9.18,0.9995737394175599,0.9945721753329064
9.19,0.9995790016685673,0.994604564291885
9.200000000000001,0.999584203998185,0.9946369532508649
9.21,0.9995893464064035,0.9946693422098446
9.22,0.9995945897949344,0.9947017311688233
9.23,0.9996002398815746,0.9947341201278065
9.24,0.9996058424094163,0.9947665090867811
9.25,0.999611397378477,0.9947988980457653
9.26,0.9996169047887484,0.994831287004738
9.27,0.9996223646402269,0.9948636759637183
9.28,0.9996277769329163,0.9948960649226941
9.290000000000001,0.9996331416668156,0.9949284538816768
9.3,0.9996384588419224,0.9949608428406527
9.31,0.9996437284582405,0.9949932317996294
9.32,0.9996489505157761,0.9950256207586105
9.33,0.9996541250145153,0.995058009717588
9.34,0.9996592519544667,0.9950903986765707
9.35,0.9996643313356273,0.9951227876355448
9.36,0.9996693631580008,0.9951551765945235
9.370000000000001,0.9996743474215799,0.9951848533410633
9.38,0.9996792841263653,0.9952138021925577
9.39,0.9996841732723702,0.9952426409103391
9.4,0.9996890148595813,0.9952713694944004
9.41,0.999693808888005,0.995299987944751
9.42,0.9996985553576337,0.9953284962613834
9.43,0.9997032542684794,0.9953568944442956
9.44,0.9997079056205281,0.9953851824934892
9.450000000000001,0.9997125094137959,0.9954133604089767
9.46,0.9997170656482665,0.9954414281907421
9.47,0.9997215743239497,0.9954693858387931
9.48,0.9997260354408412,0.9954972333531283
9.49,0.9997304489989407,0.9955249707337475
9.5,0.999734814998261,0.9955525979806499
9.51,0.9997391334387842,0.9955801150938394
9.52,0.9997434043205228,0.9956075220733056
9.53,0.9997476276434596,0.9956348189190569
9.540000000000001,0.9997518034076213,0.9956620056310954
9.55,0.9997559316129837,0.995689082209417
9.56,0.9997600122595517,0.9957160486540196
9.57,0.9997640453473422,0.9957429049649115
9.58,0.9997680308763407,0.9957696511420879
9.59,0.999771968846543,0.9957962871855393
9.6,0.9997758592579591,0.9958228130952814
9.61,0.9997797021105808,0.9958492288713057
9.620000000000001,0.999783497404427,0.9958755345136143
9.63,0.9997872451394739,0.9959017300222097
9.64,0.999790945315725,0.9959278153970784
9.65,0.9997945979331939,0.9959537906382379
9.66,0.9997982029918665,0.9959796557456834
9.67,0.9998017604917563,0.9960054107194091
9.68,0.9998052704328554,0.9960310555594237
9.69,0.9998087328151603,0.9960565902657132
9.700000000000001,0.999812147638678,0.996082014838295
9.71,0.9998155149034043,0.996107329277156
9.72,0.9998188346093437,0.9961325335823014
9.73,0.9998221067564902,0.9961576277537363
9.74,0.9998253313448523,0.9961826117914491
9.75,0.9998285083744199,0.99620748569545
9.76,0.9998316378452016,0.9962322494657311
9.77,0.9998347197571865,0.996256903102296
9.78,0.999837754110392,0.9962814466051454
9.790000000000001,0.9998407409048007,0.9963058799742763
9.8,0.9998436801404166,0.9963302032096893
9.81,0.999846571817249,0.99635441631139
9.82,0.9998494159352889,0.996378519279382
9.83,0.9998522124945374,0.9964025121136436
9.84,0.9998549614950083,0.9964263948141968
9.85,0.9998576629366693,0.9964501673810358
9.86,0.9998603168195557,0.9964738298141569
9.870000000000001,0.9998629231436474,0.9964973821135553
9.88,0.9998654819089473,0.9965208242792437
9.89,0.9998679931154609,0.996544156311222
9.9,0.9998704567631795,0.9965673782094728
9.91,0.9998728728521102,0.9965904899740137
9.92,0.9998752413822585,0.9966134916048336
9.93,0.9998775623536076,0.9966363831019406
9.94,0.999879835766177,0.9966591644653321
9.950000000000001,0.9998820616199491,0.9966818356950061
9.96,0.9998842399149316,0.9967043967909602
9.97,0.9998863706511208,0.9967268477532074
9.98,0.9998884538285313,0.9967491885817357
9.99,0.9998904894471455,0.9967714192765437
10,0.9998924775069733,0.9967935398376331
