% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 23 2026, 19:48"
% Table,Table 34 - c_CNN_Sensor_Phase_3
% Time (s),c_CNN_Sensor_Phase_2 (mol/m^3)
20.830000000000002,0.07367155929822841
20.84,0.07394002073010987
20.85,0.07420845255595504
20.86,0.07447685318420223
20.87,0.07474522102329499
20.88,0.07501355448166892
20.89,0.07528185196776599
20.900000000000002,0.07555011189002547
20.91,0.07581833265688635
20.92,0.07608651267678893
20.93,0.07635465035817426
20.94,0.07662274410947956
20.95,0.07689079233914535
20.96,0.07715879345561304
20.97,0.07742674586731914
20.98,0.07769464798270713
20.990000000000002,0.07796249821021357
21,0.07823029495827963
21.01,0.07849803829200046
21.02,0.07876572911074539
21.03,0.07903336707435886
21.04,0.07930095184268855
21.05,0.07956848307557866
21.06,0.07983596043287707
21.07,0.08010338357442982
21.080000000000002,0.08037075216008265
21.09,0.08063806584968246
21.1,0.08090532430307497
21.11,0.0811725271801062
21.12,0.08143967414062281
21.13,0.08170676484447152
21.14,0.08197379895149737
21.150000000000002,0.08224077612154798
21.16,0.082507696014468
21.17,0.0827745582901056
21.18,0.08304136260830429
21.19,0.08330810862891305
21.2,0.08357479601177747
21.21,0.08384142441674222
21.22,0.08410799350365544
21.23,0.08437450293236232
21.240000000000002,0.08464095236270931
21.25,0.08490734145454304
21.26,0.0851736698677092
21.27,0.08543993726205498
21.28,0.0857061432974242
21.29,0.08597228763366563
21.3,0.08623836993062507
21.31,0.08650438984814848
21.32,0.0867703470460816
21.330000000000002,0.0870362411842703
21.34,0.08730207192256252
21.35,0.08756783892080362
21.36,0.08783354183883912
21.37,0.08809918033651659
21.38,0.0883647540736811
21.39,0.08863026271017897
21.400000000000002,0.08889570590585742
21.41,0.0891610833205627
21.42,0.08942639461413975
21.43,0.08969163944643516
21.44,0.08995681747729556
21.45,0.09022192836656821
21.46,0.09048697177409694
21.47,0.09075194735973051
21.48,0.09101685478331306
21.490000000000002,0.09128169370469286
21.5,0.09154646378371496
21.51,0.09181116637478075
21.52,0.09207580263420263
21.53,0.09234037192468081
21.54,0.09260487360892017
21.55,0.09286930704962379
21.56,0.09313367160949293
21.57,0.09339796665123357
21.580000000000002,0.09366219153754671
21.59,0.09392634563113823
21.6,0.09419042829470868
21.61,0.09445443889096286
21.62,0.09471837678260443
21.63,0.09498224133233471
21.64,0.09524603190285863
21.650000000000002,0.09550974785687877
21.66,0.09577338855709859
21.67,0.09603695336622171
21.68,0.09630044164695152
21.69,0.09656385276198909
21.7,0.09682718607404082
21.71,0.09709044094580782
21.72,0.09735361673999385
21.73,0.09761671281930467
21.740000000000002,0.09787972854643928
21.75,0.09814266328410229
21.76,0.0984055163949992
21.77,0.09866828724183081
21.78,0.09893097518730186
21.79,0.09919357959411379
21.8,0.09945609982497206
21.81,0.09971853524257887
21.82,0.0999808852096377
21.830000000000002,0.10024314908885218
21.84,0.10050532624292355
21.85,0.10076741603455762
21.86,0.1010294178264564
21.87,0.10129133098132452
21.88,0.10155315486186223
21.89,0.1018148888307753
21.900000000000002,0.10207653225076663
21.91,0.10233808448453947
21.92,0.10259954489479692
21.93,0.10286091284424148
21.94,0.10312218769557689
21.95,0.10338336881150709
21.96,0.10364445555473537
21.97,0.10390544728796355
21.98,0.10416634337389678
21.990000000000002,0.10442714317523599
22,0.10468784605468688
22.01,0.10494845189436718
22.02,0.10520895994132226
22.03,0.1054693686056463
22.04,0.10572967629743306
22.05,0.10598988142677339
22.06,0.10624998240376124
22.07,0.1065099776384912
22.080000000000002,0.10676986554105529
22.09,0.10702964452154831
22.1,0.10728931299006207
22.11,0.10754886935668892
22.12,0.10780831203152548
22.13,0.10806763942466187
22.14,0.1083268499461922
22.150000000000002,0.10858594200620997
22.16,0.10884491401480867
22.17,0.10910376438207992
22.18,0.10936249151811898
22.19,0.10962109383301895
22.2,0.10987956973687305
22.21,0.11013791763977214
22.22,0.11039613595181212
22.23,0.11065422308308649
22.240000000000002,0.11091217744368523
22.25,0.11116999744370502
22.26,0.11142768149323809
22.27,0.11168522800237717
22.28,0.11194263538121581
22.29,0.11219990203984624
22.3,0.11245702638836418
22.31,0.11271400683685998
22.32,0.11297084179542874
22.330000000000002,0.11322752967416305
22.34,0.11348406888315749
22.35,0.11374045783250328
22.36,0.11399669493229497
22.37,0.11425277859262507
22.38,0.11450870722358694
22.39,0.1147644792352746
22.400000000000002,0.1150200930377796
22.41,0.11527554704119747
22.42,0.11553083965561925
22.43,0.1157859692911401
22.44,0.11604093435785219
22.45,0.1162957332658471
22.46,0.11655036442522276
22.47,0.11680482624606844
22.48,0.11705911713847819
22.490000000000002,0.11731323551254519
22.5,0.11756717977836463
22.51,0.11782095568391317
22.52,0.11807456870210382
22.53,0.11832801683042436
22.54,0.11858129806636471
22.55,0.11883441040741356
22.56,0.1190873518510621
22.57,0.11934012039479742
22.580000000000002,0.11959271403610948
22.59,0.11984513077248729
22.6,0.12009736860142098
22.61,0.12034942552039984
22.62,0.12060129952691208
22.63,0.12085298861844873
22.64,0.1211044907924962
22.650000000000002,0.12135580404654796
22.66,0.1216069263780901
22.67,0.12185785578461299
22.68,0.12210859026360636
22.69,0.12235912781255662
22.7,0.12260946642895747
22.71,0.12285960411029555
22.72,0.12310953885406041
22.73,0.12335926865774194
22.740000000000002,0.12360879151882992
22.75,0.12385810543481177
22.76,0.1241072084031791
22.77,0.124356098421419
22.78,0.12460477348702204
22.79,0.12485323159747864
22.8,0.1251014707502747
22.81,0.12534948894290227
22.82,0.12559728417285057
22.830000000000002,0.12584485443760798
22.84,0.1260921977346645
22.85,0.12633931206150895
22.86,0.12658619541563015
22.87,0.12683284579451892
22.88,0.12707926119566204
22.89,0.1273254396165519
22.900000000000002,0.1275713790546762
22.91,0.12781707750752294
22.92,0.12806253297258377
22.93,0.12830774344734794
22.94,0.1285527069293019
22.95,0.12879742141593828
22.96,0.12904188490474455
22.97,0.12928609539321145
22.98,0.129530050878826
22.990000000000002,0.12977374935907932
23,0.1300171888314612
23.01,0.13026036503428043
23.02,0.13050327410373092
23.03,0.13074591463411686
23.04,0.13098828521974618
23.05,0.131230384454928
23.06,0.13147221093396763
23.07,0.13171376325117287
23.080000000000002,0.13195504000085173
23.09,0.13219603977731217
23.1,0.13243676117485753
23.11,0.1326772027878002
23.12,0.13291736321044367
23.13,0.13315724103709867
23.14,0.13339683486206866
23.150000000000002,0.13363614327966414
23.16,0.13387516488419127
23.17,0.1341138982699553
23.18,0.13435234203126623
23.19,0.13459049476243304
23.2,0.134828355057757
23.21,0.13506592151154997
23.22,0.1353031927181188
23.23,0.1355401672717699
23.240000000000002,0.1357768437668113
23.25,0.1360132207975482
23.26,0.13624929695829127
23.27,0.13648507084334413
23.28,0.13672054104701825
23.29,0.1369557061636179
23.3,0.13719056478745129
23.31,0.13742511551282544
23.32,0.13765935693404818
23.330000000000002,0.13789328764542583
23.34,0.1381269062412652
23.35,0.13836021131587653
23.36,0.13859320146356383
23.37,0.1388258752786366
23.38,0.13905823135540168
23.39,0.13929026828816465
23.400000000000002,0.13952198467123525
23.41,0.13975337909892024
23.42,0.13998445016552533
23.43,0.1402151964653593
23.44,0.1404456165927285
23.45,0.14067570914194233
23.46,0.14090547270730505
23.47,0.14113490588312494
23.48,0.14136400726371198
23.490000000000002,0.14159277544336965
23.5,0.1418212090164055
23.51,0.14204928754517337
23.52,0.14227699090319584
23.53,0.1425043181515486
23.54,0.14273126835130112
23.55,0.1429578405635273
23.56,0.14318403384929904
23.57,0.14340984726968864
23.580000000000002,0.14363527988576724
23.59,0.14386033075860805
23.6,0.1440849989492844
23.61,0.14430928351886693
23.62,0.14453318352842892
23.63,0.14475669803904068
23.64,0.14497982611177687
23.650000000000002,0.1452025668077085
23.66,0.14542491918790773
23.67,0.14564688231344838
23.68,0.14586845524540107
23.69,0.1460896370448377
23.7,0.14631042677283115
23.71,0.14653082349045432
23.72,0.14675082625877756
23.73,0.14697043413887673
23.740000000000002,0.14718964619182093
23.75,0.147408461478684
23.76,0.14762687906053631
23.77,0.14784489799845155
23.78,0.14806251735350429
23.79,0.1482797361867606
23.8,0.148496553559298
23.81,0.14871296853218702
23.82,0.14892898016649975
23.830000000000002,0.14914458752330947
23.84,0.14935978966368604
23.85,0.14957458564870516
23.86,0.14978897453943707
23.87,0.15000295539695435
23.88,0.15021652728232726
23.89,0.15042968925663092
23.900000000000002,0.15064244038093752
23.91,0.15085477971631708
23.92,0.15106670632384345
23.93,0.15127821926458834
23.94,0.15148931759962517
23.95,0.15170000039002465
23.96,0.15191026669685934
23.97,0.15212011558120161
23.98,0.15232954610412477
23.990000000000002,0.1525385573267009
24,0.15274714830999958
24.01,0.15295531458839087
24.02,0.15316305178571885
24.03,0.1533703590972702
24.04,0.15357723571832668
24.05,0.1537836808441782
24.060000000000002,0.1539896936701089
24.07,0.15419527339140449
24.080000000000002,0.15440041920335032
24.09,0.15460513030123257
24.1,0.15480940588033656
24.11,0.1550132451359493
24.12,0.15521664726335568
24.13,0.1554196114578405
24.14,0.1556221369146909
24.150000000000002,0.15582422282919198
24.16,0.15602586839662966
24.17,0.15622707281228945
24.18,0.1564278352714568
24.19,0.15662815496942045
24.2,0.156828031101461
24.21,0.1570274628628669
24.22,0.15722644944892505
24.23,0.15742499005491883
24.240000000000002,0.15762308387613622
24.25,0.15782073010786027
24.26,0.15801792794537856
24.27,0.1582146765839774
24.28,0.15841097521894026
24.29,0.15860682304555523
24.3,0.15880221925910837
24.310000000000002,0.1589971630548809
24.32,0.1591916536281645
24.330000000000002,0.1593856901742413
24.34,0.15957927188839782
24.35,0.15977239796592002
24.36,0.1599650676020934
24.37,0.16015727999220494
24.38,0.16034903433153866
24.39,0.16054032981538047
24.400000000000002,0.16073116563901707
24.41,0.16092154099773318
24.42,0.16111145508681357
24.43,0.1613009071015475
24.44,0.16148989623721766
24.45,0.16167842168911126
24.46,0.1618664826525142
24.47,0.16205407832271035
24.48,0.16224120789498758
24.490000000000002,0.16242787056462996
24.5,0.16261406552692415
24.51,0.1627997885285914
24.52,0.16298503605176665
24.53,0.16316980839486167
24.54,0.16335410585628324
24.55,0.16353792873444684
24.560000000000002,0.16372127732775704
24.57,0.16390415193462912
24.580000000000002,0.16408655285346982
24.59,0.1642684803826889
24.6,0.16444993482069764
24.61,0.16463091646590783
24.62,0.16481142561672665
24.63,0.1649914625715638
24.64,0.16517102762883287
24.650000000000002,0.16535012108694172
24.66,0.1655287432442997
24.67,0.16570689439931796
24.68,0.1658845748504082
24.69,0.16606178489597573
24.7,0.16623852483443632
24.71,0.16641479496419734
24.72,0.166590595583667
24.73,0.16676592699125803
24.740000000000002,0.16694078948538202
24.75,0.1671151833644455
24.76,0.16728910892685997
24.77,0.16746256647103522
24.78,0.1676355562953802
24.79,0.1678080786983091
24.8,0.16798013397822814
24.810000000000002,0.16815172243354934
24.82,0.16832284436268108
24.830000000000002,0.16849350006403563
24.84,0.1686636898360192
24.85,0.1688334139770479
24.86,0.16900267278552672
24.87,0.16917146655986864
24.88,0.1693397955984817
24.89,0.16950766019977667
24.900000000000002,0.16967506066216406
24.91,0.1698419972840554
24.92,0.17000847036385638
24.93,0.1701744801999815
24.94,0.17034002709083984
24.95,0.17050511133483953
24.96,0.1706697332303936
24.97,0.17083389307590938
24.98,0.1709975911697972
24.990000000000002,0.17116082781046846
25,0.17132360329633514
25.01,0.1714859170474374
25.02,0.1716477688641134
25.03,0.17180915961520418
25.04,0.17197009016956258
25.05,0.17213056139603072
25.060000000000002,0.17229057416345575
25.07,0.1724501293406822
25.080000000000002,0.1726092277965584
25.09,0.17276787039992936
25.1,0.17292605801963995
25.11,0.17308379152453918
25.12,0.17324107178347067
25.13,0.1733978996652814
25.14,0.17355427603881893
25.150000000000002,0.17371020177292487
25.16,0.17386567773645
25.17,0.1740207047982378
25.18,0.17417528382713418
25.19,0.1743294156919869
25.2,0.17448310126164332
25.21,0.17463634140494474
25.22,0.17478913699074236
25.23,0.17494148888787767
25.240000000000002,0.17509339796520085
25.25,0.17524486509155465
25.26,0.17539589113578719
25.27,0.1755464769667432
25.28,0.17569662345327008
25.29,0.17584633146421366
25.3,0.1759956018684197
25.310000000000002,0.17614443553473422
25.32,0.1762928333320018
25.330000000000002,0.17644079612907126
25.34,0.17658832479478762
25.35,0.1767354201979968
25.36,0.17688208320754434
25.37,0.1770283146922771
25.38,0.17717411552104204
25.39,0.1773194865626837
25.400000000000002,0.1774644286860458
25.41,0.17760894275998035
25.42,0.1777530296533292
25.43,0.17789669023494023
25.44,0.17803992537365904
25.45,0.17818273593832948
25.46,0.17832512279780052
25.47,0.17846708682091766
25.48,0.17860862887652623
25.490000000000002,0.1787497498334728
25.5,0.17889045056060468
25.51,0.1790307350778652
25.52,0.1791706078172234
25.53,0.17931007026555196
25.54,0.1794491239097203
25.55,0.17958777023660083
25.560000000000002,0.17972601073306588
25.57,0.17986384688598595
25.580000000000002,0.18000128018223624
25.59,0.1801383121086868
25.6,0.18027494415220743
25.61,0.18041117779967525
25.62,0.1805470145379583
25.63,0.18068245585393133
25.64,0.18081750323446333
25.650000000000002,0.18095215816642765
25.66,0.18108642213669515
25.67,0.1812202966321398
25.68,0.18135378313963396
25.69,0.18148688314604575
25.7,0.18161959813825287
25.71,0.18175192960312053
25.72,0.18188387902752623
25.73,0.18201544789834045
25.740000000000002,0.18214663770243522
25.75,0.18227744992668074
25.76,0.18240788605795066
25.77,0.18253794758311673
25.78,0.18266763598904942
25.79,0.1827969527626254
25.8,0.1829258993907108
25.810000000000002,0.18305447736018018
25.82,0.18318268815790573
25.830000000000002,0.18331053327075955
25.84,0.183438014185612
25.85,0.18356513238933758
25.86,0.18369188936880831
25.87,0.18381828661089222
25.88,0.18394432560246524
25.89,0.18407000783039884
25.900000000000002,0.18419533478156294
25.91,0.1843203079428298
25.92,0.18444492880107524
25.93,0.18456919884316605
25.94,0.18469311955597634
25.95,0.18481669242637938
25.96,0.18493991894124645
25.97,0.18506280058744848
25.98,0.18518533885185753
25.990000000000002,0.18530753522134588
26,0.18542939118278742
26.01,0.1855509034510438
26.02,0.18567206875865366
26.03,0.1857928886190075
26.04,0.18591336454549393
26.05,0.1860334980515005
26.060000000000002,0.18615329065041306
26.07,0.18627274385562362
26.080000000000002,0.1863918591805173
26.09,0.1865106381384858
26.1,0.18662908224291197
26.11,0.18674719300718928
26.12,0.18686497194470125
26.13,0.18698242056883807
26.14,0.18709954039299018
26.150000000000002,0.1872163329305417
26.16,0.18733279969488395
26.17,0.18744894219940228
26.18,0.18756476195748803
26.19,0.18768026048252565
26.2,0.18779543928790596
26.21,0.18791029988701752
26.22,0.18802484379324527
26.23,0.18813907251998174
26.240000000000002,0.1882529875806096
26.25,0.18836659048852242
26.26,0.1884798827571049
26.27,0.18859286589974653
26.28,0.18870554142983623
26.29,0.1888179108607608
26.3,0.18892997570590864
26.310000000000002,0.1890417374786685
26.32,0.18915319769242717
26.330000000000002,0.18926435786057322
26.34,0.1893752194964958
26.35,0.18948578411358016
26.36,0.18959605322521994
26.37,0.18970602834479908
26.38,0.1898157109857063
26.39,0.18992510266132936
26.400000000000002,0.19003420488505693
26.41,0.1901430191702794
26.42,0.19025154703038247
26.43,0.19035978997875483
26.44,0.19046774952878345
26.45,0.19057542719385678
26.46,0.1906828244873643
26.47,0.19078994292269455
26.48,0.19089678401323368
26.490000000000002,0.19100334927237142
26.5,0.19110964021349594
26.51,0.19121565702014687
26.52,0.19132139970369497
26.53,0.1914268695192733
26.54,0.1915320677220055
26.55,0.19163699556702452
26.560000000000002,0.19174165430946044
26.57,0.19184604520444148
26.580000000000002,0.1919501695070962
26.59,0.19205402847255518
26.6,0.19215762335595035
26.61,0.19226095541240681
26.62,0.19236402589705767
26.63,0.19246683606503182
26.64,0.1925693871714564
26.650000000000002,0.19267168047146413
26.66,0.19277371722018258
26.67,0.1928754986727422
26.68,0.19297702608427159
26.69,0.19307830070990137
26.7,0.193179323804762
26.71,0.1932800966239803
26.72,0.19338062042268914
26.73,0.19348089645601463
26.740000000000002,0.19358092597908558
26.75,0.19368071024703704
26.76,0.19378025051499526
26.77,0.19387954803808838
26.78,0.19397860407144946
26.79,0.19407741987020422
26.8,0.19417599668948388
26.810000000000002,0.1942743357844195
26.82,0.19437243841013827
26.830000000000002,0.1944703058217722
26.84,0.19456793927444946
26.85,0.19466534002329774
26.86,0.19476250932345132
26.87,0.19485944843003397
26.88,0.19495615859817883
26.89,0.19505264108301468
26.900000000000002,0.19514889713967123
26.91,0.19524492802327875
26.92,0.19534073498896531
26.93,0.19543631929186123
26.94,0.19553168218709463
26.95,0.19562682492979808
26.96,0.1957217487751001
26.97,0.195816454978127
26.98,0.19591094479401366
26.990000000000002,0.19600521947788582
27,0.19609928028487444
27.01,0.19619312265280542
27.02,0.19628674184331382
27.03,0.19638013884724154
27.04,0.1964733146554309
27.05,0.19656627025872658
27.060000000000002,0.19665900664796787
27.07,0.1967515248139977
27.080000000000002,0.19684382574766
27.09,0.19693591043979558
27.1,0.19702777988124748
27.11,0.1971194350628591
27.12,0.19721087697546885
27.13,0.19730210660992595
27.14,0.197393124957067
27.150000000000002,0.1974839330077354
27.16,0.1975745317527755
27.17,0.19766492218302692
27.18,0.19775510528933402
27.19,0.1978450820625393
27.2,0.19793485349348686
27.21,0.1980244205730132
27.22,0.1981137842919649
27.23,0.19820294564118515
27.240000000000002,0.1982919056115125
27.25,0.198380665193793
27.26,0.1984692253788674
27.27,0.19855758715757998
27.28,0.19864575152076744
27.29,0.19873371945927962
27.3,0.19882149196395363
27.310000000000002,0.19890907002563407
27.32,0.19899645463516538
27.330000000000002,0.19908364678338425
27.34,0.19917064746113794
27.35,0.19925745765926423
27.36,0.19934407836861068
27.37,0.19943051058001787
27.38,0.19951675528432658
27.39,0.19960281347237924
27.400000000000002,0.19968868613502042
27.41,0.19977437426309122
27.42,0.1998598788474336
27.43,0.19994520087888887
27.44,0.2000303413483037
27.45,0.20011530124651597
27.46,0.20020008156436994
27.47,0.20028468329270768
27.48,0.2003691074223719
27.490000000000002,0.20045335494420477
27.5,0.20053742684904824
27.51,0.2006213230515858
27.52,0.20070504317235371
27.53,0.2007885877609631
27.54,0.200871957367033
27.55,0.20095515254018398
27.560000000000002,0.20103817383002567
27.57,0.20112102178617744
27.580000000000002,0.2012036969582568
27.59,0.20128619989587906
27.6,0.20136853114866
27.61,0.20145069126621656
27.62,0.20153268079816453
27.63,0.20161450029412095
27.64,0.201696150303704
27.650000000000002,0.20177763137652624
27.66,0.2018589440622067
27.67,0.20194008891036028
27.68,0.2020210664706043
27.69,0.20210187729255782
27.7,0.2021825219258317
27.71,0.2022630009200462
27.72,0.20234331482481552
27.73,0.20242346418975865
27.740000000000002,0.20250344956449134
27.75,0.2025832714986255
27.76,0.20266293054178328
27.77,0.2027424272435797
27.78,0.202821762153631
27.79,0.202900935821552
27.8,0.2029799487969602
27.810000000000002,0.20305880162947218
27.82,0.20313749486870358
27.830000000000002,0.2032160290642704
27.84,0.20329440476579147
27.85,0.2033726225228819
27.86,0.20345068288515708
27.87,0.2035285864022328
27.88,0.20360633362372804
27.89,0.20368392509925803
27.900000000000002,0.2037613613784397
27.91,0.20383864301088891
27.92,0.20391577054622073
27.93,0.20399274453405364
27.94,0.20406956552400385
27.95,0.2041462340656859
27.96,0.20422275070871887
27.97,0.2042991160027147
27.98,0.2043753304972954
27.990000000000002,0.20445139474207524
28,0.20452730928666726
28.01,0.20460307984808618
28.02,0.20467871221469533
28.03,0.20475420704315794
28.04,0.2048295649901292
28.05,0.2049047867122698
28.060000000000002,0.20497987286623678
28.07,0.20505482410869105
28.080000000000002,0.20512964109628848
28.09,0.2052043244856886
28.1,0.20527887493355162
28.11,0.20535329309653313
28.12,0.20542757963129338
28.13,0.20550173519449214
28.14,0.2055757604427847
28.150000000000002,0.20564965603283225
28.16,0.2057234226212926
28.17,0.2057970608648219
28.18,0.205870571420085
28.19,0.20594395494373297
28.2,0.2060172120924304
28.21,0.20609034352283173
28.22,0.2061633498915976
28.23,0.206236231855386
28.240000000000002,0.20630899007085535
28.25,0.20638162519466544
28.26,0.20645413788347253
28.27,0.2065265287939356
28.28,0.20659879858271546
28.29,0.2066709479064677
28.3,0.20674297742185416
28.310000000000002,0.20681488778553156
28.32,0.20688667965415683
28.330000000000002,0.20695835368439125
28.34,0.20702991053289121
28.35,0.20710135085631834
28.36,0.2071726753113262
28.37,0.2072438845545791
28.38,0.20731497924273154
28.39,0.20738596003244192
28.400000000000002,0.20745682758037376
28.41,0.20752758254317882
28.42,0.20759822557752128
28.43,0.20766875734005608
28.44,0.207739178487443
28.45,0.20780948967634
28.46,0.20787969156340558
28.47,0.20794978480530085
28.48,0.2080197700586821
28.490000000000002,0.20808964798020668
28.5,0.20815941922653564
28.51,0.2082290852009129
28.52,0.2082986475299649
28.53,0.2083681072054177
28.54,0.20843746521899867
28.55,0.20850672256243505
28.560000000000002,0.20857588022745843
28.57,0.2086449392057944
28.580000000000002,0.20871390048916874
28.59,0.20878276506931184
28.6,0.20885153393795244
28.61,0.20892020808681463
28.62,0.20898878850763036
28.63,0.20905727619212353
28.64,0.20912567213202407
28.650000000000002,0.20919397731906064
28.66,0.20926219274496172
28.67,0.20933031940144964
28.68,0.20939835828025674
28.69,0.20946631037311292
28.7,0.20953417667174076
28.71,0.20960195816787267
28.72,0.20966965585323144
28.73,0.20973727071954978
28.740000000000002,0.20980480375855393
28.75,0.20987225596196843
28.76,0.20993962832152716
28.77,0.2100069218289546
28.78,0.2100741374759773
28.79,0.21014127625432516
28.8,0.21020833915572373
28.810000000000002,0.21027532717190378
28.82,0.2103422412945915
28.830000000000002,0.21040908251551474
28.84,0.2104758518264016
28.85,0.21054255021898036
28.86,0.21060917868497744
28.87,0.2106757382161226
28.88,0.2107422298041426
28.89,0.21080865444076527
28.900000000000002,0.21087501311771692
28.91,0.21094130682672907
28.92,0.21100753655952648
28.93,0.21107370330783726
28.94,0.21113980806339133
28.95,0.2112058518179132
28.96,0.21127183556313367
28.97,0.2113377602907785
28.98,0.21140362699257734
28.990000000000002,0.2114694366602558
29,0.21153519028554355
29.01,0.21160089330000897
29.02,0.21166655161690237
29.03,0.21173216695047326
29.04,0.211797741014981
29.05,0.21186327552467205
29.060000000000002,0.21192877219380296
29.07,0.21199423273662388
29.080000000000002,0.21205965886738914
29.09,0.21212505230035486
29.1,0.21219041474976397
29.11,0.2122557479298784
29.12,0.21232105355494693
29.13,0.21238633333922205
29.14,0.21245158899695826
29.150000000000002,0.21251682224240714
29.16,0.2125820347898199
29.17,0.21264722835345037
29.18,0.21271240464755367
29.19,0.2127775653863774
29.2,0.21284271228417773
29.21,0.21290784705520965
29.22,0.21297297141371982
29.23,0.21303808707396482
29.240000000000002,0.21310319575019576
29.25,0.2131682991566684
29.26,0.21323339900763053
29.27,0.21329849701734027
29.28,0.2133635949000456
29.29,0.21342869437000067
29.3,0.21349379714145889
29.310000000000002,0.21355890492867224
29.32,0.21362401944589382
29.330000000000002,0.21368914240737533
29.34,0.21375427552737078
29.35,0.21381942052013303
29.36,0.21388457909991127
29.37,0.21394975298096444
29.38,0.2140149438775398
29.39,0.21408015350389198
29.400000000000002,0.21414538357427448
29.41,0.214210635802937
29.42,0.21427591190413584
29.43,0.21434121359212263
29.44,0.21440654258114855
29.45,0.2144719005854676
29.46,0.21453728931933064
29.47,0.21460271049699323
29.48,0.21466816583270631
29.490000000000002,0.21473365704072292
29.5,0.21479918583529614
29.51,0.21486474969875025
29.52,0.21493034649258594
29.53,0.21499597849982116
29.54,0.2150616480034726
29.55,0.2151273572865553
29.560000000000002,0.21519310863208838
29.57,0.21525890432308528
29.580000000000002,0.21532474664256435
29.59,0.21539063787354365
29.6,0.21545658029903714
29.61,0.21552257620206364
29.62,0.21558862786563823
29.63,0.21565473757278072
29.64,0.21572090760650256
29.650000000000002,0.215787140249824
29.66,0.2158534377857603
29.67,0.21591980249733084
29.68,0.21598623666754752
29.69,0.21605274257943108
29.7,0.2161193225159957
29.71,0.21618597876025997
29.72,0.21625271359523843
29.73,0.21631952930395174
29.740000000000002,0.21638642816940953
29.75,0.21645341247463498
29.76,0.21652048450264408
29.77,0.21658764653644905
29.78,0.21665490085907096
29.79,0.21672224975352333
29.8,0.21678969550282462
29.810000000000002,0.21685724038999263
29.82,0.2169248866980403
29.830000000000002,0.21699263670998617
29.84,0.21706049270885214
29.85,0.21712845697764416
29.86,0.21719653179938764
29.87,0.21726471945709566
29.88,0.21733302223378542
29.89,0.21740144241247186
29.900000000000002,0.2174699822761764
29.91,0.21753864410791288
29.92,0.21760743019069562
29.93,0.21767634280754294
29.94,0.2177453842414734
29.95,0.21781455677550202
29.96,0.2178838626926456
29.97,0.2179533042759212
29.98,0.21802288380834592
29.990000000000002,0.21809260357293275
30,0.2181624658527034
30.01,0.21823247353806408
30.02,0.21830263024834218
30.03,0.21837293935992827
30.04,0.21844340424921166
30.05,0.21851402829258681
30.060000000000002,0.21858481486644354
30.07,0.21865576734717224
30.080000000000002,0.2187268891111665
30.09,0.21879818353481384
30.1,0.2188696539945091
30.11,0.21894130386664168
30.12,0.21901313652760268
30.13,0.21908515535378353
30.14,0.21915736372157646
30.150000000000002,0.21922976500737182
30.16,0.2193023625875625
30.17,0.2193751598385356
30.18,0.21944816013668506
30.19,0.21952136685840437
30.2,0.21959478338008195
30.21,0.21966841307810808
30.22,0.2197422593288751
30.23,0.21981632550877547
30.240000000000002,0.2198906149941986
30.25,0.21996513116154012
30.26,0.22003987738718356
30.27,0.22011485704752654
30.28,0.2201900735189568
30.29,0.22026553017786835
30.3,0.22034123040064896
30.310000000000002,0.22041717756369286
30.32,0.2204933750433911
30.330000000000002,0.2205698262161344
30.34,0.2206465344583122
30.35,0.2207235031463166
30.36,0.22080073565654157
30.37,0.22087823536537302
30.38,0.22095600564920806
30.39,0.22103404988443495
30.400000000000002,0.22111237144744522
30.41,0.22119097371463034
30.42,0.22126986006237934
30.43,0.22134903386708749
30.44,0.2214284985051424
30.45,0.22150825735293633
30.46,0.22158831378686256
30.47,0.22166867118331113
30.48,0.22174933291867022
30.490000000000002,0.2218303023693371
30.5,0.22191158291169685
30.51,0.2219931641616777
30.52,0.2220750360577251
30.53,0.22215720246001835
30.54,0.22223966722873822
30.55,0.2223224342240608
30.560000000000002,0.22240550730616845
30.57,0.22248889033523764
30.580000000000002,0.22257258717144746
30.59,0.22265660167497886
30.6,0.22274093770600675
30.61,0.22282559912471647
30.62,0.22291058979127956
30.63,0.22299591356588191
30.64,0.22308157430869727
30.650000000000002,0.22316757587990682
30.66,0.2232539221396898
30.67,0.22334061694822538
30.68,0.2234276641656903
30.69,0.22351506765226575
30.7,0.22360283126812858
30.71,0.22369095887346047
30.72,0.2237794543284393
30.73,0.22386832149324357
30.740000000000002,0.22395756422805047
30.75,0.22404718639304338
30.76,0.2241371918483985
30.77,0.22422758445429378
30.78,0.22431836807090952
30.79,0.22440954655842668
30.8,0.22450112377702114
30.810000000000002,0.22459310358687098
30.82,0.2246854898481588
30.830000000000002,0.22477828642106262
30.84,0.22487149716575788
30.85,0.22496512594242854
30.86,0.22505917661125044
30.87,0.2251536530324054
30.88,0.22524855906606767
30.89,0.22534389857241932
30.900000000000002,0.22543967541163742
30.91,0.22553589344390534
30.92,0.2256325565293979
30.93,0.22572966852829532
30.94,0.22582723330077603
30.95,0.22592525470701852
30.96,0.22602373660720554
30.970000000000002,0.22612268286151088
30.98,0.22622209733011597
30.990000000000002,0.22632198387320002
31,0.22642234635094236
31.01,0.22652318021404294
31.02,0.2266244812469339
31.03,0.22672625381037007
31.04,0.22682850226511714
31.05,0.2269312309719347
31.060000000000002,0.22703444429157774
