% Model,COMSOL_3D_Design_1_1_Transmitter_CNN.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 7 2025, 14:06"
% Table,Table 23 - Concentration_Outlet_Pipe_2
% Time (s),Concentration_Outlet_Pipe_2 (mol/m^3)
36,0.9824521107279941
36.2,0.9826406984300524
36.4,0.9828292861321097
36.6,0.9830178738341676
36.800000000000004,0.9832064615362256
37,0.9833950492382835
37.2,0.9835836369403416
37.4,0.9837722246423996
37.6,0.983960812344457
37.800000000000004,0.9841122093157575
38,0.9842583671837244
38.2,0.9844045250516911
38.400000000000006,0.9845506829196583
38.6,0.9846968407876255
38.800000000000004,0.984842998655593
39,0.9849891565235597
39.2,0.985135314391526
39.400000000000006,0.9852814722594936
39.6,0.9854276301274613
39.800000000000004,0.985573787995428
40,0.9857199458633953
