% Model,2D_turn.mph
% Version,COMSOL 6.3.0.290
% Date,"Jun 1 2025, 22:49"
% Table,Table 1 - Outlet Concentration
% Time (s),"Molar concentration, c (mol/m^3)"
0.02627,0.01311649347478348
0.02628,0.013318107881076886
0.02629,0.013522164875593268
0.0263,0.013728664458332622
0.026310000000000004,0.013937606629295024
0.026320000000000003,0.01414899138848033
0.026330000000000003,0.01436281873588862
0.026340000000000002,0.014579088671519882
0.026350000000000002,0.014797801195374114
0.02636,0.015018956307451325
0.02637,0.015242554007751513
0.02638,0.015468594296274682
0.026390000000000004,0.0156970771730209
0.026400000000000003,0.01592800263799002
0.026410000000000003,0.01616137069118211
0.026420000000000003,0.01639718133259718
0.026430000000000002,0.016635434562235228
0.02644,0.01688043205139471
0.02645,0.017134352903910695
0.02646,0.017391518285706276
0.02647,0.017651928196781453
0.026480000000000004,0.017915582637136322
0.026490000000000003,0.018182481606770693
0.026500000000000003,0.018452625105684663
0.026510000000000002,0.018726013133878228
0.026520000000000002,0.019002645691351395
0.02653,0.01928252277810415
0.02654,0.019565644394136508
0.02655,0.019852010539448458
0.026560000000000004,0.02014162121404011
0.026570000000000003,0.020434476417911258
0.026580000000000003,0.020730576151062
0.026590000000000003,0.021029920413492338
0.026600000000000002,0.021332509205202275
0.02661,0.021638342526191814
0.02662,0.021947420376460944
0.02663,0.02225974275600967
0.02664,0.022575309664838
0.026650000000000004,0.022894121102946027
0.026660000000000003,0.02321617707033355
0.026670000000000003,0.023541477567000667
0.026680000000000002,0.023870022592947373
0.026690000000000002,0.024206464163222502
0.0267,0.024554651794633894
0.02671,0.024907065783796183
0.02672,0.025263706130709343
0.026730000000000004,0.025624572835373532
0.026740000000000003,0.025989665897788488
0.026750000000000003,0.026358985317954317
0.026760000000000003,0.02673253109587105
0.026770000000000002,0.027110303231538662
0.02678,0.02749230172495717
0.02679,0.02787852657612656
0.0268,0.02826897778504684
0.02681,0.02866365535171802
0.026820000000000004,0.029062559276140213
0.026830000000000003,0.029465689558313156
0.026840000000000003,0.029873046198236997
0.026850000000000002,0.030284629195911718
0.026860000000000002,0.030700438551337323
0.02687,0.031120474264513833
0.02688,0.03154473633544123
0.02689,0.0319732247641195
0.026900000000000004,0.032405939550548817
0.026910000000000003,0.032842880694728877
0.026920000000000003,0.03328404819665982
0.026930000000000003,0.03372944205634166
0.026940000000000002,0.034183877831435165
0.02695,0.03465334737152915
0.02696,0.03512821365636187
0.02697,0.035608476685933345
0.02698,0.03609413646024357
0.026990000000000004,0.03658519297929272
0.027000000000000003,0.037081646243080434
0.027010000000000003,0.037583496251606896
0.027020000000000002,0.0380907430048721
0.027030000000000002,0.038603386502876064
0.02704,0.03912142674561877
0.02705,0.039644863733100215
0.02706,0.04017369746532042
0.027070000000000004,0.04070792794227955
0.027080000000000003,0.04124755516397724
0.027090000000000003,0.04179257913041368
0.027100000000000003,0.042342999841588874
0.027110000000000002,0.04289881729750281
0.027120000000000002,0.04346003149815549
0.02713,0.04402664244354691
0.02714,0.04459865013367709
0.02715,0.04517605456854601
0.027160000000000004,0.04575885574815387
0.027170000000000003,0.046347053672500305
0.027180000000000003,0.04694064834158546
0.027190000000000002,0.047544360539128847
0.027200000000000002,0.0481667225607662
0.02721,0.048795832735062813
0.02722,0.04943169106201869
0.02723,0.050074297541633866
0.027240000000000004,0.05072365217390849
0.027250000000000003,0.05137975495884221
0.027260000000000003,0.05204260589643514
0.027270000000000003,0.05271220498668737
0.027280000000000002,0.05338855222959886
0.027290000000000002,0.05407164762516962
0.0273,0.05476149117339964
0.02731,0.055458082874288925
0.02732,0.056161422727837466
0.027330000000000004,0.05687151073404555
0.027340000000000003,0.05758834689291263
0.027350000000000003,0.058311931204439
0.027360000000000002,0.059042263668624625
0.027370000000000002,0.059779344285469514
0.02738,0.06052317305497368
0.02739,0.06127374997713708
0.0274,0.06203107505195979
0.027410000000000004,0.062795148279442
0.027420000000000003,0.06356596965958325
0.027430000000000003,0.06434353919238373
0.027440000000000003,0.06513219103331465
0.027450000000000002,0.06594323894184317
0.027460000000000002,0.06676254289518528
0.02747,0.06759010289334091
0.02748,0.0684259189363101
0.02749,0.06926999102409286
0.027500000000000004,0.07012231915668946
0.027510000000000003,0.07098290333409932
0.027520000000000003,0.07185174355632273
0.027530000000000002,0.0727288398233597
0.027540000000000002,0.07361419213521025
0.02755,0.07450780049187432
0.02756,0.07540966489335195
0.02757,0.07631978533964312
0.027580000000000004,0.07723816183074819
0.027590000000000003,0.07816479436666648
0.027600000000000003,0.07909968294739834
0.027610000000000003,0.08004282757294374
0.027620000000000002,0.0809942282433027
0.027630000000000002,0.08195388495847522
0.02764,0.0829217977184613
0.02765,0.08389796652326091
0.02766,0.08488239137287408
0.027670000000000004,0.08587507226730115
0.027680000000000003,0.08687600920654147
0.027690000000000003,0.08788885980941273
0.027700000000000002,0.088927698501441
0.027710000000000002,0.08997641327296331
0.02772,0.09103500412397965
0.02773,0.09210347105449006
0.02774,0.0931818140644945
0.027750000000000004,0.09427003315399338
0.027760000000000003,0.0953681283229859
0.027770000000000003,0.09647609957147245
0.027780000000000003,0.09759394689945308
0.027790000000000002,0.09872167030692774
0.027800000000000002,0.09985926979389642
0.02781,0.10100674536035915
0.02782,0.10216409700631594
0.02783,0.10333132473176675
0.027840000000000004,0.10450842853671201
0.027850000000000003,0.10569540842115095
0.027860000000000003,0.10689226438508387
0.027870000000000002,0.10809899642851087
0.027880000000000002,0.10931560455143191
0.02789,0.11054208875384697
0.0279,0.11177844903575608
0.02791,0.11302468539715926
0.027920000000000004,0.11428079783805692
0.027930000000000003,0.11554678635844814
0.027940000000000003,0.11682537703109729
0.027950000000000003,0.11813293732048606
0.027960000000000002,0.11945203237379365
0.027970000000000002,0.12078266219102012
0.02798,0.1221248267721654
0.02799,0.12347852611722954
0.028,0.12484376022621255
0.028010000000000004,0.12622052909911485
0.028020000000000003,0.12760883273593557
0.028030000000000003,0.12900867113667505
0.028040000000000002,0.13042004430133347
0.028050000000000002,0.1318429522299107
0.02806,0.13327739492240676
0.02807,0.13472337237882168
0.02808,0.13618088459915548
0.028090000000000004,0.1376499315834086
0.028100000000000003,0.13913051333158005
0.028110000000000003,0.1406226298436704
0.028120000000000003,0.1421262811196796
0.028130000000000002,0.1436414671596076
0.028140000000000002,0.14516818796345446
0.02815,0.14670644353122017
0.02816,0.14825623386290473
0.02817,0.14981755895850812
0.028180000000000004,0.15139041881803095
0.028190000000000003,0.1529764589939672
0.028200000000000003,0.154593294154417
0.028210000000000002,0.1562232591692588
0.028220000000000002,0.1578663540384926
0.02823,0.15952257876211842
0.02824,0.16119193334013618
0.02825,0.16287441777254597
0.028260000000000004,0.1645700320593483
0.028270000000000003,0.16627877620054204
0.028280000000000003,0.16800065019612775
0.028290000000000003,0.1697356540461054
0.028300000000000002,0.1714837877504751
0.028310000000000002,0.17324505130923676
0.02832,0.17501944472239045
0.02833,0.1768069679899361
0.02834,0.1786076211118737
0.028350000000000004,0.18042140408820392
0.028360000000000003,0.18224831691892554
0.028370000000000003,0.18408835960403913
0.028380000000000002,0.1859415321435447
0.028390000000000002,0.1878078345374422
0.0284,0.18968726678573175
0.02841,0.19157982888841332
0.02842,0.1934855208454868
0.028430000000000004,0.19540434265695297
0.028440000000000003,0.19733689150918
0.028450000000000003,0.1993004471421892
0.028460000000000003,0.2012785474161285
0.028470000000000002,0.2032711923309979
0.028480000000000002,0.20527838188679723
0.02849,0.2073001160835267
0.0285,0.20933639492118616
0.02851,0.21138721839977567
0.028520000000000004,0.21345258651929597
0.028530000000000003,0.21553249927974558
0.028540000000000003,0.21762695668112533
0.028550000000000002,0.219735958723435
0.028560000000000002,0.22185950540667476
0.02857,0.22399759673084452
0.02858,0.22615023269594442
0.02859,0.22831741330197436
0.028600000000000004,0.23049913854893497
0.028610000000000003,0.232695408436825
0.028620000000000003,0.23490622296564503
0.028630000000000003,0.23713158213539515
0.028640000000000002,0.2393714859460753
0.028650000000000002,0.24162593439768545
0.02866,0.2438949274902257
0.02867,0.24617846522369596
0.02868,0.2484765475980963
0.028690000000000004,0.2507891746134275
0.028700000000000003,0.2531307558992659
0.028710000000000003,0.2554882134012888
0.028720000000000002,0.2578613391587355
0.028730000000000002,0.260250133171606
0.02874,0.2626545954399004
0.02875,0.2650747259636186
0.02876,0.26751052474276055
0.028770000000000004,0.2699619917773273
0.028780000000000003,0.27242912706731703
0.028790000000000003,0.2749119306127305
0.028800000000000003,0.2774104024135679
0.028810000000000002,0.27992454246982906
0.028820000000000002,0.28245435078151404
0.02883,0.2849998273486229
0.02884,0.28756097217115556
0.02885,0.29013778524911205
0.028860000000000004,0.29273026658249324
0.028870000000000003,0.29533841617129747
0.028880000000000003,0.29796223401552546
0.028890000000000002,0.30060172011517716
0.028900000000000002,0.3032568744702529
0.02891,0.3059276970807524
0.02892,0.3086141879466757
0.02893,0.3113163470680228
0.028940000000000004,0.31403417444479476
0.028950000000000004,0.31677650560661064
0.028960000000000003,0.31953580440798707
0.028970000000000003,0.322311497409933
0.028980000000000002,0.32510358461244854
0.028990000000000002,0.3279120660155336
0.029,0.3307369416191881
0.02901,0.33357821142341215
0.02902,0.3364358754282059
0.029030000000000004,0.3393099336335701
0.029040000000000003,0.34220038603950287
0.029050000000000003,0.3451072326460053
0.029060000000000002,0.34803047345307714
0.029070000000000002,0.35097010846071847
0.02908,0.35392613766892955
0.02909,0.35689856107770995
0.0291,0.3598873786870602
0.029110000000000004,0.3628925904969808
0.029120000000000004,0.3659141965074699
0.029130000000000003,0.36895219671852864
0.029140000000000003,0.37200659113015705
0.029150000000000002,0.3750773797423547
0.029160000000000002,0.3781645625551222
0.02917,0.3812681395684591
0.02918,0.38438811078236557
0.02919,0.3875244761968416
0.029200000000000004,0.3906799721158225
0.029210000000000003,0.39385243048977914
0.029220000000000003,0.3970415205879162
0.029230000000000003,0.40024724241023374
0.029240000000000002,0.4034695959567313
0.02925,0.4067085812274093
0.02926,0.40996419822226765
0.02927,0.4132364469413064
0.029280000000000004,0.4165253273845265
0.029290000000000004,0.41983083955192585
0.029300000000000003,0.4231529834435056
0.029310000000000003,0.4264917590592655
0.029320000000000002,0.42984716639920595
0.029330000000000002,0.43321920546332665
0.02934,0.4366078762516277
0.02935,0.44001317876410917
0.02936,0.4434351130007708
0.029370000000000004,0.4468736789616141
0.029380000000000003,0.45032887664663646
0.029390000000000003,0.45380070605583933
0.029400000000000003,0.45728916718922247
0.029410000000000002,0.4607942600467858
0.02942,0.4643159846285296
0.02943,0.46785434093445366
0.02944,0.47140932896455806
0.029450000000000004,0.47497750392620697
0.029460000000000004,0.47856136238077807
0.029470000000000003,0.48216153569632547
0.029480000000000003,0.4857780238728494
0.029490000000000002,0.4894108269103497
0.029500000000000002,0.49305994480882653
0.02951,0.4967253775682798
0.02952,0.5004071251887094
0.02953,0.5041051876701157
0.029540000000000004,0.5078195650124998
0.029550000000000003,0.5115502572158589
0.029560000000000003,0.5152972642801945
0.029570000000000003,0.5190605862055067
0.029580000000000002,0.5228402229917951
0.02959,0.52663617463906
0.0296,0.5304484411473016
0.02961,0.5342770225165194
0.029620000000000004,0.5381219187467151
0.029630000000000004,0.5419831298378859
0.029640000000000003,0.5458606557900334
0.029650000000000003,0.549754496603157
0.029660000000000002,0.5536646522772573
0.029670000000000002,0.5575911228123339
0.02968,0.5615339082083871
0.02969,0.5654930084654167
0.0297,0.569458947695489
0.029710000000000004,0.5734378745693016
0.029720000000000003,0.577432189594323
0.029730000000000003,0.5814418927705544
0.029740000000000003,0.5854669840979956
0.029750000000000002,0.5895074635766467
0.02976,0.5935633312065078
0.02977,0.597634586987579
0.02978,0.6017212309198602
0.029790000000000004,0.6058232630033528
0.029800000000000004,0.609940683238054
0.029810000000000003,0.6140734916239649
0.029820000000000003,0.6182216881610859
0.029830000000000002,0.6223852728494168
0.029840000000000002,0.6265642456889577
0.02985,0.6307586066797088
0.02986,0.6349683558216697
0.02987,0.6391934931148404
0.029880000000000004,0.643434018559223
0.029890000000000003,0.6476899321548137
0.029900000000000003,0.6519612339016145
0.029910000000000003,0.6562479237996253
0.029920000000000002,0.660550001848846
0.029930000000000002,0.6648674680492767
0.02994,0.6692003224009173
0.02995,0.6735338022965451
0.029960000000000004,0.6778762210385856
0.029970000000000004,0.6822324871761901
0.029980000000000003,0.6866026007093605
0.029990000000000003,0.6909865616380966
0.030000000000000002,0.6953843699623984
0.030010000000000002,0.6997960256822657
0.03002,0.704221528797699
0.03003,0.7086608793086979
0.03004,0.7131140772152625
0.030050000000000004,0.7175811225173943
0.030060000000000003,0.7220620152150904
0.030070000000000003,0.7265567553083522
0.030080000000000003,0.7310653427971794
0.030090000000000002,0.7355877776815727
0.030100000000000002,0.7401240599615315
0.03011,0.7446741896370559
0.03012,0.7492381667081464
0.030130000000000004,0.753815991174804
0.030140000000000004,0.7584076630370257
0.030150000000000003,0.763013182294813
0.030160000000000003,0.7676325489481661
0.030170000000000002,0.7722657629970849
0.030180000000000002,0.7769128244415695
0.03019,0.7815737332816198
0.0302,0.7862298412616551
0.03021,0.7908898279841924
0.030220000000000004,0.7955615761346518
0.030230000000000003,0.80024508571303
0.030240000000000003,0.8049403567193286
0.030250000000000003,0.8096473891535474
0.030260000000000002,0.8143661830156865
0.030270000000000002,0.8190967383057463
0.03028,0.8238390550237263
0.03029,0.8285931331696268
0.030300000000000004,0.8333589727434492
0.030310000000000004,0.8381365737451902
0.030320000000000003,0.8429259361748517
0.030330000000000003,0.8477270600324336
0.030340000000000002,0.8525399453179361
0.030350000000000002,0.8573645920313584
0.03036,0.8622010001727015
0.03037,0.8670491697419648
0.03038,0.8719091007391487
0.030390000000000004,0.8767807931642545
0.030400000000000003,0.881664247017279
0.030410000000000003,0.8865594622982238
0.030420000000000003,0.8914664390070889
0.030430000000000002,0.8963851771438746
0.030440000000000002,0.9013156767085806
0.03045,0.9062373790589692
0.03046,0.9111575435176459
0.030470000000000004,0.9160869926553448
0.030480000000000004,0.9210257264720632
0.030490000000000003,0.9259737449678023
0.030500000000000003,0.9309310481425621
0.030510000000000002,0.9358976359963426
0.030520000000000002,0.9408735085291442
0.03053,0.9458586657409663
0.03054,0.9508531076318091
0.03055,0.9558568342016729
0.030560000000000004,0.9608698454505591
0.030570000000000003,0.9658921413784645
0.030580000000000003,0.9709237219853907
0.030590000000000003,0.9759645872713374
0.030600000000000002,0.981014737236305
0.030610000000000002,0.9860741718802934
0.03062,0.9911428912033023
0.03063,0.9962208952053327
0.030640000000000004,1.001308183886385
0.030650000000000004,1.0064047572464565
0.030660000000000003,1.0115106152855489
0.030670000000000003,1.0166257580036617
0.030680000000000002,1.0217501854007958
0.030690000000000002,1.0268838974769505
0.0307,1.0320039633287295
0.03071,1.0371154866592247
0.030720000000000004,1.042233302563208
0.030730000000000004,1.0473574110406767
0.030740000000000003,1.0524878120916321
0.030750000000000003,1.057624505716074
0.030760000000000003,1.0627674919140029
0.030770000000000002,1.0679167706854187
0.030780000000000002,1.0730723420303212
0.03079,1.0782342059487102
0.0308,1.0834023624405862
0.030810000000000004,1.088576811505951
0.030820000000000004,1.0937575531448005
0.030830000000000003,1.0989445873571366
0.030840000000000003,1.10413791414296
0.030850000000000002,1.10933753350227
0.030860000000000002,1.114543445435067
0.03087,1.1197556499413501
0.03088,1.1249741470211205
0.030890000000000004,1.1301989366743792
0.030900000000000004,1.135430018901123
0.030910000000000003,1.1406673937013538
0.030920000000000003,1.1459110610750711
0.030930000000000003,1.1511610210222751
0.030940000000000002,1.156417273542966
0.030950000000000002,1.1616443757281338
0.03096,1.166844773793214
0.03097,1.1720464222595113
0.030980000000000004,1.1772493211270272
0.030990000000000004,1.1824534703957583
0.031000000000000003,1.1876588700657067
0.031010000000000003,1.192865520136872
0.031020000000000002,1.1980734206092547
0.031030000000000002,1.2032825714828541
0.03104,1.2084929727576708
0.03105,1.2137046244337046
0.031060000000000004,1.2189175265109577
0.031070000000000004,1.2241316789894254
0.031080000000000003,1.2293470818691108
0.031090000000000003,1.2345637351500125
0.031100000000000003,1.239781638832132
0.031110000000000002,1.2450007929154687
0.031120000000000002,1.2502211974000215
0.03113,1.2554428522857923
0.03114,1.26066575757278
0.031150000000000004,1.2658899132609867
0.031160000000000004,1.2711153193504086
0.031170000000000003,1.2763419758410475
0.031180000000000003,1.2815698827329034
0.031190000000000002,1.2867990400259766
0.031200000000000002,1.2920294477202667
0.03121,1.297261105815774
0.03122,1.3024940143124983
0.031230000000000004,1.3077281732104418
0.031240000000000004,1.3129635825096004
0.03125,1.3182002422099741
0.03126,1.3234381523115686
0.03127,1.3286773128143767
0.03128,1.3339177237184052
0.031290000000000005,1.3391593850236512
0.0313,1.3444022967301108
0.031310000000000004,1.3496464588377908
0.03132,1.354891871346684
0.031330000000000004,1.3601385342567986
0.03134,1.365386447568126
0.03135,1.3706356112806743
0.031360000000000006,1.37588602539444
0.03137,1.381137689909419
0.031380000000000005,1.3863906048256187
0.03139,1.391644770143032
0.031400000000000004,1.3969001858616656
0.03141,1.402156851981513
0.031420000000000003,1.4074147685025813
0.03143,1.4126739354248625
0.03144,1.4179343527483652
0.031450000000000006,1.4231666306276713
0.03146,1.4283627068990836
0.031470000000000005,1.433557462807232
0.03148,1.4387508983521113
0.031490000000000004,1.4439430135337281
0.0315,1.449133808352075
0.03151,1.4543232828071593
0.03152,1.459511436898974
0.03153,1.464698270627526
0.031540000000000006,1.4698837839928123
0.03155,1.4750679769948283
0.031560000000000005,1.480250849633582
0.03157,1.4854324019090654
0.031580000000000004,1.490612633821287
0.03159,1.4957915453702384
0.0316,1.5009691365559272
0.03161,1.5061454073783465
0.03162,1.5113203578375032
0.031630000000000005,1.516493987933394
0.03164,1.5216662976660147
0.031650000000000005,1.5268372870353728
0.03166,1.5320069560414615
0.031670000000000004,1.5371753046842869
0.03168,1.542342332963844
0.03169,1.547508040880137
0.031700000000000006,1.5526724284331643
0.03171,1.5578354956229223
0.031720000000000005,1.562997242449417
0.03173,1.5681576689126424
0.031740000000000004,1.5733167750126051
0.03175,1.578474560749298
0.031760000000000004,1.5836310261227284
0.03177,1.5887861711328892
0.03178,1.5939399957797873
0.031790000000000006,1.5990925000634195
0.0318,1.604243683983782
0.031810000000000005,1.6093935475408814
0.03182,1.6145420907347114
0.031830000000000004,1.6196893135652788
0.03184,1.6248352160325763
0.03185,1.6299797981366115
0.03186,1.635123059877377
0.03187,1.6402650012548796
0.031880000000000006,1.645405622269116
0.03189,1.6505449229200828
0.031900000000000005,1.6556829032077873
0.03191,1.660819563132222
0.031920000000000004,1.6659549026933937
0.03193,1.6710889218912959
0.03194,1.6762216207259357
0.03195,1.6813358306810233
0.03196,1.6864162884410836
0.031970000000000005,1.691493511053418
0.03198,1.6965674985180228
0.031990000000000005,1.7016382508349057
0.032,1.7067057680040592
0.032010000000000004,1.71177005002549
0.03202,1.7168310968991913
0.03203,1.7218889086251705
0.032040000000000006,1.7269434852034242
0.03205,1.731994826633948
0.032060000000000005,1.7370429329167492
0.03207,1.7420878040518215
0.032080000000000004,1.747129440039172
0.03209,1.7521678408787922
0.032100000000000004,1.7572030065706903
0.03211,1.7622349371148587
0.03212,1.7672636325113056
0.032130000000000006,1.7722890927600263
0.03214,1.7773113178610171
0.032150000000000005,1.7823303078142863
0.03216,1.7873460626198254
0.032170000000000004,1.7923585822776427
0.03218,1.7973678667877309
0.03219,1.8023739161500956
0.0322,1.807376730364732
0.03221,1.8123763094316452
0.032220000000000006,1.8173726533508334
0.03223,1.8223657621222917
0.032240000000000005,1.8273556357460274
0.03225,1.8323422742220346
0.032260000000000004,1.8373256775503184
0.03227,1.8423058457308736
0.03228,1.8472827787637058
0.03229,1.8522564766488092
0.0323,1.85722693938619
0.032310000000000005,1.8621941669758455
0.03232,1.867158159417771
0.032330000000000005,1.8721189167119736
0.03234,1.8770764388584478
0.032350000000000004,1.8820307258572
0.03236,1.8869817777082218
0.03237,1.891929594411522
0.032380000000000006,1.8968741759670957
0.03239,1.9018155223749404
0.032400000000000005,1.9067536336350626
0.03241,1.911688509747455
0.032420000000000004,1.9166201507121257
0.03243,1.9215485565290666
0.032440000000000004,1.9264737271982855
0.03245,1.9313935093776151
0.03246,1.93630367297638
0.032470000000000006,1.9412102706343133
0.03248,1.9461133023514103
0.032490000000000005,1.9510127681276779
0.0325,1.9559086679631097
0.032510000000000004,1.960801001857712
0.03252,1.9656897698114784
0.03253,1.9705749718244157
0.03254,1.9754566078965174
0.03255,1.9803346780277897
0.032560000000000006,1.9852091822182285
0.03257,1.9900801204678324
0.032580000000000005,1.9949474927766067
0.03259,1.999811299144545
0.032600000000000004,2.0046715395716537
0.03261,2.0095282140579274
0.03262,2.0143813226033713
0.03263,2.019230865207978
0.03264,2.0240768418717576
0.032650000000000005,2.0289192525947035
0.03266,2.033758097376814
0.032670000000000005,2.038593376218094
0.03268,2.0434250891185397
0.032690000000000004,2.0482532360781556
0.0327,2.0530778170969346
0.03271,2.057898832174885
0.032720000000000006,2.0627162813120026
0.03273,2.067530164508285
0.032740000000000005,2.072340481763737
0.03275,2.0771472330783536
0.032760000000000004,2.081950418452141
0.03277,2.0867500378850927
0.032780000000000004,2.091546091377215
0.03279,2.096338578928501
0.0328,2.1011275005389574
0.032810000000000006,2.1059128562085823
0.03282,2.1106946459373703
0.032830000000000005,2.11547286972533
0.03284,2.1202475275724537
0.032850000000000004,2.1250186194787473
0.03286,2.129786145444205
0.03287,2.134550105468834
0.03288,2.1393104995526264
0.03289,2.14406732769559
0.032900000000000006,2.148820589897721
0.03291,2.153570286159016
0.032920000000000005,2.1583164164794817
0.03293,2.1630589808591116
0.032940000000000004,2.167797979297912
0.03295,2.172536901038836
0.03296,2.1772908504991153
0.03297,2.182042092937836
0.03298,2.186790628355006
0.032990000000000005,2.191536456750622
0.033,2.1962795781246807
0.033010000000000005,2.201019992477187
0.03302,2.205757699808137
0.033030000000000004,2.2104927001175354
0.03304,2.2152249934053763
0.03305,2.219954579671666
0.033060000000000006,2.224681458916401
0.03307,2.229405631139579
0.033080000000000005,2.2341270963412057
0.03309,2.238845854521274
0.033100000000000004,2.2435619056797926
0.03311,2.2482752498167535
0.033120000000000004,2.252985886932162
0.03313,2.2576938170260137
0.03314,2.2623990400983147
0.033150000000000006,2.2671015561490617
0.03316,2.2718013651782503
0.033170000000000005,2.2764984671858883
0.03318,2.281192862171968
0.033190000000000004,2.285884550136497
0.0332,2.2905735310794686
0.03321,2.2952598050008883
0.03322,2.299943371900751
0.03323,2.3046242317790626
0.033240000000000006,2.3093023846358194
0.03325,2.31397783047102
0.033260000000000005,2.3186505692846677
0.03327,2.323320601076759
0.033280000000000004,2.3279879258472995
0.03329,2.3326525435962813
0.0333,2.337314454323713
0.03331,2.3419736580295867
0.03332,2.3466301547139095
0.033330000000000005,2.3512839443766773
0.03334,2.3559350270178876
0.033350000000000005,2.3605834026375474
0.03336,2.3652290712356487
0.033370000000000004,2.3698720328121996
0.03338,2.3745122873671933
0.03339,2.3791498349006357
0.033400000000000006,2.3837846754125236
0.03341,2.3884168089028535
0.033420000000000005,2.3930462353716324
0.03343,2.3976729548188547
0.033440000000000004,2.4022969672445247
0.03345,2.406921625479339
0.033460000000000004,2.4115930879703997
0.03347,2.4162639073787737
0.03348,2.420934083704468
0.033490000000000006,2.4256036169474786
0.0335,2.4302725071078037
0.033510000000000005,2.4349407541854484
0.03352,2.439608358180407
0.033530000000000004,2.4442753190926854
0.03354,2.448941636922277
0.03355,2.45360731166919
0.03356,2.458272343333415
0.03357,2.462936731914961
0.033580000000000006,2.4676004774138236
0.03359,2.472263579830001
0.033600000000000005,2.476926039163497
0.03361,2.481587855414307
0.033620000000000004,2.486249028582437
0.03363,2.4909095586678807
0.03364,2.495569445670644
0.03365,2.5002286895907213
0.03366,2.504887290428119
0.033670000000000005,2.509545248182833
0.03368,2.514202562854861
0.033690000000000005,2.518859234444209
0.0337,2.5235152629508706
0.033710000000000004,2.5281706483748523
0.03372,2.5328253907161478
0.03373,2.5374794899747632
0.033740000000000006,2.542132946150696
0.03375,2.546785759243942
0.033760000000000005,2.551437929254507
0.03377,2.5560894561823866
0.033780000000000004,2.560740340027586
0.03379,2.5653905807901003
0.033800000000000004,2.5700401784699323
0.03381,2.5746891330670794
0.03382,2.579337444581546
0.033830000000000006,2.5839851130133304
0.03384,2.5886321383624273
0.033850000000000005,2.593278520628845
0.03386,2.5979242598125767
0.033870000000000004,2.6025693559136274
0.03388,2.6072138089319927
0.03389,2.611857618867677
0.0339,2.616500785720675
0.03391,2.621143309490994
0.033920000000000006,2.6257851901786293
0.03393,2.6304264277835787
0.033940000000000005,2.6350670223058477
0.03395,2.6397069737454304
0.033960000000000004,2.6443462821023336
0.03397,2.6489849473765497
0.03398,2.653622969568086
0.03399,2.6582603486769365
0.034,2.6628970847031064
0.034010000000000006,2.6675331776465936
0.03402,2.672168627507394
0.034030000000000005,2.6768034342855147
0.03404,2.6814375979809495
0.034050000000000004,2.6860711185937034
0.03406,2.690703996123772
0.03407,2.6953362305711597
0.034080000000000006,2.6999678219358647
0.03409,2.7045987702178835
0.034100000000000005,2.7092290754172224
0.03411,2.713858737533874
0.034120000000000004,2.7184877565678462
0.03413,2.723116132519132
0.034140000000000004,2.727743865387738
0.03415,2.7323709551736575
0.03416,2.736997401876897
0.034170000000000006,2.741623205497454
0.03418,2.7462483660353247
0.034190000000000005,2.7508728834905143
0.0342,2.7554967578630185
0.034210000000000004,2.7601199891528423
0.03422,2.7647425773599794
0.034230000000000003,2.7693645224844374
0.03424,2.773985824526209
0.03425,2.7786064834852997
0.034260000000000006,2.783226499361708
0.03427,2.787845872155429
0.034280000000000005,2.792464601866471
0.03429,2.797082688494827
0.034300000000000004,2.8017001320405024
0.03431,2.806316932503492
0.03432,2.810933089883801
0.03433,2.8155486041814237
0.03434,2.8201634753963667
0.034350000000000006,2.824777703528627
0.03436,2.829391288578199
0.034370000000000005,2.8340042305450934
0.03438,2.838616529429301
0.034390000000000004,2.8432281852308274
0.0344,2.847839197949668
0.03441,2.852449567585829
0.034420000000000006,2.857059294139306
0.03443,2.8616683776100977
0.034440000000000005,2.8662768179982088
0.03445,2.8708846153036336
0.034460000000000005,2.875516972490958
0.03447,2.880152955238205
0.034480000000000004,2.884788867524115
0.03449,2.8894247093486825
0.0345,2.8940604807119126
0.034510000000000006,2.8986961816138024
0.03452,2.9033318120543505
0.034530000000000005,2.907967372033561
0.03454,2.9126028615514294
0.034550000000000004,2.9172382806079598
0.03456,2.9218736292031475
0.034570000000000004,2.9265089073369985
0.03458,2.931144115009506
0.03459,2.9357792522206774
0.034600000000000006,2.9404143189705096
0.03461,2.945049315258997
0.034620000000000005,2.9496842410861497
0.03463,2.9543190964519574
0.034640000000000004,2.9589538813564293
0.03465,2.9635885957995574
0.03466,2.9682232397813495
0.03467,2.972857813301798
0.03468,2.97749231636091
0.034690000000000006,2.982126748958683
0.0347,2.9867611110951118
0.034710000000000005,2.991395402770204
0.03472,2.9960296239839534
0.034730000000000004,3.000663774736367
0.03474,3.005297855027436
0.03475,3.009931864857169
0.034760000000000006,3.0145658042255623
0.03477,3.0191996731326114
0.034780000000000005,3.0238334715783246
0.03479,3.028467199562695
0.034800000000000005,3.033100857085728
0.03481,3.037734444147418
0.034820000000000004,3.042367960747772
0.03483,3.0470014068867814
0.03484,3.051634782564456
0.034850000000000006,3.0562680877807895
0.03486,3.0609013225357806
0.034870000000000005,3.065534486829435
0.03488,3.070167580661745
0.034890000000000004,3.074800604032719
0.0349,3.079433556942351
0.034910000000000004,3.0840664393906456
0.03492,3.0886992513775966
0.03493,3.093331992903211
0.034940000000000006,3.097964663967485
0.03495,3.1025972645704174
0.034960000000000005,3.1072297947120124
0.03497,3.1118622543922645
