% Model,COMSOL_3D_CNN_Design_3_Phase_1.mph
% Version,COMSOL 6.3.0.290
% Date,"Dec 25 2025, 16:48"
% Table,Table 1 - Surface Average 1
% Time (s),c_Outlet (mol/m^3)
12.9166925,1.2420882193504172E-6
12.9333592,1.2689773039010495E-6
12.9500259,1.2964399578861135E-6
12.9666926,1.3244492312249397E-6
12.9833593,1.3530126579004471E-6
13.000026,1.3821904082720308E-6
13.0166927,1.4119484568377126E-6
13.0333594,1.4422868035974922E-6
13.0500261,1.473331648842533E-6
13.0666928,1.5050288078582055E-6
13.0833595,1.5373715877599879E-6
13.1000262,1.5703599885478812E-6
13.1166929,1.6039940102218855E-6
13.1333596,1.638273652782E-6
13.1500263,1.6732891162120605E-6
13.166693,1.709065755464009E-6
13.1833597,1.7455365995909892E-6
13.2000264,1.7827016485930018E-6
13.2166931,1.8205609024700474E-6
13.233359799999999,1.859114361222121E-6
13.250026499999999,1.8985612629587735E-6
13.266693199999999,1.9388295760057883E-6
13.283359899999999,1.9798706449678725E-6
13.300026599999999,2.021684469845026E-6
13.316693299999999,2.0642710506372492E-6
13.333359999999999,2.1076344936700077E-6
13.350026699999999,2.1520514647475856E-6
13.366693399999999,2.197325063958305E-6
13.383360099999999,2.2434552913021683E-6
13.4000268,2.290442146779173E-6
13.4166935,2.33828563038932E-6
13.4333602,2.387056868737372E-6
13.4500269,2.4369473038787184E-6
13.4666936,2.4877861090450952E-6
13.4833603,2.5395732842365025E-6
13.500027,2.592308829452939E-6
13.5166937,2.6459927446944058E-6
13.5333604,2.7007809942836945E-6
13.5500271,2.7567494725096183E-6
13.5666938,2.813766324688941E-6
13.5833605,2.8718315508216627E-6
13.6000272,2.9309451509077845E-6
13.6166939,2.991107124947304E-6
13.6333606,3.052578791442723E-6
13.6500273,3.11528563996498E-6
13.666694,3.1791496620045826E-6
13.6833607,3.2441708575615293E-6
13.7000274,3.3103492266358223E-6
13.7166941,3.377684769227459E-6
13.7333608,3.4465677392316764E-6
13.7500275,3.51673286743078E-6
13.7666942,3.5881733546007373E-6
13.7833609,3.6608892007415517E-6
13.8000276,3.7348804058532226E-6
13.8166943,3.8102314215825993E-6
13.833361,3.887234106408604E-6
13.8500277,3.9656401279675346E-6
13.8666944,4.045449486259388E-6
13.8833611,4.126662181284169E-6
13.9000278,4.209278213041873E-6
13.9166945,4.2934961859547345E-6
13.9333612,4.379450394763358E-6
13.9500279,4.466946313894713E-6
13.9666946,4.555983943348794E-6
13.9833613,4.646563283125601E-6
14.000028,4.738684333225139E-6
14.0166947,4.832685829172311E-6
14.0333614,4.928499771290759E-6
14.0500281,5.026004737118159E-6
14.0666948,5.1252007266545125E-6
14.083361499999999,5.226087739899807E-6
14.100028199999999,5.328665776854062E-6
14.116694899999999,5.433442469143835E-6
14.133361599999999,5.54009696108501E-6
14.150028299999999,5.648603123409079E-6
14.166694999999999,5.758960956116041E-6
14.183361699999999,5.871170459205896E-6
14.200028399999999,5.985325799027666E-6
14.216695099999999,6.1018533470811985E-6
14.233361799999999,6.220405074035394E-6
14.250028499999999,6.340980979890257E-6
14.2666952,6.463581064645779E-6
14.2833619,6.588205328301971E-6
14.3000286,6.715096203800428E-6
14.3166953,6.844471564507191E-6
14.333362,6.976055837316423E-6
14.3500287,7.1098490222281266E-6
14.3666954,7.245851119242302E-6
14.3833621,7.384062128358945E-6
14.4000288,7.524903445052913E-6
14.4166955,7.668329961626693E-6
14.4333622,7.814162601046973E-6
14.4500289,7.962401363313739E-6
14.4666956,8.113046248426994E-6
14.4833623,8.266097256386741E-6
14.500029,8.422188220888665E-6
14.5166957,8.580951171707215E-6
14.5333624,8.742330181460705E-6
14.5500291,8.906325250149134E-6
14.5666958,9.072936377772506E-6
14.5833625,9.242260069313255E-6
14.6000292,9.414888872453142E-6
14.6166959,9.590356503933836E-6
14.6333626,9.76866296375534E-6
14.6500293,9.949808251917659E-6
14.666696,1.013379236842079E-5
14.6833627,1.0320895753888343E-5
14.7000294,1.0511444715835117E-5
14.7166961,1.070506801734402E-5
14.7333628,1.090176565841506E-5
14.7500295,1.1101537639048227E-5
14.7666962,1.1304383959243527E-5
14.7833629,1.1510802364494358E-5
14.8000296,1.1720791669169722E-5
14.8166963,1.1934103404335053E-5
14.833363,1.2150737569990337E-5
14.8500297,1.23706941661356E-5
14.8666964,1.2593973192770819E-5
14.8833631,1.2821324141295076E-5
14.9000298,1.3052353758570168E-5
14.9166965,1.328696606520409E-5
14.933363199999999,1.3525161061196828E-5
14.950029899999999,1.3766938746548423E-5
14.966696599999999,1.4012386591653593E-5
14.983363299999999,1.4262277770061404E-5
15.000029999999999,1.4516023356284014E-5
15.016696699999999,1.4773623350321424E-5
15.033363399999999,1.5035077752173624E-5
15.050030099999999,1.530038656184061E-5
15.066696799999999,1.5569852008828313E-5
15.083363499999999,1.5843922655238043E-5
15.100030199999999,1.6122130014986457E-5
15.116696899999999,1.640447408807356E-5
15.1333636,1.6690954874499367E-5
15.1500303,1.6981572374263863E-5
15.166697,1.7276874536262837E-5
15.1833637,1.7576924536531265E-5
15.2000304,1.7881403147538506E-5
15.2166971,1.8190310369284544E-5
15.2333638,1.8503646201769383E-5
15.2500305,1.882141064499303E-5
15.2666972,1.914442693062199E-5
15.2833639,1.947231314055933E-5
15.3000306,1.980492821586919E-5
15.3166973,2.0142272156551565E-5
15.333364,2.0484344962606456E-5
15.3500307,2.0831211728852418E-5
15.3666974,2.1183802334037727E-5
15.3833641,2.154142886377055E-5
15.4000308,2.1904091318050912E-5
15.4166975,2.2271789696878792E-5
15.4333642,2.2644524000254197E-5
15.4500309,2.302259128600485E-5
15.4666976,2.3406550115753067E-5
15.4833643,2.379585698853253E-5
15.500031,2.4190511904343235E-5
15.5166977,2.459051486318518E-5
15.5333644,2.4995865865058384E-5
15.5500311,2.5407116261502903E-5
15.5666978,2.5824403115316073E-5
15.5833645,2.624735316740553E-5
15.6000312,2.6675966417771293E-5
15.6166979,2.711024286641336E-5
15.6333646,2.755018251333172E-5
15.6500313,2.7996608829252195E-5
15.666698,2.844919443680544E-5
15.6833647,2.8907759337998434E-5
15.7000314,2.9372303532831156E-5
15.7166981,2.984282702130361E-5
15.7333648,3.0319362303263137E-5
15.7500315,3.080291741827622E-5
15.7666982,3.129276601049817E-5
15.7833649,3.178890807992898E-5
15.800031599999999,3.229134362656857E-5
15.816698299999999,3.2800072650417086E-5
15.833364999999999,3.331535320897907E-5
15.850031699999999,3.383780006636353E-5
15.866698399999999,3.4366849715966815E-5
15.883365099999999,3.4902502157788874E-5
15.900031799999999,3.544475739182977E-5
15.916698499999999,3.599361541808944E-5
15.933365199999999,3.654956571062163E-5
15.950031899999999,3.711280448244534E-5
15.966698599999999,3.7682947615304635E-5
15.983365299999999,3.825999510919954E-5
16.000032,3.884394696413009E-5
16.0166987,3.943480318009613E-5
16.0333654,4.003327750398955E-5
16.0500321,4.063913813078197E-5
16.0666988,4.1252192101542665E-5
16.0833655,4.1872439416271356E-5
16.1000322,4.249988007496833E-5
16.1166989,4.313451407763332E-5
16.1333656,4.377726411215309E-5
16.1500323,4.4427481936138024E-5
16.166699,4.5085166526738084E-5
16.1833657,4.575031788395295E-5
16.2000324,4.64229360077829E-5
16.2166991,4.710320253871361E-5
16.233365799999998,4.779166950378081E-5
16.2500325,4.848785614756349E-5
16.266699199999998,4.919176247006135E-5
16.2833659,4.99033884712747E-5
16.300032599999998,5.0622734151203206E-5
16.3166993,5.135014140529049E-5
16.333365999999998,5.2085807333338975E-5
16.3500327,5.2829421160441305E-5
16.366699399999998,5.358098288659717E-5
16.3833661,5.4340492511806876E-5
16.400032799999998,5.5107950036070097E-5
16.4166995,5.588381879369807E-5
16.4333662,5.666798546219453E-5
16.4500329,5.746029837900798E-5
16.4666996,5.826075754413819E-5
16.4833663,5.906936295758546E-5
16.500033,5.9886114619349475E-5
16.5166997,6.071154094004496E-5
16.5333664,6.154529492685183E-5
16.5500331,6.238735866697447E-5
16.5666998,6.323773216041248E-5
16.5833665,6.409641540716624E-5
16.6000332,6.496348265244189E-5
16.6166999,6.583922610723872E-5
16.6333666,6.672340234498179E-5
16.6500333,6.761601136567149E-5
16.6667,6.85170531693074E-5
16.6833667,6.942652775588989E-5
16.7000334,7.034454192669486E-5
16.7167001,7.127117912779389E-5
16.7333668,7.220632681578783E-5
16.7500335,7.314998499067716E-5
16.7667002,7.410215365246143E-5
16.7833669,7.506283280114107E-5
16.8000336,7.603208275874904E-5
16.8167003,7.700989412817315E-5
16.833367,7.799624336111163E-5
16.8500337,7.8991130457565E-5
16.8667004,7.999455541753273E-5
16.8833671,8.100651824101532E-5
16.9000338,8.20269309698988E-5
16.9167005,8.305584700892195E-5
16.9333672,8.409327244904505E-5
16.9500339,8.513920729026854E-5
16.9667006,8.619365153259194E-5
16.9833673,8.725656191072599E-5
17.000034,8.832771201494352E-5
17.0167007,8.940728324560139E-5
17.0333674,9.049527560269925E-5
17.0500341,9.159168908623745E-5
17.0667008,9.269652369621566E-5
17.083367499999998,9.380958716151297E-5
17.1000342,9.49306827250959E-5
17.116700899999998,9.606004586886247E-5
17.1333676,9.719767659281306E-5
17.150034299999998,9.834357489694734E-5
17.166701,9.949774078126563E-5
17.183367699999998,1.0065971129643365E-4
17.2000344,1.0182951278552925E-4
17.216701099999998,1.0300735845015988E-4
17.2333678,1.0419324829032605E-4
17.250034499999998,1.0538718230602727E-4
17.2667012,1.0658916049726399E-4
17.2833679,1.0779831681060162E-4
17.3000346,1.0901513066821864E-4
17.3167013,1.1023969514869262E-4
17.333368,1.1147201025202402E-4
17.3500347,1.1271207597821242E-4
17.3667014,1.1395975145855868E-4
17.3833681,1.1521401155637773E-4
17.4000348,1.1647564974394369E-4
17.4167015,1.17744666021256E-4
17.4333682,1.190210603883153E-4
17.4500349,1.203048328451209E-4
17.4667016,1.215954763192941E-4
17.4833683,1.2289232467083412E-4
17.500035,1.2419610289573563E-4
17.5167017,1.2550681099399795E-4
17.5333684,1.2682444896562175E-4
17.5500351,1.2814901681060638E-4
17.5667018,1.2947949770278328E-4
17.5833685,1.3081583684334237E-4
17.6000352,1.3215858238014766E-4
17.6167019,1.3350773431319857E-4
17.6333686,1.3486329264249556E-4
17.6500353,1.3622525736803822E-4
17.666702,1.3759194179314461E-4
17.6833687,1.3896418145967744E-4
17.7000354,1.4034222760363088E-4
17.7167021,1.4172608022500438E-4
17.7333688,1.431157393237985E-4
17.7500355,1.445110229996643E-4
17.7667022,1.459099349166191E-4
17.7833689,1.4731397336693275E-4
17.8000356,1.487231383506058E-4
17.8167023,1.501374298676377E-4
17.833369,1.5155684791802904E-4
17.8500357,1.5298063138358166E-4
17.8667024,1.5440751028052553E-4
17.8833691,1.5583876346082382E-4
17.9000358,1.5727439092447728E-4
17.9167025,1.5871439267148524E-4
17.933369199999998,1.6015876870184795E-4
17.9500359,1.6160602620945495E-4
17.966702599999998,1.6305589811841558E-4
17.9833693,1.645093213817852E-4
18.000035999999998,1.659662959995631E-4
18.0167027,1.6742682197175003E-4
18.033369399999998,1.688908992983454E-4
18.0500361,1.7035615993333587E-4
18.066702799999998,1.7182362671857998E-4
18.0833695,1.7329375934363518E-4
18.100036199999998,1.74766557808501E-4
18.1167029,1.7624202211317778E-4
18.133369599999998,1.7772000300556582E-4
18.1500363,1.791975607180962E-4
18.166703,1.8067684128807068E-4
18.1833697,1.8215784471548998E-4
18.2000364,1.8364057100035333E-4
18.2167031,1.851250201426616E-4
18.2333698,1.8661030515368108E-4
18.2500365,1.8809455251823074E-4
18.2667032,1.8957953017782481E-4
18.2833699,1.910652381324641E-4
18.3000366,1.925516763821478E-4
18.3167033,1.9403884492687662E-4
18.33337,1.9552500774284981E-4
18.3500367,1.970096074085321E-4
18.3667034,1.9849390828165914E-4
18.3833701,1.9997791036223148E-4
18.4000368,2.0146161365024846E-4
18.4167035,2.0294501814571085E-4
18.4333702,2.0442546010241794E-4
18.4500369,2.0590390516378636E-4
18.4667036,2.0738100198396624E-4
18.4833703,2.088567505629582E-4
18.500037,2.103311509007618E-4
18.5167037,2.1180414901860717E-4
18.5333704,2.1327221456907865E-4
18.5500371,2.1473786086708685E-4
18.5667038,2.1620108791263126E-4
18.5833705,2.1766189570571228E-4
18.6000372,2.1912028424632952E-4
18.6167039,2.2057542320380594E-4
18.6333706,2.2202508497943618E-4
18.6500373,2.2347125866042805E-4
18.666704,2.2491394424678109E-4
18.6833707,2.26353141738496E-4
18.7000374,2.277888511355719E-4
18.7167041,2.2921941536661503E-4
18.7333708,2.3064403198485306E-4
18.7500375,2.3206409914175636E-4
18.7667042,2.3347961683732452E-4
18.783370899999998,2.348905850715576E-4
18.8000376,2.3629700384445604E-4
18.816704299999998,2.376964034298799E-4
18.833371,2.3908949068741496E-4
18.850037699999998,2.40477000986757E-4
18.8667044,2.418589343279063E-4
18.883371099999998,2.4323529071086238E-4
18.9000378,2.4460607013562595E-4
18.916704499999998,2.4596799289979606E-4
18.9333712,2.4732329035363364E-4
18.950037899999998,2.4867201819310476E-4
18.9667046,2.500141764182101E-4
18.983371299999998,2.513497650289491E-4
19.000038,2.526781683130776E-4
19.0167047,2.5399726578353846E-4
19.0333714,2.553088627661907E-4
19.0500381,2.5661295926103343E-4
19.0667048,2.579095552680674E-4
19.0833715,2.5919865078729177E-4
19.1000382,2.6047901528882493E-4
19.1167049,2.6174982008013236E-4
19.1333716,2.630122680283349E-4
19.1500383,2.642663591334319E-4
19.166705,2.655120933954242E-4
19.1833717,2.6674947081431087E-4
19.2000384,2.6797671638302133E-4
19.2167051,2.6919418854333865E-4
19.2333718,2.704025220577486E-4
19.2500385,2.7160171692625025E-4
19.2667052,2.7279177314884446E-4
19.2833719,2.7397269072553047E-4
19.3000386,2.751423020395043E-4
19.3167053,2.7630197860518024E-4
19.333372,2.774518309666592E-4
19.3500387,2.785918591239407E-4
19.3667054,2.797220630770251E-4
19.3833721,2.8084213320197837E-4
19.4000388,2.8195067291061806E-4
19.4167055,2.830488227765501E-4
19.4333722,2.841365827997753E-4
19.4500389,2.8521395298029297E-4
19.4667056,2.862809333181037E-4
19.4833723,2.873369297813117E-4
19.500039,2.8838141044465834E-4
19.5167057,2.8941504918075155E-4
19.5333724,2.9043784598959164E-4
19.5500391,2.914498008711782E-4
19.5667058,2.924509138255118E-4
19.5833725,2.934404675061798E-4
19.6000392,2.944185396531013E-4
19.6167059,2.953854344353688E-4
19.633372599999998,2.963411518529826E-4
19.6500393,2.9728569190594253E-4
19.666705999999998,2.9821905459424857E-4
19.6833727,2.991405920603529E-4
19.700039399999998,3.0005068088240184E-4
19.7167061,3.009493778924965E-4
19.733372799999998,3.0183668309063667E-4
19.7500395,3.027125964768226E-4
19.766706199999998,3.035770833092859E-4
19.7833729,3.0442993121037514E-4
19.800039599999998,3.052713073802367E-4
19.8167063,3.061012118188707E-4
19.833372999999998,3.0691964452627703E-4
19.8500397,3.0772660550245577E-4
19.866706399999998,3.085221431772605E-4
19.8833731,3.093063137128242E-4
19.9000398,3.100790531326474E-4
19.9167065,3.108403614367305E-4
19.9333732,3.1159023862507303E-4
19.9500399,3.123286846976753E-4
19.9667066,3.1305603245535083E-4
19.9833733,3.137722806102373E-4
20.00004,3.1447726338294893E-4
20.0167067,3.151709807734859E-4
20.0333734,3.15853432781848E-4
20.0500401,3.165246194080355E-4
20.0667068,3.171853924401564E-4
20.0833735,3.178353042847158E-4
20.1000402,3.184742463368805E-4
20.1167069,3.1910221859665096E-4
20.1333736,3.1971922106402667E-4
20.1500403,3.2032537735745187E-4
20.166707,3.209217742030806E-4
20.1833737,3.215075835000119E-4
20.2000404,3.220828052482457E-4
20.2167071,3.226474394477823E-4
20.2333738,3.232014860986214E-4
20.2500405,3.237454598261862E-4
20.2667072,3.2428012197805415E-4
20.2833739,3.24804676560628E-4
20.3000406,3.253191235739074E-4
20.3167073,3.258234630178926E-4
20.333374,3.2631769489258327E-4
20.3500407,3.268028620583694E-4
20.3667074,3.272790830018508E-4
20.3833741,3.27745751406981E-4
20.4000408,3.282028672737602E-4
20.4167075,3.2865043060218796E-4
20.4333742,3.290884413922648E-4
20.4500409,3.2951851907222064E-4
20.4667076,3.299399109681282E-4
20.483374299999998,3.303523405771642E-4
20.500041,3.3075580789932845E-4
20.516707699999998,3.311503129346211E-4
20.5333744,3.3153599425464204E-4
20.550041099999998,3.3191481615440046E-4
20.5667078,3.322853249282802E-4
20.583374499999998,3.3264752057628123E-4
20.6000412,3.330014030984034E-4
20.616707899999998,3.333469724946469E-4
20.6333746,3.3368490634936665E-4
20.650041299999998,3.340164747070326E-4
20.666708,3.343404406904401E-4
20.683374699999998,3.346568042995892E-4
20.7000414,3.349655655344798E-4
20.716708099999998,3.352667243951121E-4
20.7333748,3.35562388346104E-4
20.7500415,3.3585307726827104E-4
20.7667082,3.3613736727857943E-4
20.7833749,3.36415258377029E-4
20.8000416,3.366867505636201E-4
20.8167083,3.369518438383524E-4
20.833375,3.3721053820122594E-4
20.8500417,3.374628336522407E-4
20.8667084,3.3770873019139697E-4
20.8833751,3.379482278186946E-4
20.9000418,3.381813265341333E-4
20.9167085,3.384082154053998E-4
20.9333752,3.3863420783681545E-4
20.9500419,3.388547054285802E-4
20.9667086,3.390697081806943E-4
20.9833753,3.392792160931573E-4
21.000042,3.394832291659698E-4
21.0167087,3.396817473991312E-4
21.0333754,3.398747707926419E-4
21.0500421,3.4006229934650177E-4
21.0667088,3.402443330607107E-4
21.0833755,3.40420871935269E-4
21.1000422,3.405919159701762E-4
21.1167089,3.4076175259624354E-4
21.1333756,3.409311329532533E-4
21.1500423,3.410963946065009E-4
21.166709,3.4125753755598657E-4
21.1833757,3.4141456180170965E-4
21.2000424,3.41567467343671E-4
21.2167091,3.4171625418186977E-4
21.2333758,3.418609223163066E-4
21.2500425,3.420014717469812E-4
21.2667092,3.4213790247389364E-4
21.2833759,3.422702144970439E-4
21.3000426,3.4239840781643215E-4
21.3167093,3.42532810273764E-4
21.333376,3.426647530988324E-4
21.3500427,3.427942286631631E-4
21.366709399999998,3.4292123696675605E-4
21.3833761,3.4304577800961094E-4
21.400042799999998,3.4316785179172793E-4
21.4167095,3.432874583131071E-4
21.433376199999998,3.434045975737484E-4
21.4500429,3.4351926957365184E-4
21.466709599999998,3.4363147431281743E-4
21.4833763,3.4374121179124497E-4
21.500042999999998,3.438546548150767E-4
21.5167097,3.439738837357689E-4
21.533376399999998,3.440927857629932E-4
21.5500431,3.4421136089674996E-4
21.566709799999998,3.443296091370388E-4
21.5833765,3.444475304838602E-4
21.600043199999998,3.4456512493721353E-4
21.6167099,3.4468239249709924E-4
21.6333766,3.447993331635172E-4
21.6500433,3.449159469364675E-4
21.66671,3.450322338159498E-4
21.6833767,3.451481938019646E-4
21.7000434,3.4528323215130035E-4
21.7167101,3.4542187671871217E-4
21.7333768,3.455634262056121E-4
21.7500435,3.457078806119999E-4
21.7667102,3.458552399378755E-4
21.7833769,3.460055041832391E-4
21.8000436,3.461586733480904E-4
21.8167103,3.463147474324297E-4
21.833377,3.464737264362569E-4
21.8500437,3.46635610359572E-4
21.8667104,3.4680039920237485E-4
21.8833771,3.469815165089604E-4
21.9000438,3.4718602028752256E-4
21.9167105,3.473984872224352E-4
21.9333772,3.476189173136979E-4
21.9500439,3.4784731056131086E-4
21.9667106,3.48083666965274E-4
21.9833773,3.483279865255871E-4
22.000044,3.4858026924225054E-4
22.0167107,3.4884051511526403E-4
22.0333774,3.491087241446278E-4
22.0500441,3.4938489633034176E-4
22.0667108,3.4966903167240584E-4
22.0833775,3.5000647335366663E-4
22.1000442,3.503631265451275E-4
22.1167109,3.5073561984332E-4
22.1333776,3.511239532482438E-4
22.1500443,3.5152812675989933E-4
22.166711,3.5194814037828635E-4
22.1833777,3.523839941034052E-4
22.2000444,3.5283568793525506E-4
22.216711099999998,3.533032218738368E-4
22.2333778,3.5378659591914994E-4
22.250044499999998,3.542858100711947E-4
22.2667112,3.5482853557926893E-4
22.283377899999998,3.554354947392891E-4
22.3000446,3.5606970495629883E-4
22.316711299999998,3.56731166230298E-4
22.333378,3.5741987856128664E-4
22.350044699999998,3.581358419492649E-4
22.3667114,3.588790563942326E-4
22.383378099999998,3.596495218961898E-4
22.4000448,3.6044723845513667E-4
22.416711499999998,3.6127220607107274E-4
22.4333782,3.621244247439984E-4
22.450044899999998,3.630038944739135E-4
22.4667116,3.639967926872084E-4
22.4833783,3.650425560491301E-4
22.500045,3.66131211229411E-4
22.5167117,3.6726275822805064E-4
22.5333784,3.6843719704504965E-4
22.5500451,3.6965452768040693E-4
22.5667118,3.709147501341238E-4
22.5833785,3.722178644061994E-4
22.6000452,3.735638704966341E-4
22.6167119,3.749527684054275E-4
22.6333786,3.7638455813258047E-4
22.6500453,3.7790293516398824E-4
22.666712,3.795523187207596E-4
22.6833787,3.8126447812700763E-4
22.7000454,3.830394133827328E-4
22.7167121,3.848771244879346E-4
22.7333788,3.867776114426133E-4
22.7500455,3.8874087424676883E-4
22.7667122,3.9076691290040167E-4
22.7833789,3.928557274035108E-4
22.8000456,3.9500731775609727E-4
22.8167123,3.9722168395816E-4
22.833379,3.994988260097004E-4
22.8500457,4.019597525478406E-4
22.8667124,4.0452588469268124E-4
22.8833791,4.0717777835744826E-4
22.9000458,4.099154335421435E-4
22.9167125,4.1273885024676536E-4
22.9333792,4.156480284713152E-4
22.9500459,4.1864296821579144E-4
22.9667126,4.2172366948019566E-4
22.9833793,4.2489013226452646E-4
23.000046,4.2814235656878536E-4
23.0167127,4.3148034239297084E-4
23.0333794,4.3495075219733656E-4
23.0500461,4.38616288244628E-4
23.066712799999998,4.423912551742836E-4
23.0833795,4.462756529863041E-4
23.100046199999998,4.502694816806886E-4
23.1167129,4.5437274125743773E-4
23.133379599999998,4.5858543171655054E-4
23.1500463,4.6290755305802855E-4
23.166712999999998,4.673391052818697E-4
23.1833797,4.718800883880764E-4
23.200046399999998,4.765305023766462E-4
23.2167131,4.8129034724758127E-4
23.233379799999998,4.862630682366769E-4
23.2500465,4.913875166621862E-4
23.266713199999998,4.966420000392563E-4
23.2833799,5.020265183678896E-4
23.300046599999998,5.075410716480839E-4
23.3167133,5.131856598798411E-4
23.33338,5.189602830631592E-4
23.3500467,5.248649411980407E-4
23.3667134,5.308996342844828E-4
23.3833801,5.370643623224886E-4
23.4000468,5.43359125312055E-4
23.4167135,5.498062218294061E-4
23.4333802,5.564447354631462E-4
23.4500469,5.632260500926812E-4
23.4667136,5.701501657180083E-4
23.4833803,5.772170823391304E-4
23.500047,5.844267999560441E-4
23.5167137,5.917793185687534E-4
23.5333804,5.992746381772541E-4
23.5500471,6.069127587815499E-4
23.5667138,6.146936803816375E-4
23.5833805,6.226174029775204E-4
23.6000472,6.306839265691947E-4
23.6167139,6.388940783830288E-4
23.6333806,6.472474221805837E-4
23.6500473,6.5574374010312E-4
23.666714,6.643830321506339E-4
23.6833807,6.731652983231295E-4
23.7000474,6.820905386206025E-4
23.7167141,6.911587530430571E-4
23.7333808,7.003699415904896E-4
23.7500475,7.097241042629029E-4
23.7667142,7.192212410602944E-4
23.7833809,7.288613519826672E-4
23.8000476,7.386194777460679E-4
23.8167143,7.484387445245601E-4
23.833381,7.583846010664988E-4
23.8500477,7.684570473718892E-4
23.8667144,7.786560834407261E-4
23.8833811,7.889817092730144E-4
23.9000478,7.994339248687489E-4
23.916714499999998,8.100127302279324E-4
23.9333812,8.207181253505672E-4
23.950047899999998,8.315501102366485E-4
23.9667146,8.425086848861815E-4
23.983381299999998,8.535938492991607E-4
24.000048,8.646450102061265E-4
24.016714699999998,8.757355949793287E-4
24.0333814,8.869173725505158E-4
24.050048099999998,8.981903429196828E-4
24.0667148,9.095545060868345E-4
24.083381499999998,9.210098620519664E-4
24.1000482,9.325564108150827E-4
24.116714899999998,9.44194152376179E-4
24.1333816,9.5592308673526E-4
24.150048299999998,9.677432138923209E-4
24.166715,9.79654533847367E-4
24.183381699999998,9.915870669388119E-4
24.2000484,0.0010033322696471325
24.2167151,0.0010151148917042665
24.2333818,0.00102693493311022
24.2500485,0.0010387923938649857
24.2667152,0.0010506872739685714
24.2833819,0.0010626195734209697
24.3000486,0.001074589292222187
24.3167153,0.0010865964303722177
24.333382,0.0010986409878710672
24.3500487,0.0011107229647187296
24.3667154,0.0011228423609152115
24.3833821,0.001134708779066364
24.4000488,0.0011464324956545302
24.4167155,0.0011581260521396032
24.4333822,0.0011697894485215876
24.4500489,0.0011814226848004797
24.4667156,0.001193025760976282
24.4833823,0.0012045986770489918
24.500049,0.0012161414330186127
24.5167157,0.001227654028885141
24.5333824,0.0012391364646485803
24.5500491,0.0012505887403089265
24.5667158,0.001261930694938597
24.5833825,0.0012728447006058758
24.6000492,0.0012836543758137403
24.6167159,0.0012943597205621858
24.6333826,0.0013049607348512178
24.6500493,0.0013154574186808304
24.666716,0.0013258497720510288
24.6833827,0.0013361377949618087
24.7000494,0.001346321487413174
24.7167161,0.001356400849405121
24.7333828,0.0013663758809376537
24.7500495,0.001376246582010767
24.766716199999998,0.0013857258240757289
24.7833829,0.001394897930477536
24.800049599999998,0.0014038949624209916
24.8167163,0.001412716919906099
24.833382999999998,0.001421363802932855
24.8500497,0.0014298356115012628
24.866716399999998,0.0014381323456113192
24.8833831,0.0014462540052630282
24.900049799999998,0.001454200590456385
24.9167165,0.0014619721011913938
24.933383199999998,0.0014695685374680517
24.9500499,0.0014769402766689065
24.966716599999998,0.0014838175330413434
24.9833833,0.0014904621163762037
25.000049999999998,0.0014968740266734849
25.0167167,0.0015030532639331885
25.033383399999998,0.0015089998281553124
25.0500501,0.001514713719339859
25.0667168,0.0015201949374868266
25.0833835,0.001525443482596217
25.1000502,0.0015304593546680272
25.1167169,0.0015352425537022607
25.1333836,0.0015397930796989142
25.1500503,0.0015439722016997149
25.166717,0.0015478073212545275
25.1833837,0.001551373466351979
25.2000504,0.00155467063699207
25.2167171,0.0015576988331748004
25.2333838,0.001560458054900169
25.2500505,0.001562948302168178
25.2667172,0.0015651695749788253
25.2833839,0.0015671218733321116
25.3000506,0.0015688051972280372
25.3167173,0.0015702195466666027
25.333384,0.0015713581057533999
25.3500507,0.001572167052245049
25.3667174,0.0015726964348592378
25.3833841,0.0015729462535959689
25.4000508,0.0015729165084552386
25.4167175,0.0015726071994370504
25.4333842,0.0015720183265414012
25.4500509,0.0015711498897682929
25.4667176,0.0015700018891177253
25.4833843,0.001568574324589698
25.500051,0.0015668671961842115
25.5167177,0.0015648805039012645
25.5333844,0.001562678121493827
25.5500511,0.0015602543409327658
25.5667178,0.0015575688087169463
25.5833845,0.001554621524846368
25.6000512,0.001551412489321032
25.616717899999998,0.0015479417021409387
25.6333846,0.0015442091633060858
25.650051299999998,0.0015402148728164752
25.666718,0.0015359588306721064
25.683384699999998,0.0015314410368729792
25.7000514,0.001526661491419094
25.716718099999998,0.0015216388820001277
25.7333848,0.0015166128999502487
25.750051499999998,0.0015113689162997992
25.7667182,0.0015059069310487743
25.783384899999998,0.0015002269441971785
25.8000516,0.0014943289557450082
25.816718299999998,0.001488212965692266
25.833385,0.0014818789740389496
25.850051699999998,0.0014753269807850618
25.8667184,0.0014685569859306006
25.883385099999998,0.0014615689894755667
25.9000518,0.0014543629914199583
25.916718499999998,0.0014471354219151953
25.9333852,0.0014398927971942443
25.9500519,0.0014324907782143402
25.9667186,0.0014249293649754814
25.9833853,0.001417208557477671
26.000052,0.001409328355720905
26.0167187,0.0014012887597051873
26.0333854,0.001393089769430514
26.0500521,0.001384731384896889
26.0667188,0.0013762136061043094
26.0833855,0.0013675364330527778
26.1000522,0.0013587134248958966
26.1167189,0.0013501201202115996
26.1333856,0.0013414313762201702
26.1500523,0.0013326471929216114
26.166719,0.001323767570315919
