% Model,COMSOL_3D_CNN_Design_3_1_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Dec 6 2025, 16:19"
% Table,Table 4 - Concentration_Outlet_Pipe_1
% Time (s),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3)
23.450000000000003,1.3673793792989928E-4,1.0934280000234655E-4,1.6204945825002153E-4,1.602047713235514E-4,4.8477003128000374E-4,9.934329229886575E-4,0.0011407491280740764
23.5,1.3674310898414486E-4,1.109704121226887E-4,1.5924719131654624E-4,1.583139044696806E-4,4.722540550877021E-4,9.782225917980365E-4,0.001142383693633809
23.55,1.3696714568787907E-4,1.1265846873817695E-4,1.5679385322343796E-4,1.5677194106804263E-4,4.601523226400394E-4,9.622150443247599E-4,0.0011421316474394593
23.6,1.3739955010043769E-4,1.1430327168060216E-4,1.546918132537607E-4,1.5557888122149876E-4,4.484731428001871E-4,9.45350844706897E-4,0.0011399999284775258
23.650000000000002,1.3796363158031087E-4,1.1596080003298354E-4,1.5293401225731273E-4,1.5462604265418397E-4,4.371901385172322E-4,9.274732287246899E-4,0.0011360457420977032
23.700000000000003,1.3869870500606907E-4,1.1759011214516813E-4,1.5150972224962515E-4,1.5396115699025382E-4,4.2630343048264427E-4,9.085821963781434E-4,0.001130248458201717
23.75,1.395348910185612E-4,1.1913647976880988E-4,1.504239538832371E-4,1.5358918010794075E-4,4.157834062429571E-4,8.895814800571259E-4,0.0011226919582205568
23.8,1.4045806630737673E-4,1.2063686969117532E-4,1.4966236904398087E-4,1.5342452814453254E-4,4.0561363614181737E-4,8.699676893204414E-4,0.0011135654446327965
23.85,1.414790733850124E-4,1.2205216213796118E-4,1.4919956353402414E-4,1.5347745172556592E-4,3.957492637760541E-4,8.497288243288707E-4,0.0011027619891146956
23.900000000000002,1.4249879905409667E-4,1.2337085004277294E-4,1.4905090486726306E-4,1.5376695894253923E-4,3.8619030943931024E-4,8.290324791560196E-4,0.0010905764446297128
23.950000000000003,1.4356391713821076E-4,1.2460821118512178E-4,1.491744014596394E-4,1.542358298102639E-4,3.7692243074623075E-4,8.084807123631279E-4,0.001077017529428884
24,1.4463337755957025E-4,1.2574140929062837E-4,1.4956598497019313E-4,1.5486230112333145E-4,3.678995510421269E-4,7.87663130317604E-4,0.0010620672018992834
24.05,1.4568037504452533E-4,1.2677587094809194E-4,1.5023433465013357E-4,1.5567461769955612E-4,3.591096136472311E-4,7.665797331787381E-4,0.0010460946485184564
24.1,1.4672621545091163E-4,1.2771454834899703E-4,1.511092631915618E-4,1.5664817860849568E-4,3.505148964996862E-4,7.455515381440192E-4,0.0010289211024640786
24.150000000000002,1.4771242627947253E-4,1.2856060784196985E-4,1.522235650136106E-4,1.5775149084500993E-4,3.421200829380955E-4,7.248305447124664E-4,0.0010107975777334998
24.200000000000003,1.4866469530211093E-4,1.2931250004613094E-4,1.5355266154092552E-4,1.590085234551373E-4,3.3388796850901154E-4,7.041563783939297E-4,9.918965675560745E-4
24.25,1.495868711509279E-4,1.2997678982821313E-4,1.550531647627781E-4,1.6041720166123358E-4,3.258227888009441E-4,6.835290391884117E-4,9.720810585729962E-4
24.3,1.504841674840611E-4,1.3057359204224863E-4,1.56751343082478E-4,1.6197048080721083E-4,3.1787751180128684E-4,6.633787477553191E-4,9.517993226962037E-4
24.35,1.513533319080335E-4,1.3109151887081687E-4,1.5860805235907158E-4,1.636726952580699E-4,3.100647619739744E-4,6.436560808253422E-4,9.308801173654357E-4
24.400000000000002,1.5219436442284487E-4,1.31565426520135E-4,1.6061957460615454E-4,1.6552670544768078E-4,3.0237530474775987E-4,6.24240986403193E-4,9.094476139294221E-4
24.450000000000003,1.5300726502849563E-4,1.320287598978569E-4,1.6279640893757046E-4,1.675740459391806E-4,2.9480308428366853E-4,6.051334644888723E-4,8.877839750041941E-4
24.5,1.538200833385951E-4,1.3245645772717879E-4,1.6513276483472273E-4,1.6979212986204236E-4,2.8733643790524404E-4,5.866850500186868E-4,8.657274585028293E-4
24.55,1.546867459950449E-4,1.3284852000810081E-4,1.6763134889824648E-4,1.721809570934034E-4,2.799809532581459E-4,5.686984734924447E-4,8.435962130636568E-4
24.6,1.5555783937681224E-4,1.3320494674062312E-4,1.7029216114665836E-4,1.7483745616258547E-4,2.7273676750267636E-4,5.511699533965229E-4,8.21388997898172E-4
24.650000000000002,1.564333636882569E-4,1.3352573792474549E-4,1.7311520157995826E-4,1.7772441453479796E-4,2.6564562040412923E-4,5.341426648139662E-4,7.990838358120856E-4
24.700000000000003,1.5731331892937888E-4,1.3389148739032775E-4,1.7610047019814634E-4,1.8083442905616334E-4,2.587101229261969E-4,5.177686487091394E-4,7.769886317918116E-4
24.75,1.5823053003985804E-4,1.3425507499279245E-4,1.7932123063473706E-4,1.8425717372433004E-4,2.5192435904175146E-4,5.019439588969851E-4,7.54952990719653E-4
24.8,1.593284905481155E-4,1.3461016489223218E-4,1.8276154835098995E-4,1.8798934193418697E-4,2.452958659986499E-4,4.8666859543468517E-4,7.331343330368466E-4
24.85,1.604951472794359E-4,1.349567570886473E-4,1.863976925141906E-4,1.9200695095747183E-4,2.3889143565866477E-4,4.719570948923095E-4,7.116313711388819E-4
24.900000000000002,1.6173050009709472E-4,1.352948515820372E-4,1.9022966312433882E-4,1.9638719552761026E-4,2.3266992101822733E-4,4.57820625277393E-4,6.903626187279153E-4
24.950000000000003,1.6303454900109187E-4,1.3571537310305776E-4,1.9425746018143466E-4,2.011701361056478E-4,2.266313219102099E-4,4.442475390210147E-4,6.69563306855634E-4
25,1.6442044048902994E-4,1.3617047270609567E-4,1.986691148984008E-4,2.063119125739102E-4,2.2082787140441276E-4,4.312378361231764E-4,6.491386850552978E-4
25.05,1.6609614479669296E-4,1.3665138524597534E-4,2.033613159397197E-4,2.118536761509191E-4,2.1532131581043166E-4,4.1873279588651457E-4,6.291355605473027E-4
25.1,1.6791539315858474E-4,1.3715811072269638E-4,2.0832073176883678E-4,2.1785959768451295E-4,2.1005765995805602E-4,4.067395953380821E-4,6.096522931034827E-4
25.150000000000002,1.6987818479194012E-4,1.3769064913625876E-4,2.1354736238575288E-4,2.2428349205594168E-4,2.0503690384728645E-4,3.952743630694865E-4,5.906316573150146E-4
25.200000000000003,1.7198451969675915E-4,1.3831687732872888E-4,2.1906442422498694E-4,2.311446581294371E-4,2.0034189506106036E-4,3.8433709908072784E-4,5.721524136712027E-4
25.25,1.7423439787304115E-4,1.3900306486499015E-4,2.2506049068524785E-4,2.3852478257056488E-4,1.9596548304523357E-4,3.7378312266062E-4,5.5421170931719E-4
25.3,1.7683580258161507E-4,1.3974131544697272E-4,2.3140156123159107E-4,2.4637507897053753E-4,1.9188353549235782E-4,3.636942209459529E-4,5.368007365744167E-4
25.35,1.7966390349568538E-4,1.4053162907467638E-4,2.3808763535031777E-4,2.5469653235682627E-4,1.8809755965030808E-4,3.540715877188209E-4,5.19961219287695E-4
25.400000000000002,1.8270823341943603E-4,1.413740057481011E-4,2.451187130414276E-4,2.6351580695805515E-4,1.8466807901176328E-4,3.448758762698052E-4,5.03672595047953E-4
25.450000000000003,1.859687923528671E-4,1.423343909901755E-4,2.525416613346427E-4,2.728186854614293E-4,1.8155977770334896E-4,3.359712436548012E-4,4.8791874908983037E-4
25.5,1.8944558029597845E-4,1.4338203127984146E-4,2.604460212114064E-4,2.8260516776666006E-4,1.787726554726899E-4,3.2745084014458516E-4,4.726905008667415E-4
25.55,1.932875970745189E-4,1.445078841633889E-4,2.687522752097609E-4,2.9287528334243665E-4,1.7630715984114578E-4,3.193146656710659E-4,4.5799575735797136E-4
25.6,1.9743453751352655E-4,1.457119496408178E-4,2.774604237106896E-4,3.0362902263204877E-4,1.7416417909189245E-4,3.114939245614566E-4,4.438345185635196E-4
25.650000000000002,2.018589538572271E-4,1.4699422771212838E-4,2.8657046671419305E-4,3.1486638241002196E-4,1.723430423088638E-4,3.039368999108737E-4,4.302067844833871E-4
25.700000000000003,2.0656084610562087E-4,1.4843427990216516E-4,2.9609000855675686E-4,3.265098173118299E-4,1.7084374949205967E-4,2.966980468874264E-4,4.1706068752569287E-4
25.75,2.1154021425870718E-4,1.4999754498025477E-4,3.060225699190873E-4,3.385551246900211E-4,1.6961704528689468E-4,2.8977736549111536E-4,4.043331535842571E-4
25.8,2.1688379150728952E-4,1.516713870192774E-4,3.163624991138973E-4,3.510268927500242E-4,1.6865502173002314E-4,2.8306565072587866E-4,3.920912669850479E-4
25.85,2.225794311188535E-4,1.5345580601923311E-4,3.271097961411859E-4,3.6385813209408637E-4,1.6797920147966117E-4,2.7657704537210697E-4,3.80335027728066E-4
25.900000000000002,2.285954915078784E-4,1.553508019801217E-4,3.382644610009532E-4,3.770035728037952E-4,1.6758958453580767E-4,2.703410697487812E-4,3.690644358133114E-4
25.950000000000003,2.3493197267436487E-4,1.574555929525272E-4,3.4970268458446146E-4,3.905069094126526E-4,1.6735085444548624E-4,2.6435772385590155E-4,3.5824031883302363E-4
26,2.415888746183125E-4,1.5973039364504743E-4,3.614472880556496E-4,4.0428445559907966E-4,1.6732974900770075E-4,2.5853030393188967E-4,3.476939599025405E-4
26.05,2.4859405586546214E-4,1.6215719656187784E-4,3.7353720103623303E-4,4.1817776209572083E-4,1.6753286540198984E-4,2.5291387276457107E-4,3.3755817544343155E-4
26.1,2.5595417943944764E-4,1.6473600170301744E-4,3.859724235262109E-4,4.3229552863391634E-4,1.6792705606618336E-4,2.4750898736287865E-4,3.2783296562465404E-4
26.150000000000002,2.6365189916608366E-4,1.6746680906846653E-4,3.9875295552558367E-4,4.4659717996752116E-4,1.684007332620875E-4,2.423067973266629E-4,3.185183304462079E-4
26.200000000000003,2.716872150453697E-4,1.7046116060526054E-4,4.115212314840845E-4,4.608640106559432E-4,1.6903004045016045E-4,2.3727734247026833E-4,3.096144438911616E-4
26.25,2.8006012707730614E-4,1.7367822963925954E-4,4.24474799605236E-4,4.7522316376927813E-4,1.6981497755317988E-4,2.3244122927752278E-4,3.008902400666578E-4
26.3,2.887498097411875E-4,1.7709512635590436E-4,4.376382825967529E-4,4.89671433298493E-4,1.70680177588417E-4,2.2779845772922847E-4,2.925020972415333E-4
26.35,2.9773900063302785E-4,1.8071185075519433E-4,4.5101168045863423E-4,5.038135764903082E-4,1.715889881905278E-4,2.2334327627100995E-4,2.844500166474481E-4
26.400000000000002,3.0704899107031444E-4,1.8452840283712997E-4,4.645359204332736E-4,5.178564802595484E-4,1.7258874770410666E-4,2.1907145504154046E-4,2.7673399828440234E-4
26.450000000000003,3.1667978105304786E-4,1.8864710159149033E-4,4.7774123336994165E-4,5.318001464242833E-4,1.7367945612915234E-4,2.1498749151689357E-4,2.693540421523961E-4
26.5,3.2663137058122654E-4,1.930342451477947E-4,4.909619912507937E-4,5.453653649225678E-4,1.7476293629531628E-4,2.1109138569706958E-4,2.621830968898058E-4
26.55,3.3684778899072435E-4,1.9766629497830026E-4,5.0419819545626E-4,5.586246720687483E-4,1.7587351067330578E-4,2.0740288007187394E-4,2.552698387367626E-4
26.6,3.4722413784011663E-4,2.025432510830075E-4,5.174498459863408E-4,5.716185852060067E-4,1.770244119730883E-4,2.0391927524244168E-4,2.4863999370124573E-4
26.650000000000002,3.578571894904674E-4,2.0766511346191567E-4,5.305241016294712E-4,5.840833179111716E-4,1.78207587487992E-4,2.0063531952716892E-4,2.422935617832546E-4
26.700000000000003,3.6874694344782744E-4,2.1310436993283093E-4,5.430572532741728E-4,5.959780561848386E-4,1.7937221089161528E-4,1.975510129260559E-4,2.3623054298278965E-4
26.75,3.7989339971219587E-4,2.188399306704394E-4,5.553733841953725E-4,6.074008454165196E-4,1.805504370730924E-4,1.9470219877260983E-4,2.3041081214454165E-4
26.8,3.912379824262373E-4,2.248532322295519E-4,5.674724926479417E-4,6.182188342912831E-4,1.8174226613380695E-4,1.9206832184595843E-4,2.2483058660467814E-4
26.85,4.0253225067241744E-4,2.3114427461016788E-4,5.793545786318776E-4,6.283184754326656E-4,1.8295006081927708E-4,1.896492644574384E-4,2.1951110680477068E-4
26.900000000000002,4.139710238389694E-4,2.3771305781228707E-4,5.906893254448661E-4,6.377991278043612E-4,1.8417603408056019E-4,1.874532154489207E-4,2.1445237274481937E-4
26.950000000000003,4.25554302168961E-4,2.4457780314830123E-4,6.013268912190451E-4,6.465668978107169E-4,1.8541808092051318E-4,1.8550735839579778E-4,2.0965438442482456E-4
27,4.372820856623906E-4,2.5173394486997813E-4,6.115107327608764E-4,6.544058209363052E-4,1.8667620133913591E-4,1.8379293938863424E-4,2.0511907672908917E-4
27.05,4.491237544277809E-4,2.5917631861368916E-4,6.212408500703604E-4,6.614579966242594E-4,1.8799530474104817E-4,1.8230995844905357E-4,2.0084841366502164E-4
27.1,4.606258435674331E-4,2.6690492437943405E-4,6.305172431474966E-4,6.677054006577433E-4,1.8936761262732131E-4,1.8105694961165894E-4,1.9684015713696703E-4
27.150000000000002,4.721082027370573E-4,2.749197621672128E-4,6.389223546856903E-4,6.730201556707869E-4,1.9078235643932707E-4,1.8003285838666348E-4,1.930943071449249E-4
27.200000000000003,4.835708338950006E-4,2.8316720092816394E-4,6.465352025655035E-4,6.774747920858795E-4,1.9224529760664564E-4,1.7923881720988892E-4,1.8961086368889584E-4
27.25,4.950137370412622E-4,2.916584021324973E-4,6.534857165376391E-4,6.810693101811556E-4,1.938542613979417E-4,1.7867482608133529E-4,1.863972109688158E-4
27.3,5.064369121758438E-4,3.0041010685885746E-4,6.597738966020987E-4,6.83623779033893E-4,1.955509261394929E-4,1.7831357845788615E-4,1.8347956897743823E-4
27.35,5.172916422801517E-4,3.094223151072422E-4,6.653997427588823E-4,6.852257526832995E-4,1.9733529142958623E-4,1.781590036137739E-4,1.8083668666065594E-4
27.400000000000002,5.279103239986162E-4,3.1869502687765166E-4,6.699627168240478E-4,6.858786680576133E-4,1.992499481104402E-4,1.7821824855495435E-4,1.784685640155307E-4
27.450000000000003,5.383184720889582E-4,3.2809840526503825E-4,6.736853223057901E-4,6.856061916471467E-4,2.0136306776630646E-4,1.784913745139346E-4,1.763752010420625E-4
27.5,5.485160865511754E-4,3.3765366661400584E-4,6.765943281666889E-4,6.844038327079186E-4,2.0362027828088017E-4,1.7890315459415598E-4,1.7455667588526816E-4
27.55,5.585031673852695E-4,3.474052654470799E-4,6.786897344067452E-4,6.822672439349374E-4,2.0602157965416223E-4,1.7949711194222172E-4,1.7301640269849373E-4
27.6,5.677761158452187E-4,3.573532017642597E-4,6.799470213658978E-4,6.792058331368384E-4,2.0865430831822337E-4,1.8027324696732552E-4,1.717520323079119E-4
27.650000000000002,5.765424671038759E-4,3.674974755655444E-4,6.801752285395893E-4,6.752221054570962E-4,2.1152273324257637E-4,1.8120981412038267E-4,1.7076356469512347E-4
27.700000000000003,5.848924527527851E-4,3.7763022478487886E-4,6.795105043417996E-4,6.703119960287418E-4,2.1459443794059286E-4,1.822360180914453E-4,1.7005099986012857E-4
27.75,5.928260727919442E-4,3.877756158159797E-4,6.779528493750704E-4,6.645756651306829E-4,2.1786942241227344E-4,1.8340085134547625E-4,1.69614337802927E-4
27.8,6.003433272213554E-4,3.9801144153409475E-4,6.755022636394009E-4,6.581193602927474E-4,2.2148219670970924E-4,1.8470431381406853E-4,1.693868508911318E-4
27.85,6.070966604777956E-4,4.0833770193922397E-4,6.721745018776961E-4,6.5085717184514E-4,2.253593244904298E-4,1.8608507549062133E-4,1.6939736612856717E-4
27.900000000000002,6.131382953319917E-4,4.18754397031367E-4,6.679988977368588E-4,6.42842349245196E-4,2.2949851944094974E-4,1.8749999699006948E-4,1.696571536626194E-4
27.950000000000003,6.185926080626886E-4,4.289977399977791E-4,6.629492244975571E-4,6.342243239826359E-4,2.3392842265105893E-4,1.8899588084137433E-4,1.7016621349328872E-4
28,6.234595986698878E-4,4.3908526507189334E-4,6.570254823177996E-4,6.249083264249705E-4,2.387257849429754E-4,1.9057272704453565E-4,1.7092454562057474E-4
28.05,6.277392671535886E-4,4.4912456711865013E-4,6.502276711975865E-4,6.149231966753855E-4,2.4383616364649633E-4,1.9214476541016073E-4,1.7182880209624083E-4
28.1,6.312115284865927E-4,4.5911564613805014E-4,6.427285670631735E-4,6.045532273442743E-4,2.4925955894877403E-4,1.9372494733198138E-4,1.728778991693575E-4
28.150000000000002,6.338270669130952E-4,4.690585021300921E-4,6.346049434041132E-4,5.936407891933246E-4,2.550515128211057E-4,1.9533535774433642E-4,1.7412062781284576E-4
28.200000000000003,6.357206630099579E-4,4.786604373855488E-4,6.257305164123155E-4,5.821858813147965E-4,2.612307630388201E-4,1.9697581184642765E-4,1.7555698802670561E-4
28.25,6.368923167771799E-4,4.879254927572003E-4,6.161052860877792E-4,5.704689297995692E-4,2.6776727059287257E-4,1.985336176674195E-4,1.77186979810937E-4
28.3,6.373420282147613E-4,4.969834625258289E-4,6.057292524305045E-4,5.583679719752906E-4,2.74661035483264E-4,2.0007407976652296E-4,1.7891724759489718E-4
28.35,6.370064395836871E-4,5.058343466914337E-4,5.949901160630568E-4,5.458695531657592E-4,2.819742164616061E-4,2.0159719878452576E-4,1.8066950548626038E-4
28.400000000000002,6.358345926015837E-4,5.144781452540148E-4,5.83812615289625E-4,5.331966061894796E-4,2.896811146987629E-4,2.0309105913074237E-4,1.8254053123981022E-4
28.450000000000003,6.338902065125614E-4,5.226260676847763E-4,5.720773699411992E-4,5.203238447510832E-4,2.9777572530072986E-4,2.0451761163226662E-4,1.845303248555473E-4
28.5,6.311732813166197E-4,5.302659865807024E-4,5.597843800177799E-4,5.072009804159306E-4,3.062629249132661E-4,2.0590326964316314E-4,1.8663888633347082E-4
28.55,6.276838170137588E-4,5.375368367831752E-4,5.46933645519366E-4,4.939893036050576E-4,3.1516584938362654E-4,2.0724803311952377E-4,1.8880939310568924E-4
28.6,6.234485625073035E-4,5.444386182921941E-4,5.341078072500663E-4,4.8075184983387105E-4,3.244694250090682E-4,2.0855103889080417E-4,1.9087366459469797E-4
28.650000000000002,6.185163883534638E-4,5.509713311077582E-4,5.209814439770603E-4,4.674080928890669E-4,3.341736517640067E-4,2.0981169337539162E-4,1.929724549830956E-4
28.700000000000003,6.12841897957573E-4,5.568978051550344E-4,5.075167936936343E-4,4.540392024130104E-4,3.442698582825206E-4,2.1103064730072164E-4,1.9510576408322727E-4
28.75,6.064250916017008E-4,5.62194034766585E-4,4.937138563997899E-4,4.407507611424908E-4,3.5475173414159674E-4,2.1220790066679422E-4,1.972735918950931E-4
28.8,5.992659692858443E-4,5.669835930702835E-4,4.796398473857163E-4,4.274627963744511E-4,3.6562594907484634E-4,2.133687295623325E-4,1.9946608533853212E-4
28.85,5.914333776537065E-4,5.712664800661287E-4,4.6580756226766157E-4,4.142232484292886E-4,3.76892503082269E-4,2.14509139112871E-4,2.014808884597855E-4
28.900000000000002,5.832107275508544E-4,5.750426957541228E-4,4.518507816072537E-4,4.0119768714304196E-4,3.88484115610001E-4,2.1562272737857355E-4,2.0345972552372052E-4
28.950000000000003,5.743748324204739E-4,5.781364111229758E-4,4.377695036744508E-4,3.882844956670589E-4,4.0041774825902866E-4,2.1670991978909029E-4,2.0540259760933274E-4
29,5.649256919876686E-4,5.805187564796718E-4,4.2356372846925606E-4,3.754896733412987E-4,4.1270637945510074E-4,2.1787408672369903E-4,2.0730950471662099E-4
29.05,5.548633062524361E-4,5.822888077548951E-4,4.0938910059854617E-4,3.629038495199438E-4,4.2533653764569897E-4,2.190552277396365E-4,2.091804468455867E-4
29.1,5.44222976701237E-4,5.834465649486475E-4,3.955317012242489E-4,3.5047781926615803E-4,4.3816955002030006E-4,2.2025334222343533E-4,2.1091028845319102E-4
29.150000000000002,5.334957027373924E-4,5.839920280609242E-4,3.8173487132213966E-4,3.38211582196131E-4,4.5129004771490665E-4,2.2149247743493894E-4,2.125492681201509E-4
29.200000000000003,5.223341491358867E-4,5.838375400893696E-4,3.679986126151272E-4,3.2623693505036823E-4,4.646980312554318E-4,2.228479575438627E-4,2.1411182948316218E-4
29.25,5.107383134932792E-4,5.829628269659806E-4,3.5432292510321177E-4,3.1450388441508115E-4,4.7830925752911956E-4,2.2426732833153798E-4,2.155979725422247E-4
29.3,4.987081958095683E-4,5.814212438454228E-4,3.409066169607508E-4,3.030020273936196E-4,4.920153643155792E-4,2.2575058990037208E-4,2.1700769729733868E-4
29.35,4.8624379608475424E-4,5.792127907276977E-4,3.2783619925723346E-4,2.9173033033035283E-4,5.059085349538168E-4,2.2736560924146624E-4,2.1832594871148836E-4
29.400000000000002,4.7391258416407806E-4,5.763374676128035E-4,3.1496756997469215E-4,2.806888241476262E-4,5.19988769443833E-4,2.291580028407678E-4,2.1955372810374412E-4
29.450000000000003,4.6136766590830996E-4,5.728215150874869E-4,3.023007291131265E-4,2.698777892165657E-4,5.340502213764731E-4,2.3107722704261867E-4,2.206973503762511E-4
29.5,4.4858480876179785E-4,5.686728821728098E-4,2.898356766725378E-4,2.5933275422819474E-4,5.481034316937195E-4,2.3312328184701872E-4,2.2175681552900854E-4
29.55,4.35564012724539E-4,5.63874330918022E-4,2.777476592237002E-4,2.4907257655111894E-4,5.622126355830171E-4,2.3540017500903843E-4,2.22732123562017E-4
29.6,4.223052777965352E-4,5.584258613231257E-4,2.660018061866132E-4,2.390768443375303E-4,5.763731861339716E-4,2.378907409844451E-4,2.2366436734307124E-4
29.650000000000002,4.092838476770418E-4,5.523274733881203E-4,2.545447218690658E-4,2.2932912702334864E-4,5.902289392046185E-4,2.4056907097409704E-4,2.245815883502278E-4
29.700000000000003,3.9630040376313885E-4,5.457134163131674E-4,2.4337640627105853E-4,2.1980340091944748E-4,6.039861192576111E-4,2.4343597836523547E-4,2.2544555578637757E-4
29.75,3.8327216685336683E-4,5.386346500081454E-4,2.324968593925913E-4,2.105183192833198E-4,6.176447284172974E-4,2.4661445284795193E-4,2.262562696515201E-4
29.8,3.7019913694772365E-4,5.309960569209335E-4,2.220046240261992E-4,2.0147580534198673E-4,6.310960202443628E-4,2.50032988937656E-4,2.2701372994565592E-4
29.85,3.570813140462099E-4,5.227976370515322E-4,2.1184436531199237E-4,1.9268415076015535E-4,6.441058561651179E-4,2.5369158587371495E-4,2.2775548905100643E-4
29.900000000000002,3.442308221053505E-4,5.140393903999425E-4,2.0200989476255247E-4,1.8413841456658956E-4,6.568478492595815E-4,2.576174806453486E-4,2.2857486483458236E-4
29.950000000000003,3.315976122661388E-4,5.049320090015486E-4,1.9250121237787956E-4,1.7583675516564073E-4,6.693219983535981E-4,2.618943700145784E-4,2.2939093067967268E-4
30,3.1907213376034763E-4,4.955727966917862E-4,1.833148280450936E-4,1.67725845700773E-4,6.812961261259944E-4,2.664637834660214E-4,2.302036868451245E-4
30.05,3.066543865879761E-4,4.8580081948942883E-4,1.7442465176767367E-4,1.598340767050504E-4,6.927223817515027E-4,2.7132572113224343E-4,2.3101313333093756E-4
30.1,2.943443707490238E-4,4.756160773944763E-4,1.658493474979986E-4,1.521614484612909E-4,7.037084376326072E-4,2.7651585508958266E-4,2.3183318592223063E-4
30.150000000000002,2.823406196433509E-4,4.6501857040692936E-4,1.5758891532981076E-4,1.4469967315348925E-4,7.142542937693125E-4,2.8205761485033503E-4,2.3284463784114506E-4
30.200000000000003,2.7068466472559487E-4,4.542261532516624E-4,1.4964335526311033E-4,1.374513973765976E-4,7.240193585329674E-4,2.879247557558296E-4,2.3391843511409867E-4
30.25,2.5925693014171324E-4,4.433587061960365E-4,1.4198620296078417E-4,1.3041755105281004E-4,7.331644665308362E-4,2.9411727780606574E-4,2.3505457681328778E-4
30.3,2.480574158917045E-4,4.322368685944751E-4,1.3456943907937132E-4,1.2357148194687404E-4,7.417105152953866E-4,3.006865688214463E-4,2.3625306293871318E-4
30.35,2.370861219755697E-4,4.2086064044697725E-4,1.2743629379185833E-4,1.1691154138219177E-4,7.495716553518515E-4,3.0762379132181133E-4,2.3751389349037388E-4
30.400000000000002,2.2641788657899929E-4,4.092300217535447E-4,1.2058676677614139E-4,1.1044629140275142E-4,7.564317186025116E-4,3.149163572812664E-4,2.3901065379306236E-4
30.450000000000003,2.1611109294077292E-4,3.975558139792694E-4,1.1402085803222106E-4,1.0417371216698651E-4,7.625035729651254E-4,3.2256456365074447E-4,2.4065292158586695E-4
30.5,2.060917003710568E-4,3.8597412444603743E-4,1.0767178260977632E-4,9.809241160542395E-5,7.677872183469726E-4,3.306009216474405E-4,2.424219937801918E-4
30.55,1.9635970886985058E-4,3.742978854898071E-4,1.0151108901130563E-4,9.220372169055774E-5,7.722826547480518E-4,3.3900649821541514E-4,2.4431787037603673E-4
30.6,1.869151184371543E-4,3.6252709711057893E-4,9.55867819654528E-5,8.650337720889833E-5,7.759898821683629E-4,3.477812931454423E-4,2.463405513734022E-4
30.650000000000002,1.777756200374746E-4,3.506617593083523E-4,8.989886147221824E-5,8.09831766027815E-5,7.789089006079061E-4,3.5692297487837E-4,2.486120277796596E-4
30.700000000000003,1.6897272179741145E-4,3.388782268094148E-4,8.444732753160186E-5,7.56487264225794E-5,7.810397100666822E-4,3.66424514040283E-4,2.511155237781046E-4
30.75,1.6047694907056582E-4,3.273085635630842E-4,7.91632380145785E-5,7.049979180502609E-5,7.822423122911482E-4,3.762908371690215E-4,2.538057970259787E-4
30.8,1.522883020772197E-4,3.157840458452975E-4,7.406064396598171E-5,6.5535080549481E-5,7.825924710343051E-4,3.865219442517377E-4,2.5668284752328267E-4
30.85,1.4440678081737354E-4,3.043046736560541E-4,6.916032989579884E-5,6.075534233042836E-5,7.821138571057041E-4,3.9709985377154764E-4,2.5974667527001573E-4
30.900000000000002,1.3682213617013966E-4,2.928704469953556E-4,6.446229580403001E-5,5.616063119458146E-5,7.808064705053445E-4,4.08013027993993E-4,2.630802982699783E-4
30.950000000000003,1.294934048958434E-4,2.8161142702674743E-4,5.9937837899923584E-5,5.176005932922807E-5,7.786703112332254E-4,4.192745359044381E-4,2.6672881008874504E-4
31,1.2245298470078814E-4,2.706395758909642E-4,5.5553770090068735E-5,4.754886384938636E-5,7.757053792893474E-4,4.308843775028822E-4,2.706228457715138E-4
31.05,1.1570087562271345E-4,2.598206801283845E-4,5.1342484184694844E-5,4.352704469673234E-5,7.719288134483722E-4,4.4276144327613207E-4,2.7476240531828486E-4
31.1,1.0923707766162E-4,2.4915473973900943E-4,4.7303980183802204E-5,3.9689130572897234E-5,7.674148439158234E-4,4.549202401240649E-4,2.791474887290582E-4
31.150000000000002,1.0305317326312672E-4,2.3864175472283866E-4,4.343511861549614E-5,3.603651342790212E-5,7.620991479346086E-4,4.673803033069677E-4,2.8381340751921016E-4
31.200000000000003,9.703888902250396E-5,2.2837024902145427E-4,3.9699490849292304E-5,3.2570003469913106E-5,7.559817253647303E-4,4.801399545763785E-4,2.8883414966213617E-4
31.25,9.127246305950497E-5,2.184272249756435E-4,3.612113074082863E-5,2.9297260101286738E-5,7.490625762061901E-4,4.930554703450926E-4,2.941429563543241E-4
31.3,8.575389597944835E-5,2.0871408554072447E-4,3.2700038469931114E-5,2.6219533378787753E-5,7.41341700458988E-4,5.062106878536122E-4,2.997398279644633E-4
31.35,8.048318778233457E-5,1.9923083071669826E-4,2.9434417975691804E-5,2.3333941196405747E-5,7.32819098123122E-4,5.196056080630442E-4,3.056247644925538E-4
31.400000000000002,7.546033846816375E-5,1.899774605035647E-4,2.6316470962935033E-5,2.063114552271795E-5,7.23781953919954E-4,5.331864704461457E-4,3.1180929438630436E-4
