% Model,COMSOL_3D_CNN_Design_3_1_Phase_1.mph
% Version,COMSOL 6.3.0.420
% Date,"Dec 6 2025, 16:19"
% Table,Table 4 - Concentration_Outlet_Pipe_1
% Time (s),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3),Concentration_Outlet_Pipe_1_2_3 (mol/m^3)
7.2,3.171497808663428E-4,3.1827193676337966E-4,3.0176169843569714E-4,3.0121136773398114E-4,2.3939114718327982E-4,1.8974181221330705E-4,1.044579638684092E-4
7.25,3.1768761556857353E-4,3.184921850750066E-4,3.017317386648356E-4,3.012081897213707E-4,2.3973021898095426E-4,1.9098083380868498E-4,1.0697504579772818E-4
7.300000000000001,3.1829662842242003E-4,3.1872270085926734E-4,3.01716386925953E-4,3.0121649020525647E-4,2.4003622148720515E-4,1.9212635022796185E-4,1.0948315431318291E-4
7.3500000000000005,3.1897960210195157E-4,3.189655446863997E-4,3.017142094683978E-4,3.012345723433999E-4,2.4031494548339965E-4,1.9317925880840608E-4,1.1197863110255192E-4
7.4,3.19739157823216E-4,3.192232824970293E-4,3.0172383010248355E-4,3.0126214525404545E-4,2.4056540102617086E-4,1.94140914933627E-4,1.1445775189429955E-4
7.45,3.2058007603739323E-4,3.1949975816308553E-4,3.0174361711872156E-4,3.0129495331988133E-4,2.4079327434567261E-4,1.950137029362667E-4,1.16916718139708E-4
7.5,3.215045180351294E-4,3.197988716792986E-4,3.017722690926868E-4,3.013364841686656E-4,2.409974115804041E-4,1.9579917086692123E-4,1.1935170495819897E-4
7.550000000000001,3.225159656787224E-4,3.201253347058282E-4,3.0180831945454147E-4,3.0138220962706505E-4,2.4118150645296724E-4,1.964998225357403E-4,1.2175912183545906E-4
7.6000000000000005,3.2361958031686697E-4,3.2048610200643236E-4,3.0184992912958336E-4,3.0143166287872506E-4,2.4134777690389472E-4,1.9711870689505717E-4,1.241350912346513E-4
7.65,3.2482041000699734E-4,3.2089003255487584E-4,3.01895481793757E-4,3.014876223191094E-4,2.4149803100916495E-4,1.976593492363855E-4,1.264755676503142E-4
7.7,3.261230154403269E-4,3.2134797122133695E-4,3.019432266401225E-4,3.0154920598562723E-4,2.416345890826661E-4,1.9812517057055738E-4,1.287770051906627E-4
7.75,3.275351448944299E-4,3.2187336334451824E-4,3.019907051152534E-4,3.0161574485869337E-4,2.417592922931832E-4,1.9851997153847668E-4,1.310358129793412E-4
7.800000000000001,3.2906215304098367E-4,3.224825107914571E-4,3.020360433611146E-4,3.0168936843351764E-4,2.4187431994922973E-4,1.9884777382813093E-4,1.3324822099129724E-4
7.8500000000000005,3.30712199344646E-4,3.231951128556129E-4,3.020760530616463E-4,3.017694575275416E-4,2.4198174177862447E-4,1.9911264044057025E-4,1.354108309104403E-4
7.9,3.324952373260661E-4,3.240343308502526E-4,3.0210825004328896E-4,3.0185625354212775E-4,2.4208426744726954E-4,1.9931895711775282E-4,1.3752034604967237E-4
7.95,3.3442036507641077E-4,3.250260046409748E-4,3.021287667375186E-4,3.019570654201091E-4,2.4218489257590145E-4,1.9947085527863184E-4,1.3957345601449452E-4
8,3.365019307162538E-4,3.2620018639408226E-4,3.021344201949566E-4,3.0206081846861275E-4,2.4228432791867523E-4,1.995726344528539E-4,1.4156570801569175E-4
8.05,3.3875664123765174E-4,3.2759162502106324E-4,3.021220387157838E-4,3.0216828990885247E-4,2.4238478939503754E-4,1.9962820593281456E-4,1.434954476779719E-4
8.1,3.4120627161115695E-4,3.2924172515535165E-4,3.020895379410839E-4,3.022992105192686E-4,2.4248899842806702E-4,1.9964122358284302E-4,1.4536050953088583E-4
8.15,3.4388346347855503E-4,3.3120234464950274E-4,3.020386939298745E-4,3.024315838306245E-4,2.4259873823352413E-4,1.9961566921235675E-4,1.4715756808799602E-4
8.200000000000001,3.468323953459702E-4,3.33542504477713E-4,3.019754686753176E-4,3.0258186401751374E-4,2.4272273762691868E-4,1.9955555818941163E-4,1.4888528904597964E-4
8.25,3.5011405186119866E-4,3.3635864197445854E-4,3.0191646072214414E-4,3.0276350925178224E-4,2.4286031143560237E-4,1.994660240778762E-4,1.5054117104347379E-4
8.3,3.5381868638822636E-4,3.3978864290462656E-4,3.018906452339476E-4,3.029803617595317E-4,2.4301726823390128E-4,1.9935202188817045E-4,1.5212282930980922E-4
8.35,3.580642860625267E-4,3.4403133910085434E-4,3.0195082574531104E-4,3.0329142723131306E-4,2.4319724803661141E-4,1.9921843645748973E-4,1.5362915951567916E-4
8.4,3.630147586614127E-4,3.493736444664618E-4,3.0218642231771744E-4,3.037342684774635E-4,2.4340915833126063E-4,1.9906950002906092E-4,1.5505888126825647E-4
8.450000000000001,3.689027753446839E-4,3.562131345972138E-4,3.0274265053565225E-4,3.0440199864161096E-4,2.4366205682100492E-4,1.9890854778382682E-4,1.5641079669463163E-4
8.5,3.760231742160876E-4,3.650611718221184E-4,3.038329349065711E-4,3.0545587951535795E-4,2.439603733687175E-4,1.987389253294407E-4,1.5768403757325338E-4
8.55,3.847582520991461E-4,3.7657344447032426E-4,3.057594211697681E-4,3.071115953450242E-4,2.4432258521163864E-4,1.9856315982547432E-4,1.5887806515511234E-4
8.6,3.965277699836096E-4,3.915435317842095E-4,3.089205809904073E-4,3.096864133682187E-4,2.447504879458819E-4,1.9838403964184606E-4,1.5999275308506712E-4
8.65,4.11826444792279E-4,4.1088310540787136E-4,3.138185991882995E-4,3.1362370467356246E-4,2.4527675451405687E-4,1.9820395850287216E-4,1.6102819322594343E-4
8.700000000000001,4.311210950787375E-4,4.355749415131144E-4,3.210879225439263E-4,3.1949835158388064E-4,2.4590904213451457E-4,1.9802522994326403E-4,1.6198488345269373E-4
8.75,4.5416782976561793E-4,4.6660469274015573E-4,3.3148647452025244E-4,3.2803170099935834E-4,2.4667216612748565E-4,1.978499141974554E-4,1.628636496694757E-4
8.8,4.8182974514484966E-4,5.048781270669903E-4,3.458815906791732E-4,3.4007566394956E-4,2.4760104729215274E-4,1.9767980079316036E-4,1.636656261658914E-4
8.85,5.146336360184285E-4,5.51161459850582E-4,3.652124484438501E-4,3.5660921951700155E-4,2.487078373995199E-4,1.9751646568857156E-4,1.6439224693323297E-4
8.9,5.533886812422398E-4,6.057613318418132E-4,3.9043922139608096E-4,3.786537676471456E-4,2.500745645076891E-4,1.9736107582015252E-4,1.650453480175714E-4
8.950000000000001,5.982135114972509E-4,6.687089667374162E-4,4.2247972109077733E-4,4.07216118645031E-4,2.5169654181173457E-4,1.972149189688879E-4,1.6562705514013958E-4
9,6.49451193534916E-4,7.39641032270466E-4,4.621349143616234E-4,4.432464764299632E-4,2.5365285738704785E-4,1.9707827270700569E-4,1.6613958168348045E-4
9.05,7.071954503803863E-4,8.176954735686275E-4,5.099286659335508E-4,4.875548842054009E-4,2.55995415251313E-4,1.9695209477994991E-4,1.6658570789398504E-4
9.1,7.710806661842449E-4,9.015606735333803E-4,5.661051820230614E-4,5.406173297903921E-4,2.587879335565989E-4,1.968363447240424E-4,1.6696821654910501E-4
9.15,8.406954896060781E-4,9.895404053750045E-4,6.305356712337166E-4,6.025084396811573E-4,2.6211872042234693E-4,1.9673118598220423E-4,1.6729012193427288E-4
9.200000000000001,9.151169809219684E-4,0.0010796630206711744,7.02666588083771E-4,6.728094302373307E-4,2.6608428538438386E-4,1.9663606053861343E-4,1.675546720391569E-4
9.25,9.930473351872082E-4,0.001169821561364397,7.815108719756784E-4,7.506206738212994E-4,2.707901636286494E-4,1.9655086579772112E-4,1.6776520898607414E-4
9.3,0.0010734807509704936,0.0012579272197357743,8.657520306756677E-4,8.346461717581556E-4,2.7634365976064365E-4,1.964746034949768E-4,1.6792498101041904E-4
9.35,0.0011549125305288916,0.0013422657217409793,9.537043934197368E-4,9.230528046293121E-4,2.8285688447217725E-4,1.9640671599140596E-4,1.680374398097731E-4
9.4,0.0012356016746933472,0.0014209770563341558,0.0010433024191101917,0.0010137786556360787,2.9050353404347866E-4,1.9634585728141367E-4,1.6810580839847478E-4
9.450000000000001,0.001313898164225421,0.0014926828535722796,0.0011323275506677714,0.0011044000167043171,2.99428745093082E-4,1.962909100258628E-4,1.6813336113813188E-4
9.5,0.0013882105176456529,0.0015565572697420422,0.0012186328872230772,0.0011925901074169509,3.098096901499495E-4,1.962403195897218E-4,1.6812298861681028E-4
9.55,0.0014571545423707208,0.0016122492416046142,0.001300271710371261,0.0012762186768697954,3.21831888346246E-4,1.9619245896091266E-4,1.6807820956463325E-4
9.600000000000001,0.0015196470385524332,0.0016598163200024281,0.001375619633909184,0.0013535177934135816,3.3568166556303275E-4,1.9614547584288774E-4,1.6800385631259482E-4
9.65,0.001574878898091182,0.0016996685664440066,0.0014434696625920662,0.0014231876063205775,3.515545314712223E-4,1.9609730641894694E-4,1.6790510186230772E-4
9.700000000000001,0.0016224902755163177,0.001731448424435551,0.0015030831576199855,0.001484455282368859,3.69644006150563E-4,1.960457295691125E-4,1.6778634060967437E-4
9.75,0.001662422974853004,0.0017566547775086847,0.0015541896746009665,0.0015370667880972638,3.9013271645917065E-4,1.959883829312633E-4,1.67650953099377E-4
9.8,0.0016949192181429267,0.0017767477173596783,0.001596935468784183,0.0015812329610847718,4.1319509224901284E-4,1.9592285425543338E-4,1.6750177149405524E-4
9.850000000000001,0.0017204637067447443,0.0017917630810659606,0.0016318073282241094,0.001617526702536184,4.3898239771801285E-4,1.958467385399932E-4,1.6734154191978213E-4
9.9,0.0017397289803459612,0.0018020777600854902,0.0016595237984443022,0.0016467428979325923,4.676148285914751E-4,1.9575783392475343E-4,1.671730112302202E-4
9.950000000000001,0.001753443055287484,0.0018088730317114866,0.0016809196567779095,0.0016697770039328845,4.991745453116841E-4,1.956543719852578E-4,1.6699880467870875E-4
10,0.0017623331773170341,0.0018122952309618397,0.0016968508888443243,0.0016875242911861,5.336922263522702E-4,1.9553542114163943E-4,1.6682138537318453E-4
10.05,0.0017670273158881583,0.001812215066517015,0.001708116377328604,0.0017007712790681668,5.711367426703212E-4,1.9540130954884578E-4,1.6664307265245494E-4
10.100000000000001,0.001767977378419927,0.0018093048260373291,0.001715426980021844,0.0017102068418397526,6.113987193900021E-4,1.9525466151600664E-4,1.6646615975292342E-4
10.15,0.0017656427016158995,0.001804157897411692,0.001719221026846047,0.0017162505062851335,6.542785330337398E-4,1.9510154915178238E-4,1.6629251519074373E-4
10.200000000000001,0.0017604981079383103,0.001796347952703125,0.0017196927091837765,0.0017191710535688733,6.995801193319845E-4,1.949489698327202E-4,1.661235541267731E-4
10.25,0.0017530085026997344,0.001784705862371006,0.0017170854509731134,0.0017191126505828383,7.469660743105219E-4,1.948107896895751E-4,1.65960954145447E-4
10.3,0.0017434431361714302,0.0017706728543069891,0.0017117393968980657,0.001716209889536514,7.960138979899512E-4,1.9470686911964385E-4,1.6580610309758416E-4
10.350000000000001,0.0017318363809759533,0.0017546854814534968,0.0017040416160342166,0.0017106966353711475,8.462595654810056E-4,1.9466737426835506E-4,1.656601813690119E-4
10.4,0.0017181993454095264,0.0017364450521161522,0.0016941537889673067,0.0017028514939329148,8.971243255217786E-4,1.9473981028180802E-4,1.6552411122302887E-4
10.450000000000001,0.0017025257907401807,0.0017152835870251448,0.0016820678951666136,0.0016928053748110623,9.48007576900814E-4,1.9499574178070267E-4,1.653986562003487E-4
10.5,0.001684781576097059,0.0016932695085592796,0.0016677987567144052,0.0016805972739370087,9.98256192874127E-4,1.9552097314566816E-4,1.652843974565194E-4
10.55,0.001664912012834184,0.0016693122196619582,0.0016512913948523562,0.0016662325510174417,0.00104733573240499,1.9640137436136883E-4,1.6518164320281645E-4
10.600000000000001,0.0016428657992620993,0.0016433231164365311,0.0016327616665456706,0.0016497636471269022,0.0010946774432125145,1.977635930360033E-4,1.650906718812667E-4
10.65,0.001618601020760179,0.0016152119240958709,0.0016121164132911106,0.001631204889897319,0.0011395294333862158,1.9976344917381153E-4,1.6501160021222303E-4
10.700000000000001,0.0015920950735634888,0.0015850621192095404,0.0015893089494606386,0.0016105222285394845,0.0011814178169108611,2.0257912990124998E-4,1.6494444028699877E-4
10.75,0.0015633702294755184,0.0015530054966978605,0.0015643200807064956,0.001587676635175347,0.0012198498095092364,2.064237216605229E-4,1.6488910106141728E-4
10.8,0.001532537319426056,0.0015192736245297888,0.001537143627919664,0.001562628227343062,0.0012544687904230789,2.115500983228554E-4,1.6484545891690862E-4
10.850000000000001,0.00149977613640698,0.0014841207151011363,0.0015078212751223103,0.0015353688775564848,0.0012850104893470193,2.1821067403789794E-4,1.6481335225674754E-4
10.9,0.001465366144906765,0.0014478393624669374,0.0014764881404400628,0.0015059453951360875,0.0013113024807506698,2.2666759962460702E-4,1.6479268784377177E-4
10.950000000000001,0.0014296612231097616,0.0014107843636867884,0.0014433309697691108,0.0014745003653302328,0.0013332629416728363,2.3721157666981726E-4,1.647835049729491E-4
11,0.0013930302994289148,0.0013732767479120427,0.0014086315600904326,0.0014412252132671775,0.0013509108695577332,2.500996939030143E-4,1.6478602724062164E-4
11.05,0.0013558883791191417,0.0013356046900470588,0.0013727778400019187,0.0014064091661568968,0.0013643597280107976,2.656037838067101E-4,1.648007819606306E-4
11.100000000000001,0.0013186271399294692,0.001298034944100164,0.0013361873573863353,0.001370412597740684,0.0013737809755983183,2.8394349985047627E-4,1.6482892081745872E-4
11.15,0.001281610161928642,0.001260793763927722,0.0012993030232591857,0.0013336491494017294,0.0013793863793329555,3.0531027974825786E-4,1.6487233132259402E-4
11.200000000000001,0.0012451430427570076,0.0012240471861740257,0.0012625571307517834,0.0012965761793427744,0.0013813366382069009,3.2982256224781126E-4,1.649340325647394E-4
11.25,0.0012094070410810928,0.0011878970638828639,0.0012263288710123797,0.0012595953524163676,0.001379835834054382,3.575309158309574E-4,1.6501841331346222E-4
11.3,0.0011744738347686317,0.0011523824814936776,0.001190906762621242,0.0012230598539354754,0.0013752196988376414,3.8839689536794336E-4,1.6513193776111524E-4
11.350000000000001,0.0011403074991205163,0.001117488688914038,0.0011564264560807475,0.0011872345416369201,0.0013678879285076188,4.22239632251883E-4,1.6528256659968478E-4
11.4,0.00110675631553905,0.0010831708131507228,0.0011229054790351859,0.0011522600130336178,0.0013582397673338352,4.5882313707797123E-4,1.6548106001671443E-4
11.450000000000001,0.0010736178275937856,0.0010493742665019573,0.0010902366414126655,0.0011181528956004851,0.0013465681894179768,4.978699594353152E-4,1.6574189856729206E-4
11.5,0.001040663371276397,0.0010160555415497069,0.0010582048013053143,0.0010848211003738123,0.0013330422283010484,5.389591984033374E-4,1.66085850757547E-4
11.55,0.0010076842347021657,9.83201487039832E-4,0.0010265431458927443,0.0010520528887790525,0.0013177702816681196,5.815823488870087E-4,1.665380019028971E-4
11.600000000000001,9.74541652227306E-4,9.508449017056759E-4,9.950015299786314E-4,0.0010196465580337977,0.0013008156530914185,6.252269597058495E-4,1.671301601864643E-4
11.65,9.412207349547574E-4,9.190736070454718E-4,9.633795184372895E-4,9.873611109629094E-4,0.0012822570985678823,6.69346453610703E-4,1.6790226585591212E-4
11.700000000000001,9.078254884766394E-4,8.880179192632733E-4,9.315762436912448E-4,9.550786170852518E-4,0.0012621856798783915,7.133548244426149E-4,1.6890670353731703E-4
11.75,8.745968542033268E-4,8.578460676013975E-4,8.996290697107463E-4,9.227324145514971E-4,0.0012406771448039507,7.566637667930332E-4,1.7020290179646668E-4
11.8,8.418912714506221E-4,8.287470945061818E-4,8.67711694763823E-4,8.904160594196648E-4,0.00121784118794015,7.987052070090728E-4,1.7186092897734904E-4
11.850000000000001,8.101036837971918E-4,8.009130390415E-4,8.361074856876842E-4,8.583225748684351E-4,0.0011937685361841283,8.389589165037184E-4,1.739631790780334E-4
11.9,7.797616824432458E-4,7.74522063854048E-4,8.05179054764712E-4,8.267646381899862E-4,0.0011685658356414116,8.769466870671678E-4,1.7661548865125949E-4
11.950000000000001,7.511539135820712E-4,7.49722893242818E-4,7.754739397648207E-4,7.961100732274941E-4,0.0011423752932120102,9.122795368884356E-4,1.7997353595985548E-4
12,7.245457203893759E-4,7.26609025988682E-4,7.471948401266689E-4,7.66744718837588E-4,0.001115324744120358,9.446789840798235E-4,1.841101309756038E-4
12.05,7.000627667686468E-4,7.052324216951345E-4,7.206321386510655E-4,7.389803842737298E-4,0.001087590735386439,9.739126628109141E-4,1.8912208408989768E-4
12.100000000000001,6.778331731876231E-4,6.855977444582942E-4,6.959404292707586E-4,7.131149305794997E-4,0.0010593384824063962,9.998324675315423E-4,1.9520448145975884E-4
12.15,6.578836429117782E-4,6.676342912127651E-4,6.73249574966054E-4,6.893004630734793E-4,0.0010307259634679301,0.001022370147743777,2.0244422655245743E-4
12.200000000000001,6.401078540516783E-4,6.512911589939617E-4,6.526269179218731E-4,6.676230246087724E-4,0.0010019355844850155,0.0010415329709673664,2.109708962239322E-4
12.25,6.244134261209212E-4,6.364355471609027E-4,6.339975585845989E-4,6.480654936293536E-4,9.731055798573859E-4,0.0010573882376259049,2.2095280597200778E-4
12.3,6.106358459848098E-4,6.230239632967968E-4,6.173059211773739E-4,6.304387643494984E-4,9.443830987107017E-4,0.0010700679857402204,2.324874083586863E-4
12.350000000000001,5.985138510432427E-4,6.109101024291436E-4,6.023954267023325E-4,6.146878901352955E-4,9.158825591363048E-4,0.0010797126579356014,2.456626439474294E-4
12.4,5.879391356367145E-4,5.999218125130897E-4,5.891138486412307E-4,6.006757460909318E-4,8.876760346453793E-4,0.0010864870709329376,2.605880705590558E-4
12.450000000000001,5.787059579222653E-4,5.899892841450506E-4,5.773539599908324E-4,5.882666078054911E-4,8.5983771083273E-4,0.0010905598161186716,2.7732077733602363E-4
12.5,5.705609483677006E-4,5.80907330377412E-4,5.669254953528712E-4,5.773009573615146E-4,8.323977056117568E-4,0.001092091866561529,2.958756560635072E-4
12.55,5.633352152075292E-4,5.724803384328316E-4,5.576702501079942E-4,5.675766244398918E-4,8.053843805761833E-4,0.0010912394216084373,3.1626864355611744E-4
12.600000000000001,5.568355659440417E-4,5.645764950879809E-4,5.494830028949266E-4,5.590420390415371E-4,7.788190528743323E-4,0.0010881626059036677,3.384380091331942E-4
12.65,5.507852237814208E-4,5.568576585364656E-4,5.421666783873993E-4,5.514761325233671E-4,7.527089899638577E-4,0.0010830545540145779,3.623240053519357E-4
12.700000000000001,5.448642072303899E-4,5.490686116836499E-4,5.354896287928833E-4,5.446628413703044E-4,7.270871666725554E-4,0.0010761001048306092,3.878259766861427E-4
12.75,5.388591663173175E-4,5.409604973300558E-4,5.293080951885116E-4,5.384912501926416E-4,7.019941927333721E-4,0.0010674676004743062,4.147354009144849E-4
12.8,5.324222963869292E-4,5.319697133711605E-4,5.233311228142496E-4,5.325986484029476E-4,6.774887678865464E-4,0.0010573076726243847,4.4290360181477897E-4
12.850000000000001,5.250556506188036E-4,5.218502546607486E-4,5.171662061664095E-4,5.267440223293206E-4,6.536556539356944E-4,0.0010457351529586216,4.72133588615106E-4
12.9,5.165307581621612E-4,5.102176607495556E-4,5.106201006687507E-4,5.206802312029573E-4,6.306463550347227E-4,0.0010328325040071887,5.021106075952578E-4
12.950000000000001,5.064674896108148E-4,4.964648246800448E-4,5.032901303229949E-4,5.138361085164768E-4,6.08536484690257E-4,0.0010186640343887087,5.325796066657676E-4
13,4.944153511139857E-4,4.805137766158556E-4,4.946686723432736E-4,5.060635740582213E-4,5.87434356459782E-4,0.0010032934051801407,5.633129256152179E-4
13.05,4.801569179997783E-4,4.6201615244154706E-4,4.8459099615870703E-4,4.969135518724182E-4,5.673875357591955E-4,9.867948069419974E-4,5.939629968020438E-4
13.100000000000001,4.635092483686661E-4,4.408891147270839E-4,4.7266908570237857E-4,4.8593368715783305E-4,5.485457895422047E-4,9.692437089485119E-4,6.241871023913679E-4
13.15,4.443104714853714E-4,4.172506663558064E-4,4.5852941575383945E-4,4.730311207623833E-4,5.309135825872026E-4,9.507322026710902E-4,6.538028039704284E-4
13.200000000000001,4.226779162088421E-4,3.912935873525593E-4,4.421624364097988E-4,4.5781066182687733E-4,5.146224731653393E-4,9.313622732013186E-4,6.825023615742955E-4
13.25,3.987773361665068E-4,3.6368585456991704E-4,4.2342399708065445E-4,4.402851735301906E-4,4.996337297113139E-4,9.112698787630576E-4,7.099324739705315E-4
13.3,3.729052428015392E-4,3.347835329206008E-4,4.024516721949644E-4,4.2043046856534555E-4,4.8597855382765195E-4,8.906490081835972E-4,7.35989984983986E-4
13.350000000000001,3.458233191173258E-4,3.056079974243589E-4,3.794371204885263E-4,3.984286943581237E-4,4.7362192164602255E-4,8.694655875783396E-4,7.604415816271397E-4
13.4,3.180194338993595E-4,2.770080155411993E-4,3.546688839742634E-4,3.7456024076214814E-4,4.624773078353125E-4,8.479777371263043E-4,7.830624514182173E-4
13.450000000000001,2.9018532316631287E-4,2.49582600694037E-4,3.288993963145554E-4,3.4915773277104957E-4,4.5249523329594666E-4,8.260817225600307E-4,8.037788828632288E-4
13.5,2.6333880579615507E-4,2.2456126069707688E-4,3.025243856386439E-4,3.2313173611197974E-4,4.435366875166721E-4,8.041090185086274E-4,8.224830757358948E-4
13.55,2.3823075035715328E-4,2.0231751603882366E-4,2.762123066511238E-4,2.967112893565427E-4,4.3547643120276784E-4,7.819750256800762E-4,8.39084059429787E-4
13.600000000000001,2.1542201053364402E-4,1.8338207229293016E-4,2.5105350684357606E-4,2.7088357826496334E-4,4.281684725920625E-4,7.599153994958864E-4,8.535669869965484E-4
13.65,1.9561597880042426E-4,1.6823949639962945E-4,2.27436776896919E-4,2.464196438251519E-4,4.2137862581324566E-4,7.379055774493747E-4,8.65923218799004E-4
13.700000000000001,1.792604650894621E-4,1.5673291070479245E-4,2.060192214930044E-4,2.2369574406185384E-4,4.150292914446642E-4,7.160982932747117E-4,8.761665123985158E-4
13.75,1.6637265191237074E-4,1.4886950130299232E-4,1.875260250614684E-4,2.0363285654500986E-4,4.087404418699705E-4,6.945099512489255E-4,8.843517411011738E-4
13.8,1.5704115781373147E-4,1.4411081265046567E-4,1.7208726088641422E-4,1.8638738497161623E-4,4.025440711133707E-4,6.732301538059987E-4,8.905142549042488E-4
13.850000000000001,1.5095186608125836E-4,1.4221234100706694E-4,1.5994825450822743E-4,1.722991348730703E-4,3.959328992709824E-4,6.522990728245017E-4,8.947167849094422E-4
13.9,1.4775055336572866E-4,1.4257275143289227E-4,1.510933702255314E-4,1.6151498216710635E-4,3.8899991145436766E-4,6.317678810465229E-4,8.970550218146018E-4
13.950000000000001,1.4702825513838647E-4,1.443698854522673E-4,1.4527994253551286E-4,1.5386386049022108E-4,3.81303640802831E-4,6.116902328443429E-4,8.975730743004633E-4
14,1.4813220862550905E-4,1.4735770420821995E-4,1.422798873912942E-4,1.4917573167045684E-4,3.7288134014242945E-4,5.920963002961948E-4,8.963546042856423E-4
14.05,1.5046929714422603E-4,1.5075489186108183E-4,1.4151806923367414E-4,1.4691660158148482E-4,3.6343342946088057E-4,5.730516889350172E-4,8.935292979993499E-4
14.100000000000001,1.536271381764403E-4,1.5411143390175149E-4,1.4256797100853697E-4,1.468823470685104E-4,3.529676458760669E-4,5.545726578734968E-4,8.891831119931038E-4
14.15,1.57015404319877E-4,1.57218585045407E-4,1.4501717135171182E-4,1.483619226206518E-4,3.413470964734543E-4,5.367398254952902E-4,8.834200161709975E-4
14.200000000000001,1.6009644894891638E-4,1.5971874703071007E-4,1.4817792362122617E-4,1.5092919163564418E-4,3.286263312606247E-4,5.195548401997437E-4,8.763890825347509E-4
14.25,1.6279735850509863E-4,1.6162939463020462E-4,1.5162384858442694E-4,1.542028610014981E-4,3.1480149974587654E-4,5.031132631802944E-4,8.681917605023287E-4
14.3,1.6490094096563735E-4,1.629168703972273E-4,1.55029598042783E-4,1.5743973317300882E-4,3.000626286539857E-4,4.87400123673134E-4,8.589039795053243E-4
14.350000000000001,1.6647994395633725E-4,1.6369489636611413E-4,1.579822027466481E-4,1.6057284759852928E-4,2.8442559371644514E-4,4.7251558070027553E-4,8.486298013744668E-4
14.4,1.6763973404521383E-4,1.6406692684591828E-4,1.6040146222673222E-4,1.6323870204753383E-4,2.683539499940123E-4,4.5843157100757936E-4,8.374575892809916E-4
14.450000000000001,1.6838267461575488E-4,1.6414480485450644E-4,1.622623566607651E-4,1.652882568691969E-4,2.517915416646896E-4,4.452309800775642E-4,8.254282418408337E-4
14.5,1.6872476065307645E-4,1.6412877809645924E-4,1.6365483347165937E-4,1.6675353837344918E-4,2.3540943158519852E-4,4.3288372942457934E-4,8.12619282043696E-4
14.55,1.689412692989636E-4,1.640428726786808E-4,1.6456166979493878E-4,1.676256840800577E-4,2.1913058608521866E-4,4.214231436272273E-4,7.992263842425444E-4
14.600000000000001,1.6889894551679882E-4,1.6398990663539812E-4,1.6509111196405619E-4,1.680401206638997E-4,2.0354780093603635E-4,4.108356783314193E-4,7.852069746199814E-4
14.65,1.6878305730345816E-4,1.6401861566845953E-4,1.6544018663426684E-4,1.6806401827081435E-4,1.8870678412383093E-4,4.0107301086305785E-4,7.705922621891114E-4
14.700000000000001,1.6868136235298917E-4,1.641132091832392E-4,1.6547953432780835E-4,1.6790588363552015E-4,1.7510891955714657E-4,3.921524267960481E-4,7.555924789623664E-4
14.75,1.6851891562756922E-4,1.642727238110701E-4,1.6545867641338518E-4,1.676088502240942E-4,1.6284866922472533E-4,3.8393594340050655E-4,7.400959585847942E-4
14.8,1.6847222232109927E-4,1.6445792961562597E-4,1.6541296495453068E-4,1.6726696494177444E-4,1.5220068751578794E-4,3.764600036298209E-4,7.242807687897625E-4
14.850000000000001,1.684619179798971E-4,1.646818917063973E-4,1.652738470733038E-4,1.6699624891696678E-4,1.4325165374915862E-4,3.695281070387378E-4,7.082652889603892E-4
14.9,1.6849857270519015E-4,1.649439612892716E-4,1.65242767217158E-4,1.6677495749185364E-4,1.360741029290028E-4,3.6316225877371387E-4,6.919541915208343E-4
14.950000000000001,1.6859346755490842E-4,1.6518785747165706E-4,1.6522641395591762E-4,1.6663028667457164E-4,1.3067513205412018E-4,3.5715008316712524E-4,6.756733424564755E-4
15,1.687390589040372E-4,1.654415489906269E-4,1.652412532184122E-4,1.665396492951511E-4,1.2704796080308562E-4,3.514733290759238E-4,6.59295752459138E-4
15.05,1.6888902271563076E-4,1.656944358697308E-4,1.6531892727581605E-4,1.6649782995292278E-4,1.2495395400947496E-4,3.4594475662549007E-4,6.429086475344821E-4
15.100000000000001,1.6905810005385562E-4,1.6591862700441297E-4,1.6544063630531507E-4,1.6648770281716424E-4,1.2440590863087447E-4,3.4049329555586226E-4,6.26703336790155E-4
15.15,1.6923607415578385E-4,1.6613031209131713E-4,1.6556941621962662E-4,1.6648240071214288E-4,1.2499210717286107E-4,3.3498848888875027E-4,6.105695675816573E-4
15.200000000000001,1.6939611572656601E-4,1.6633200192541707E-4,1.657001035114992E-4,1.664619908358545E-4,1.2671028298210122E-4,3.293135454063978E-4,5.947117568496842E-4
15.25,1.6955338423032211E-4,1.6652573699744815E-4,1.658422795983516E-4,1.6641896051977693E-4,1.2914186014943292E-4,3.234063200125734E-4,5.791266575183649E-4
15.3,1.69698693526877E-4,1.66709892746492E-4,1.659477471559585E-4,1.6636027840185818E-4,1.322155870054762E-4,3.171303958227877E-4,5.638030672384189E-4
15.350000000000001,1.6983274839444838E-4,1.6690419228488092E-4,1.6603884007694336E-4,1.662901445617979E-4,1.3560228345349458E-4,3.1048535825361947E-4,5.489424208074401E-4
