% Model,2D_turn_chemıical_reaction.mph
% Version,COMSOL 6.3.0.290
% Date,"May 28 2025, 12:09"
% Dimension,1
% Nodes,401
% Expressions,1
% Description,Table graph
% ,
0.0017000000000000001,2.508122967760991
0.0017250000000000002,2.7195334047302206
0.00175,2.906785597334625
0.001775,3.0747075248889892
0.0018000000000000002,3.2254663178071477
0.001825,3.3616144702877158
0.00185,3.486114218897829
0.0018750000000000001,3.601038260225429
0.0019,3.707809624661843
0.001925,3.807557388141407
0.0019500000000000001,3.9006419438554905
0.001975,3.988029289197993
0.002,4.069977189259818
0.002025,4.147601311052669
0.00205,4.221103020830618
0.002075,4.291129376613299
0.0021000000000000003,4.3584822837834025
0.002125,4.422433762727585
0.00215,4.485133454121471
0.0021750000000000003,4.544277179740897
0.0022,4.601214618998294
0.002225,4.654973574543927
0.0022500000000000003,4.707950124721979
0.002275,4.759702267622019
0.0023,4.809380556434094
0.0023250000000000002,4.859058845246169
0.00235,4.907717605129003
0.002375,4.95515618027603
0.0024000000000000002,5.00259475542306
0.002425,5.048780997341178
0.00245,5.094111999872571
0.002475,5.139443002403963
0.0025,5.183809887502571
0.0025250000000000003,5.227825959452222
0.00255,5.271842031401873
0.002575,5.314561492465587
0.0026000000000000003,5.357090982085976
0.002625,5.399600719451816
0.00265,5.440368295157798
0.0026750000000000003,5.481135870863785
0.0027,5.521740136407027
0.002725,5.561420514942167
0.0027500000000000003,5.601100893477308
0.002775,5.640443542118677
0.0028,5.678956167809314
0.0028250000000000003,5.71746879349995
0.00285,5.754768361898432
0.002875,5.7904481640664835
0.0029000000000000002,5.826127966234534
0.002925,5.861807768402585
0.00295,5.897487570570637
0.002975,5.933167372738688
0.003,5.967238569885275
0.0030250000000000003,6.000640597190992
0.00305,6.034042624496709
0.003075,6.067444651802425
0.0031000000000000003,6.100846679108142
0.003125,6.134248706413859
0.00315,6.165391475685031
0.0031750000000000003,6.19649802359361
0.0032,6.227604571502185
0.003225,6.258711119410762
0.0032500000000000003,6.2898176673193396
0.003275,6.320372918110021
0.0033,6.349377071134582
0.0033250000000000003,6.378381224159148
0.00335,6.407385377183715
0.003375,6.436389530208278
