% Model,COMSOL_3D_CNN_Design_1_1_Phase_1.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 9 2025, 16:34"
% Table,Table 31 - 3D_Pipe_1_Outlet_Concentration_Surface_Average
% Time (s),Concentration Pipe_1 (mol/m^3)
0,2.4407619088151835E-138
0.2,1.6351270496668634E-135
0.4,-2.136135484278571E-114
0.6000000000000001,-1.809668365500507E-102
0.8,6.294597815047497E-69
1,1.2639151193572391E-64
1.2000000000000002,2.533865984233549E-60
1.4000000000000001,3.360110349514242E-56
1.6,1.9669804692004013E-52
1.8,4.824537072732226E-49
2,3.8230062433115194E-36
2.2,8.071829808222216E-34
2.4000000000000004,2.0997052863855865E-31
2.6,3.6385801334211405E-29
2.8000000000000003,4.2318079866940135E-27
3,3.4070462865239284E-25
3.2,1.9759944987120845E-23
3.4000000000000004,8.568171361131768E-22
3.6,2.8662752185747637E-20
3.8000000000000003,7.590156190562976E-19
4,1.645848990026187E-17
4.2,3.1197539559959457E-16
4.4,4.801843946164519E-15
4.6000000000000005,6.130371326887084E-14
4.800000000000001,6.594650469536725E-13
5,6.051243508814025E-12
5.2,1.7677087453848036E-10
5.4,1.5852692277128555E-9
5.6000000000000005,1.3168045562264276E-8
5.800000000000001,8.370398135586122E-8
6,4.327444944518607E-7
6.2,1.898684986394868E-6
6.4,7.2836344409808045E-6
6.6000000000000005,2.519991966506036E-5
6.800000000000001,8.123649818777432E-5
7,2.3554057859873293E-4
7.2,6.222489263478084E-4
7.4,0.0015124107467139312
7.6000000000000005,0.0034076059483819977
7.800000000000001,0.007193852536290964
8,0.014273914908179548
8.200000000000001,0.026542059994766422
8.4,0.04644281959410652
8.6,0.0767449144365367
8.8,0.1201418522483481
9,0.17870668018260497
9.200000000000001,0.25300795823984235
9.4,0.34177758599640334
9.600000000000001,0.4417169441350287
9.8,0.54766777341827
10,0.6532389290283201
10.200000000000001,0.7514271224377869
10.4,0.8366837264336355
10.600000000000001,0.9050405653577133
10.8,0.9547771058110551
11,0.9865725407194997
11.200000000000001,1.0031840399355785
11.4,1.0088608642428019
11.600000000000001,1.0075365544906572
11.8,1.0028015146711489
12,0.9976847599913272
