% Model,COMSOL_3D_CNN_Design_1_2_Phase_2.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 1 2025, 23:03"
% Table,Table 27 - 3D_Pipe_2_Outlet_Concentration_Surface_Average
% Time (s),"Molar concentration, c2 (mol/m^3)"
0,-4.077066982187684E-120
0.1,9.690061552365378E-117
0.2,-6.316439258596557E-100
0.30000000000000004,-7.238053754512553E-92
0.4,-1.4897962784893995E-60
0.5,-4.304924364323273E-56
0.6000000000000001,-8.355229025704987E-52
0.7000000000000001,-6.578102905275947E-48
0.8,1.2208865188395322E-34
0.9,3.631143351043354E-32
1,5.587732877154184E-30
1.1,3.7808951940370006E-28
1.2000000000000002,6.203893233869168E-27
1.3,-8.189671016974286E-25
1.4000000000000001,-9.562124458451537E-23
1.5,-4.531817783788436E-21
1.6,-2.7106168958727546E-17
1.7000000000000002,-4.798317078880985E-16
1.8,-7.669187957843724E-15
1.9000000000000001,-7.599103230340188E-14
2,-5.536199417676404E-13
2.1,-3.099544263334473E-12
2.2,-1.4434390873031846E-11
2.3000000000000003,3.968781982908816E-13
2.4000000000000004,5.426952553808403E-10
2.5,3.1113227244476208E-9
2.6,1.2991232515265047E-8
2.7,4.955990408199181E-8
2.8000000000000003,1.6809788314397196E-7
2.9000000000000004,5.164885460741446E-7
3,1.4633437548113417E-6
3.1,3.946624511330983E-6
3.2,9.835970270306597E-6
3.3000000000000003,2.2804617777817655E-5
3.4000000000000004,4.955784315850096E-5
3.5,1.0288213211324443E-4
3.6,2.0245931020195128E-4
3.7,3.779133824923947E-4
3.8000000000000003,6.72654955994541E-4
3.9000000000000004,0.001144963435537042
4,0.0018645525711731578
4.1000000000000005,0.0029054375112992606
4.2,0.0043397667683575695
4.3,0.006235593419280756
4.4,0.008609261713127736
4.5,0.01145955763459467
4.6000000000000005,0.014742197255387413
4.7,0.018409625078143105
4.800000000000001,0.022346526065188672
4.9,0.02643072504461718
5,0.030571765589037483
5.1000000000000005,0.034609723386774406
5.2,0.038388284772538105
5.300000000000001,0.041850133938407176
5.4,0.044893109311249
5.5,0.047457867815007264
5.6000000000000005,0.0495521345700864
5.7,0.051169992774995184
5.800000000000001,0.0523706253410363
5.9,0.05319316838223727
6,0.053698095079496445
6.1000000000000005,0.053977078786627906
6.2,0.05407460236536468
6.300000000000001,0.05405169752962966
6.4,0.053982229987475365
6.5,0.0538876715022204
6.6000000000000005,0.05379270787213053
6.7,0.053715915330524194
6.800000000000001,0.05366106109793833
6.9,0.053631222226867864
7,0.053627563302533494
7.1000000000000005,0.053649112798234457
7.2,0.05369770386168125
7.300000000000001,0.05377723996031921
7.4,0.053903294275123845
7.5,0.05408794202836883
7.6000000000000005,0.05435370546867887
7.7,0.05475266845192853
7.800000000000001,0.05531741753297361
7.9,0.05610559084242794
8,0.05722997973943446
8.1,0.05876815603184306
8.200000000000001,0.060829932236960475
8.3,0.06361295260698571
8.4,0.06727269894226344
8.5,0.0719794198217913
8.6,0.07802430025979164
8.700000000000001,0.08565790544415933
8.8,0.09508406683513929
8.9,0.10664192486764976
9,0.12064214133560022
9.1,0.13731484300652616
9.200000000000001,0.15708837053057462
9.3,0.17982612617872626
9.4,0.20561375692248432
9.5,0.2345320852286014
9.600000000000001,0.2665175291573333
9.700000000000001,0.3012780279712862
9.8,0.33887448690243904
9.9,0.37910660964186954
10,0.4209327239544628
10.100000000000001,0.4648880442331345
10.200000000000001,0.5098255183361999
10.3,0.5551345392895788
10.4,0.601365515685563
10.5,0.6460353815609782
10.600000000000001,0.6901011469518522
10.700000000000001,0.7329811989407488
10.8,0.7730438968551274
10.9,0.8112021722956215
11,0.846278580520213
11.100000000000001,0.8780592349637261
11.200000000000001,0.9068733992384058
11.3,0.9319022529855637
11.4,0.9535254584939735
11.5,0.9717998577138071
11.600000000000001,0.9868073106691182
11.700000000000001,0.9984963118342889
11.8,1.0076580067335317
11.9,1.0142290127388545
12,1.0182420719755432
12.100000000000001,1.0209114367457899
12.200000000000001,1.0216390515801888
12.3,1.0211259415021807
12.4,1.0199391715194752
12.5,1.0176505475500899
12.600000000000001,1.0153761243353938
12.700000000000001,1.0127997875215597
12.8,1.0100083873988936
12.9,1.0076266684163027
13,1.0053235211452693
13.100000000000001,1.0033152333360855
13.200000000000001,1.001684032627797
13.3,1.0003418380771927
13.4,0.9993395975518641
13.5,0.998654606937799
13.600000000000001,0.9982424086931204
13.700000000000001,0.9980146828316232
13.8,0.9980229350180878
13.9,0.9981266586354203
14,0.9983160892861556
14.100000000000001,0.9986148158930706
14.200000000000001,0.9988702953078733
14.3,0.9991548842142954
14.4,0.9994295702965101
14.5,0.9996491904979681
14.600000000000001,0.9998439590177343
14.700000000000001,0.9999918855273029
14.8,1.0000966274159377
14.9,1.0001636227274053
15,1.0002046552163109
15.100000000000001,1.0002137617725273
15.200000000000001,1.0002049950281895
15.3,1.0001870828678128
15.4,1.0001526897227324
15.5,1.0001288823534344
15.600000000000001,1.0001061430222018
15.700000000000001,1.000083134219015
15.8,1.0000598559438736
15.9,1.0000363081967774
16,1.000017521524891
16.1,1.0000030508102333
16.2,0.9999908391085425
16.3,0.9999808864198184
16.400000000000002,0.9999731927440612
16.5,0.9999684054772768
16.6,0.9999661615660522
16.7,0.999966421801954
16.8,0.9999691861849825
16.900000000000002,0.9999736326263561
17,0.9999761060310264
17.1,0.9999793529695197
17.2,0.9999833734418369
17.3,0.9999881674479771
17.400000000000002,0.9999924720246366
17.5,0.999995250787708
17.6,0.9999977311398482
17.7,0.9999999130810565
17.8,1.0000017966113333
