% Model,COMSOL_Three_Pipes_Phase_2.mph
% Version,COMSOL 6.3.0.420
% Date,"Feb 23 2026, 11:30"
% Table,Table 34 - c_CNN_Sensor_Phase_3
% Time (s),c_CNN_Sensor_Phase_2 (mol/m^3)
18.14,5.473804685834728E-7
18.150000000000002,5.637514957263563E-7
18.16,5.804842491814269E-7
18.17,5.975787289487261E-7
18.18,6.15034935028238E-7
18.19,6.328528674199593E-7
18.2,6.51032526123875E-7
18.21,6.695739111400128E-7
18.22,6.884770224683599E-7
18.23,7.07741860108913E-7
18.240000000000002,7.27368424061672E-7
18.25,7.473567143266422E-7
18.26,7.677067309038176E-7
18.27,7.884184737932072E-7
18.28,8.09491942994812E-7
18.29,8.309271385086125E-7
18.3,8.527240603346287E-7
18.31,8.778367468883128E-7
18.32,9.041388983974941E-7
18.330000000000002,9.310940125310498E-7
18.34,9.587020892889796E-7
18.35,9.869631286712756E-7
18.36,1.0158771306779592E-6
18.37,1.0454440953090046E-6
18.38,1.0756640225644156E-6
18.39,1.1065369124442099E-6
18.400000000000002,1.1380627649483948E-6
18.41,1.1702415800768914E-6
18.42,1.2030733578298246E-6
18.43,1.2365580982071027E-6
18.44,1.2706958012087757E-6
18.45,1.3054864668348074E-6
18.46,1.3409300950852299E-6
18.47,1.3770266859599963E-6
18.48,1.4137762394591683E-6
18.490000000000002,1.451178755582701E-6
18.5,1.4892342343306096E-6
18.51,1.5279426757028967E-6
18.52,1.5673040796995578E-6
18.53,1.6073184463205864E-6
18.54,1.6512657045148038E-6
18.55,1.698918864540074E-6
18.56,1.7477237886303063E-6
18.57,1.797680476785514E-6
18.580000000000002,1.848788929005716E-6
18.59,1.9010491452908575E-6
18.6,1.954461125641016E-6
18.61,2.0090248700561362E-6
18.62,2.0647403785362164E-6
18.63,2.121607651081268E-6
18.64,2.179626687691338E-6
18.650000000000002,2.2387974883663865E-6
18.66,2.2991200531063686E-6
18.67,2.360594381911335E-6
18.68,2.423220474781227E-6
18.69,2.4869983317161503E-6
18.7,2.551927952716046E-6
18.71,2.6180093377809157E-6
18.72,2.6852424869107657E-6
18.73,2.7536274001055937E-6
18.740000000000002,2.8231640773654184E-6
18.75,2.8938525186901797E-6
18.76,2.9656927240799312E-6
18.77,3.041258843999581E-6
18.78,3.1257326855008665E-6
18.79,3.212190888331004E-6
18.8,3.300633452490072E-6
18.81,3.3910603779779887E-6
18.82,3.4834716647947976E-6
18.830000000000002,3.5778673129405446E-6
18.84,3.6742473224150815E-6
18.85,3.7726116932185693E-6
18.86,3.8729604253509045E-6
18.87,3.975293518812138E-6
18.88,4.079610973602245E-6
18.89,4.185912789721232E-6
18.900000000000002,4.294198967169136E-6
18.91,4.4044695059458535E-6
18.92,4.516724406051507E-6
18.93,4.630963667485997E-6
18.94,4.74718729024939E-6
18.95,4.865395274341596E-6
18.96,4.985587619762777E-6
18.97,5.107764326512813E-6
18.98,5.231925394591798E-6
18.990000000000002,5.358070823999646E-6
19,5.4862006147362215E-6
19.01,5.6323287882075825E-6
19.02,5.782215880264073E-6
19.03,5.935443376473141E-6
19.04,6.0920112768346325E-6
19.05,6.251919581348591E-6
19.06,6.415168290015191E-6
19.07,6.581757402834289E-6
19.080000000000002,6.751686919805913E-6
19.09,6.9249568409299955E-6
19.1,7.101567166206557E-6
19.11,7.281517895635758E-6
19.12,7.464809029217515E-6
19.13,7.651440566951715E-6
19.14,7.841412508838425E-6
19.150000000000002,8.03472485487769E-6
19.16,8.231377605069427E-6
19.17,8.431370759413836E-6
19.18,8.63470431791062E-6
19.19,8.841378280559953E-6
19.2,9.051392647361885E-6
19.21,9.26474741831618E-6
19.22,9.481442593423125E-6
19.23,9.701478172682606E-6
19.240000000000002,9.942527890025884E-6
19.25,1.0196883012325557E-5
19.26,1.0456732946543622E-5
19.27,1.0722077692679938E-5
19.28,1.0992917250734915E-5
19.29,1.126925162070802E-5
19.3,1.1551080802599734E-5
19.31,1.1838404796409606E-5
19.32,1.2131223602138164E-5
19.330000000000002,1.2429537219785009E-5
19.34,1.2733345649350098E-5
19.35,1.3042648890833503E-5
19.36,1.3357446944235597E-5
19.37,1.3677739809555886E-5
19.38,1.4003527486794488E-5
19.39,1.4334809975951631E-5
19.400000000000002,1.4671587277027053E-5
19.41,1.5013859390021079E-5
19.42,1.5361626314933192E-5
19.43,1.5714888051763743E-5
19.44,1.6073644600512826E-5
19.45,1.6437895961180222E-5
19.46,1.6807642133766096E-5
19.47,1.719851242439145E-5
19.48,1.7621115151708426E-5
19.490000000000002,1.8052551403578717E-5
19.5,1.8492821180002624E-5
19.51,1.8941924480980427E-5
19.52,1.9399861306511544E-5
19.53,1.9866631656596605E-5
19.54,2.034223553123492E-5
19.55,2.0826672930426792E-5
19.56,2.131994385417236E-5
19.57,2.1822048302471654E-5
19.580000000000002,2.2332986275324617E-5
19.59,2.2852757772730958E-5
19.6,2.3381362794691084E-5
19.61,2.3918801341204466E-5
19.62,2.446507341227175E-5
19.63,2.5020179007892603E-5
19.64,2.558411812806724E-5
19.650000000000002,2.6156890772795195E-5
19.66,2.673849694207701E-5
19.67,2.732893663591232E-5
19.68,2.7928209854301296E-5
19.69,2.8536316597243372E-5
19.7,2.9159527080327765E-5
19.71,2.984712274904836E-5
19.72,3.0548598312803794E-5
19.73,3.1263953771594616E-5
19.740000000000002,3.1993189125420426E-5
19.75,3.273630437428118E-5
19.76,3.34932995181768E-5
19.77,3.4264174557107513E-5
19.78,3.504892949107359E-5
19.79,3.584756432007452E-5
19.8,3.6660079044110854E-5
19.81,3.748647366318139E-5
19.82,3.83267481772879E-5
19.830000000000002,3.918090258642884E-5
19.84,4.0048936890604885E-5
19.85,4.0930851089816064E-5
19.86,4.18266451840622E-5
19.87,4.273631917334278E-5
19.88,4.365987305765954E-5
19.89,4.459730683701067E-5
19.900000000000002,4.554862051139722E-5
19.91,4.651381408081834E-5
19.92,4.7492887545275066E-5
19.93,4.848584090476637E-5
19.94,4.956591550905241E-5
19.95,5.0683016725496214E-5
19.96,5.182143422463491E-5
19.97,5.298116800646711E-5
19.98,5.416221807099469E-5
19.990000000000002,5.536458441821683E-5
20,5.658826704813174E-5
20.01,5.7833265960742585E-5
20.02,5.909958115604673E-5
20.03,6.0387212634047044E-5
20.04,6.169616039474051E-5
20.05,6.302642443812942E-5
20.06,6.437800476421131E-5
20.07,6.575090137298832E-5
20.080000000000002,6.714511426446063E-5
20.09,6.856064343862642E-5
20.1,6.999748889548666E-5
20.11,7.145565063504127E-5
20.12,7.293512865728996E-5
20.13,7.443592296223393E-5
20.14,7.595803354987255E-5
20.150000000000002,7.750146042020531E-5
20.16,7.906620357323179E-5
20.17,8.07194588628412E-5
20.18,8.246225022532418E-5
20.19,8.423704357668023E-5
20.2,8.604383891691017E-5
20.21,8.788263624601411E-5
20.22,8.975343556399033E-5
20.23,9.1656236870843E-5
20.240000000000002,9.35910401665688E-5
20.25,9.5557845451168E-5
20.26,9.755665272464212E-5
20.27,9.958746198698889E-5
20.28,1.0165027323821056E-4
20.29,1.0374508647830488E-4
20.3,1.0587190170727447E-4
20.31,1.0803071892511705E-4
20.32,1.1022153813183411E-4
20.330000000000002,1.124443593274255E-4
20.34,1.1469918251188913E-4
20.35,1.1698600768522879E-4
20.36,1.1930483484744128E-4
20.37,1.2165566399852713E-4
20.38,1.240384951384877E-4
20.39,1.2645332826732186E-4
20.400000000000002,1.2894220704761633E-4
20.41,1.3160624306000993E-4
20.42,1.34317236339427E-4
20.43,1.3707518688585758E-4
20.44,1.3988009469931265E-4
20.45,1.4273195977978438E-4
20.46,1.4563078212727698E-4
20.47,1.4857656174178504E-4
20.48,1.5156929862331417E-4
20.490000000000002,1.546089927718621E-4
20.5,1.5769564418742903E-4
20.51,1.608292528700145E-4
20.52,1.640098188196193E-4
20.53,1.6723734203624501E-4
20.54,1.7051182251988665E-4
20.55,1.7383326027055042E-4
20.56,1.7720165528822916E-4
20.57,1.806170075729311E-4
20.580000000000002,1.840793171246495E-4
20.59,1.8758858394338673E-4
20.6,1.9114480802914625E-4
20.61,1.9474798938192027E-4
20.62,1.983981280017166E-4
20.63,2.020952238885309E-4
20.64,2.060740171079645E-4
20.650000000000002,2.1013203019896117E-4
20.66,2.142573911059418E-4
20.67,2.1845009982891225E-4
20.68,2.227101563678693E-4
20.69,2.2703756072281378E-4
20.7,2.314323128937428E-4
20.71,2.3589441288066233E-4
20.72,2.404238606835675E-4
20.73,2.4502065630245843E-4
20.740000000000002,2.4968479973734044E-4
20.75,2.544162909882016E-4
20.76,2.592151300550553E-4
20.77,2.6408131693789335E-4
20.78,2.690148516367247E-4
20.79,2.7401573415153434E-4
20.8,2.7908396448233624E-4
20.81,2.8421954262912257E-4
20.82,2.8942246859189576E-4
20.830000000000002,2.9469274237065886E-4
20.84,3.0003036396540454E-4
20.85,3.054353333761395E-4
20.86,3.1090765060286024E-4
20.87,3.1666137191391116E-4
20.88,3.2261477807024185E-4
20.89,3.286625827112075E-4
20.900000000000002,3.3480478583680596E-4
20.91,3.4104138744703663E-4
20.92,3.473723875418996E-4
20.93,3.5379778612139686E-4
20.94,3.6031758318552605E-4
20.95,3.6693177873428157E-4
20.96,3.736403727676767E-4
20.97,3.8044336528570436E-4
20.98,3.873407562883622E-4
20.990000000000002,3.9433254577565644E-4
21,4.0141873374757557E-4
21.01,4.0859932020413827E-4
21.02,4.158743051453244E-4
21.03,4.232436885711478E-4
21.04,4.3070747048160025E-4
21.05,4.382656508766832E-4
21.06,4.4591822975640396E-4
21.07,4.5366520712075773E-4
21.080000000000002,4.6150658296974576E-4
21.09,4.6944235730335756E-4
21.1,4.7762603444158867E-4
21.11,4.861874946053914E-4
21.12,4.948782589331767E-4
21.13,5.036983274249338E-4
21.14,5.126477000806712E-4
21.150000000000002,5.217263769003815E-4
21.16,5.309343578840808E-4
21.17,5.402716430317419E-4
21.18,5.49738232343395E-4
21.19,5.593341258190258E-4
21.2,5.690593234586236E-4
21.21,5.78913825262206E-4
21.22,5.888976312297574E-4
21.23,5.99010741361304E-4
21.240000000000002,6.092531556568128E-4
21.25,6.19624874116311E-4
21.26,6.301258967397723E-4
21.27,6.407562235272246E-4
21.28,6.515158544786525E-4
21.29,6.624047895940476E-4
21.3,6.734230288734321E-4
21.31,6.845705723167899E-4
21.32,6.95847419924125E-4
21.330000000000002,7.072958464364841E-4
21.34,7.193665151299141E-4
21.35,7.31610260342484E-4
21.36,7.440270820741763E-4
21.37,7.566169803250069E-4
21.38,7.693799550949577E-4
21.39,7.823160063840499E-4
21.400000000000002,7.954251341922787E-4
21.41,8.087073385196305E-4
21.42,8.221626193661145E-4
21.43,8.357909767317266E-4
21.44,8.495924106164672E-4
21.45,8.635669210203443E-4
21.46,8.777145079433527E-4
21.47,8.920351713855036E-4
21.48,9.065289113467744E-4
21.490000000000002,9.211957278271846E-4
21.5,9.360356208267096E-4
21.51,9.510485903453832E-4
21.52,9.662346363831876E-4
21.53,9.81593758940104E-4
21.54,9.971259580161661E-4
21.55,0.001012831233611372
21.56,0.00102870958572568
21.57,0.0010457597343017154
21.580000000000002,0.0010633364938025687
21.59,0.0010811908470126973
21.6,0.001099322793932098
21.61,0.0011177323345607309
21.62,0.0011364194688986207
21.63,0.0011553841969457578
21.64,0.0011746265187021153
21.650000000000002,0.0011941464341677084
21.66,0.001213943943342558
21.67,0.0012340190462266315
21.68,0.00125437174281994
21.69,0.0012750020331224999
21.7,0.0012959099171342906
21.71,0.0013170953948553196
21.72,0.0013385584662856005
21.73,0.0013602991314251084
21.740000000000002,0.0013823173902738602
21.75,0.0014046132428318422
21.76,0.0014271866890990742
21.77,0.0014500377290755418
21.78,0.001473166362761232
21.79,0.0014965725901561512
21.8,0.0015202564112603415
21.81,0.0015442178260737537
21.82,0.0015684568345964228
21.830000000000002,0.001592973436828321
21.84,0.0016177676327694293
21.85,0.001642839422419809
21.86,0.0016681888057794212
21.87,0.0016938157828482673
21.88,0.0017197203536263618
21.89,0.0017459025181136814
21.900000000000002,0.0017723622763102464
21.91,0.0017990996282160373
21.92,0.0018261145738310918
21.93,0.0018534071131553666
21.94,0.0018809772461889109
21.95,0.0019088249729316345
21.96,0.0019369502933836394
21.97,0.001965353207544864
21.98,0.0019940337154153304
21.990000000000002,0.002022991816995075
22,0.002052227512284017
22.01,0.00208174080128218
22.02,0.0021115316839895914
22.03,0.0021420306961134725
22.04,0.0021744274572736894
22.05,0.002207187241649976
22.06,0.002240310049242259
22.07,0.0022737958800506295
22.080000000000002,0.002307644734075039
22.09,0.0023418566113154776
22.1,0.0023764315117720527
22.11,0.0024113694354446036
22.12,0.002446670382333218
22.13,0.0024823343524378655
22.14,0.002518361345758591
22.150000000000002,0.0025547513622953878
22.16,0.002591504402048189
22.17,0.002628620465017075
22.18,0.0026660995512019893
22.19,0.0027039416606029665
22.2,0.0027421467932199897
22.21,0.0027807149490530997
22.22,0.0028196461281022275
22.23,0.002858940330367409
22.240000000000002,0.0028985975558486424
22.25,0.0029386178045459088
22.26,0.0029790010764592645
22.27,0.0030197473715886398
22.28,0.0030608566899340854
22.29,0.0031023290314955757
22.3,0.003144164396273127
22.31,0.0031863627842667317
22.32,0.0032289241954763363
22.330000000000002,0.0032718486299020736
22.34,0.003315136087543781
22.35,0.0033587865684015597
22.36,0.003402800072475403
22.37,0.003447176599765336
22.38,0.003491916150271263
22.39,0.003537018723993265
22.400000000000002,0.0035824843209313092
22.41,0.0036283129410854113
22.42,0.0036745045844555633
22.43,0.0037210592510417972
22.44,0.0037679769408440348
22.45,0.003816105542990602
22.46,0.0038667111286129455
22.47,0.00391781588172284
22.48,0.003969419802320365
22.490000000000002,0.00402152289040549
22.5,0.004074125145978211
22.51,0.004127226569038564
22.52,0.004180827159586537
22.53,0.0042349269176220165
22.54,0.004289525843145171
22.55,0.004344623936155938
22.56,0.004400221196654286
22.57,0.004456317624640235
22.580000000000002,0.004512913220113831
22.59,0.004570007983075036
22.6,0.004627601913523728
22.61,0.004685695011460074
22.62,0.004744287276884148
22.63,0.004803378709795694
22.64,0.004862969310194916
22.650000000000002,0.004923059078081627
22.66,0.004983648013456112
22.67,0.005044736116318083
22.68,0.005106323386667648
22.69,0.005168409824504808
22.7,0.005230995429829611
22.71,0.0052940802026421015
22.72,0.005357664142942021
22.73,0.005421747250729749
22.740000000000002,0.005486329526004906
22.75,0.005551410968767747
22.76,0.005616991579018163
22.77,0.005683071356756186
22.78,0.005749650301981841
22.79,0.005816728414695081
22.8,0.005884305694895906
22.81,0.005952382142584309
22.82,0.006020957757760398
22.830000000000002,0.006090032540424014
22.84,0.006159606490575324
22.85,0.006229679608214194
22.86,0.006300251893340644
22.87,0.006372335648702384
22.88,0.006446695680586687
22.89,0.006521682630236817
22.900000000000002,0.006597296497652661
22.91,0.00667353728283413
22.92,0.006750404985781358
22.93,0.006827899606494247
22.94,0.006906021144972755
22.95,0.006984769601217057
22.96,0.007064144975226949
22.97,0.007144147267002637
22.98,0.007224776476544003
22.990000000000002,0.007306032603851045
23,0.007387915648923804
23.01,0.00747042561176226
23.02,0.007553562492366424
23.03,0.007637326290736218
23.04,0.007721717006871647
23.05,0.007806734640772883
23.06,0.007892379192439875
23.07,0.007978650661872456
23.080000000000002,0.008065549049070728
23.09,0.00815307435403469
23.1,0.008241226576764385
23.11,0.008330005717259798
23.12,0.008419411775520913
23.13,0.0085094447515477
23.14,0.008600104645340206
23.150000000000002,0.008691391456898309
23.16,0.00878330518622222
23.17,0.008875845833311781
23.18,0.008969013398166943
23.19,0.009062807880788011
23.2,0.009157229281174588
23.21,0.009252277599326869
23.22,0.009347952835244961
23.23,0.009444254988928615
23.240000000000002,0.00954118406037807
23.25,0.009638740049593149
23.26,0.00973692295657399
23.27,0.009835732781320414
23.28,0.00993516952383268
23.29,0.010036202745757793
23.3,0.010139100483201232
23.31,0.01024272585511851
23.32,0.010347078861509597
23.330000000000002,0.010452159502374483
23.34,0.010557967777713171
23.35,0.01066450368752572
23.36,0.010771767231811866
23.37,0.010879758410571976
23.38,0.010988477223805743
23.39,0.011097923671513289
23.400000000000002,0.011208097753694765
23.41,0.011318999470350052
23.42,0.011430628821478972
23.43,0.011542985807081697
23.44,0.011656070427158317
23.45,0.011769882681708666
23.46,0.011884422570732927
23.47,0.011999690094230783
23.48,0.01211568525220257
23.490000000000002,0.012232408044648006
23.5,0.012349858471567377
23.51,0.012468036532960535
23.52,0.012586942228827579
23.53,0.012706575559167946
23.54,0.01282693652398247
23.55,0.012948025123270812
23.56,0.01306984135703286
23.57,0.013192385225268699
23.580000000000002,0.013315656727978334
23.59,0.013439655865161734
23.6,0.013564382636818955
23.61,0.013689837042950018
23.62,0.013816019083554855
23.63,0.013942928758633353
23.64,0.014070566068185767
23.650000000000002,0.014198931012211884
23.66,0.014328023590711796
23.67,0.014457843803685609
23.68,0.014588391651133174
23.69,0.014719667133054547
23.7,0.014851670249449604
23.71,0.014984993437164579
23.72,0.01511960132181216
23.73,0.015254989104720468
23.740000000000002,0.015391156785889584
23.75,0.015528104365319345
23.76,0.01566583184300969
23.77,0.01580433921896098
23.78,0.01594362649317301
23.79,0.016083693665645642
23.8,0.016224540736379085
23.81,0.016366167705373184
23.82,0.016508574572627995
23.830000000000002,0.01665176133814362
23.84,0.016795728001919887
23.85,0.016940474563956903
23.86,0.017086001024254775
23.87,0.017232307382813256
23.88,0.017379393639632444
23.89,0.017527259794712365
23.900000000000002,0.017675905848053
23.91,0.01782533179965457
23.92,0.01797553764951658
23.93,0.018126523397639534
23.94,0.018278289044023018
23.95,0.018430834588667195
23.96,0.01858416003157236
23.97,0.018738265372737917
23.98,0.01889315061216462
23.990000000000002,0.019048815749851865
24,0.019205260785799757
24.01,0.019362485720008406
24.02,0.019520490552477943
24.03,0.019679275283208123
24.04,0.019838839912198668
24.05,0.019999184439450524
24.060000000000002,0.020160308864962694
24.07,0.020322213188735838
24.080000000000002,0.02048489741076992
24.09,0.02064836153106395
24.1,0.02081260554961945
24.11,0.02097762946643541
24.12,0.021143433281512126
24.13,0.021309861468076396
24.14,0.021476962024092622
24.150000000000002,0.021644830561293238
24.16,0.021813467079678215
24.17,0.021982871579247977
24.18,0.022153044060002288
24.19,0.022323984521940697
24.2,0.022495692965064006
24.21,0.02266816938937152
24.22,0.022841413794863583
24.23,0.023015426181539955
24.240000000000002,0.023190206549401376
24.25,0.023365754898446896
24.26,0.023542071228676836
24.27,0.023719155540091342
24.28,0.023897007832690692
24.29,0.024075628106474182
24.3,0.024255016361442165
24.310000000000002,0.024435172597594864
24.32,0.02461609681493161
24.330000000000002,0.024797789013453503
24.34,0.02498024919315921
24.35,0.025163477354050123
24.36,0.025347473496124862
24.37,0.025532237619384446
24.38,0.02571776972382829
24.39,0.025904069809456764
24.400000000000002,0.026091137876269942
24.41,0.026278973924267104
24.42,0.02646757795344923
24.43,0.026656949963815735
24.44,0.026847089955366436
24.45,0.02703799792810183
24.46,0.02722967388202195
24.47,0.02742211781712633
24.48,0.027615329733415316
24.490000000000002,0.02780930963088882
24.5,0.028004057509546525
24.51,0.02819957336938889
24.52,0.02839585721041612
24.53,0.02859290903262721
24.54,0.028790728836022985
24.55,0.028988172762785872
24.560000000000002,0.029185813129489882
24.57,0.02938414404491956
24.580000000000002,0.029583165509074298
24.59,0.029782877521954094
24.6,0.029983280083559005
24.61,0.030184373193889377
24.62,0.030386156852945073
24.63,0.030588631060726196
24.64,0.03079179581723243
24.650000000000002,0.03099565112246378
24.66,0.03120019697641993
24.67,0.03140543337910229
24.68,0.03161136033050898
24.69,0.03181797783064132
24.7,0.032025285879498995
24.71,0.0322332844770818
24.72,0.03244197362338969
24.73,0.0326513533184233
24.740000000000002,0.03286142356218158
24.75,0.033072184354665315
24.76,0.03328363569587452
24.77,0.033495777585808635
24.78,0.0337086100244679
24.79,0.03392213301185263
24.8,0.03413634654796254
24.810000000000002,0.03435125063279811
24.82,0.03456684526635823
24.830000000000002,0.03478313044864399
24.84,0.03500010617965492
24.85,0.035217772459390784
24.86,0.03543612928785224
24.87,0.03565517666503914
24.88,0.035874914590951025
24.89,0.03609534306558842
24.900000000000002,0.03631646208895041
24.91,0.03653827166103769
24.92,0.03676077178185061
24.93,0.03698396245138886
24.94,0.037207843669651984
24.95,0.037432415436640935
24.96,0.037657677752354554
24.97,0.03788143843469869
24.98,0.03810512800907327
24.990000000000002,0.03832937527470299
25,0.03855418023158774
25.01,0.03877954287972854
25.02,0.0390054632191244
25.03,0.03923194124977526
25.04,0.0394589769716818
25.05,0.03968657038484379
25.060000000000002,0.039914721489261444
25.07,0.04014343028493368
25.080000000000002,0.04037269677186217
25.09,0.0406025209500453
25.1,0.04083290281948395
25.11,0.04106384238017856
25.12,0.041295339632127746
25.13,0.04152739457533265
25.14,0.04176000720979332
25.150000000000002,0.04199317753550871
25.16,0.04222690555247992
25.17,0.04246119126070632
25.18,0.04269603466018794
25.19,0.042931435750925444
25.2,0.0431673945329184
25.21,0.04340391100616589
25.22,0.043640985170669534
25.23,0.04387861702642814
25.240000000000002,0.04411680657344206
25.25,0.04435555381171205
25.26,0.04459485874123662
25.27,0.04483472136201688
25.28,0.04507514167405266
25.29,0.04531611967734331
25.3,0.045557655371889834
25.310000000000002,0.04579974875769155
25.32,0.0460423998347482
25.330000000000002,0.04628560860306112
25.34,0.0465293750626292
25.35,0.046773699213452404
25.36,0.047018581055531354
25.37,0.04726402058886502
25.38,0.04751001781345482
25.39,0.04775358197376224
25.400000000000002,0.04799703492361174
25.41,0.04824088154861695
25.42,0.04848512184877877
25.43,0.04872975582409675
25.44,0.04897478347457083
25.45,0.049220204800201256
25.46,0.049466019800988054
25.47,0.049712228476931276
25.48,0.0499588308280302
25.490000000000002,0.05020582685428564
25.5,0.050453216555697275
25.51,0.05070099993226494
25.52,0.050949176983989104
25.53,0.05119774771086971
25.54,0.051446712112906336
25.55,0.05169607019009912
25.560000000000002,0.05194582194244868
25.57,0.05219596736995394
25.580000000000002,0.05244650647261607
25.59,0.052697439250433464
25.6,0.05294876570340779
25.61,0.05320048583153808
25.62,0.05345259963482506
25.63,0.053705107113267224
25.64,0.05395800826686658
25.650000000000002,0.054211303095622415
25.66,0.05446499159953454
25.67,0.05471907377860115
25.68,0.05497354963282557
25.69,0.05522841916220566
25.7,0.055483682366742275
25.71,0.05573933924643545
25.72,0.055995389801284295
25.73,0.056251834031289735
25.740000000000002,0.0565086719364514
25.75,0.05676590351676908
25.76,0.057023528772243155
25.77,0.05728154770287411
25.78,0.05753996030865946
25.79,0.05779876658960289
25.8,0.05805796654570191
25.810000000000002,0.05831419732681321
25.82,0.058570414825131596
25.830000000000002,0.05882685764682381
25.84,0.05908352579188956
25.85,0.05934041926032779
25.86,0.05959753805213953
25.87,0.059854882167325846
25.88,0.06011245160588416
25.89,0.06037024636781606
25.900000000000002,0.060628266453121166
25.91,0.06088651186180011
25.92,0.06114498259385239
25.93,0.06140367864927745
25.94,0.061662600028075526
25.95,0.06192174673024754
25.96,0.06218111875579293
25.97,0.06244071610471165
25.98,0.06270053877700325
25.990000000000002,0.06296058677266858
26,0.06322086009170721
26.01,0.0634813587341191
26.02,0.06374208269990433
26.03,0.06400303198906299
26.04,0.06426420660159449
26.05,0.06452560653749934
26.060000000000002,0.06478723179677871
26.07,0.06504908237943012
26.080000000000002,0.06531115828545514
26.09,0.06557345951485359
26.1,0.0658359860676255
26.11,0.06609873794376997
26.12,0.06636171514328877
26.13,0.06662491766617941
26.14,0.06688834551244491
26.150000000000002,0.06715199868208277
26.16,0.06741587717509503
26.17,0.06767998099148019
26.18,0.0679443101312387
26.19,0.06820886459437006
26.2,0.0684736443808753
26.21,0.06873864949075281
26.22,0.06900384284394606
26.23,0.06926611384246596
26.240000000000002,0.06952846184358812
26.25,0.06979088684731174
26.26,0.07005338885363678
26.27,0.07031596786256408
26.28,0.07057862387409213
26.29,0.07084135688822206
26.3,0.07110416690495519
26.310000000000002,0.07136705392428856
26.32,0.07163001794622369
26.330000000000002,0.07189305897076112
26.34,0.07215617699789936
26.35,0.07241937202763982
26.36,0.07268264405998164
26.37,0.07294599309492605
26.38,0.07320941913247164
26.39,0.07347292217261835
26.400000000000002,0.07373650221536758
26.41,0.07400015926071794
26.42,0.07426389330867084
26.43,0.07452770435922457
26.44,0.07479159241237988
26.45,0.07505555746813708
26.46,0.07531959952649649
26.47,0.07558371858745713
26.48,0.07584791465101898
26.490000000000002,0.07611218771718319
26.5,0.0763765377859492
26.51,0.07664096485731653
26.52,0.07690546893128561
26.53,0.07717005000785718
26.54,0.07743470808702918
26.55,0.07769944316880462
26.560000000000002,0.0779642552531791
26.57,0.07822914434015785
26.580000000000002,0.07849411042973711
26.59,0.0787591535219173
26.6,0.07902427361670054
26.61,0.07928947071408436
26.62,0.07955474481407131
26.63,0.07982009591665885
26.64,0.08008530731743543
26.650000000000002,0.08034838456151429
26.66,0.08061142615545508
26.67,0.08087443209925724
26.68,0.0811374023929216
26.69,0.08140033703644613
26.7,0.08166323602983205
26.71,0.08192609937308092
26.72,0.0821889270661901
26.73,0.08245171910916113
26.740000000000002,0.08271447550199447
26.75,0.0829771962446879
26.76,0.08323988133724285
26.77,0.08350253077965976
26.78,0.0837651445719381
26.79,0.08402772271407816
26.8,0.08429026520607921
26.810000000000002,0.08455277204794141
26.82,0.08481524323966608
26.830000000000002,0.08507767878125118
26.84,0.08534007867269819
26.85,0.0856024429140073
26.86,0.08586477150517728
26.87,0.08612706444620923
26.88,0.08638932173710206
26.89,0.08665154337785604
26.900000000000002,0.08691372936847214
26.91,0.08717587970894931
26.92,0.08743799439928862
26.93,0.0877000734394893
26.94,0.08796211682955063
26.95,0.08822412456947377
26.96,0.0884860966592591
26.97,0.08874803309890436
26.98,0.08900993388841215
26.990000000000002,0.08927179902778158
27,0.08953362851701151
27.01,0.0897954223561039
27.02,0.09005718054505696
27.03,0.09031890308387212
27.04,0.09058058997254827
27.05,0.09084224121108744
27.060000000000002,0.09110357846341281
27.07,0.09136348764889915
27.080000000000002,0.09162328394687168
27.09,0.09188296735732861
27.1,0.09214253788027221
27.11,0.09240199551569983
27.12,0.09266134026361347
27.13,0.09292057212401313
27.14,0.09317969109689708
27.150000000000002,0.09343869718226816
27.16,0.09369759038012264
27.17,0.09395637069046443
27.18,0.0942150381132916
27.19,0.09447359264860254
27.2,0.09473203429640067
27.21,0.09499036305668342
27.22,0.09524857892945203
27.23,0.0955066819147057
27.240000000000002,0.09576467201244428
27.25,0.09602254922267021
27.26,0.09628031354538094
27.27,0.09653796498057608
27.28,0.09679550352825753
27.29,0.09705292918842397
27.3,0.09731024196107642
27.310000000000002,0.09756744184621381
27.32,0.09782452884383697
27.330000000000002,0.09808150295394621
27.34,0.09833836417653996
27.35,0.09859511251161912
27.36,0.098851747959185
27.37,0.09910827051923492
27.38,0.0993646801917705
27.39,0.0996209769767925
27.400000000000002,0.09987716087429928
27.41,0.10013323188429174
27.42,0.10038919000676884
27.43,0.10064503524173242
27.44,0.1009007675891808
27.45,0.10115638704911543
27.46,0.1014118936215351
27.47,0.10166728730644074
27.48,0.10192231671340235
27.490000000000002,0.10217645287140718
27.5,0.10243042861993754
27.51,0.10268424395899405
27.52,0.10293789888857657
27.53,0.10319139340868606
27.54,0.10344472751932167
27.55,0.10369790122048379
27.560000000000002,0.10395091451217073
27.57,0.10420376739438418
27.580000000000002,0.10445645986712478
27.59,0.10470899193039071
27.6,0.10496136358418369
27.61,0.10521357482850162
27.62,0.10546562566334698
27.63,0.10571751608871759
27.64,0.10596924610461508
27.650000000000002,0.1062208157110384
27.66,0.10647222490798809
27.67,0.10672347369546388
27.68,0.10697456207346541
27.69,0.10722549004199337
27.7,0.10747625760104822
27.71,0.1077268647506291
27.72,0.10797731149073497
