% Model,COMSOL_3D_CNN_Design_1_2_Phase_2.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 16 2025, 15:53"
% Table,Table 5 - Concentration_Outlet_Pipe_2
% Time (s),Concentration_Outlet_Pipe_2 (mol/m^3),Concentration_Outlet_Pipe_2 (mol/m^3),Concentration_Outlet_Pipe_2 (mol/m^3),Concentration_Outlet_Pipe_2 (mol/m^3)
13.4,2.5250881504152005,2.50728299963964,2.50728299963964,2.4951226180312305
13.450000000000001,2.534508102562099,2.507272403651105,2.507272403651105,2.495173949161695
13.5,2.5460463022466486,2.5072612585603316,2.5072612585603316,2.49523427451468
13.55,2.559256444793652,2.5072518819548923,2.5072518819548923,2.4953035940901938
13.600000000000001,2.574138530203112,2.5072437368894205,2.5072437368894205,2.4954048926266506
13.65,2.5929707106384337,2.507236640887185,2.507236640887185,2.495529147229301
13.700000000000001,2.615858258207509,2.507231050231116,2.507231050231116,2.4956736166165063
13.75,2.6418796980805075,2.5072267330452567,2.5072267330452567,2.495839249045821
13.8,2.67103503025742,2.507223301732061,2.507223301732061,2.496083709934598
13.850000000000001,2.706707155558342,2.507220408180009,2.507220408180009,2.4963727529798114
13.9,2.7496452412797576,2.507218309504028,2.507218309504028,2.4967063781814613
13.950000000000001,2.798115873466097,2.507216467432219,2.507216467432219,2.4971015014106506
14,2.8521190521173536,2.5072149728149964,2.5072149728149964,2.4976515301739894
14.05,2.9163130343115453,2.507213876101233,2.507213876101233,2.4982951564466296
14.100000000000001,2.9927093941909115,2.5072129786462938,2.5072129786462938,2.4990323802285745
14.15,3.0783193768169563,2.5072123792893244,2.5072123792893244,2.49992695004387
14.200000000000001,3.1731429821896815,2.5072120614095303,2.5072120614095303,2.5011111213916326
14.25,3.2831054165012596,2.5072120070296213,2.5072120070296213,2.502483432334758
14.3,3.412290191996486,2.5072122286237515,2.5072122286237515,2.5040438828732383
14.350000000000001,3.555961623746363,2.507212748994617,2.507212748994617,2.5059723802857548
14.4,3.714119711750881,2.5072135658404884,2.5072135658404884,2.508417238441131
14.450000000000001,3.8936827643706646,2.507214673205052,2.507214673205052,2.511225509993923
14.5,4.101647663677334,2.5072160532924586,2.5072160532924586,2.514397194944139
14.55,4.331122930817849,2.5072177147831756,2.5072177147831756,2.5183667027722634
14.600000000000001,4.582108565792194,2.5072197019293383,2.5072197019293383,2.523210749168341
14.65,4.861975292492122,2.5072220718730693,2.5072220718730693,2.5287281563224275
14.700000000000001,5.181238272361382,2.507224787013875,2.507224787013875,2.534918924234532
14.75,5.530689204741513,2.5072294323415485,2.5072294323415485,2.5427286099897475
14.8,5.910328089632532,2.5072359641966027,2.5072359641966027,2.551948568377528
14.850000000000001,6.327223540827526,2.5072440410278776,2.5072440410278776,2.5623672971344593
14.9,6.795388224814967,2.5072536628353745,2.5072536628353745,2.573984796260555
14.950000000000001,7.303600897336593,2.5072648296190896,2.5072648296190896,2.5886963138650723
15,7.851861558392382,2.507280815998782,2.507280815998782,2.605573585234182
15.05,8.446013881281521,2.5073049576360322,2.5073049576360322,2.6245030617169007
15.100000000000001,9.102215359584424,2.507333397901181,2.507333397901181,2.645696156455756
15.15,9.808411759342217,2.507366136794236,2.507366136794236,2.672052403452815
15.200000000000001,10.564603080554956,2.5074031743152014,2.5074031743152014,2.701786959920134
15.25,11.374747961056718,2.507459464011767,2.507459464011767,2.734899825857707
15.3,12.25448119186349,2.507537727253546,2.507537727253546,2.7723299348111476
15.350000000000001,13.192793302851992,2.5076296040770116,2.5076296040770116,2.8174527878153968
15.4,14.189684294022184,2.507735094482174,2.507735094482174,2.8679311840712174
15.450000000000001,15.246988712147155,2.507854198469024,2.507854198469024,2.9237651235786064
15.5,16.375630187842663,2.508038080552034,2.508038080552034,2.987244544317362
15.55,17.56827914002384,2.5082714821540883,2.5082714821540883,3.0616972732665975
15.600000000000001,18.824935568690673,2.5085421346600807,2.5085421346600807,3.1443211748649906
15.65,20.145667966001305,2.508850038070008,2.508850038070008,3.235116249112532
15.700000000000001,21.531167170409162,2.5091951923838733,2.5091951923838733,3.3385658220193544
15.75,22.98098831246287,2.5097326027079774,2.5097326027079774,3.4570006540699962
15.8,24.495131392162584,2.510369564625047,2.510369564625047,3.5874232524412246
15.850000000000001,26.072979901521695,2.5111000102405616,2.5111000102405616,3.7298336171330417
15.9,27.700000985509966,2.5119239395545256,2.5119239395545256,3.8918981600585583
15.950000000000001,29.38522585996647,2.512882883298063,2.512882883298063,4.073585019808346
16,31.12865452489111,2.514270277440556,2.514270277440556,4.272176957537661
16.05,32.93028698028395,2.515874791969099,2.515874791969099,4.487673973246519
16.1,34.75699701825599,2.5176964268836963,2.5176964268836963,4.731892224577681
16.150000000000002,36.628529126174364,2.519735182184346,2.519735182184346,5.000808092484774
16.2,38.54505739930238,2.5221970593889966,2.5221970593889966,5.29263802854271
16.25,40.50658183764033,2.5254880613384647,2.5254880613384647,5.607382032751534
16.3,42.46687815829433,2.5292497512636847,2.5292497512636847,5.961693480397023
16.35,44.44998206104503,2.533482129164673,2.533482129164673,6.345992879502768
16.400000000000002,46.45834205659699,2.5381851950414176,2.5381851950414176,6.7601547041075385
16.45,48.49195814495006,2.543998130793943,2.543998130793943,7.206289366625761
16.5,50.497553632129154,2.5512902340269807,2.5512902340269807,7.699269911774247
16.55,52.49827755226227,2.5595366666411046,2.5595366666411046,8.229552895700424
16.6,54.49979935226964,2.568737428636323,2.568737428636323,8.79713831840428
16.650000000000002,56.50211903215124,2.578892520012624,2.578892520012624,9.406418216168749
16.7,58.452302741937395,2.591611906161098,2.591611906161098,10.068230850274487
16.75,60.36822740864701,2.606775167370225,2.606775167370225,10.7745654568018
16.8,62.25871902566563,2.6237567141822664,2.6237567141822664,11.52542203575066
16.85,64.12377759299325,2.642556546597213,2.642556546597213,12.326652936935183
16.900000000000002,65.917740809857,2.6631746646150742,2.6631746646150742,13.184119350654813
16.95,67.65098262869795,2.689133679462008,2.689133679462008,14.09222926924173
17,69.33425240118274,2.718833108186519,2.718833108186519,15.05098269269606
17.05,70.96755012731118,2.7517956734610527,2.7517956734610527,16.065699204139516
17.1,72.51756430146985,2.7880213752856036,2.7880213752856036,17.137853380750837
17.150000000000002,73.98761632155457,2.82772836238011,2.82772836238011,18.264660775695262
17.2,75.38817832783,2.8771731934003357,2.8771731934003357,19.446121388972713
17.25,76.71925032029618,2.932150564107351,2.932150564107351,20.68347668505737
17.3,77.96251729409924,2.9926604745011596,2.9926604745011596,21.976533318741662
17.35,79.1170818519651,3.0587029245817616,3.0587029245817616,23.32496482815554
17.400000000000002,80.1903836056997,3.132126562913963,3.132126562913963,24.72877121329896
17.45,81.18242255530303,3.219654640806047,3.219654640806047,26.180576255087672
17.5,82.08965480649233,3.316044543391039,3.316044543391039,27.683657607795496
17.55,82.91128377506546,3.4212962706689214,3.4212962706689214,29.23866199345518
17.6,83.64913260323212,3.535409822639708,3.535409822639708,30.844768710862343
17.650000000000002,84.30320129099219,3.6631564583107172,3.6631564583107172,32.48342958698002
17.7,84.88138516361305,3.8100796275822733,3.8100796275822733,34.165858804467774
17.75,85.38712539320387,3.97042126741985,3.97042126741985,35.89205636332581
17.8,85.81533684500337,4.1441813778234335,4.1441813778234335,37.656725796524015
17.85,86.16601951901139,4.331359958793035,4.331359958793035,39.43665181402783
17.900000000000002,86.45506461361758,4.541061316595038,4.541061316595038,41.247478603765714
17.95,86.69350293336052,4.775303284894326,4.775303284894326,43.08920616573752
18,86.86858522229343,5.028756682304768,5.028756682304768,44.94923342137561
18.05,86.98031148041635,5.301421508826352,5.301421508826352,46.805793772792164
18.1,87.0462041463277,5.593297764459076,5.593297764459076,48.67635341391442
18.150000000000002,87.08409510789136,5.918877971369337,5.918877971369337,50.56091234474251
18.2,87.07646246716106,6.27417762661632,6.27417762661632,52.43791933866257
18.25,87.02330622413683,6.655496483039678,6.655496483039678,54.29319077373953
18.3,86.93998531768864,7.062834540639394,7.062834540639394,56.14291358700099
18.35,86.84853784974737,7.496191799415481,7.496191799415481,57.987087778447076
18.400000000000002,86.72969851444489,7.975268285195472,7.975268285195472,59.79555163856666
18.45,86.5834673117812,8.488584205889968,8.488584205889968,61.56591718569197
18.5,86.42158145921374,9.035165417326832,9.035165417326832,63.31038728269022
18.55,86.26744117412147,9.61501191950602,9.61501191950602,65.02896192956138
18.6,86.10233330590181,10.230178578524932,10.230178578524932,66.68594660086643
18.650000000000002,85.92625785455503,10.896840167426035,10.896840167426035,68.29150492414989
18.7,85.74658420823637,11.603452900102333,11.603452900102333,69.85223422466828
18.75,85.58380920617901,12.350016776553948,12.350016776553948,71.3681345024219
18.8,85.4226580752661,13.136531796780812,13.136531796780812,72.80357332435766
18.85,85.26313081549769,13.966831434196465,13.966831434196465,74.17762153295371
18.900000000000002,85.10884455527774,14.849011574279313,14.849011574279313,75.49142274320218
18.95,84.97417906425461,15.776046157558282,15.776046157558282,76.74269117143353
19,84.84901781928144,16.7479351840335,16.7479351840335,77.91000378274626
19.05,84.73336082035834,17.764678653704923,17.764678653704923,79.00682257437602
19.1,84.62816327372175,18.82861492963101,18.82861492963101,80.03314754632278
19.150000000000002,84.53915782933524,19.94122723015966,19.94122723015966,80.98695458965476
19.200000000000003,84.46250092404998,21.10050810432957,21.10050810432957,81.86227587956903
19.25,84.39819255786603,22.306457552140728,22.306457552140728,82.66337772566324
19.3,84.34597035329698,23.559075573593216,23.559075573593216,83.39026012793751
19.35,84.30315883499853,24.853666978200224,24.853666978200224,84.04523223392707
19.400000000000002,84.27147975400386,26.190440490935362,26.190440490935362,84.63107342361415
19.450000000000003,84.25093311031311,27.5713152379453,27.5713152379453,85.14529998954322
19.5,84.24119403799413,28.996291219229988,28.996291219229988,85.5879119317142
19.55,84.23443933095771,30.465368434789603,30.465368434789603,85.97049457062556
19.6,84.235527799278,31.960202269160813,31.960202269160813,86.29754498821791
19.650000000000002,84.24445944295513,33.48878012038959,33.48878012038959,86.56222934714629
19.700000000000003,84.26123426198906,35.0538199023799,35.0538199023799,86.76454764741074
19.75,84.27641844350167,36.655321615131655,36.655321615131655,86.92531050203912
19.8,84.29562313626806,38.29241452595765,38.29241452595765,87.04273738073584
19.85,84.31890531265604,39.92957216468674,39.92957216468674,87.11047362949084
19.900000000000002,84.34626497266578,41.5905066022947,41.5905066022947,87.1285192483039
19.950000000000003,84.37015763253389,43.27521783878162,43.27521783878162,87.12643892901367
20,84.39449573599691,44.98370587414729,44.98370587414729,87.09252818329803
20.05,84.4196855151011,46.70715786976701,46.70715786976701,87.02332102560955
20.1,84.44572696984626,48.41092239668899,48.41092239668899,86.91942948574598
20.150000000000002,84.46815284851897,50.121701353540956,50.121701353540956,86.81466737839176
20.200000000000003,84.48889716143762,51.83949474032284,51.83949474032284,86.68893170338474
20.25,84.50843968449766,53.56430255703457,53.56430255703457,86.542222460725
20.3,84.52678041769903,55.2768211150243,55.2768211150243,86.37899571107639
20.35,84.54224221409306,56.952940126570766,56.952940126570766,86.22348755690692
20.400000000000002,84.5553884795972,58.61706541526432,58.61706541526432,86.05976561677522
20.450000000000003,84.56650072447377,60.26919698110486,60.26919698110486,85.88782989068118
20.5,84.57557894872285,61.90933482409232,61.90933482409232,85.71464803430973
20.55,84.58286356134968,63.508635484978214,63.508635484978214,85.5545110898637
20.6,84.58830043817603,65.05951792411022,65.05951792411022,85.39642657030288
20.650000000000002,84.5918326781295,66.57965314846615,66.57965314846615,85.24039447562737
20.700000000000003,84.5934602812102,68.06904115804609,68.06904115804609,85.09330334801169
20.75,84.59423139306804,69.52768195284983,69.52768195284983,84.96075631007298
20.8,84.59404400330745,70.92231125065906,70.92231125065906,84.83694218465033
20.85,84.59256706181662,72.26127687706587,72.26127687706587,84.7218609717439
20.900000000000002,84.58980056859555,73.55360371105327,73.55360371105327,84.6195718187049
20.950000000000003,84.58685275008553,74.79929175262129,74.79929175262129,84.53076578228418
21,84.58378100632491,75.99834100176977,75.99834100176977,84.45357851837987
21.05,84.58013326109533,77.1217497210403,77.1217497210403,84.38801002699198
21.1,84.57590951439683,78.18596251859331,78.18596251859331,84.33299790020851
21.150000000000002,84.5718879422155,79.1927192571565,79.1927192571565,84.28878096634796
21.200000000000003,84.56824605153223,80.14201993672992,80.14201993672992,84.25559420019955
21.25,84.56458191931415,81.03269734706085,81.03269734706085,84.23343760176316
21.3,84.56089554556125,81.85443612982894,81.85443612982894,84.21687257237129
21.35,84.55756756604823,82.61453392194211,82.61453392194211,84.20857872546658
21.400000000000002,84.55476541593973,83.31299072340045,83.31299072340045,84.2088721924107
21.450000000000003,84.55224299786279,83.94980653420382,83.94980653420382,84.2172303564406
21.5,84.55000031181733,84.5269337035636,84.5269337035636,84.22667711251502
21.55,84.54810479125571,85.0487917301961,85.0487917301961,84.24151200804653
21.6,84.54660358119972,85.51160724195033,85.51160724195033,84.2617350430351
21.650000000000002,84.5454423750611,85.91538023882634,85.91538023882634,84.28585051350213
21.700000000000003,84.54462117283968,86.26011072082414,86.26011072082414,84.30854912185265
21.75,84.5440622963682,86.55708740353325,86.55708740353325,84.3335140006829
21.8,84.54368620392711,86.81413895207277,86.81413895207277,84.3607451499928
21.85,84.54357087143129,87.02113247421696,87.02113247421696,84.38828228164293
21.900000000000002,84.54371629888081,87.17806796996575,87.17806796996575,84.41330942543446
21.950000000000003,84.54401730157038,87.28494543931917,87.28494543931917,84.4382058883291
22,84.54432207981043,87.36461175447445,87.36461175447445,84.46297167032665
22.05,84.5447631026254,87.41676804831008,87.41676804831008,84.48588292089346
22.1,84.54534037001531,87.43159950291073,87.43159950291073,84.50605836878995
22.150000000000002,84.54597733060737,87.40910611827637,87.40910611827637,84.52464165188063
22.200000000000003,84.54652049568776,87.34928789440703,87.34928789440703,84.54163277016534
22.25,84.5470924432855,87.28487197435209,87.28487197435209,84.55623765787405
22.3,84.54769317340072,87.20224491507997,87.20224491507997,84.56846381193085
22.35,84.54828533462945,87.09613244883926,87.09613244883926,84.57859014839237
22.400000000000002,84.54876442298527,86.9665345756301,86.9665345756301,84.58661666725862
22.450000000000003,84.54920823220827,86.81399172534184,86.81399172534184,84.59295593940185
22.5,84.54961676229838,86.6757343748247,86.6757343748247,84.59746600456073
22.55,84.54998123738996,86.52708201404737,86.52708201404737,84.60008548401176
22.6,84.55026653974741,86.36803464300988,86.36803464300988,84.60081437775476
22.650000000000002,84.55049735317496,86.19859226171218,86.19859226171218,84.60108828759215
22.700000000000003,84.55067367767238,86.02394175324365,86.02394175324365,84.60007771737058
22.75,84.55079875291779,85.86618190433309,85.86618190433309,84.59777411754665
22.8,84.55089217613475,85.70847687927404,85.70847687927404,84.59437134250614
22.85,84.5509408180553,85.55082667806666,85.55082667806666,84.59121217326714
22.900000000000002,84.55094467867919,85.3932313007109,85.3932313007109,84.58743375265198
22.950000000000003,84.55090813088606,85.24246403658414,85.24246403658414,84.5830360806605
23,84.55087625809854,85.10761000353382,85.10761000353382,84.57835545231684
23.05,84.55082006683902,84.97969335624245,84.97969335624245,84.5742121484567
23.1,84.55073955710758,84.85871409471005,84.85871409471005,84.56999846057698
23.150000000000002,84.5506365318039,84.74467221893666,84.74467221893666,84.56571438867752
23.200000000000003,84.55055536136733,84.6420572396111,84.6420572396111,84.56167915222724
23.25,84.55046850418853,84.5522415027133,84.5522415027133,84.55820846696008
23.3,84.55037596026757,84.47234706115668,84.47234706115668,84.55499968363583
23.35,84.55027772960442,84.40237391494117,84.40237391494117,84.5520528022545
23.400000000000002,84.55020171039806,84.34232206406678,84.34232206406678,84.54951701112971
23.450000000000003,84.55013134390309,84.29116958716406,84.29116958716406,84.54743262251328
23.5,84.55006643973478,84.2491476969939,84.2491476969939,84.54572217091378
23.55,84.55000699789291,84.21655047184726,84.21655047184726,84.54438565633123
23.6,84.54996087227522,84.193377911724,84.193377911724,84.54335276332002
23.650000000000002,84.5499240009719,84.17963001662413,84.17963001662413,84.54263475700184
23.700000000000003,84.54989595420736,84.16875891459084,84.16875891459084,84.54224993790119
23.75,84.54987673198157,84.16437205765243,84.16437205765243,84.54219830601807
23.8,84.54985826118924,84.1669329274661,84.1669329274661,84.54222627424774
23.85,84.54984402418168,84.176441524032,84.176441524032,84.54244731338011
23.900000000000002,84.54983489595278,84.19211687209021,84.19211687209021,84.54288317577218
23.950000000000003,84.54983087650251,84.2061358574901,84.2061358574901,84.5435207369998
24,84.54983196583086,84.22398610823039,84.22398610823039,84.54407511212048
24.05,84.54983816393789,84.24566762431095,84.24566762431095,84.54471874117193
24.1,84.54984947082357,84.27118040573208,84.27118040573208,84.54545162415403
24.150000000000002,84.54986588648785,84.29849180975208,84.29849180975208,84.54623457974385
24.200000000000003,84.54987438934495,84.32266754081276,84.32266754081276,84.54689819622803
24.25,84.54988071933568,84.34785533571048,84.34785533571048,84.54755683291135
24.3,84.54988834510134,84.3740551944452,84.3740551944452,84.54821048979377
24.35,84.5498972666418,84.40126711701703,84.40126711701703,84.54882172878435
24.400000000000002,84.54990748395718,84.42717178347213,84.42717178347213,84.54932661501206
24.450000000000003,84.54991899704748,84.45001682891666,84.45001682891666,84.54977660617777
24.5,84.54993180591266,84.47197920700413,84.47197920700413,84.55017170228132
24.55,84.54994591055271,84.49305891773463,84.49305891773463,84.55050189319353
24.6,84.5499578134617,84.51325596110804,84.51325596110804,84.5507606877828
24.650000000000002,84.5499681884654,84.53102644936033,84.53102644936033,84.55095554679453
24.700000000000003,84.54997864678263,84.54634046381379,84.54634046381379,84.55108647022888
24.75,84.54998918841359,84.55989453515178,84.55989453515178,84.5511750564958
24.8,84.54999981335804,84.57168866337452,84.57168866337452,84.55122289110405
24.85,84.55001052161616,84.58172284848185,84.58172284848185,84.55122131060156
24.900000000000002,84.55002131318787,84.59008829527295,84.59008829527295,84.55117031498828
24.950000000000003,84.5500321880731,84.59674888627976,84.59674888627976,84.55111361001383
25,84.55003988447011,84.60168870594008,84.60168870594008,84.55103858357928
25.05,84.5500438936321,84.60490775425386,84.60490775425386,84.55093725924927
25.1,84.55004660783628,84.60641314544726,84.60641314544726,84.55080963702378
25.150000000000002,84.55004802708274,84.60766651935597,84.60766651935597,84.5507026544327
25.200000000000003,84.5500481513715,84.60770534899694,84.60770534899694,84.55059106175136
25.25,84.55004698070249,84.6065296343703,84.6065296343703,84.55047343117593
25.3,84.55004451507574,84.60413937547592,84.60413937547592,84.55035267134627
25.35,84.55004075449133,84.6008308254569,84.6008308254569,84.5502554856954
25.400000000000002,84.55003756188093,84.59797524186997,84.59797524186997,84.55016507159664
25.450000000000003,84.55003620787085,84.59453935896721,84.59453935896721,84.55008142905001
25.5,84.55003455998714,84.59052317674853,84.59052317674853,84.55000686159397
25.55,84.55003261822971,84.58592669521398,84.58592669521398,84.5499480797664
25.6,84.55003038259859,84.58125029956962,84.58125029956962,84.5499002761858
25.650000000000002,84.55002785309375,84.57721417689565,84.57721417689565,84.5498634508523
25.700000000000003,84.55002502971526,84.57312291439837,84.57312291439837,84.54983624702515
25.75,84.55002191246305,84.56897651207773,84.56897651207773,84.54981705109152
25.8,84.55001922506206,84.56477496993371,84.56477496993371,84.549807310829
25.85,84.55001810243529,84.5609623783138,84.5609623783138,84.54980702623762
25.900000000000002,84.55001721512447,84.55769428847921,84.55769428847921,84.54981142437298
25.950000000000003,84.55001656312982,84.55467290612575,84.55467290612575,84.54981868939109
26,84.55001614645121,84.55189823125346,84.55189823125346,84.54983161465171
26.05,84.55001596508879,84.54937026386226,84.54937026386226,84.54985020015495
26.1,84.55001601904243,84.54724312962846,84.54724312962846,84.54986600956182
26.150000000000002,84.5500163083121,84.54548588060476,84.54548588060476,84.54987980548998
26.200000000000003,84.55001628467448,84.54405155041748,84.54405155041748,84.54989413939678
26.25,84.5500140961615,84.54294013906672,84.54294013906672,84.54990901128228
26.3,84.55001152467247,84.54215164655241,84.54215164655241,84.54992442114647
26.35,84.5500085702073,84.54151830139728,84.54151830139728,84.5499403689893
26.400000000000002,84.55000523276601,84.54112977014907,84.54112977014907,84.54995685481077
26.450000000000003,84.55000151234857,84.54099978217138,84.54099978217138,84.54997375670894
26.5,84.54999740895504,84.54112833746409,84.54112833746409,84.54998557560103
26.55,84.54999292258535,84.54148890652128,84.54148890652128,84.54999661905165
26.6,84.54998863322187,84.54177668203005,84.54177668203005,84.55000688706077
26.650000000000002,84.54998984149303,84.54220372004279,84.54220372004279,84.55001637962845
26.700000000000003,84.54999205394803,84.54277002055937,84.54277002055937,84.55002509675465
26.75,84.54999527058688,84.54347558357998,84.54347558357998,84.55003303843932
26.8,84.54999949140952,84.54424594961358,84.54424594961358,84.55004020468253
26.85,84.55000471641596,84.5448871572132,84.5448871572132,84.55004616988992
26.900000000000002,84.55001094560629,84.54555983708013,84.54555983708013,84.55005026935217
26.950000000000003,84.55001817898042,84.54626398921451,84.54626398921451,84.55005326915945
27,84.55002641653839,84.54699961361625,84.54699961361625,84.55005516931172
27.05,84.55002827891464,84.54768752102134,84.54768752102134,84.55005596980905
27.1,84.55003007596846,84.54826272236849,84.54826272236849,84.5500556706514
27.150000000000002,84.55003187302219,84.54880295298508,84.54880295298508,84.55005427183872
27.200000000000003,84.550033670076,84.54930821287125,84.54930821287125,84.55005177337115
27.25,84.55003546712973,84.54977850202685,84.54977850202685,84.55004951350405
27.3,84.55003726418353,84.55017843416458,84.55017843416458,84.55004735446002
27.35,84.55003906123736,84.55050613440886,84.55050613440886,84.55004460567318
27.400000000000002,84.55004085829111,84.55077835703852,84.55077835703852,84.55004126714351
27.450000000000003,84.55004265534482,84.55099510205358,84.55099510205358,84.5500373388712
27.5,84.5500444523987,84.5511563694541,84.5511563694541,84.55003282085609
27.55,84.5500462494524,84.55128346611806,84.55128346611806,84.55002771309823
27.6,84.55004804650623,84.55136839142253,84.55136839142253,84.55002201559762
27.650000000000002,84.55004984355996,84.55140713526133,84.55140713526133,84.55001858063905
27.700000000000003,84.55005164061376,84.55139969763454,84.55139969763454,84.5500154436986
27.75,84.55005343766749,84.55134607854205,84.55134607854205,84.55001242510052
27.8,84.55005523472128,84.55130724688381,84.55130724688381,84.550009524845
27.85,84.55005474498562,84.551243597254,84.551243597254,84.55000674293183
27.900000000000002,84.550053565073,84.5511548544276,84.5511548544276,84.55000407936114
27.950000000000003,84.55005238516047,84.55104101840466,84.55104101840466,84.55000153413283
28,84.5500512052479,84.55091065022258,84.55091065022258,84.54999932739481
28.05,84.55005002533538,84.55080693177437,84.55080693177437,84.54999809417629
28.1,84.55004884542281,84.55069766776275,84.55069766776275,84.54999721382804
28.150000000000002,84.55004766551019,84.55058285818754,84.55058285818754,84.54999668634993
28.200000000000003,84.55004648559768,84.55046250304868,84.55046250304868,84.5499965117421
28.25,84.55004530568509,84.5503474279776,84.5503474279776,84.54999669000446
28.3,84.55004412577259,84.55025434106027,84.55025434106027,84.54999722113699
28.35,84.55004294586,84.55016745445722,84.55016745445722,84.54999810513972
28.400000000000002,84.55004176594743,84.55008676816841,84.55008676816841,84.54999926003998
28.450000000000003,84.5500405860349,84.55001228219379,84.55001228219379,84.55000066953272
28.5,84.55003940612234,84.5499487872574,84.5499487872574,84.55000239502117
28.55,84.55003822620978,84.54989818392042,84.54989818392042,84.55000443650528
28.6,84.55003704629713,84.5498571123315,84.5498571123315,84.55000679398508
28.650000000000002,84.55003527519118,84.54982557249065,84.54982557249065,84.55000946746067
28.700000000000003,84.55003301196028,84.54980356439778,84.54980356439778,84.55001245693188
28.75,84.55003074872933,84.549786996938,84.549786996938,84.55001576239883
28.8,84.55002848549844,84.54977658421826,84.54977658421826,84.55001578915287
28.85,84.55002622226748,84.54977364441659,84.54977364441659,84.55001454180186
28.900000000000002,84.55002395903666,84.54977817753284,84.54977817753284,84.55001261170882
28.950000000000003,84.5500216958057,84.54979018356703,84.54979018356703,84.55000999887383
29,84.55001943257474,84.54979949784068,84.54979949784068,84.55000670329683
29.05,84.55001716934383,84.54981138129699,84.54981138129699,84.55000272497793
29.1,84.5500149061129,84.54982678079415,84.54982678079415,84.54999806391693
29.150000000000002,84.55001264288201,84.54984569633214,84.54984569633214,84.5499936023321
29.200000000000003,84.55001037965111,84.54986757467658,84.54986757467658,84.54999449728804
29.25,84.55000811642017,84.54988501416184,84.54988501416184,84.54999624949157
29.3,84.55000585318928,84.54990312316207,84.54990312316207,84.54999885894263
29.35,84.5500035899584,84.54992190167721,84.54992190167721,84.55000232564115
29.400000000000002,84.55000132672747,84.54994134970737,84.54994134970737,84.55000664958732
29.450000000000003,84.54999906349653,84.54996025488909,84.54996025488909,84.55001183078099
29.5,84.54999680026559,84.54997522547086,84.54997522547086,84.55001786922212
29.55,84.54999453703466,84.54998903057141,84.54998903057141,84.5500229157562
29.6,84.54999227380374,84.55000167019081,84.55000167019081,84.55002582016648
29.650000000000002,84.54999001057284,84.55001314432893,84.55001314432893,84.55002857122219
29.700000000000003,84.54998774734194,84.55002345298584,84.55002345298584,84.55003116892337
29.75,84.549985484111,84.5500325961615,84.5500325961615,84.55003361327007
29.8,84.54998322088008,84.55004057385588,84.55004057385588,84.55003590426213
29.85,84.54998095764913,84.55004738606905,84.55004738606905,84.55003804189971
29.900000000000002,84.54997869441829,84.55005303280099,84.55005303280099,84.55004002618276
29.950000000000003,84.54997643118737,84.55005778121759,84.55005778121759,84.55004185711135
30,84.54997416795645,84.55006159461509,84.55006159461509,84.55004353468533
30.05,84.5499719047255,84.55006159461509,84.55006159461509,84.55004505890474
30.1,84.54996964149463,84.55006159461509,84.55006159461509,84.55004642976968
30.150000000000002,84.54996737826372,84.55006159461509,84.55006159461509,84.55004764728007
30.200000000000003,84.54996511503278,84.55006159461509,84.55006159461509,84.55004871143599
30.25,84.54996321217818,84.55006159461509,84.55006159461509,84.55004962223731
30.3,84.54996452227489,84.55006159461509,84.55006159461509,84.55005030232482
30.35,84.54996583237168,84.55006159461509,84.55006159461509,84.55004941823128
30.400000000000002,84.54996714246842,84.55006159461509,84.55006159461509,84.5500482004491
30.450000000000003,84.54996845256515,84.55006159461509,84.55006159461509,84.55004664897838
30.5,84.54996976266193,84.55006159461509,84.55006159461509,84.55004476381914
30.55,84.54997107275871,84.55006159461509,84.55006159461509,84.55004254497126
30.6,84.54997238285543,84.55006159461509,84.55006159461509,84.55003999243489
30.650000000000002,84.54997369295216,84.55006159461509,84.55006159461509,84.5500371062099
30.700000000000003,84.54997500304896,84.55006159461509,84.55006159461509,84.55003388629639
30.75,84.54997631314566,84.55006159461509,84.55006159461509,84.55003033269428
30.8,84.54997762324243,84.55006159461509,84.55006159461509,84.55002644540359
30.85,84.54997893333918,84.55006159461509,84.55006159461509,84.55002222442437
30.900000000000002,84.54998024343591,84.55006159461509,84.55006159461509,84.55001766975653
30.950000000000003,84.54998155353267,84.55006159461509,84.55006159461509,84.55001278140016
31,84.54998286362947,84.55006159461509,84.55006159461509,84.55000755935517
31.05,84.54998417372619,84.55006159461509,84.55006159461509,84.55000200362167
31.1,84.54998548382295,84.55006159461509,84.55006159461509,84.54999833086106
31.150000000000002,84.54998679391964,84.55006159461509,84.55006159461509,84.54999580369861
31.200000000000003,84.54998810401644,84.55006159461509,84.55006159461509,84.54999336005943
31.25,84.54998941411323,84.55006159461509,84.55006159461509,84.54999099994363
31.3,84.54999072420993,84.55006159461509,84.55006159461509,84.5499887233512
31.35,84.54999203430668,84.55006159461509,84.55006159461509,84.54998653028207
31.400000000000002,84.54999334440349,84.55006159461509,84.55006159461509,84.54998442073637
31.450000000000003,84.54999465450024,84.55006159461509,84.55006159461509,84.54998239471402
31.5,84.54999596459699,84.55006159461509,84.55006159461509,84.54998045221495
31.55,84.54999727469367,84.55006159461509,84.55006159461509,84.54997859323929
31.6,84.54999858479042,84.55006159461509,84.55006159461509,84.54997681778694
31.650000000000002,84.54999989488722,84.55006159461509,84.55006159461509,84.54997512585797
