% Model,COMSOL_3D_CNN_Design_1_2_Phase_2.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 16 2025, 15:53"
% Table,Table 5 - Concentration_Outlet_Pipe_2
% Time (s),Concentration_Outlet_Pipe_2 (mol/m^3),Concentration_Outlet_Pipe_2 (mol/m^3),Concentration_Outlet_Pipe_2 (mol/m^3),Concentration_Outlet_Pipe_2 (mol/m^3)
31.700000000000003,84.550001204984,84.55006159461509,84.55006159461509,84.54997351745232
31.75,84.55000251508069,84.55006159461509,84.55006159461509,84.54997199257008
31.8,84.5500038251775,84.55006159461509,84.55006159461509,84.54997055121119
31.85,84.55000513527423,84.55006159461509,84.55006159461509,84.54996958633117
31.900000000000002,84.55000644537097,84.55006159461509,84.55006159461509,84.54996972459773
31.950000000000003,84.55000775546772,84.55006159461509,84.55006159461509,84.54996986286426
32,84.55000906556452,84.55006159461509,84.55006159461509,84.54997000113075
32.050000000000004,84.5500103756613,84.55006159461509,84.55006159461509,84.54997013939719
32.1,84.55001168575802,84.55006159461509,84.55006159461509,84.54997027766376
32.15,84.55001299585474,84.55006159461509,84.55006159461509,84.5499704159302
32.2,84.55001430595152,84.55006159461509,84.55006159461509,84.54997055419675
32.25,84.55001561604824,84.55006159461509,84.55006159461509,84.54997069246329
32.300000000000004,84.55001692614498,84.55006159461509,84.55006159461509,84.5499708307298
32.35,84.55001823624173,84.55006159461509,84.55006159461509,84.5499709689963
32.4,84.55001954633846,84.55006159461509,84.55006159461509,84.5499711072628
32.45,84.55002085643524,84.55006159461509,84.55006159461509,84.54997124552933
32.5,84.55002216653199,84.55006159461509,84.55006159461509,84.5499713837958
32.550000000000004,84.55002347662871,84.55006159461509,84.55006159461509,84.54997152206238
32.6,84.55002478672552,84.55006159461509,84.55006159461509,84.54997166032886
32.65,84.55002609682228,84.55006159461509,84.55006159461509,84.54997179859534
32.7,84.55002740691901,84.55006159461509,84.55006159461509,84.54997193686184
32.75,84.55002871701573,84.55006159461509,84.55006159461509,84.54997207512838
32.800000000000004,84.55003002711254,84.55006159461509,84.55006159461509,84.54997221339487
32.85,84.55003133720929,84.55006159461509,84.55006159461509,84.54997235166137
32.9,84.55003264730603,84.55006159461509,84.55006159461509,84.54997248992792
32.95,84.55003395740276,84.55006159461509,84.55006159461509,84.54997262819437
33,84.55003526749951,84.55006159461509,84.55006159461509,84.54997276646093
33.050000000000004,84.5500365775963,84.55006159461509,84.55006159461509,84.54997290472743
33.1,84.55003788769305,84.55006159461509,84.55006159461509,84.54997304299395
33.15,84.55003919778979,84.55006159461509,84.55006159461509,84.54997318126044
33.2,84.55004050788656,84.55006159461509,84.55006159461509,84.54997331952694
33.25,84.5500418179833,84.55006159461509,84.55006159461509,84.54997345779341
33.300000000000004,84.55004312808002,84.55006159461509,84.55006159461509,84.54997359605996
33.35,84.55004443817678,84.55006159461509,84.55006159461509,84.54997373432646
33.4,84.55004574827353,84.55006159461509,84.55006159461509,84.54997385014025
33.45,84.55004705837032,84.55006159461509,84.55006159461509,84.54997394170114
33.5,84.55004800943948,84.55006159461509,84.55006159461509,84.54997403326198
33.550000000000004,84.55004761883845,84.55006159461509,84.55006159461509,84.54997412482287
33.6,84.55004722823752,84.55006159461509,84.55006159461509,84.54997421638367
33.65,84.5500468376364,84.55006159461509,84.55006159461509,84.54997430794452
33.7,84.55004644703534,84.55006159461509,84.55006159461509,84.54997439950537
33.75,84.55004605643431,84.55006159461509,84.55006159461509,84.54997449106622
33.800000000000004,84.55004566583328,84.55006159461509,84.55006159461509,84.54997458262709
33.85,84.55004527523228,84.55006159461509,84.55006159461509,84.54997467418794
33.9,84.55004488463122,84.55006159461509,84.55006159461509,84.54997476574873
33.95,84.55004449403019,84.55006159461509,84.55006159461509,84.54997485730959
34,84.55004410342919,84.55006159461509,84.55006159461509,84.54997494887043
34.050000000000004,84.5500437128281,84.55006159461509,84.55006159461509,84.54997504043133
34.1,84.5500433222271,84.55006159461509,84.55006159461509,84.54997513199218
34.15,84.55004293162605,84.55006159461509,84.55006159461509,84.54997522355298
34.2,84.55004254102501,84.55006159461509,84.55006159461509,84.5499753151138
34.25,84.55004215042395,84.55006159461509,84.55006159461509,84.5499754066747
34.300000000000004,84.55004175982299,84.55006159461509,84.55006159461509,84.54997549823553
34.35,84.55004136922194,84.55006159461509,84.55006159461509,84.54997558979638
34.4,84.5500409786209,84.55006159461509,84.55006159461509,84.54997568135718
34.45,84.5500405880199,84.55006159461509,84.55006159461509,84.54997577291803
34.5,84.55004019741877,84.55006159461509,84.55006159461509,84.54997586447891
34.550000000000004,84.55003980681775,84.55006159461509,84.55006159461509,84.54997595603976
34.6,84.5500394162167,84.55006159461509,84.55006159461509,84.54997604760062
34.65,84.55003902561573,84.55006159461509,84.55006159461509,84.54997613916146
34.7,84.55003863501469,84.55006159461509,84.55006159461509,84.54997623072228
34.75,84.55003824441357,84.55006159461509,84.55006159461509,84.54997632228317
34.800000000000004,84.55003785381263,84.55006159461509,84.55006159461509,84.54997641384402
34.85,84.55003746321158,84.55006159461509,84.55006159461509,84.54997650540486
34.9,84.55003707261055,84.55006159461509,84.55006159461509,84.5499765969657
34.95,84.55003668200955,84.55006159461509,84.55006159461509,84.54997668852654
35,84.55003629140846,84.55006159461509,84.55006159461509,84.5499767800874
35.050000000000004,84.5500359008074,84.55006159461509,84.55006159461509,84.54997687164825
35.1,84.55003551020638,84.55006159461509,84.55006159461509,84.54997696320905
35.15,84.55003511960537,84.55006159461509,84.55006159461509,84.54997705476995
35.2,84.55003472900437,84.55006159461509,84.55006159461509,84.5499771463308
35.25,84.55003433840334,84.55006159461509,84.55006159461509,84.5499772378916
35.300000000000004,84.55003394780223,84.55006159461509,84.55006159461509,84.5499773294525
35.35,84.55003355720117,84.55006159461509,84.55006159461509,84.54997742101337
35.4,84.55003316660022,84.55006159461509,84.55006159461509,84.54997751257416
35.45,84.55003277599918,84.55006159461509,84.55006159461509,84.54997760413498
35.5,84.55003238539814,84.55006159461509,84.55006159461509,84.54997769569584
35.550000000000004,84.55003199479712,84.55006159461509,84.55006159461509,84.54997778725672
35.6,84.55003160419605,84.55006159461509,84.55006159461509,84.54997787881759
35.65,84.55003121359502,84.55006159461509,84.55006159461509,84.54997797037841
35.7,84.550030822994,84.55006159461509,84.55006159461509,84.54997806193921
35.75,84.55003043239293,84.55006159461509,84.55006159461509,84.54997815350012
35.800000000000004,84.55003004179194,84.55006159461509,84.55006159461509,84.54997824506096
35.85,84.55002965119088,84.55006159461509,84.55006159461509,84.5499783366218
35.9,84.55002926058982,84.55006159461509,84.55006159461509,84.54997842818258
35.95,84.55002886998882,84.55006159461509,84.55006159461509,84.54997851974352
36,84.5500284793878,84.55006159461509,84.55006159461509,84.54997861130431
36.050000000000004,84.55002808878673,84.55006159461509,84.55006159461509,84.54997870286516
36.1,84.55002769818573,84.55006159461509,84.55006159461509,84.54997879442602
36.15,84.55002730758466,84.55006159461509,84.55006159461509,84.54997888598685
36.2,84.55002691698361,84.55006159461509,84.55006159461509,84.54997897754771
36.25,84.55002652638261,84.55006159461509,84.55006159461509,84.54997906910853
36.300000000000004,84.5500261357816,84.55006159461509,84.55006159461509,84.54997916066941
36.35,84.55002574518058,84.55006159461509,84.55006159461509,84.54997925223023
36.4,84.5500253545795,84.55006159461509,84.55006159461509,84.54997934379107
36.45,84.5500249639785,84.55006159461509,84.55006159461509,84.54997943535191
36.5,84.55002457337743,84.55006159461509,84.55006159461509,84.54997974732187
36.550000000000004,84.5500241827764,84.55006159461509,84.55006159461509,84.54998008218107
36.6,84.55002379217544,84.55006159461509,84.55006159461509,84.54998041704027
36.65,84.55002340157434,84.55006159461509,84.55006159461509,84.54998075189941
36.7,84.55002301097335,84.55006159461509,84.55006159461509,84.5499810867587
36.75,84.55002262037229,84.55006159461509,84.55006159461509,84.54998142161787
36.800000000000004,84.55002222977126,84.55006159461509,84.55006159461509,84.54998175647712
36.85,84.5500218391702,84.55006159461509,84.55006159461509,84.54998209133632
36.9,84.55002144856917,84.55006159461509,84.55006159461509,84.54998242619553
36.95,84.55002105796815,84.55006159461509,84.55006159461509,84.54998276105474
37,84.5500206673671,84.55006159461509,84.55006159461509,84.54998309591399
37.050000000000004,84.55002027676609,84.55006159461509,84.55006159461509,84.5499834307731
37.1,84.55001988616505,84.55006159461509,84.55006159461509,84.54998376563235
37.15,84.55001949556403,84.55006159461509,84.55006159461509,84.54998410049151
37.2,84.55001910496301,84.55006159461509,84.55006159461509,84.54998443535078
37.25,84.55001871436197,84.55006159461509,84.55006159461509,84.54998477020992
37.300000000000004,84.55001832376091,84.55006159461509,84.55006159461509,84.54998510506913
37.35,84.55001793315984,84.55006159461509,84.55006159461509,84.54998543992838
37.4,84.55001754255883,84.55006159461509,84.55006159461509,84.54998577478764
37.45,84.55001715195779,84.55006159461509,84.55006159461509,84.54998610964674
37.5,84.55001682632805,84.55006159461509,84.55006159461509,84.549986444506
37.550000000000004,84.55001674349295,84.55006159461509,84.55006159461509,84.54998677936518
37.6,84.55001666065786,84.55006159461509,84.55006159461509,84.5499871142244
37.65,84.55001657782273,84.55006159461509,84.55006159461509,84.54998744908362
37.7,84.55001649498767,84.55006159461509,84.55006159461509,84.5499877839428
37.75,84.55001641215253,84.55006159461509,84.55006159461509,84.54998811880199
37.800000000000004,84.55001632931746,84.55006159461509,84.55006159461509,84.54998845366123
37.85,84.55001624648239,84.55006159461509,84.55006159461509,84.54998878852044
37.9,84.55001616364727,84.55006159461509,84.55006159461509,84.54998912337963
37.95,84.55001608081214,84.55006159461509,84.55006159461509,84.54998945823891
38,84.55001599797711,84.55006159461509,84.55006159461509,84.54998979309806
38.050000000000004,84.55001591514198,84.55006159461509,84.55006159461509,84.54999012795723
38.1,84.5500158323069,84.55006159461509,84.55006159461509,84.54999046281647
38.15,84.5500157494718,84.55006159461509,84.55006159461509,84.54999079767565
38.2,84.55001566663665,84.55006159461509,84.55006159461509,84.54999113253486
38.25,84.55001558380161,84.55006159461509,84.55006159461509,84.5499914673941
38.300000000000004,84.55001550096647,84.55006159461509,84.55006159461509,84.54999180225327
38.35,84.55001541813142,84.55006159461509,84.55006159461509,84.54999213711248
38.400000000000006,84.55001533529632,84.55006159461509,84.55006159461509,84.54999247197169
38.45,84.55001525246122,84.55006159461509,84.55006159461509,84.5499928068309
38.5,84.55001516962608,84.55006159461509,84.55006159461509,84.54999314169008
38.550000000000004,84.55001508679102,84.55006159461509,84.55006159461509,84.54999347654932
38.6,84.55001500395589,84.55006159461509,84.55006159461509,84.5499938114085
38.650000000000006,84.55001492112085,84.55006159461509,84.55006159461509,84.54999414626775
38.7,84.55001483828578,84.55006159461509,84.55006159461509,84.54999448112692
38.75,84.55001475545065,84.55006159461509,84.55006159461509,84.54999481598617
38.800000000000004,84.5500146726155,84.55006159461509,84.55006159461509,84.54999515084533
38.85,84.55001458978049,84.55006159461509,84.55006159461509,84.54999548570456
38.900000000000006,84.55001450694537,84.55006159461509,84.55006159461509,84.54999582056372
38.95,84.55001442411032,84.55006159461509,84.55006159461509,84.54999615542293
39,84.5500143412752,84.55006159461509,84.55006159461509,84.54999649028215
39.050000000000004,84.55001425844009,84.55006159461509,84.55006159461509,84.54999682514138
39.1,84.55001417560499,84.55006159461509,84.55006159461509,84.54999716000056
39.150000000000006,84.55001409276991,84.55006159461509,84.55006159461509,84.54999749485982
39.2,84.55001400993481,84.55006159461509,84.55006159461509,84.54999782971896
39.25,84.55001392709976,84.55006159461509,84.55006159461509,84.54999816457821
39.300000000000004,84.55001384426464,84.55006159461509,84.55006159461509,84.54999849943741
39.35,84.5500137614295,84.55006159461509,84.55006159461509,84.5499988342966
39.400000000000006,84.55001367859444,84.55006159461509,84.55006159461509,84.54999916915581
39.45,84.55001359575934,84.55006159461509,84.55006159461509,84.54999950401495
39.5,84.55001351292422,84.55006159461509,84.55006159461509,84.54999983887419
39.550000000000004,84.55001343008915,84.55006159461509,84.55006159461509,84.55000017373344
39.6,84.55001334725405,84.55006159461509,84.55006159461509,84.55000050859267
39.650000000000006,84.55001326441901,84.55006159461509,84.55006159461509,84.5500008434518
39.7,84.55001318158385,84.55006159461509,84.55006159461509,84.55000117831104
39.75,84.55001309874876,84.55006159461509,84.55006159461509,84.55000151317026
39.800000000000004,84.55001301591368,84.55006159461509,84.55006159461509,84.55000184802948
39.85,84.5500129330786,84.55006159461509,84.55006159461509,84.55000218288868
39.900000000000006,84.55001285024352,84.55006159461509,84.55006159461509,84.55000251774786
39.95,84.5500127674084,84.55006159461509,84.55006159461509,84.55000285260707
40,84.55001268457332,84.55006159461509,84.55006159461509,84.55000318746627
