% Model,COMSOL_3D_Design_1_1_Transmitter_CNN.mph
% Version,COMSOL 6.3.0.290
% Date,"Oct 7 2025, 14:07"
% Table,Table 23 - Concentration_Outlet_Pipe_3
% Time (s),Concentration_Outlet_Pipe_3 (mol/m^3)
36,0.9731738241108966
36.2,0.973576495708226
36.4,0.9739791673055544
36.6,0.9743818389028829
36.800000000000004,0.9747845105002124
37,0.9751871820975411
37.2,0.9755898536948704
37.4,0.9759925252921989
37.6,0.9763951968895278
37.800000000000004,0.9767029514959248
38,0.9769973350307289
38.2,0.9772917185655343
38.400000000000006,0.9775861021003389
38.6,0.9778804856351432
38.800000000000004,0.9781748691699481
39,0.9784692527047518
39.2,0.9787636362395569
39.400000000000006,0.9790580197743616
39.6,0.9793524033091658
39.800000000000004,0.9796467868439703
40,0.9799411703787743
